year,month,day,team,opponent,location,teamscore,oppscore,home_court_advantage,adjusted_diff
2025,2,24,Alabama St.,Bethune-Cookman,H,68,70,-3.9,1.9
2025,2,8,Alabama St.,Grambling,H,67,77,-3.9,-6.1
2025,1,25,Alabama St.,Prairie View,H,66,63,-3.9,6.9
2025,2,22,Alabama St.,Florida A&M,H,60,59,-3.9,4.9
2024,11,22,Alabama St.,Omaha,N,85,67,-3.9,18
2024,12,20,Alabama St.,Delaware St.,N,80,83,-3.9,-3
2024,11,23,Alabama St.,Lamar University,N,77,75,-3.9,2
2024,12,19,Alabama St.,Norfolk St.,N,54,71,-3.9,-17
2025,2,8,Alcorn,Ark.-Pine Bluff,H,79,60,-13.6,32.6
2025,3,1,Alcorn,Prairie View,H,71,55,-13.6,29.6
2025,1,27,Alcorn,Bethune-Cookman,H,70,61,-13.6,22.6
2025,1,4,Alcorn,Jackson St.,H,69,72,-13.6,10.6
2025,1,13,Alcorn,Alabama St.,H,67,65,-13.6,15.6
2025,1,25,Alcorn,Florida A&M,H,64,65,-13.6,12.6
2025,1,11,Alcorn,Alabama A&M,H,62,52,-13.6,23.6
2025,3,3,Alcorn,Texas Southern,H,59,75,-13.6,-2.4
2024,12,29,American,UMBC,H,93,96,-5.93,2.93
2024,12,4,American,George Washington,H,81,71,-5.93,15.93
2025,1,25,American,Colgate,H,81,77,-5.93,9.93
2025,1,5,American,Holy Cross,H,75,64,-5.93,16.93
2025,2,15,American,Loyola Maryland,H,72,51,-5.93,26.93
2025,2,1,American,Army West Point,H,71,68,-5.93,8.93
2025,3,6,American,Lafayette,H,71,69,-5.93,7.93
2025,1,11,American,Bucknell,H,68,58,-5.93,15.93
2025,1,22,American,Lehigh,H,68,67,-5.93,6.93
2024,11,10,American,Harvard,H,67,55,-5.93,17.93
2025,2,10,American,Lafayette,H,60,58,-5.93,7.93
2025,2,26,American,Navy,H,60,68,-5.93,-2.07
2025,2,22,American,Boston U.,H,48,44,-5.93,9.93
2024,11,24,American,UAlbany,N,81,77,-5.93,4
2024,11,22,American,Kansas City,N,64,60,-5.93,4
2025,1,11,App State,James Madison,H,86,66,2.2,17.8
2025,2,1,App State,Georgia St.,H,80,76,2.2,1.8
2024,11,24,App State,William & Mary,H,79,76,2.2,0.8
2025,2,20,App State,Ga. Southern,H,79,74,2.2,2.8
2025,1,29,App State,Old Dominion,H,77,78,2.2,-3.2
2025,1,8,App State,Coastal Carolina,H,74,51,2.2,20.8
2025,1,4,App State,Texas St.,H,72,61,2.2,8.8
2024,11,19,App State,Queens (NC),H,65,53,2.2,9.8
2024,11,4,App State,Miami (OH),H,63,77,2.2,-16.2
2025,1,2,App State,Troy,H,61,69,2.2,-10.2
2025,2,5,App State,Southern Miss.,H,60,58,2.2,-0.2
2025,2,22,App State,Marshall,H,59,69,2.2,-12.2
2024,11,29,App State,Colgate,N,72,50,2.2,22
2024,11,27,App State,Sam Houston,N,66,63,2.2,3
2024,12,14,App State,High Point,N,59,65,2.2,-6
2025,3,7,App State,Old Dominion,N,56,61,2.2,-5
2025,3,4,Arizona,Arizona St.,H,113,100,7.9,5.1
2024,11,9,Arizona,Old Dominion,H,102,44,7.9,50.1
2024,12,7,Arizona,Southern Utah,H,102,66,7.9,28.1
2024,12,18,Arizona,Samford,H,96,64,7.9,24.1
2025,2,22,Arizona,BYU,H,95,96,7.9,-8.9
2024,12,21,Arizona,Central Mich.,H,94,41,7.9,45.1
2024,11,4,Arizona,Canisius,H,93,64,7.9,21.1
2024,12,30,Arizona,TCU,H,90,81,7.9,1.1
2025,1,11,Arizona,UCF,H,88,80,7.9,0.1
2025,1,27,Arizona,Iowa St.,H,86,75,7.9,3.1
2025,2,26,Arizona,Utah,H,83,66,7.9,9.1
2025,2,8,Arizona,Texas Tech,H,82,73,7.9,1.1
2025,1,14,Arizona,Baylor,H,81,70,7.9,3.1
2025,1,25,Arizona,Colorado,H,78,63,7.9,7.1
2025,2,15,Arizona,Houston,H,58,62,7.9,-11.9
2024,11,22,Arizona,Duke,H,55,69,7.9,-21.9
2024,11,27,Arizona,Davidson,N,104,71,7.9,33
2024,11,28,Arizona,Oklahoma,N,77,82,7.9,-5
2024,11,29,Arizona,West Virginia,N,76,83,7.9,-7
2024,12,14,Arizona,UCLA,N,54,57,7.9,-3
2024,11,20,Arizona St.,Cal Poly,H,93,89,2.6,1.4
2024,12,3,Arizona St.,San Diego,H,90,53,2.6,34.4
2025,1,14,Arizona St.,UCF,H,89,95,2.6,-8.6
2024,11,17,Arizona St.,St. Thomas (MN),H,81,66,2.6,12.4
2025,1,4,Arizona St.,Colorado,H,81,61,2.6,17.4
2025,2,26,Arizona St.,BYU,H,81,91,2.6,-12.6
2025,2,1,Arizona St.,Arizona,H,72,81,2.6,-11.6
2025,2,4,Arizona St.,Kansas St.,H,70,71,2.6,-3.6
2025,2,15,Arizona St.,TCU,H,70,74,2.6,-6.6
2025,1,11,Arizona St.,Baylor,H,66,72,2.6,-8.6
2025,2,18,Arizona St.,Houston,H,65,80,2.6,-17.6
2025,1,25,Arizona St.,Iowa St.,H,61,76,2.6,-17.6
2025,3,8,Arizona St.,Texas Tech,H,57,85,2.6,-30.6
2024,11,5,Arizona St.,Idaho St.,H,55,48,2.6,4.4
2024,11,14,Arizona St.,Grand Canyon,N,87,76,2.6,11
2024,11,28,Arizona St.,New Mexico,N,85,82,2.6,3
2024,11,8,Arizona St.,Santa Clara,N,81,74,2.6,7
2024,12,21,Arizona St.,Massachusetts,N,78,62,2.6,16
2024,11,29,Arizona St.,Saint Mary's (CA),N,68,64,2.6,4
2024,12,14,Arizona St.,Florida,N,66,83,2.6,-17
2024,12,7,Ark.-Pine Bluff,Central Ark.,H,84,78,-4.8,10.8
2025,1,27,Ark.-Pine Bluff,Grambling,H,77,81,-4.8,0.8
2025,2,4,Ark.-Pine Bluff,Texas Southern,H,69,68,-4.8,5.8
2025,3,6,Ark.-Pine Bluff,Jackson St.,H,69,76,-4.8,-2.2
2025,1,25,Ark.-Pine Bluff,Southern U.,H,67,83,-4.8,-11.2
2025,1,13,Ark.-Pine Bluff,Prairie View,H,64,75,-4.8,-6.2
2025,2,15,Ark.-Pine Bluff,Alabama St.,H,63,75,-4.8,-7.2
2025,3,8,Ark.-Pine Bluff,Alcorn,H,63,65,-4.8,2.8
2025,2,17,Ark.-Pine Bluff,Alabama A&M,H,61,75,-4.8,-9.2
2024,11,25,Arkansas,UMES,H,109,35,3,71
2024,12,21,Arkansas,N.C. A&T,H,95,67,3,25
2025,3,8,Arkansas,Mississippi St.,H,93,92,3,-2
2024,12,30,Arkansas,Oakland,H,92,62,3,27
2025,2,22,Arkansas,Missouri,H,92,85,3,4
2024,11,18,Arkansas,Pacific,H,91,72,3,16
2025,2,26,Arkansas,Texas,H,86,81,3,2
2024,12,14,Arkansas,Central Ark.,H,82,57,3,22
2025,2,8,Arkansas,Alabama,H,81,85,3,-7
2024,11,22,Arkansas,Little Rock,H,79,67,3,9
2024,11,6,Arkansas,Lipscomb,H,76,60,3,13
2024,12,7,Arkansas,UTSA,H,75,60,3,12
2025,2,12,Arkansas,LSU,H,70,58,3,9
2025,1,22,Arkansas,Georgia,H,68,65,3,0
2025,1,8,Arkansas,Ole Miss,H,66,73,3,-10
2024,11,13,Arkansas,Troy,H,65,49,3,13
2025,1,11,Arkansas,Florida,H,63,71,3,-11
2025,1,25,Arkansas,Oklahoma,H,62,65,3,-6
2024,12,10,Arkansas,Michigan,N,89,87,3,2
2024,11,28,Arkansas,Illinois,N,77,90,3,-13
2024,11,9,Arkansas,Baylor,N,67,72,3,-5
2025,2,12,Arkansas St.,Southern Miss.,H,101,67,-0.8,34.8
2024,12,21,Arkansas St.,Coastal Carolina,H,97,67,-0.8,30.8
2025,2,22,Arkansas St.,ULM,H,95,70,-0.8,25.8
2025,1,18,Arkansas St.,Georgia St.,H,85,59,-0.8,26.8
2024,12,12,Arkansas St.,UT Arlington,H,83,79,-0.8,4.8
2025,1,16,Arkansas St.,Louisiana,H,83,63,-0.8,20.8
2024,11,4,Arkansas St.,Akron,H,80,75,-0.8,5.8
2024,11,12,Arkansas St.,Little Rock,H,80,63,-0.8,17.8
2025,1,25,Arkansas St.,Texas St.,H,80,65,-0.8,15.8
2025,2,15,Arkansas St.,Troy,H,70,71,-0.8,-0.2
2024,12,5,Arkansas St.,Jackson St.,H,66,64,-0.8,2.8
2025,1,23,Arkansas St.,App State,H,65,55,-0.8,10.8
2024,11,16,Arkansas St.,SFA,H,59,49,-0.8,10.8
2025,2,19,Arkansas St.,South Alabama,H,56,60,-0.8,-3.2
2024,11,29,Arkansas St.,Indiana St.,N,86,81,-0.8,5
2025,3,8,Arkansas St.,Marshall,N,77,74,-0.8,3
2024,11,30,Arkansas St.,Rice,N,67,75,-0.8,-8
2024,12,1,Arkansas St.,Hofstra,N,66,68,-0.8,-2
2025,2,8,Army West Point,Bucknell,H,116,110,-1.6,7.6
2024,11,20,Army West Point,FDU,H,84,70,-1.6,15.6
2024,12,8,Army West Point,Cornell,H,84,103,-1.6,-17.4
2025,1,29,Army West Point,Colgate,H,84,72,-1.6,13.6
2024,12,29,Army West Point,UTSA,H,78,75,-1.6,4.6
2025,2,19,Army West Point,American,H,76,69,-1.6,8.6
2025,1,8,Army West Point,Loyola Maryland,H,74,72,-1.6,3.6
2025,1,15,Army West Point,Lafayette,H,70,68,-1.6,3.6
2024,12,22,Army West Point,Binghamton,H,68,78,-1.6,-8.4
2025,1,18,Army West Point,Boston U.,H,68,62,-1.6,7.6
2025,2,5,Army West Point,Holy Cross,H,68,65,-1.6,4.6
2024,11,4,Army West Point,UAlbany,H,67,59,-1.6,9.6
2025,3,1,Army West Point,Lehigh,H,67,89,-1.6,-20.4
2025,1,26,Army West Point,Navy,H,53,66,-1.6,-11.4
2025,2,26,Auburn,Ole Miss,H,106,76,12.1,17.9
2024,11,18,Auburn,North Ala.,H,102,69,12.1,20.9
2024,12,17,Auburn,Georgia St.,H,100,59,12.1,28.9
2024,12,8,Auburn,Richmond,H,98,54,12.1,31.9
2025,2,4,Auburn,Oklahoma,H,98,70,12.1,15.9
2024,11,6,Auburn,Vermont,H,94,43,12.1,38.9
2025,3,8,Auburn,Alabama,H,91,93,12.1,-14.1
2025,1,14,Auburn,Mississippi St.,H,88,66,12.1,9.9
2024,12,30,Auburn,Monmouth,H,87,58,12.1,16.9
2025,1,4,Auburn,Missouri,H,84,68,12.1,3.9
2025,2,22,Auburn,Georgia,H,82,70,12.1,-0.1
2025,2,8,Auburn,Florida,H,81,90,12.1,-21.1
2024,11,13,Auburn,Kent St.,H,79,56,12.1,10.9
2025,2,19,Auburn,Arkansas,H,67,60,12.1,-5.1
2025,1,25,Auburn,Tennessee,H,53,51,12.1,-10.1
2024,12,14,Auburn,Ohio St.,N,91,53,12.1,38
2024,11,27,Auburn,Memphis,N,90,76,12.1,14
2024,12,21,Auburn,Purdue,N,87,69,12.1,18
2024,11,26,Auburn,North Carolina,N,85,72,12.1,13
2024,11,25,Auburn,Iowa St.,N,83,81,12.1,2
2024,11,9,Auburn,Houston,N,74,69,12.1,5
2025,1,16,Austin Peay,Eastern Ky.,H,97,90,-6.2,13.2
2025,2,8,Austin Peay,Central Ark.,H,90,67,-6.2,29.2
2025,1,30,Austin Peay,Bellarmine,H,86,77,-6.2,15.2
2025,2,24,Austin Peay,Lipscomb,H,78,95,-6.2,-10.8
2025,2,15,Austin Peay,Stetson,H,76,63,-6.2,19.2
2025,2,13,Austin Peay,FGCU,H,73,60,-6.2,19.2
2025,1,9,Austin Peay,West Ga.,H,68,72,-6.2,2.2
2024,11,11,Austin Peay,Chattanooga,H,67,61,-6.2,12.2
2025,2,5,Austin Peay,North Ala.,H,64,74,-6.2,-3.8
2024,12,14,Austin Peay,Southern Ill.,H,60,65,-6.2,1.2
2025,1,11,Austin Peay,Queens (NC),H,60,67,-6.2,-0.8
2025,3,2,Austin Peay,North Florida,N,90,69,-6.2,21
2024,11,26,Austin Peay,Georgia St.,N,62,50,-6.2,12
2024,11,27,Austin Peay,UT Arlington,N,58,68,-6.2,-10
2025,1,11,Ball St.,Bowling Green,H,91,69,5.8,16.2
2025,2,15,Ball St.,NIU,H,89,83,5.8,0.2
2025,2,11,Ball St.,Eastern Mich.,H,86,84,5.8,-3.8
2024,11,16,Ball St.,Indiana St.,H,84,94,5.8,-15.8
2025,2,25,Ball St.,Akron,H,82,87,5.8,-10.8
2024,12,21,Ball St.,Evansville,H,80,43,5.8,31.2
2025,2,22,Ball St.,Buffalo,H,80,66,5.8,8.2
2025,2,8,Ball St.,Southern Miss.,H,77,76,5.8,-4.8
2025,1,18,Ball St.,Toledo,H,75,93,5.8,-23.8
2025,1,7,Ball St.,Miami (OH),H,72,80,5.8,-13.8
2025,1,28,Ball St.,Western Mich.,H,71,74,5.8,-8.8
2025,3,4,Ball St.,Central Mich.,H,67,69,5.8,-7.8
2024,11,20,Ball St.,Detroit Mercy,H,59,70,5.8,-16.8
2024,11,25,Ball St.,Eastern Ky.,N,63,61,5.8,2
2024,11,27,Ball St.,Richmond,N,60,73,5.8,-13
2024,11,12,Baylor,Sam Houston,H,104,67,14.3,22.7
2024,11,17,Baylor,Tarleton St.,H,104,41,14.3,48.7
2024,12,11,Baylor,Norfolk St.,H,94,69,14.3,10.7
2024,11,27,Baylor,New Orleans,H,91,60,14.3,16.7
2025,2,8,Baylor,UCF,H,91,76,14.3,0.7
2024,12,9,Baylor,Abilene Christian,H,88,57,14.3,16.7
2024,12,31,Baylor,Utah,H,81,56,14.3,10.7
2025,2,1,Baylor,Kansas,H,81,70,14.3,-3.3
2025,2,15,Baylor,West Virginia,H,74,71,14.3,-11.3
2025,1,19,Baylor,TCU,H,71,74,14.3,-17.3
2025,3,1,Baylor,Oklahoma St.,H,71,61,14.3,-4.3
2025,1,22,Baylor,Kansas St.,H,70,62,14.3,-6.3
2025,1,7,Baylor,Cincinnati,H,68,48,14.3,5.7
2025,2,17,Baylor,Arizona,H,67,74,14.3,-21.3
2025,3,8,Baylor,Houston,H,61,65,14.3,-18.3
2024,11,21,Baylor,St. John's (NY),N,99,98,14.3,1
2024,11,9,Baylor,Arkansas,N,72,67,14.3,5
2024,11,22,Baylor,Tennessee,N,62,77,14.3,-15
2025,2,18,Bellarmine,Austin Peay,H,94,68,-8.2,34.2
2025,2,13,Bellarmine,Queens (NC),H,87,92,-8.2,3.2
2025,1,11,Bellarmine,North Florida,H,83,98,-8.2,-6.8
2024,12,14,Bellarmine,Ball St.,H,82,86,-8.2,4.2
2024,11,23,Bellarmine,Bowling Green,H,80,68,-8.2,20.2
2025,2,20,Bellarmine,Eastern Ky.,H,80,74,-8.2,14.2
2025,1,25,Bellarmine,Stetson,H,76,81,-8.2,3.2
2025,2,15,Bellarmine,West Ga.,H,76,81,-8.2,3.2
2024,11,9,Bellarmine,VMI,H,71,76,-8.2,3.2
2024,11,13,Bellarmine,Southern Ind.,H,69,71,-8.2,6.2
2025,1,23,Bellarmine,FGCU,H,61,77,-8.2,-7.8
2025,1,9,Bellarmine,Jacksonville,H,59,74,-8.2,-6.8
2025,1,16,Bellarmine,Lipscomb,H,53,87,-8.2,-25.8
2024,12,4,Belmont,Illinois St.,H,99,97,-3.8,5.8
2025,1,4,Belmont,UIC,H,92,87,-3.8,8.8
2024,11,19,Belmont,Oral Roberts,H,90,80,-3.8,13.8
2025,1,8,Belmont,Southern Ill.,H,90,86,-3.8,7.8
2025,2,8,Belmont,Missouri St.,H,85,68,-3.8,20.8
2024,12,19,Belmont,UC Irvine,H,84,92,-3.8,-4.2
2024,11,29,Belmont,Gardner-Webb,H,83,74,-3.8,12.8
2024,12,7,Belmont,Middle Tenn.,H,82,79,-3.8,6.8
2025,1,21,Belmont,Bradley,H,77,89,-3.8,-8.2
2025,2,22,Belmont,Indiana St.,H,77,75,-3.8,5.8
2025,2,2,Belmont,Evansville,H,75,80,-3.8,-1.2
2025,2,19,Belmont,UNI,H,75,82,-3.8,-3.2
2024,11,8,Belmont,Furman,H,74,76,-3.8,1.8
2025,1,14,Belmont,Valparaiso,H,71,64,-3.8,10.8
2025,3,2,Belmont,Murray St.,H,70,60,-3.8,13.8
2024,11,27,Belmont,Tulane,N,89,66,-3.8,23
2025,3,7,Belmont,Illinois St.,N,76,63,-3.8,13
2024,11,26,Belmont,LMU (CA),N,63,77,-3.8,-14
2025,3,8,Belmont,Drake,N,50,57,-3.8,-7
2025,2,3,Bethune-Cookman,Alabama A&M,H,89,75,-5.6,19.6
2025,3,3,Bethune-Cookman,Grambling,H,78,71,-5.6,12.6
2025,3,8,Bethune-Cookman,Florida A&M,H,76,75,-5.6,6.6
2024,11,16,Bethune-Cookman,South Carolina St.,H,75,62,-5.6,18.6
2025,2,15,Bethune-Cookman,Alcorn,H,74,78,-5.6,1.6
2025,1,20,Bethune-Cookman,Ark.-Pine Bluff,H,73,64,-5.6,14.6
2025,2,17,Bethune-Cookman,Jackson St.,H,71,84,-5.6,-7.4
2025,3,1,Bethune-Cookman,Southern U.,H,70,69,-5.6,6.6
2025,2,1,Bethune-Cookman,Alabama St.,H,67,64,-5.6,8.6
2024,11,26,Bethune-Cookman,North Dakota,N,79,67,-5.6,12
2024,11,27,Bethune-Cookman,Gardner-Webb,N,64,79,-5.6,-15
2025,1,4,Binghamton,UMBC,H,87,82,-2.8,7.8
2025,2,20,Binghamton,New Hampshire,H,79,60,-2.8,21.8
2025,1,30,Binghamton,Vermont,H,75,72,-2.8,5.8
2025,3,4,Binghamton,NJIT,H,72,75,-2.8,-0.2
2025,2,8,Binghamton,Bryant,H,71,78,-2.8,-4.2
2025,2,22,Binghamton,Maine,H,71,69,-2.8,4.8
2025,2,6,Binghamton,UMass Lowell,H,66,54,-2.8,14.8
2025,1,18,Binghamton,UAlbany,H,65,70,-2.8,-2.2
2024,12,18,Binghamton,Mercyhurst,H,62,60,-2.8,4.8
2024,11,19,Binghamton,Longwood,H,60,66,-2.8,-3.2
2024,11,30,Binghamton,LIU,N,75,70,-2.8,5
2024,11,29,Binghamton,Niagara,N,62,65,-2.8,-3
2025,1,14,Boise St.,Wyoming,H,96,55,5.1,35.9
2024,11,6,Boise St.,Oakland,H,87,43,5.1,38.9
2024,12,3,Boise St.,Utah Tech,H,87,64,5.1,17.9
2025,2,19,Boise St.,New Mexico,H,86,78,5.1,2.9
2024,11,17,Boise St.,Clemson,H,84,71,5.1,7.9
2024,12,17,Boise St.,Texas Southern,H,82,51,5.1,25.9
2025,2,1,Boise St.,Fresno St.,H,82,60,5.1,16.9
2025,2,26,Boise St.,Utah St.,H,82,65,5.1,11.9
2025,1,7,Boise St.,UNLV,H,81,59,5.1,16.9
2025,2,7,Boise St.,San Jose St.,H,79,52,5.1,21.9
2024,12,21,Boise St.,Air Force,H,77,59,5.1,12.9
2025,3,7,Boise St.,Colorado St.,H,73,83,5.1,-15.1
2025,1,4,Boise St.,San Diego St.,H,68,76,5.1,-13.1
2025,1,29,Boise St.,Nevada,H,66,56,5.1,4.9
2024,11,24,Boise St.,Hampton,N,83,69,5.1,14
2024,11,25,Boise St.,South Dakota St.,N,83,82,5.1,1
2024,12,7,Boise St.,Washington St.,N,69,74,5.1,-5
2024,12,14,Boise St.,Saint Mary's (CA),N,67,65,5.1,2
2024,11,26,Boise St.,Boston College,N,61,63,5.1,-2
2025,2,12,Boston College,Notre Dame,H,94,97,-1.3,-1.7
2024,11,29,Boston College,Dartmouth,H,83,88,-1.3,-3.7
2024,11,19,Boston College,Loyola Maryland,H,82,61,-1.3,22.3
2024,12,28,Boston College,FDU,H,78,70,-1.3,9.3
2025,1,1,Boston College,Miami (FL),H,78,68,-1.3,11.3
2024,12,21,Boston College,SMU,H,77,103,-1.3,-24.7
2025,2,1,Boston College,Florida St.,H,77,76,-1.3,2.3
2024,12,15,Boston College,Stonehill,H,73,69,-1.3,5.3
2024,11,15,Boston College,Temple,H,72,69,-1.3,4.3
2025,1,11,Boston College,Syracuse,H,71,79,-1.3,-6.7
2024,11,4,Boston College,The Citadel,H,69,60,-1.3,10.3
2025,2,22,Boston College,Georgia Tech,H,69,54,-1.3,16.3
2025,3,5,Boston College,Clemson,H,69,78,-1.3,-7.7
2025,1,18,Boston College,Duke,H,63,88,-1.3,-23.7
2025,2,5,Boston College,Louisville,H,58,84,-1.3,-24.7
2025,2,18,Boston College,Virginia Tech,H,54,36,-1.3,19.3
2024,12,3,Boston College,South Carolina,H,51,73,-1.3,-20.7
2024,11,24,Boston College,Old Dominion,N,82,52,-1.3,30
2024,11,25,Boston College,Missouri St.,N,76,74,-1.3,2
2024,11,26,Boston College,Boise St.,N,63,61,-1.3,2
2024,11,8,Boston College,VCU,N,55,80,-1.3,-25
2025,2,15,Boston U.,Colgate,H,93,91,-7,9
2025,2,5,Boston U.,Navy,H,87,65,-7,29
2025,1,25,Boston U.,Bucknell,H,85,82,-7,10
2024,12,7,Boston U.,UAlbany,H,80,74,-7,13
2024,11,16,Boston U.,Dartmouth,H,78,50,-7,35
2025,3,6,Boston U.,Navy,H,78,86,-7,-1
2024,11,4,Boston U.,Northeastern,H,72,80,-7,-1
