year,month,day,team,opponent,location,teamscore,oppscore,home_court_advantage,adjusted_diff
2025,3,6,Delaware St.,UMES,H,75,68,-8.3,15.3
2024,12,11,Delaware St.,NJIT,H,71,59,-8.3,20.3
2025,1,6,Delaware St.,Norfolk St.,H,64,73,-8.3,-0.7
2024,12,20,Delaware St.,Alabama St.,N,83,80,-8.3,3
2024,12,19,Delaware St.,Grambling,N,73,60,-8.3,13
2024,12,4,Denver,Sacramento St.,H,80,59,-5.3,26.3
2024,11,17,Denver,Montana St.,H,79,78,-5.3,6.3
2025,2,6,Denver,South Dakota,H,79,86,-5.3,-1.7
2025,3,1,Denver,South Dakota St.,H,78,62,-5.3,21.3
2025,2,8,Denver,St. Thomas (MN),H,76,79,-5.3,2.3
2024,12,21,Denver,Northern Colo.,H,75,82,-5.3,-1.7
2025,2,19,Denver,Oral Roberts,H,71,60,-5.3,16.3
2025,1,9,Denver,North Dakota,H,70,95,-5.3,-19.7
2025,1,30,Denver,Kansas City,H,69,68,-5.3,6.3
2025,1,15,Denver,Omaha,H,62,80,-5.3,-12.7
2025,1,11,Denver,North Dakota St.,H,50,69,-5.3,-13.7
2025,3,6,Denver,St. Thomas (MN),N,62,80,-5.3,-18
2024,11,25,Denver,CSUN,N,60,89,-5.3,-29
2024,11,26,Denver,Utah Tech,N,54,68,-5.3,-14
2024,11,23,DePaul,NIU,H,98,52,1.2,44.8
2024,11,11,DePaul,Mercer,H,95,64,1.2,29.8
2024,11,7,DePaul,Prairie View,H,92,59,1.2,31.8
2024,12,14,DePaul,Wichita St.,H,91,72,1.2,17.8
2024,11,29,DePaul,Valparaiso,H,89,70,1.2,17.8
2024,11,15,DePaul,Duquesne,H,84,58,1.2,24.8
2024,12,28,DePaul,Loyola Maryland,H,84,65,1.2,17.8
2025,1,14,DePaul,Marquette,H,83,85,1.2,-3.2
2025,3,8,DePaul,Georgetown,H,83,77,1.2,4.8
2024,11,4,DePaul,Southern Ind.,H,80,78,1.2,0.8
2024,11,19,DePaul,Eastern Ill.,H,78,69,1.2,7.8
2025,2,2,DePaul,Seton Hall,H,74,57,1.2,15.8
2025,2,22,DePaul,Butler,H,72,84,1.2,-13.2
2025,1,1,DePaul,UConn,H,68,81,1.2,-14.2
2024,12,10,DePaul,Providence,H,63,70,1.2,-8.2
2025,1,11,DePaul,Xavier,H,63,77,1.2,-15.2
2025,2,19,DePaul,St. John's (NY),H,58,82,1.2,-25.2
2025,1,21,DePaul,Creighton,H,49,73,1.2,-25.2
2025,2,5,DePaul,Villanova,H,49,59,1.2,-11.2
2024,11,10,Detroit Mercy,Niagara,H,84,78,-1.3,7.3
2024,12,5,Detroit Mercy,Purdue Fort Wayne,H,79,78,-1.3,2.3
2025,1,2,Detroit Mercy,Robert Morris,H,78,76,-1.3,3.3
2024,12,7,Detroit Mercy,Wright St.,H,72,80,-1.3,-6.7
2025,2,8,Detroit Mercy,Youngstown St.,H,72,87,-1.3,-13.7
2025,2,19,Detroit Mercy,IU Indy,H,71,80,-1.3,-7.7
2025,1,30,Detroit Mercy,Northern Ky.,H,68,57,-1.3,12.3
2024,11,16,Detroit Mercy,Toledo,H,67,82,-1.3,-13.7
2025,2,1,Detroit Mercy,Green Bay,H,67,57,-1.3,11.3
2025,2,21,Detroit Mercy,Cleveland St.,H,65,73,-1.3,-6.7
2025,1,18,Detroit Mercy,Oakland,H,59,65,-1.3,-4.7
2025,1,4,Detroit Mercy,Milwaukee,H,56,64,-1.3,-6.7
2024,11,27,Detroit Mercy,Rhode Island,N,75,81,-1.3,-6
2024,11,26,Detroit Mercy,Tulsa,N,44,63,-1.3,-19
2025,2,8,Drake,Indiana St.,H,85,81,5.5,-1.5
2025,1,22,Drake,Valparaiso,H,81,71,5.5,4.5
2025,2,19,Drake,UIC,H,74,57,5.5,11.5
2024,12,21,Drake,Green Bay,H,72,62,5.5,4.5
2025,3,2,Drake,Missouri St.,H,68,60,5.5,2.5
2024,11,10,Drake,SFA,H,66,51,5.5,9.5
2025,1,15,Drake,Illinois St.,H,66,62,5.5,-1.5
2025,1,29,Drake,UNI,H,66,52,5.5,8.5
2024,12,29,Drake,Belmont,H,65,46,5.5,13.5
2024,11,16,Drake,FGCU,H,63,61,5.5,-3.5
2025,1,11,Drake,Evansville,H,63,40,5.5,17.5
2024,11,30,Drake,Ga. Southern,H,61,47,5.5,8.5
2025,1,5,Drake,Murray St.,H,59,66,5.5,-12.5
2025,2,16,Drake,Bradley,H,59,61,5.5,-7.5
2024,11,24,Drake,Vanderbilt,N,81,70,5.5,11
2024,11,21,Drake,Miami (FL),N,80,69,5.5,11
2024,11,22,Drake,Fla. Atlantic,N,75,63,5.5,12
2025,3,7,Drake,Southern Ill.,N,70,53,5.5,17
2025,3,8,Drake,Belmont,N,57,50,5.5,7
2025,2,6,Drexel,William & Mary,H,86,66,1.9,18.1
2025,1,11,Drexel,Towson,H,82,93,1.9,-12.9
2025,2,8,Drexel,UNCW,H,79,81,1.9,-3.9
2024,11,9,Drexel,Colgate,H,73,56,1.9,15.1
2024,12,2,Drexel,Bryant,H,73,78,1.9,-6.9
2025,3,1,Drexel,Monmouth,H,71,61,1.9,8.1
2024,11,16,Drexel,La Salle,H,68,71,1.9,-4.9
2025,1,25,Drexel,Delaware,H,67,54,1.9,11.1
2024,12,21,Drexel,Penn St.,H,64,75,1.9,-12.9
2025,2,22,Drexel,Col. of Charleston,H,64,55,1.9,7.1
2025,1,20,Drexel,Hofstra,H,60,55,1.9,3.1
2025,1,16,Drexel,Elon,H,54,65,1.9,-12.9
2025,2,27,Drexel,Hampton,H,53,52,1.9,-0.9
2025,3,8,Drexel,Elon,N,91,74,1.9,17
2024,11,26,Drexel,Chicago St.,N,83,71,1.9,12
2024,11,25,Drexel,Purdue Fort Wayne,N,81,87,1.9,-6
2024,12,7,Drexel,Pennsylvania,N,60,47,1.9,13
2025,2,15,Duke,Stanford,H,106,70,1.8,34.2
2024,11,8,Duke,Army West Point,H,100,58,1.8,40.2
2025,3,1,Duke,Florida St.,H,100,65,1.8,33.2
2024,11,4,Duke,Maine,H,96,62,1.8,32.2
2025,3,3,Duke,Wake Forest,H,93,60,1.8,31.2
2025,1,14,Duke,Miami (FL),H,89,54,1.8,33.2
2024,12,31,Duke,Virginia Tech,H,88,65,1.8,21.2
2025,2,1,Duke,North Carolina,H,87,70,1.8,15.2
2024,11,16,Duke,Wofford,H,86,35,1.8,49.2
2025,1,11,Duke,Notre Dame,H,86,78,1.8,6.2
2024,12,4,Duke,Auburn,H,84,78,1.8,4.2
2025,2,12,Duke,California,H,78,57,1.8,19.2
2025,1,7,Duke,Pittsburgh,H,76,47,1.8,27.2
2025,1,27,Duke,NC State,H,74,64,1.8,8.2
2024,12,10,Duke,UIW,H,72,46,1.8,24.2
2024,11,29,Duke,Seattle U,H,70,48,1.8,20.2
2024,12,17,Duke,George Mason,H,68,47,1.8,19.2
2025,2,22,Duke,Illinois,N,110,67,1.8,43
2024,11,12,Duke,Kentucky,N,72,77,1.8,-5
2024,11,26,Duke,Kansas,N,72,75,1.8,-3
2025,1,8,Duquesne,Saint Joseph's,H,85,81,-0.6,4.6
2025,3,1,Duquesne,George Mason,H,85,68,-0.6,17.6
2024,12,6,Duquesne,Delaware,H,80,66,-0.6,14.6
2025,1,18,Duquesne,St. Bonaventure,H,75,57,-0.6,18.6
2024,11,19,Duquesne,Milwaukee,H,74,80,-0.6,-5.4
2025,2,19,Duquesne,Fordham,H,73,64,-0.6,9.6
2024,11,4,Duquesne,Lipscomb,H,72,77,-0.6,-4.4
2024,12,21,Duquesne,UC Irvine,H,70,54,-0.6,16.6
2025,2,8,Duquesne,Loyola Chicago,H,69,56,-0.6,13.6
2024,12,31,Duquesne,Rhode Island,H,67,55,-0.6,12.6
2025,1,21,Duquesne,Dayton,H,62,82,-0.6,-19.4
2025,3,4,Duquesne,VCU,H,62,71,-0.6,-8.4
2024,12,3,Duquesne,Saint Peter's,H,59,62,-0.6,-2.4
2024,12,11,Duquesne,Maine,H,56,61,-0.6,-4.4
2025,2,1,Duquesne,Massachusetts,H,53,62,-0.6,-8.4
2024,11,8,Duquesne,Princeton,N,68,75,-0.6,-7
2024,11,26,Duquesne,Old Dominion,N,67,54,-0.6,13
2024,12,14,Duquesne,Towson,N,65,47,-0.6,18
2024,11,24,Duquesne,South Dakota St.,N,60,71,-0.6,-11
2024,11,25,Duquesne,Hampton,N,59,64,-0.6,-5
2025,2,23,East Carolina,UTSA,H,96,89,4.4,2.6
2024,11,29,East Carolina,N.C. A&T,H,93,69,4.4,19.6
2025,2,11,East Carolina,UAB,H,82,75,4.4,2.6
2025,1,8,East Carolina,Temple,H,80,79,4.4,-3.4
2024,12,21,East Carolina,Gardner-Webb,H,79,84,4.4,-9.4
2024,11,16,East Carolina,George Mason,H,78,77,4.4,-3.4
2025,3,2,East Carolina,Charlotte,H,78,76,4.4,-2.4
2025,1,5,East Carolina,Fla. Atlantic,H,76,78,4.4,-6.4
2024,12,17,East Carolina,FIU,H,75,64,4.4,6.6
2025,3,6,East Carolina,Tulane,H,73,64,4.4,4.6
2024,12,11,East Carolina,North Ala.,H,67,74,4.4,-11.4
2025,1,25,East Carolina,South Fla.,H,64,55,4.4,4.6
2024,11,9,East Carolina,Coastal Carolina,H,63,59,4.4,-0.4
2025,1,14,East Carolina,North Texas,H,60,69,4.4,-13.4
2025,2,5,East Carolina,Rice,H,60,73,4.4,-17.4
2024,12,3,East Carolina,UNCW,H,53,67,4.4,-18.4
2024,11,21,East Carolina,Jacksonville St.,N,78,86,4.4,-8
2024,11,23,East Carolina,UIC,N,72,55,4.4,17
2024,11,22,East Carolina,Stetson,N,71,64,4.4,7
2025,1,2,Eastern Ill.,Lindenwood,H,78,74,-6.3,10.3
2025,3,1,Eastern Ill.,Southeast Mo. St.,H,73,58,-6.3,21.3
2024,11,29,Eastern Ill.,NIU,H,72,59,-6.3,19.3
2025,2,27,Eastern Ill.,Little Rock,H,71,60,-6.3,17.3
2025,2,15,Eastern Ill.,UT Martin,H,68,72,-6.3,2.3
2025,1,4,Eastern Ill.,Western Ill.,H,67,75,-6.3,-1.7
2025,1,23,Eastern Ill.,Morehead St.,H,66,73,-6.3,-0.7
2025,1,9,Eastern Ill.,Tennessee Tech,H,64,69,-6.3,1.3
2025,1,25,Eastern Ill.,Southern Ind.,H,60,64,-6.3,2.3
2025,1,7,Eastern Ill.,SIUE,H,57,60,-6.3,3.3
2025,2,13,Eastern Ill.,Tennessee St.,H,49,66,-6.3,-10.7
2025,1,27,Eastern Ill.,Little Rock,N,56,54,-6.3,2
2025,2,13,Eastern Ky.,West Ga.,H,95,73,-0.7,22.7
2025,2,1,Eastern Ky.,Austin Peay,H,88,82,-0.7,6.7
2025,2,15,Eastern Ky.,Queens (NC),H,86,80,-0.7,6.7
2024,12,14,Eastern Ky.,Eastern Ill.,H,81,66,-0.7,15.7
2025,1,25,Eastern Ky.,FGCU,H,81,77,-0.7,4.7
2024,12,21,Eastern Ky.,Jacksonville St.,H,80,91,-0.7,-10.3
2025,1,9,Eastern Ky.,North Florida,H,79,74,-0.7,5.7
2025,1,11,Eastern Ky.,Jacksonville,H,75,82,-0.7,-6.3
2025,1,18,Eastern Ky.,Bellarmine,H,72,69,-0.7,3.7
2025,1,23,Eastern Ky.,Stetson,H,66,67,-0.7,-0.3
2025,2,18,Eastern Ky.,Lipscomb,H,66,57,-0.7,9.7
2024,11,26,Eastern Ky.,Southern Ill.,N,77,72,-0.7,5
2024,11,27,Eastern Ky.,Louisiana Tech,N,69,78,-0.7,-9
2024,11,25,Eastern Ky.,Ball St.,N,61,63,-0.7,-2
2025,1,21,Eastern Mich.,Ohio,H,94,87,-8.5,15.5
2025,1,25,Eastern Mich.,Buffalo,H,90,77,-8.5,21.5
2024,11,30,Eastern Mich.,Detroit Mercy,H,89,98,-8.5,-0.5
2024,12,21,Eastern Mich.,Wright St.,H,86,82,-8.5,12.5
2025,2,28,Eastern Mich.,Central Mich.,H,84,73,-8.5,19.5
2025,1,11,Eastern Mich.,Akron,H,81,105,-8.5,-15.5
2025,2,15,Eastern Mich.,Toledo,H,80,73,-8.5,15.5
2024,12,15,Eastern Mich.,Purdue Fort Wayne,H,76,99,-8.5,-14.5
2025,2,8,Eastern Mich.,Old Dominion,H,76,70,-8.5,14.5
2025,2,18,Eastern Mich.,Miami (OH),H,76,66,-8.5,18.5
2025,1,4,Eastern Mich.,NIU,H,75,71,-8.5,12.5
2025,2,25,Eastern Mich.,Bowling Green,H,60,65,-8.5,3.5
2025,2,4,Eastern Mich.,Kent St.,H,49,70,-8.5,-12.5
2024,11,26,Eastern Mich.,Northern Ariz.,N,72,68,-8.5,4
2024,11,6,Eastern Wash.,Seattle U,H,93,86,-2.9,9.9
2024,12,4,Eastern Wash.,North Dakota,H,87,81,-2.9,8.9
2025,2,6,Eastern Wash.,Sacramento St.,H,83,80,-2.9,5.9
2025,1,2,Eastern Wash.,Montana,H,81,92,-2.9,-8.1
2024,11,17,Eastern Wash.,Cal Poly,H,78,82,-2.9,-1.1
2025,2,15,Eastern Wash.,Idaho,H,75,73,-2.9,4.9
2025,2,8,Eastern Wash.,Portland St.,H,72,67,-2.9,7.9
2025,1,4,Eastern Wash.,Montana St.,H,68,63,-2.9,7.9
2025,2,27,Eastern Wash.,Weber St.,H,64,66,-2.9,0.9
2025,1,25,Eastern Wash.,Northern Colo.,H,62,67,-2.9,-2.1
2025,1,23,Eastern Wash.,Northern Ariz.,H,61,70,-2.9,-6.1
2025,3,1,Eastern Wash.,Idaho St.,H,54,78,-2.9,-21.1
2024,11,21,Eastern Wash.,Washington St.,N,81,96,-2.9,-15
2025,3,8,Eastern Wash.,Northern Ariz.,N,53,66,-2.9,-13
2025,1,23,Elon,Monmouth,H,83,71,-13.4,25.4
2025,1,13,Elon,Campbell,H,81,68,-13.4,26.4
2024,12,7,Elon,Wofford,H,79,56,-13.4,36.4
2024,12,21,Elon,UNC Greensboro,H,73,69,-13.4,17.4
2024,12,28,Elon,Marshall,H,73,59,-13.4,27.4
2025,2,1,Elon,Northeastern,H,71,60,-13.4,24.4
2025,1,4,Elon,Hampton,H,70,62,-13.4,21.4
2025,2,22,Elon,William & Mary,H,70,79,-13.4,4.4
2025,2,20,Elon,Towson,H,69,63,-13.4,19.4
2025,1,30,Elon,Hofstra,H,63,74,-13.4,2.4
2025,1,25,Elon,Col. of Charleston,H,62,76,-13.4,-0.6
2025,2,13,Elon,N.C. A&T,H,59,60,-13.4,12.4
2025,3,8,Elon,Drexel,N,74,91,-13.4,-17
2024,11,30,Elon,Navy,N,69,63,-13.4,6
2024,11,29,Elon,Maine,N,56,69,-13.4,-13
2024,11,22,ETSU,USC Upstate,H,87,76,-1.4,12.4
2025,1,22,ETSU,Western Caro.,H,85,58,-1.4,28.4
2024,12,18,ETSU,Elon,H,84,58,-1.4,27.4
2025,1,1,ETSU,VMI,H,84,69,-1.4,16.4
2024,11,24,ETSU,Queens (NC),H,82,67,-1.4,16.4
2024,11,30,ETSU,Austin Peay,H,79,57,-1.4,23.4
2024,11,8,ETSU,Eastern Ky.,H,78,82,-1.4,-2.6
2025,1,4,ETSU,Wofford,H,78,81,-1.4,-1.6
2025,2,2,ETSU,Furman,H,72,69,-1.4,4.4
2025,1,11,ETSU,The Citadel,H,70,52,-1.4,19.4
2025,2,8,ETSU,Samford,H,66,59,-1.4,8.4
2025,2,19,ETSU,UNC Greensboro,H,65,49,-1.4,17.4
2025,1,25,ETSU,Chattanooga,H,63,71,-1.4,-6.6
2025,2,26,ETSU,Mercer,H,59,58,-1.4,2.4
2025,3,8,ETSU,Wofford,N,60,72,-1.4,-12
2024,11,22,Evansville,Green Bay,H,98,81,4.1,12.9
2025,1,18,Evansville,Belmont,H,82,85,4.1,-7.1
2024,11,16,Evansville,Radford,H,81,92,4.1,-15.1
2025,2,16,Evansville,Valparaiso,H,79,69,4.1,5.9
2025,1,29,Evansville,Murray St.,H,78,74,4.1,-0.1
2025,2,8,Evansville,Bradley,H,74,80,4.1,-10.1
2025,1,8,Evansville,Illinois St.,H,69,51,4.1,13.9
2024,12,12,Evansville,Chattanooga,H,67,75,4.1,-12.1
2025,1,22,Evansville,UIC,H,67,78,4.1,-15.1
2024,11,24,Evansville,Campbell,H,66,53,4.1,8.9
2024,12,7,Evansville,Western Ky.,H,65,79,4.1,-18.1
2025,1,4,Evansville,Indiana St.,H,62,66,4.1,-8.1
2025,2,26,Evansville,Drake,H,61,65,4.1,-8.1
2025,2,5,Evansville,Southern Ill.,H,59,68,4.1,-13.1
2024,12,29,Evansville,Missouri St.,H,57,40,4.1,12.9
2025,3,6,Evansville,Murray St.,N,53,74,4.1,-21
2025,3,8,Fairfield,Quinnipiac,H,83,74,-7.9,16.9
2024,12,1,Fairfield,FDU,H,78,74,-7.9,11.9
2024,12,4,Fairfield,Rider,H,78,75,-7.9,10.9
2025,2,8,Fairfield,Sacred Heart,H,71,77,-7.9,1.9
2025,1,16,Fairfield,Niagara,H,70,66,-7.9,11.9
2025,2,28,Fairfield,Mount St. Mary's,H,69,62,-7.9,14.9
2025,1,10,Fairfield,Iona,H,68,64,-7.9,11.9
2025,1,18,Fairfield,Canisius,H,67,78,-7.9,-3.1
2025,2,16,Fairfield,Manhattan,H,67,80,-7.9,-5.1
2024,12,18,Fairfield,Central Conn. St.,H,63,64,-7.9,6.9
2024,11,19,Fairfield,Drexel,H,61,67,-7.9,1.9
2025,2,6,Fairfield,Marist,H,59,56,-7.9,10.9
2025,1,25,Fairfield,Merrimack,H,54,75,-7.9,-13.1
2024,11,24,Fairfield,Vermont,N,67,66,-7.9,1
2024,11,23,Fairfield,Yale,N,66,91,-7.9,-25
2025,2,13,FDU,Chicago St.,H,91,49,-5.4,47.4
2024,11,17,FDU,Manhattan,H,85,82,-5.4,8.4
2025,2,27,FDU,Stonehill,H,82,69,-5.4,18.4
2025,1,30,FDU,Le Moyne,H,78,74,-5.4,9.4
2024,11,26,FDU,Saint Peter's,H,76,78,-5.4,3.4
2025,1,12,FDU,Saint Francis,H,71,75,-5.4,1.4
2025,3,5,FDU,Stonehill,H,71,56,-5.4,20.4
2025,2,8,FDU,Wagner,H,69,58,-5.4,16.4
2025,1,18,FDU,Central Conn. St.,H,60,71,-5.4,-5.6
2025,2,1,FDU,Mercyhurst,H,60,67,-5.4,-1.6
2025,3,1,FDU,LIU,H,55,74,-5.4,-13.6
2025,2,24,FGCU,North Florida,H,86,82,-6.1,10.1
2025,1,16,FGCU,West Ga.,H,82,60,-6.1,28.1
2025,2,1,FGCU,Stetson,H,82,56,-6.1,32.1
2025,2,26,FGCU,Bellarmine,H,80,61,-6.1,25.1
2025,1,11,FGCU,Central Ark.,H,77,71,-6.1,12.1
2025,1,9,FGCU,North Ala.,H,75,70,-6.1,11.1
2024,11,22,FGCU,CSU Bakersfield,H,74,54,-6.1,26.1
2025,2,6,FGCU,Eastern Ky.,H,74,92,-6.1,-11.9
2024,12,4,FGCU,Furman,H,73,76,-6.1,3.1
2025,2,18,FGCU,Jacksonville,H,72,56,-6.1,22.1
2024,11,13,FGCU,St. Bonaventure,H,65,74,-6.1,-2.9
2025,3,3,FGCU,Queens (NC),H,65,71,-6.1,0.1
2024,11,24,FGCU,FIU,H,60,59,-6.1,7.1
2025,1,18,FGCU,Queens (NC),H,60,47,-6.1,19.1
2024,11,23,FGCU,Northeastern,H,55,59,-6.1,2.1
2025,1,4,FIU,Western Ky.,H,85,66,-0.7,19.7
2025,2,6,FIU,Sam Houston,H,85,82,-0.7,3.7
2024,12,30,FIU,Utah Tech,H,80,66,-0.7,14.7
2025,3,1,FIU,Jacksonville St.,H,79,84,-0.7,-4.3
2024,12,4,FIU,Fla. Atlantic,H,77,88,-0.7,-10.3
2025,2,27,FIU,Kennesaw St.,H,76,61,-0.7,15.7
2024,12,21,FIU,IU Indy,H,75,69,-0.7,6.7
2025,1,18,FIU,UTEP,H,73,81,-0.7,-7.3
2025,2,8,FIU,Louisiana Tech,H,71,82,-0.7,-10.3
2024,11,18,FIU,Howard,H,70,75,-0.7,-4.3
2025,1,2,FIU,Middle Tenn.,H,69,73,-0.7,-3.3
2025,1,25,FIU,Liberty,H,59,82,-0.7,-22.3
2025,1,16,FIU,New Mexico St.,H,52,59,-0.7,-6.3
2024,11,23,FIU,CSU Bakersfield,N,76,73,-0.7,3
2024,11,22,FIU,Northeastern,N,58,60,-0.7,-2
2025,1,29,Fla. Atlantic,UTSA,H,94,74,3.1,16.9
2025,2,2,Fla. Atlantic,South Fla.,H,94,72,3.1,18.9
2024,12,14,Fla. Atlantic,Texas St.,H,89,80,3.1,5.9
2025,2,10,Fla. Atlantic,Charlotte,H,87,75,3.1,8.9
2024,12,10,Fla. Atlantic,Jacksonville,H,85,63,3.1,18.9
2024,11,30,Fla. Atlantic,FGCU,H,78,80,3.1,-5.1
2025,1,12,Fla. Atlantic,UAB,H,76,81,3.1,-8.1
2025,1,19,Fla. Atlantic,Rice,H,75,73,3.1,-1.1
2025,2,20,Fla. Atlantic,Wichita St.,H,68,75,3.1,-10.1
2025,1,2,Fla. Atlantic,Memphis,H,62,90,3.1,-31.1
2025,2,27,Fla. Atlantic,North Texas,H,61,71,3.1,-13.1
2024,11,4,Fla. Atlantic,Indiana St.,N,97,64,3.1,33
2024,11,21,Fla. Atlantic,Oklahoma St.,N,86,78,3.1,8
2024,11,16,Fla. Atlantic,Liberty,N,77,74,3.1,3
2024,11,22,Fla. Atlantic,Drake,N,63,75,3.1,-12
2024,11,24,Fla. Atlantic,Seton Hall,N,61,63,3.1,-2
2024,12,21,Florida,North Florida,H,99,45,5.4,48.6
2024,11,22,Florida,Southern Ill.,H,93,68,5.4,19.6
2025,3,8,Florida,Ole Miss,H,90,71,5.4,13.6
2025,1,25,Florida,Georgia,H,89,59,5.4,24.6
2025,3,1,Florida,Texas A&M,H,89,70,5.4,13.6
2025,2,15,Florida,South Carolina,H,88,67,5.4,15.6
2024,12,4,Florida,Virginia,H,87,69,5.4,12.6
2024,11,11,Florida,Grambling,H,86,62,5.4,18.6
2025,2,4,Florida,Vanderbilt,H,86,75,5.4,5.6
2024,12,29,Florida,Stetson,H,85,45,5.4,34.6
2025,2,18,Florida,Oklahoma,H,85,63,5.4,16.6
2024,11,19,Florida,Florida A&M,H,84,60,5.4,18.6
2025,1,18,Florida,Texas,H,84,60,5.4,18.6
2025,1,14,Florida,Missouri,H,82,83,5.4,-6.4
2024,11,7,Florida,Jacksonville,H,81,60,5.4,15.6
2025,1,7,Florida,Tennessee,H,73,43,5.4,24.6
2024,11,4,Florida,South Fla.,N,98,83,5.4,15
2024,12,17,Florida,North Carolina,N,90,84,5.4,6
2024,11,29,Florida,Wichita St.,N,88,51,5.4,37
2024,12,14,Florida,Arizona St.,N,83,66,5.4,17
2024,11,28,Florida,Wake Forest,N,75,58,5.4,17
2025,2,1,Florida A&M,Alabama A&M,H,95,79,-8.2,24.2
2025,1,18,Florida A&M,Ark.-Pine Bluff,H,86,76,-8.2,18.2
2025,2,17,Florida A&M,Alcorn,H,85,76,-8.2,17.2
2025,2,15,Florida A&M,Jackson St.,H,76,71,-8.2,13.2
2025,3,1,Florida A&M,Grambling,H,73,68,-8.2,13.2
2025,3,3,Florida A&M,Southern U.,H,70,73,-8.2,5.2
2024,12,3,Florida A&M,Presbyterian,H,66,63,-8.2,11.2
2025,2,3,Florida A&M,Alabama St.,H,66,67,-8.2,7.2
2025,1,4,Florida A&M,Bethune-Cookman,H,55,62,-8.2,1.2
2024,11,26,Florida St.,Western Caro.,H,91,57,-1,35
2025,1,18,Florida St.,Georgia Tech,H,91,78,-1,14
2025,1,4,Florida St.,Syracuse,H,90,74,-1,17
2025,2,24,Florida St.,North Carolina,H,85,96,-1,-10
2024,12,17,Florida St.,Winthrop,H,82,64,-1,19
2025,1,15,Florida St.,Pittsburgh,H,82,70,-1,13
2024,11,19,Florida St.,Hofstra,H,79,61,-1,19
2024,12,21,Florida St.,Louisville,H,76,90,-1,-13
2025,3,8,Florida St.,SMU,H,76,69,-1,8
2024,11,4,Florida St.,Northern Ky.,H,74,62,-1,13
2024,11,15,Florida St.,Florida,H,74,87,-1,-12
2025,2,19,Florida St.,Miami (FL),H,74,66,-1,9
2024,11,12,Florida St.,Tarleton St.,H,72,52,-1,21
2025,2,4,Florida St.,Notre Dame,H,67,60,-1,8
2025,1,29,Florida St.,Virginia Tech,H,66,76,-1,-9
2025,2,15,Florida St.,Clemson,H,46,72,-1,-25
2024,11,24,Florida St.,Massachusetts,N,92,59,-1,33
2024,11,22,Florida St.,Temple,N,78,69,-1,9
2024,12,14,Florida St.,Tulane,N,77,64,-1,13
2024,11,9,Florida St.,Rice,N,73,65,-1,8
2025,1,15,Fordham,Massachusetts,H,118,120,-0.4,-1.6
2024,12,8,Fordham,Maine,H,87,72,-0.4,15.4
2024,12,21,Fordham,UAlbany,H,87,83,-0.4,4.4
2024,12,4,Fordham,FDU,H,84,75,-0.4,9.4
2024,12,1,Fordham,New Hampshire,H,83,61,-0.4,22.4
2025,2,5,Fordham,Rhode Island,H,80,79,-0.4,1.4
2024,11,12,Fordham,Binghamton,H,78,63,-0.4,15.4
2025,2,12,Fordham,Dayton,H,76,93,-0.4,-16.6
2025,3,1,Fordham,Saint Joseph's,H,76,90,-0.4,-13.6
2024,11,22,Fordham,Drexel,H,71,73,-0.4,-1.6
2025,2,22,Fordham,Davidson,H,69,80,-0.4,-10.6
2025,1,4,Fordham,St. Bonaventure,H,66,86,-0.4,-19.6
2025,1,26,Fordham,Duquesne,H,65,63,-0.4,2.4
2024,12,31,Fordham,Saint Louis,H,63,88,-0.4,-24.6
2025,3,5,Fordham,George Washington,H,58,81,-0.4,-22.6
2024,12,14,Fordham,Bryant,N,86,84,-0.4,2
2024,11,25,Fordham,Penn St.,N,66,85,-0.4,-19
2024,11,26,Fordham,San Francisco,N,64,85,-0.4,-21
2024,11,20,Fresno St.,Prairie View,H,94,83,2.1,8.9
2025,2,4,Fresno St.,San Jose St.,H,91,94,2.1,-5.1
2024,12,31,Fresno St.,New Mexico,H,89,103,2.1,-16.1
2025,2,7,Fresno St.,Utah St.,H,81,89,2.1,-10.1
2025,1,17,Fresno St.,Air Force,H,74,65,2.1,6.9
2024,12,14,Fresno St.,San Diego,H,73,65,2.1,5.9
2024,12,21,Fresno St.,California Baptist,H,69,86,2.1,-19.1
2025,1,11,Fresno St.,Nevada,H,66,77,2.1,-13.1
2024,11,8,Fresno St.,Sacramento St.,H,64,57,2.1,4.9
2025,1,25,Fresno St.,Colorado St.,H,64,69,2.1,-7.1
2024,12,4,Fresno St.,San Diego St.,H,62,84,2.1,-24.1
2025,3,4,Fresno St.,Wyoming,H,62,58,2.1,1.9
2025,3,1,Fresno St.,Boise St.,H,61,66,2.1,-7.1
2025,2,15,Fresno St.,UNLV,H,51,52,2.1,-3.1
2024,11,27,Fresno St.,California Baptist,N,81,86,2.1,-5
2024,11,26,Fresno St.,Washington St.,N,73,84,2.1,-11
2025,2,12,Furman,Mercer,H,96,72,6.2,17.8
2025,2,26,Furman,The Citadel,H,85,42,6.2,36.8
2025,2,5,Furman,Western Caro.,H,84,75,6.2,2.8
2024,11,11,Furman,Jacksonville,H,78,69,6.2,2.8
2024,11,15,Furman,Tulane,H,75,67,6.2,1.8
2025,2,22,Furman,VMI,H,75,71,6.2,-2.2
2025,1,15,Furman,ETSU,H,73,70,6.2,-3.2
2025,1,29,Furman,Samford,H,72,70,6.2,-4.2
2025,1,18,Furman,Chattanooga,H,71,75,6.2,-10.2
2024,12,7,Furman,Princeton,H,69,63,6.2,-0.2
2024,12,14,Furman,South Carolina St.,H,68,64,6.2,-2.2
