year,month,day,team,opponent,location,teamscore,oppscore,home_court_advantage,adjusted_diff
2018,2,10,Dartmouth,Princeton,H,72,56,-1.4,17.4
2017,11,22,Dartmouth,UAlbany,H,73,91,-1.4,-16.6
2018,1,10,Dartmouth,Vermont,H,78,91,-1.4,-11.6
2018,2,16,Dartmouth,Yale,H,65,77,-1.4,-10.6
2017,12,25,Davidson,Akron,N,91,78,2.3,13
2017,11,10,Davidson,Charleston So.,H,110,62,2.3,45.7
2018,2,21,Davidson,Fordham,H,76,52,2.3,21.7
2018,1,10,Davidson,George Washington,H,72,45,2.3,24.7
2018,1,31,Davidson,La Salle,H,84,65,2.3,16.7
2018,2,17,Davidson,Massachusetts,H,83,78,2.3,2.7
2017,12,22,Davidson,New Mexico St.,N,68,69,2.3,-1
2017,12,1,Davidson,North Carolina,H,75,85,2.3,-12.3
2018,3,2,Davidson,Rhode Island,H,63,61,2.3,-0.3
2018,1,28,Davidson,Richmond,H,63,66,2.3,-5.3
2018,2,6,Davidson,Saint Joseph's,H,91,62,2.3,26.7
2018,1,3,Davidson,Saint Louis,H,54,51,2.3,0.7
2018,1,19,Davidson,St. Bonaventure,H,83,73,2.3,7.7
2017,11,14,Davidson,UNCW,H,108,81,2.3,24.7
2017,12,5,Davidson,VMI,H,74,51,2.3,20.7
2017,11,25,Dayton,Akron,H,73,60,3.5,9.5
2017,11,29,Dayton,Auburn,H,60,73,3.5,-16.5
2017,11,10,Dayton,Ball St.,H,78,77,3.5,-2.5
2018,1,23,Dayton,Davidson,H,65,64,3.5,-2.5
2018,2,7,Dayton,Duquesne,H,88,73,3.5,11.5
2018,2,17,Dayton,Fordham,H,80,70,3.5,6.5
2018,3,3,Dayton,George Washington,H,88,78,3.5,6.5
2017,12,16,Dayton,Georgia St.,H,88,83,3.5,1.5
2017,11,16,Dayton,Hofstra,N,69,72,3.5,-3
2018,1,6,Dayton,Massachusetts,H,60,62,3.5,-5.5
2017,11,17,Dayton,Ohio,N,79,65,3.5,14
2017,11,19,Dayton,Old Dominion,N,67,75,3.5,-8
2017,12,9,Dayton,Pennsylvania,H,70,78,3.5,-11.5
2018,1,20,Dayton,Rhode Island,H,74,88,3.5,-17.5
2018,2,20,Dayton,Saint Louis,H,53,50,3.5,-0.5
2018,1,3,Dayton,St. Bonaventure,H,82,72,3.5,6.5
2017,12,6,Dayton,Tennessee Tech,H,79,66,3.5,9.5
2018,1,12,Dayton,VCU,H,106,79,3.5,23.5
2018,3,8,Dayton,VCU,N,72,77,3.5,-5
2017,12,23,Dayton,Wagner,H,79,67,3.5,8.5
2017,12,6,Delaware,Buffalo,H,72,75,-3.9,0.9
2018,1,25,Delaware,Col. of Charleston,H,54,62,-3.9,-4.1
2017,12,28,Delaware,Cornell,H,97,96,-3.9,4.9
2017,12,20,Delaware,CSU Bakersfield,H,76,62,-3.9,17.9
2018,1,11,Delaware,Drexel,H,72,66,-3.9,9.9
2018,2,17,Delaware,Elon,H,72,57,-3.9,18.9
2018,3,3,Delaware,Elon,N,86,79,-3.9,7
2018,1,27,Delaware,Hofstra,H,59,64,-3.9,-1.1
2018,2,24,Delaware,James Madison,H,68,66,-3.9,5.9
2017,11,22,Delaware,Longwood,N,65,57,-3.9,8
2018,2,8,Delaware,Northeastern,H,67,70,-3.9,0.9
2018,3,4,Delaware,Northeastern,N,50,74,-3.9,-24
2017,12,9,Delaware,Notre Dame,H,68,92,-3.9,-20.1
2018,2,1,Delaware,Towson,H,71,75,-3.9,-0.1
2018,1,7,Delaware,UNCW,H,96,76,-3.9,23.9
2018,1,5,Delaware,William & Mary,H,65,90,-3.9,-21.1
2017,11,27,Delaware,Yale,H,66,76,-3.9,-6.1
2018,1,20,Delaware St.,Bethune-Cookman,H,78,86,-8.3,0.3
2017,11,29,Delaware St.,Binghamton,H,64,85,-8.3,-12.7
2018,2,19,Delaware St.,Coppin St.,H,69,51,-8.3,26.3
2017,12,17,Delaware St.,Delaware,H,59,68,-8.3,-0.7
2018,2,17,Delaware St.,Florida A&M,H,63,66,-8.3,5.3
2018,3,1,Delaware St.,Morgan St.,H,87,80,-8.3,15.3
2018,1,8,Delaware St.,N.C. A&T,H,66,76,-8.3,-1.7
2018,3,5,Delaware St.,N.C. A&T,N,61,62,-8.3,-1
2018,1,3,Delaware St.,N.C. Central,H,62,65,-8.3,5.3
2018,1,6,Delaware St.,South Carolina St.,H,60,63,-8.3,5.3
2017,12,6,Delaware St.,UMBC,H,60,81,-8.3,-12.7
2017,12,2,Denver,Air Force,H,59,61,-5.3,3.3
2017,11,26,Denver,Navy,N,71,79,-5.3,-8
2018,2,10,Denver,North Dakota St.,H,66,63,-5.3,8.3
2018,2,14,Denver,Omaha,H,94,78,-5.3,21.3
2018,2,18,Denver,Oral Roberts,H,66,65,-5.3,6.3
2018,3,4,Denver,Oral Roberts,N,90,88,-5.3,2
2018,1,6,Denver,Purdue Fort Wayne,H,63,82,-5.3,-13.7
2017,12,5,Denver,San Jose St.,H,58,56,-5.3,7.3
2018,1,27,Denver,South Dakota,H,84,68,-5.3,21.3
2018,3,5,Denver,South Dakota,N,58,76,-5.3,-18
2018,2,8,Denver,South Dakota St.,H,77,81,-5.3,1.3
2017,11,12,Denver,UC Irvine,H,69,83,-5.3,-8.7
2017,12,9,Denver,USC Upstate,H,84,69,-5.3,20.3
2018,1,25,Denver,Western Ill.,H,70,58,-5.3,17.3
2017,11,29,Denver,Wyoming,H,88,78,-5.3,15.3
2017,12,11,DePaul,Alabama A&M,H,83,59,1.2,22.8
2018,1,20,DePaul,Butler,H,67,79,1.2,-13.2
2017,12,6,DePaul,Central Conn. St.,H,85,57,1.2,26.8
2018,2,7,DePaul,Creighton,H,75,76,1.2,-2.2
2017,11,13,DePaul,Delaware St.,H,81,57,1.2,22.8
2018,1,2,DePaul,Georgetown,H,81,90,1.2,-10.2
2018,2,24,DePaul,Marquette,H,70,62,1.2,6.8
2018,3,7,DePaul,Marquette,N,69,72,1.2,-3
2017,12,21,DePaul,Miami (OH),H,83,66,1.2,15.8
2017,11,23,DePaul,Michigan St.,N,51,73,1.2,-22
2017,12,16,DePaul,Northwestern,H,60,62,1.2,-3.2
2017,11,11,DePaul,Notre Dame,H,58,72,1.2,-15.2
2017,11,24,DePaul,Oregon,N,79,89,1.2,-10
2017,11,26,DePaul,Portland,N,82,69,1.2,13
2018,1,12,DePaul,Providence,H,64,71,1.2,-8.2
2018,1,28,DePaul,Seton Hall,H,70,86,1.2,-17.2
2018,2,14,DePaul,St. John's (NY),H,76,77,1.2,-2.2
2017,12,27,DePaul,Villanova,H,85,103,1.2,-19.2
2018,3,3,DePaul,Xavier,H,62,65,1.2,-4.2
2017,12,2,DePaul,Youngstown St.,H,89,73,1.2,14.8
2018,1,10,Detroit Mercy,Cleveland St.,H,85,84,-1.3,2.3
2017,12,19,Detroit Mercy,ETSU,H,73,81,-1.3,-6.7
2018,2,24,Detroit Mercy,Green Bay,H,97,107,-1.3,-8.7
2018,3,2,Detroit Mercy,Green Bay,N,81,93,-1.3,-12
2017,11,19,Detroit Mercy,Houston Christian,N,116,109,-1.3,7
2018,2,2,Detroit Mercy,IU Indy,H,74,60,-1.3,15.3
2017,12,16,Detroit Mercy,Michigan,N,58,90,-1.3,-32
2018,2,22,Detroit Mercy,Milwaukee,H,49,72,-1.3,-21.7
2017,12,22,Detroit Mercy,Murray St.,H,72,81,-1.3,-7.7
2018,1,7,Detroit Mercy,Northern Ky.,H,54,56,-1.3,-0.7
2018,1,20,Detroit Mercy,Oakland,H,86,92,-1.3,-4.7
2017,11,18,Detroit Mercy,Seattle U,N,71,102,-1.3,-31
2017,12,6,Detroit Mercy,Toledo,H,86,89,-1.3,-1.7
2018,2,4,Detroit Mercy,UIC,H,69,78,-1.3,-7.7
2017,12,9,Detroit Mercy,Western Mich.,H,79,87,-1.3,-6.7
2018,1,5,Detroit Mercy,Wright St.,H,73,80,-1.3,-5.7
2018,1,12,Detroit Mercy,Youngstown St.,H,93,91,-1.3,3.3
2017,12,28,Drake,Bradley,H,66,64,5.5,-3.5
2018,3,2,Drake,Bradley,N,61,63,5.5,-2
2017,11,26,Drake,Chicago St.,H,79,67,5.5,6.5
2017,11,18,Drake,Colorado,N,81,86,5.5,-5
2017,11,19,Drake,Drexel,N,90,88,5.5,2
2018,1,13,Drake,Evansville,H,81,65,5.5,10.5
2018,1,3,Drake,Illinois St.,H,87,62,5.5,19.5
2018,2,14,Drake,Indiana St.,H,90,76,5.5,8.5
2017,12,16,Drake,Iowa,N,64,90,5.5,-26
2018,1,24,Drake,Loyola Chicago,H,57,80,5.5,-28.5
2018,1,20,Drake,Missouri St.,H,61,58,5.5,-2.5
2017,12,9,Drake,Omaha,H,93,74,5.5,13.5
2018,1,30,Drake,Southern Ill.,H,67,78,5.5,-16.5
2017,12,22,Drake,UMES,H,81,57,5.5,18.5
2018,2,10,Drake,UNI,H,71,64,5.5,1.5
2018,2,24,Drake,Valparaiso,H,64,69,5.5,-10.5
2017,11,17,Drake,Wake Forest,N,77,74,5.5,3
2017,11,10,Drexel,Bowling Green,H,69,78,1.9,-10.9
2018,1,5,Drexel,Col. of Charleston,H,87,82,1.9,3.1
2018,3,4,Drexel,Col. of Charleston,N,59,66,1.9,-7
2018,2,22,Drexel,Delaware,H,85,83,1.9,0.1
2017,11,19,Drexel,Drake,N,88,90,1.9,-2
2018,1,25,Drexel,Elon,H,83,79,1.9,2.1
2018,1,13,Drexel,Hofstra,H,86,91,1.9,-6.9
2017,11,17,Drexel,Houston,N,84,80,1.9,4
2018,2,1,Drexel,James Madison,H,76,74,1.9,0.1
2018,3,3,Drexel,James Madison,N,70,62,1.9,8
2017,11,29,Drexel,Lafayette,H,68,67,1.9,-0.9
2017,11,18,Drexel,Mercer,N,59,78,1.9,-19
2018,1,27,Drexel,Northeastern,H,68,67,1.9,-0.9
2017,12,18,Drexel,Quinnipiac,H,72,71,1.9,-0.9
2017,12,2,Drexel,Rider,H,89,77,1.9,10.1
2018,2,8,Drexel,Towson,H,92,94,1.9,-3.9
2018,2,24,Drexel,UNCW,H,82,83,1.9,-2.9
2018,1,7,Drexel,William & Mary,H,63,85,1.9,-23.9
2017,11,10,Duke,Elon,H,97,68,1.8,27.2
2017,12,20,Duke,Evansville,H,104,40,1.8,62.2
2017,11,26,Duke,Florida,N,87,84,1.8,3
2017,12,30,Duke,Florida St.,H,100,93,1.8,5.2
2017,11,20,Duke,Furman,H,92,63,1.8,27.2
2018,2,21,Duke,Louisville,H,82,56,1.8,24.2
2017,11,14,Duke,Michigan St.,N,88,81,1.8,7
2018,3,3,Duke,North Carolina,H,74,64,1.8,8.2
2018,1,29,Duke,Notre Dame,H,88,66,1.8,20.2
2018,1,20,Duke,Pittsburgh,H,81,54,1.8,25.2
2017,11,23,Duke,Portland St.,N,99,81,1.8,18
2017,12,5,Duke,Saint Francis,H,124,67,1.8,55.2
2017,12,2,Duke,South Dakota,H,96,80,1.8,14.2
2017,11,17,Duke,Southern U.,H,78,61,1.8,15.2
2018,2,24,Duke,Syracuse,H,60,44,1.8,14.2
2017,11,24,Duke,Texas,N,85,78,1.8,7
2017,11,11,Duke,Utah Valley,H,99,69,1.8,28.2
2018,1,27,Duke,Virginia,H,63,65,1.8,-3.8
2018,2,14,Duke,Virginia Tech,H,74,52,1.8,20.2
2018,1,13,Duke,Wake Forest,H,89,71,1.8,16.2
2017,11,27,Duquesne,Cornell,H,71,78,-0.6,-6.4
2018,2,24,Duquesne,Davidson,H,60,71,-0.6,-10.4
2017,12,30,Duquesne,Dayton,H,70,62,-0.6,8.6
2017,12,9,Duquesne,Delaware St.,H,97,48,-0.6,49.6
2018,2,10,Duquesne,Fordham,H,57,80,-0.6,-22.4
2018,1,20,Duquesne,George Mason,H,95,89,-0.6,6.6
2018,1,3,Duquesne,George Washington,H,69,52,-0.6,17.6
2018,1,13,Duquesne,La Salle,H,101,94,-0.6,7.6
2017,12,19,Duquesne,Lamar University,H,65,64,-0.6,1.6
2017,12,17,Duquesne,N.C. A&T,H,74,58,-0.6,16.6
2017,12,1,Duquesne,Pittsburgh,N,64,76,-0.6,-12
2018,1,24,Duquesne,Richmond,H,73,77,-0.6,-3.4
2018,3,8,Duquesne,Richmond,N,68,81,-0.6,-13
2017,11,19,Duquesne,Robert Morris,H,59,66,-0.6,-6.4
2018,2,28,Duquesne,Saint Louis,H,76,69,-0.6,7.6
2017,12,22,Duquesne,San Francisco,N,67,65,-0.6,2
2017,12,23,Duquesne,Southern Ill.,N,64,74,-0.6,-10
2018,2,3,Duquesne,St. Bonaventure,H,81,84,-0.6,-2.4
2017,12,6,Duquesne,Stetson,H,73,59,-0.6,14.6
2017,12,4,Duquesne,UMES,H,86,61,-0.6,25.6
2017,11,14,Duquesne,VMI,H,77,61,-0.6,16.6
2017,12,4,East Carolina,Campbell,H,69,66,4.4,-1.4
2017,11,17,East Carolina,Central Conn. St.,H,68,79,4.4,-15.4
2017,12,18,East Carolina,Charlotte,H,50,69,4.4,-23.4
2017,11,20,East Carolina,Cleveland St.,H,72,69,4.4,-1.4
2017,11,12,East Carolina,Coppin St.,H,76,50,4.4,21.6
2017,12,2,East Carolina,Delaware St.,H,63,57,4.4,1.6
2017,12,21,East Carolina,Grambling,H,76,68,4.4,3.6
2018,1,14,East Carolina,Houston,H,49,65,4.4,-20.4
2018,2,3,East Carolina,Memphis,H,88,85,4.4,-1.4
2017,11,26,East Carolina,N.C. A&T,H,81,87,4.4,-10.4
2017,11,15,East Carolina,Radford,H,66,73,4.4,-11.4
2018,2,21,East Carolina,SMU,H,58,77,4.4,-23.4
2018,1,17,East Carolina,South Fla.,H,90,52,4.4,33.6
2018,1,31,East Carolina,Tulane,H,69,71,4.4,-6.4
2018,3,1,East Carolina,Tulsa,H,58,72,4.4,-18.4
2017,12,31,East Carolina,UCF,H,39,59,4.4,-24.4
2018,3,8,East Carolina,UCF,N,52,66,4.4,-14
2018,2,18,East Carolina,UConn,H,80,84,4.4,-8.4
2017,11,30,East Carolina,UNCW,H,93,88,4.4,0.6
2018,1,11,East Carolina,Wichita St.,H,60,95,4.4,-39.4
2018,2,10,Eastern Ill.,Austin Peay,H,69,76,-6.3,-0.7
2018,3,1,Eastern Ill.,Austin Peay,N,66,73,-6.3,-7
2018,1,13,Eastern Ill.,Belmont,H,66,75,-6.3,-2.7
2017,11,17,Eastern Ill.,IU Indy,H,80,79,-6.3,7.3
2018,2,1,Eastern Ill.,Jacksonville St.,H,56,75,-6.3,-12.7
2018,2,22,Eastern Ill.,Murray St.,H,66,76,-6.3,-3.7
2018,2,24,Eastern Ill.,SIUE,H,68,56,-6.3,18.3
2018,1,20,Eastern Ill.,Southeast Mo. St.,H,74,86,-6.3,-5.7
2018,1,11,Eastern Ill.,Tennessee St.,H,65,69,-6.3,2.3
2018,2,28,Eastern Ill.,Tennessee St.,N,73,71,-6.3,2
2018,2,3,Eastern Ill.,Tennessee Tech,H,79,71,-6.3,14.3
2018,1,18,Eastern Ill.,UT Martin,H,80,60,-6.3,26.3
2017,12,19,Eastern Ill.,Western Ill.,H,78,77,-6.3,7.3
2018,2,1,Eastern Ky.,Belmont,H,63,98,-0.7,-34.3
2018,1,6,Eastern Ky.,Eastern Ill.,H,53,54,-0.7,-0.3
2017,11,22,Eastern Ky.,Eastern Wash.,N,62,83,-0.7,-21
2017,12,2,Eastern Ky.,Jacksonville,H,70,65,-0.7,5.7
2018,1,20,Eastern Ky.,Jacksonville St.,H,60,68,-0.7,-7.3
2018,2,10,Eastern Ky.,Morehead St.,H,75,73,-0.7,2.7
2017,12,18,Eastern Ky.,Norfolk St.,H,83,66,-0.7,17.7
2017,11,20,Eastern Ky.,Prairie View,N,70,80,-0.7,-10
2018,1,4,Eastern Ky.,SIUE,H,82,85,-0.7,-2.3
2018,2,22,Eastern Ky.,Southeast Mo. St.,H,91,88,-0.7,3.7
2018,2,3,Eastern Ky.,Tennessee St.,H,60,73,-0.7,-12.3
2018,1,18,Eastern Ky.,Tennessee Tech,H,67,70,-0.7,-2.3
2018,2,8,Eastern Ky.,UT Martin,H,69,70,-0.7,-0.3
2018,1,16,Eastern Mich.,Akron,H,63,49,-8.5,22.5
2018,3,8,Eastern Mich.,Akron,N,67,58,-8.5,9
2017,11,16,Eastern Mich.,Arkansas St.,H,76,59,-8.5,25.5
2018,2,3,Eastern Mich.,Ball St.,H,58,41,-8.5,25.5
2018,1,6,Eastern Mich.,Bowling Green,H,71,75,-8.5,4.5
2018,1,9,Eastern Mich.,Central Mich.,H,79,74,-8.5,13.5
2017,11,18,Eastern Mich.,Howard,H,76,66,-8.5,18.5
2018,2,13,Eastern Mich.,Miami (OH),H,58,57,-8.5,9.5
2018,2,24,Eastern Mich.,NIU,H,82,53,-8.5,37.5
2017,12,6,Eastern Mich.,Oakland,H,95,89,-8.5,14.5
2018,1,20,Eastern Mich.,Ohio,H,66,72,-8.5,2.5
2018,2,20,Eastern Mich.,Toledo,H,85,79,-8.5,14.5
2018,1,30,Eastern Mich.,Western Mich.,H,57,71,-8.5,-5.5
2017,12,17,Eastern Wash.,CSUN,H,86,58,-2.9,30.9
2017,11,22,Eastern Wash.,Eastern Ky.,N,83,62,-2.9,21
2017,11,20,Eastern Wash.,Georgia St.,N,50,68,-2.9,-18
2018,1,12,Eastern Wash.,Idaho,H,51,58,-2.9,-4.1
2018,2,15,Eastern Wash.,Montana,H,74,65,-2.9,11.9
2018,2,17,Eastern Wash.,Montana St.,H,84,79,-2.9,7.9
2018,1,25,Eastern Wash.,North Dakota,H,95,71,-2.9,26.9
2018,3,3,Eastern Wash.,Northern Ariz.,H,85,68,-2.9,19.9
2018,1,27,Eastern Wash.,Northern Colo.,H,67,65,-2.9,4.9
2018,1,4,Eastern Wash.,Portland St.,H,81,74,-2.9,9.9
2018,3,8,Eastern Wash.,Portland St.,N,78,72,-2.9,6
2018,1,6,Eastern Wash.,Sacramento St.,H,82,67,-2.9,17.9
2018,3,1,Eastern Wash.,Southern Utah,H,74,51,-2.9,25.9
2018,1,13,Elon,Col. of Charleston,H,63,58,-13.4,18.4
2018,2,3,Elon,Delaware,H,89,76,-13.4,26.4
2018,3,3,Elon,Delaware,N,79,86,-13.4,-7
2017,12,30,Elon,Drexel,H,90,75,-13.4,28.4
2017,11,17,Elon,FIU,N,95,87,-13.4,8
2018,2,8,Elon,Hofstra,H,48,67,-13.4,-5.6
2018,2,26,Elon,James Madison,H,84,90,-13.4,7.4
2018,2,24,Elon,Northeastern,H,59,81,-13.4,-8.6
2017,11,22,Elon,Radford,H,77,74,-13.4,16.4
2017,12,2,Elon,Saint Peter's,H,71,65,-13.4,19.4
2017,11,30,Elon,South Fla.,H,79,78,-13.4,14.4
2018,1,2,Elon,Towson,H,75,72,-13.4,16.4
2018,1,11,Elon,UNCW,H,78,80,-13.4,11.4
2018,1,20,Elon,William & Mary,H,73,80,-13.4,6.4
2018,2,3,ETSU,Chattanooga,H,81,61,-1.4,21.4
2018,3,3,ETSU,Chattanooga,N,77,59,-1.4,18
2017,11,20,ETSU,Delaware St.,H,81,57,-1.4,25.4
2018,2,25,ETSU,Furman,H,76,79,-1.4,-1.6
2018,3,4,ETSU,Furman,N,63,52,-1.4,11
2017,12,22,ETSU,Ga. Southern,H,79,59,-1.4,21.4
2018,1,24,ETSU,Mercer,H,84,75,-1.4,10.4
2017,12,6,ETSU,Northern Ky.,H,84,71,-1.4,14.4
2017,11,25,ETSU,Purdue Fort Wayne,H,83,73,-1.4,11.4
2018,2,1,ETSU,Samford,H,96,76,-1.4,21.4
2018,2,20,ETSU,The Citadel,H,82,84,-1.4,-0.6
2017,11,22,ETSU,Troy,H,65,73,-1.4,-6.6
2018,1,11,ETSU,UNC Greensboro,H,68,58,-1.4,11.4
2018,3,5,ETSU,UNC Greensboro,N,47,62,-1.4,-15
2018,1,13,ETSU,VMI,H,89,48,-1.4,42.4
2018,1,20,ETSU,Western Caro.,H,66,50,-1.4,17.4
2018,2,23,ETSU,Wofford,H,71,75,-1.4,-2.6
2017,11,10,Evansville,Arkansas St.,H,77,63,4.1,9.9
2017,12,16,Evansville,Austin Peay,H,78,74,4.1,-0.1
2017,11,18,Evansville,Binghamton,H,66,61,4.1,0.9
2018,1,6,Evansville,Bradley,H,68,44,4.1,19.9
2017,12,9,Evansville,Canisius,H,65,58,4.1,2.9
2018,1,27,Evansville,Drake,H,77,73,4.1,-0.1
2017,11,21,Evansville,Fresno St.,N,59,57,4.1,2
2017,12,23,Evansville,Illinois St.,H,66,72,4.1,-10.1
2018,1,17,Evansville,Indiana St.,H,66,71,4.1,-9.1
2017,11,22,Evansville,Louisiana Tech,N,61,63,4.1,-2
2018,2,18,Evansville,Loyola Chicago,H,66,76,4.1,-14.1
2018,1,10,Evansville,Missouri St.,H,64,55,4.1,4.9
2017,11,13,Evansville,N.C. Central,H,68,55,4.1,8.9
2017,11,16,Evansville,Southeast Mo. St.,H,66,50,4.1,11.9
2018,2,24,Evansville,Southern Ill.,H,75,44,4.1,26.9
2018,1,31,Evansville,UNI,H,57,49,4.1,3.9
2018,3,1,Evansville,UNI,N,50,60,4.1,-10
2018,2,7,Evansville,Valparaiso,H,63,59,4.1,-0.1
2017,11,25,Fairfield,Gardner-Webb,N,75,64,-7.9,11
2018,1,29,Fairfield,Iona,H,103,100,-7.9,10.9
2018,3,5,Fairfield,Iona,N,71,83,-7.9,-12
2017,11,24,Fairfield,Jacksonville,N,84,92,-7.9,-8
2017,11,14,Fairfield,Loyola Maryland,H,64,52,-7.9,19.9
2018,1,11,Fairfield,Manhattan,H,53,59,-7.9,1.9
2018,2,15,Fairfield,Marist,H,83,79,-7.9,11.9
2018,3,1,Fairfield,Marist,N,71,57,-7.9,14
2018,2,24,Fairfield,Monmouth,H,69,66,-7.9,10.9
2017,12,22,Fairfield,New Hampshire,H,78,68,-7.9,17.9
2018,1,20,Fairfield,Niagara,H,104,85,-7.9,26.9
2018,3,3,Fairfield,Niagara,N,90,77,-7.9,13
2017,12,17,Fairfield,Old Dominion,H,77,82,-7.9,2.9
2017,11,11,Fairfield,Pennsylvania,H,80,72,-7.9,15.9
2018,2,17,Fairfield,Quinnipiac,H,102,98,-7.9,11.9
2018,3,4,Fairfield,Quinnipiac,N,74,64,-7.9,10
2018,1,27,Fairfield,Quinnipiac,N,70,75,-7.9,-5
2018,1,23,Fairfield,Rider,H,88,90,-7.9,5.9
2017,12,28,Fairfield,Saint Peter's,H,70,61,-7.9,16.9
2018,2,5,Fairfield,Siena,H,78,65,-7.9,20.9
2018,2,24,FDU,Bryant,H,87,83,-5.4,9.4
2018,1,4,FDU,Central Conn. St.,H,81,77,-5.4,9.4
2017,11,22,FDU,Holy Cross,H,87,76,-5.4,16.4
2018,1,11,FDU,LIU,H,85,90,-5.4,0.4
2018,1,20,FDU,Mount St. Mary's,H,73,72,-5.4,6.4
2017,11,26,FDU,Princeton,H,76,83,-5.4,-1.6
2018,1,13,FDU,Robert Morris,H,75,81,-5.4,-0.6
2018,2,8,FDU,Sacred Heart,H,77,67,-5.4,15.4
2018,2,22,FDU,Saint Francis,H,82,90,-5.4,-2.6
2018,2,11,FDU,Wagner,H,76,69,-5.4,12.4
2017,11,24,FGCU,Denver,H,79,71,-6.1,14.1
2017,12,5,FGCU,Fla. Atlantic,H,88,92,-6.1,2.1
2017,11,11,FGCU,Illinois St.,H,98,87,-6.1,17.1
2018,1,27,FGCU,Jacksonville,H,68,62,-6.1,12.1
2018,2,15,FGCU,Kennesaw St.,H,93,97,-6.1,2.1
2018,3,4,FGCU,Lipscomb,H,96,108,-6.1,-5.9
2018,2,17,FGCU,Lipscomb,H,87,90,-6.1,3.1
2017,12,2,FGCU,Middle Tenn.,H,76,81,-6.1,1.1
2017,11,25,FGCU,Navy,H,70,54,-6.1,22.1
2018,1,13,FGCU,NJIT,H,68,54,-6.1,20.1
2018,1,29,FGCU,North Florida,H,103,70,-6.1,39.1
2018,3,1,FGCU,North Florida,H,95,72,-6.1,29.1
2017,12,16,FGCU,Oral Roberts,H,64,83,-6.1,-12.9
2018,1,6,FGCU,Stetson,H,90,52,-6.1,44.1
2018,2,26,FGCU,USC Upstate,H,96,76,-6.1,26.1
2018,1,11,FGCU,USC Upstate,H,75,58,-6.1,23.1
2018,1,20,FIU,Charlotte,H,79,59,-0.7,20.7
2017,11,17,FIU,Elon,N,87,95,-0.7,-8
2017,12,19,FIU,FGCU,H,91,88,-0.7,3.7
2017,12,30,FIU,Fla. Atlantic,H,58,57,-0.7,1.7
2017,12,16,FIU,James Madison,H,67,76,-0.7,-8.3
2018,2,3,FIU,Louisiana Tech,H,71,68,-0.7,3.7
2018,1,4,FIU,Middle Tenn.,H,66,71,-0.7,-4.3
2018,2,22,FIU,North Texas,H,69,68,-0.7,1.7
2018,1,18,FIU,Old Dominion,H,54,64,-0.7,-9.3
2018,2,24,FIU,Rice,H,67,64,-0.7,3.7
2017,12,2,FIU,South Alabama,H,87,58,-0.7,29.7
2017,11,27,FIU,South Carolina,H,61,78,-0.7,-16.3
2018,2,1,FIU,Southern Miss.,H,76,70,-0.7,6.7
2018,3,7,FIU,Southern Miss.,N,68,69,-0.7,-1
2017,11,12,FIU,Stetson,H,64,70,-0.7,-5.3
2018,1,6,FIU,UAB,H,64,75,-0.7,-10.3
2017,12,16,Fla. Atlantic,Arkansas St.,H,63,64,3.1,-4.1
2017,12,2,Fla. Atlantic,Bethune-Cookman,H,93,75,3.1,14.9
2018,1,18,Fla. Atlantic,Charlotte,H,75,64,3.1,7.9
2018,2,17,Fla. Atlantic,FIU,H,77,72,3.1,1.9
2018,2,1,Fla. Atlantic,Louisiana Tech,H,62,67,3.1,-8.1
2018,1,6,Fla. Atlantic,Middle Tenn.,H,57,61,3.1,-7.1
2017,11,22,Fla. Atlantic,Missouri St.,N,60,71,3.1,-11
2018,2,24,Fla. Atlantic,North Texas,H,74,54,3.1,16.9
2017,11,21,Fla. Atlantic,NIU,N,77,67,3.1,10
2018,1,20,Fla. Atlantic,Old Dominion,H,62,73,3.1,-14.1
2018,2,22,Fla. Atlantic,Rice,H,76,79,3.1,-6.1
2018,2,3,Fla. Atlantic,Southern Miss.,H,66,77,3.1,-14.1
2017,11,20,Fla. Atlantic,Towson,N,52,76,3.1,-24
2018,1,4,Fla. Atlantic,UAB,H,44,75,3.1,-34.1
2018,3,7,Fla. Atlantic,UAB,N,72,83,3.1,-11
2018,2,3,Florida,Alabama,H,50,68,5.4,-23.4
2018,1,17,Florida,Arkansas,H,88,73,5.4,9.6
2018,2,24,Florida,Auburn,H,72,66,5.4,0.6
2018,1,27,Florida,Baylor,H,81,60,5.4,15.6
2017,12,9,Florida,Cincinnati,N,66,60,5.4,6
2017,12,16,Florida,Clemson,N,69,71,5.4,-2
2017,11,26,Florida,Duke,N,84,87,5.4,-3
2017,12,4,Florida,Florida St.,H,66,83,5.4,-22.4
2017,11,13,Florida,Gardner-Webb,H,116,74,5.4,36.6
2018,2,14,Florida,Georgia,H,69,72,5.4,-8.4
2017,11,24,Florida,Gonzaga,N,111,105,5.4,6
2017,12,20,Florida,James Madison,H,72,63,5.4,3.6
2018,3,3,Florida,Kentucky,H,80,67,5.4,7.6
2017,12,6,Florida,Loyola Chicago,H,59,65,5.4,-11.4
2018,2,7,Florida,LSU,H,73,64,5.4,3.6
2018,1,10,Florida,Mississippi St.,H,71,54,5.4,11.6
2017,11,19,Florida,New Hampshire,H,70,63,5.4,1.6
2017,11,16,Florida,North Florida,H,108,68,5.4,34.6
2018,1,24,Florida,South Carolina,H,72,77,5.4,-10.4
2017,11,23,Florida,Stanford,N,108,87,5.4,21
2017,12,22,Florida,UIW,H,75,60,5.4,9.6
2017,12,30,Florida,Vanderbilt,H,81,74,5.4,1.6
