year,month,day,team,opponent,location,teamscore,oppscore,home_court_advantage,adjusted_diff
2018,1,8,American,Army West Point,H,54,58,-5.93,1.93
2018,2,14,American,Boston U.,H,60,56,-5.93,9.93
2018,2,24,American,Bucknell,H,61,80,-5.93,-13.07
2018,1,2,American,Colgate,H,63,72,-5.93,-3.07
2018,1,22,American,Holy Cross,H,57,60,-5.93,2.93
2017,12,9,American,Howard,H,74,63,-5.93,16.93
2018,1,20,American,Lafayette,H,53,62,-5.93,-3.07
2018,2,10,American,Lehigh,H,78,80,-5.93,3.93
2018,1,11,American,Loyola Maryland,H,76,65,-5.93,16.93
2017,12,18,American,Mount St. Mary's,H,56,59,-5.93,2.93
2018,1,31,American,Navy,H,44,61,-5.93,-11.07
2017,11,25,American,VMI,H,69,64,-5.93,10.93
2018,1,27,App State,Arkansas St.,H,88,93,2.2,-7.2
2018,3,3,App State,Coastal Carolina,H,76,67,2.2,6.8
2017,11,25,App State,Davidson,H,78,62,2.2,13.8
2018,1,13,App State,Ga. Southern,H,59,60,2.2,-3.2
2018,1,11,App State,Georgia St.,H,58,71,2.2,-15.2
2017,11,16,App State,Iowa St.,N,98,104,2.2,-6
2018,1,25,App State,Little Rock,H,72,67,2.2,2.8
2018,3,7,App State,Little Rock,N,93,64,2.2,29
2018,2,15,App State,South Alabama,H,66,77,2.2,-13.2
2017,12,2,App State,South Fla.,H,84,61,2.2,20.8
2017,12,29,App State,Texas St.,H,66,62,2.2,1.8
2018,2,17,App State,Troy,H,65,54,2.2,8.8
2017,12,31,App State,UT Arlington,H,80,76,2.2,1.8
2017,11,19,App State,UTEP,N,76,72,2.2,4
2017,11,17,App State,Western Mich.,N,67,86,2.2,-19
2017,12,9,Arizona,Alabama,H,88,82,7.9,-1.9
2017,12,30,Arizona,Arizona St.,H,84,78,7.9,-1.9
2018,3,3,Arizona,California,H,66,54,7.9,4.1
2018,1,25,Arizona,Colorado,H,80,71,7.9,1.1
2018,3,8,Arizona,Colorado,N,83,67,7.9,16
2017,11,16,Arizona,CSU Bakersfield,H,91,59,7.9,24.1
2017,11,29,Arizona,Long Beach St.,H,91,56,7.9,27.1
2017,11,22,Arizona,NC State,N,84,90,7.9,-6
2017,12,18,Arizona,North Dakota St.,H,83,53,7.9,22.1
2017,11,10,Arizona,Northern Ariz.,H,101,67,7.9,26.1
2018,1,13,Arizona,Oregon,H,90,83,7.9,-0.9
2018,1,11,Arizona,Oregon St.,H,62,53,7.9,1.1
2017,11,24,Arizona,Purdue,N,64,89,7.9,-25
2017,11,23,Arizona,SMU,N,60,66,7.9,-6
2018,2,10,Arizona,Southern California,H,81,67,7.9,6.1
2018,3,1,Arizona,Stanford,H,75,67,7.9,0.1
2017,12,5,Arizona,Texas A&M,N,67,64,7.9,3
2018,2,8,Arizona,UCLA,H,74,82,7.9,-15.9
2017,12,21,Arizona,UConn,H,73,58,7.9,7.1
2017,11,12,Arizona,UMBC,H,103,78,7.9,17.1
2018,1,27,Arizona,Utah,H,74,73,7.9,-6.9
2018,2,15,Arizona St.,Arizona,H,70,77,2.6,-9.6
2018,3,1,Arizona St.,California,H,84,53,2.6,28.4
2018,1,27,Arizona St.,Colorado,H,80,66,2.6,11.4
2018,3,7,Arizona St.,Colorado,N,85,97,2.6,-12
2017,11,10,Arizona St.,Idaho St.,H,94,74,2.6,17.4
2017,11,23,Arizona St.,Kansas St.,N,92,90,2.6,2
2017,12,19,Arizona St.,Longwood,H,95,61,2.6,31.4
2017,11,17,Arizona St.,Northern Ariz.,H,97,62,2.6,32.4
2018,1,11,Arizona St.,Oregon,H,72,76,2.6,-6.6
2018,1,13,Arizona St.,Oregon St.,H,77,75,2.6,-0.6
2017,12,22,Arizona St.,Pacific,H,104,65,2.6,36.4
2017,11,14,Arizona St.,San Diego St.,H,90,68,2.6,19.4
2017,12,2,Arizona St.,San Francisco,H,75,57,2.6,15.4
2018,2,8,Arizona St.,Southern California,H,80,78,2.6,-0.6
2017,12,8,Arizona St.,St. John's (NY),N,82,70,2.6,12
2018,3,3,Arizona St.,Stanford,H,83,84,2.6,-3.6
2017,11,19,Arizona St.,UC Irvine,H,99,78,2.6,18.4
2018,2,10,Arizona St.,UCLA,H,88,79,2.6,6.4
2018,1,25,Arizona St.,Utah,H,77,80,2.6,-5.6
2017,12,17,Arizona St.,Vanderbilt,H,76,64,2.6,9.4
2017,11,24,Arizona St.,Xavier,N,102,86,2.6,16
2018,2,3,Ark.-Pine Bluff,Alabama A&M,H,80,62,-4.8,22.8
2018,2,5,Ark.-Pine Bluff,Alabama St.,H,59,65,-4.8,-1.2
2018,1,15,Ark.-Pine Bluff,Alcorn,H,71,59,-4.8,16.8
2017,11,25,Ark.-Pine Bluff,Canisius,N,58,81,-4.8,-23
2018,1,27,Ark.-Pine Bluff,Grambling,H,68,69,-4.8,3.8
2017,11,13,Ark.-Pine Bluff,North Dakota,N,71,80,-4.8,-9
2018,2,17,Ark.-Pine Bluff,Prairie View,H,71,76,-4.8,-0.2
2018,1,13,Ark.-Pine Bluff,Southern U.,H,78,76,-4.8,6.8
2018,2,19,Ark.-Pine Bluff,Texas Southern,H,62,61,-4.8,5.8
2017,11,22,Ark.-Pine Bluff,Texas St.,N,54,71,-4.8,-17
2017,11,12,Ark.-Pine Bluff,Troy,N,57,81,-4.8,-24
2018,2,27,Arkansas,Auburn,H,91,82,3,6
2017,11,12,Arkansas,Bucknell,H,101,73,3,25
2017,12,5,Arkansas,Colorado St.,H,92,66,3,23
2017,12,27,Arkansas,CSU Bakersfield,H,95,68,3,24
2017,11,17,Arkansas,Fresno St.,H,83,75,3,5
2018,2,20,Arkansas,Kentucky,H,72,87,3,-18
2018,1,10,Arkansas,LSU,H,54,75,3,-24
2017,12,9,Arkansas,Minnesota,H,95,79,3,13
2018,1,13,Arkansas,Missouri,H,65,63,3,-1
2017,11,24,Arkansas,North Carolina,N,68,87,3,-19
2017,11,23,Arkansas,Oklahoma,N,92,83,3,9
2018,1,27,Arkansas,Oklahoma St.,H,66,65,3,-2
2018,1,20,Arkansas,Ole Miss,H,97,93,3,1
2017,12,19,Arkansas,Oral Roberts,H,104,69,3,32
2017,11,10,Arkansas,Samford,H,95,56,3,36
2018,2,6,Arkansas,South Carolina,H,81,65,3,13
2017,12,30,Arkansas,Tennessee,H,95,93,3,-1
2018,2,17,Arkansas,Texas A&M,H,94,75,3,16
2017,12,16,Arkansas,Troy,N,88,63,3,25
2017,11,26,Arkansas,UConn,N,102,67,3,35
2018,2,10,Arkansas,Vanderbilt,H,72,54,3,15
2017,11,13,Arkansas St.,Abilene Christian,H,83,69,-0.8,14.8
2018,2,22,Arkansas St.,App State,H,82,79,-0.8,3.8
2018,2,24,Arkansas St.,Coastal Carolina,H,81,88,-0.8,-6.2
2018,2,3,Arkansas St.,Ga. Southern,H,91,89,-0.8,2.8
2018,2,1,Arkansas St.,Georgia St.,H,66,77,-0.8,-10.2
2017,11,20,Arkansas St.,Howard,H,92,78,-0.8,14.8
2018,2,17,Arkansas St.,Little Rock,H,78,82,-0.8,-3.2
2017,12,31,Arkansas St.,Louisiana,H,78,88,-0.8,-9.2
2018,1,11,Arkansas St.,Texas St.,H,67,73,-0.8,-5.2
2018,1,13,Arkansas St.,UT Arlington,H,71,97,-0.8,-25.2
2017,12,5,Arkansas St.,UT Martin,H,78,92,-0.8,-13.2
2017,12,17,Army West Point,Air Force,N,79,54,-1.6,25
2018,2,3,Army West Point,American,H,82,70,-1.6,13.6
2018,2,24,Army West Point,Boston U.,H,59,61,-1.6,-0.4
2018,1,5,Army West Point,Bucknell,H,66,83,-1.6,-15.4
2018,1,24,Army West Point,Colgate,H,78,81,-1.6,-1.4
2017,11,21,Army West Point,Columbia,H,88,78,-1.6,11.6
2018,2,14,Army West Point,Holy Cross,H,65,70,-1.6,-3.4
2018,1,11,Army West Point,Lafayette,H,81,71,-1.6,11.6
2018,1,20,Army West Point,Lehigh,H,93,81,-1.6,13.6
2018,1,2,Army West Point,Loyola Maryland,H,86,75,-1.6,12.6
2017,12,2,Army West Point,Marist,N,82,75,-1.6,7
2018,2,10,Army West Point,Navy,H,59,68,-1.6,-7.4
2017,12,1,Army West Point,UMBC,N,81,70,-1.6,11
2018,2,21,Auburn,Alabama,H,90,71,12.1,6.9
2018,1,6,Auburn,Arkansas,H,88,77,12.1,-1.1
2017,12,30,Auburn,Cornell,H,98,77,12.1,8.9
2017,12,6,Auburn,Gardner-Webb,H,80,55,12.1,12.9
2017,12,3,Auburn,George Mason,H,79,63,12.1,3.9
2018,1,20,Auburn,Georgia,H,79,65,12.1,1.9
2017,11,19,Auburn,Hofstra,N,89,78,12.1,11
2017,11,16,Auburn,Indiana St.,N,83,64,12.1,19
2018,2,14,Auburn,Kentucky,H,76,66,12.1,-2.1
2018,1,27,Auburn,LSU,H,95,70,12.1,12.9
2017,12,16,Auburn,Middle Tenn.,N,76,70,12.1,6
2017,11,10,Auburn,Norfolk St.,H,102,74,12.1,15.9
2018,1,9,Auburn,Ole Miss,H,85,70,12.1,2.9
2018,3,3,Auburn,South Carolina,H,79,70,12.1,-3.1
2017,11,17,Auburn,Temple,N,74,88,12.1,-14
2018,2,7,Auburn,Texas A&M,H,80,81,12.1,-13.1
2017,12,9,Auburn,UAB,H,85,80,12.1,-7.1
2017,12,23,Auburn,UConn,H,89,64,12.1,12.9
2018,2,3,Auburn,Vanderbilt,H,93,81,12.1,-0.1
2017,11,24,Auburn,Winthrop,H,119,85,12.1,21.9
2017,12,2,Austin Peay,Alabama A&M,H,67,47,-6.2,26.2
2018,3,2,Austin Peay,Belmont,N,79,94,-6.2,-15
2017,12,30,Austin Peay,Eastern Ill.,H,70,54,-6.2,22.2
2018,3,1,Austin Peay,Eastern Ill.,N,73,66,-6.2,7
2018,1,25,Austin Peay,Eastern Ky.,H,90,84,-6.2,12.2
2018,2,17,Austin Peay,Jacksonville St.,H,60,57,-6.2,9.2
2017,11,26,Austin Peay,Miami (OH),H,86,61,-6.2,31.2
2018,1,27,Austin Peay,Morehead St.,H,92,76,-6.2,22.2
2018,2,24,Austin Peay,Murray St.,H,64,73,-6.2,-2.8
2017,12,28,Austin Peay,SIUE,H,78,58,-6.2,26.2
2018,1,6,Austin Peay,Southeast Mo. St.,H,76,71,-6.2,11.2
2018,2,15,Austin Peay,Tennessee Tech,H,80,86,-6.2,0.2
2017,12,19,Austin Peay,Troy,H,75,73,-6.2,8.2
2017,11,19,Austin Peay,UNC Asheville,H,79,82,-6.2,3.2
2018,1,4,Austin Peay,UT Martin,H,75,69,-6.2,12.2
2017,12,22,Austin Peay,Western Ky.,H,55,72,-6.2,-10.8
2018,1,27,Ball St.,Akron,H,111,106,5.8,-0.8
2018,2,6,Ball St.,Bowling Green,H,59,56,5.8,-2.8
2018,1,6,Ball St.,Buffalo,H,63,83,5.8,-25.8
2018,1,16,Ball St.,Central Mich.,H,82,76,5.8,0.2
2018,1,2,Ball St.,Eastern Mich.,H,72,62,5.8,4.2
2017,12,29,Ball St.,Florida A&M,H,75,54,5.8,15.2
2017,12,2,Ball St.,IU Indy,H,83,64,5.8,13.2
2017,12,22,Ball St.,Jackson St.,H,70,54,5.8,10.2
2018,2,9,Ball St.,Kent St.,H,87,68,5.8,13.2
2018,3,8,Ball St.,Kent St.,N,73,76,5.8,-3
2017,12,19,Ball St.,North Florida,H,79,65,5.8,8.2
2018,2,20,Ball St.,NIU,H,77,68,5.8,3.2
2017,11,17,Ball St.,Stony Brook,H,87,76,5.8,5.2
2018,2,17,Ball St.,Toledo,H,99,71,5.8,22.2
2017,12,9,Ball St.,Valparaiso,H,71,70,5.8,-4.8
2018,2,23,Ball St.,Western Mich.,H,80,87,5.8,-12.8
2017,11,13,Baylor,A&M-Corpus Christi,H,70,46,14.3,9.7
2017,11,17,Baylor,Alcorn,H,78,61,14.3,2.7
2017,11,10,Baylor,Central Ark.,H,107,66,14.3,26.7
2017,11,21,Baylor,Creighton,N,65,59,14.3,6
2018,2,3,Baylor,Iowa St.,H,81,67,14.3,-0.3
2018,2,10,Baylor,Kansas,H,80,64,14.3,1.7
2018,1,22,Baylor,Kansas St.,H,83,90,14.3,-21.3
2018,2,27,Baylor,Oklahoma,H,87,64,14.3,8.7
2018,1,15,Baylor,Oklahoma St.,H,76,60,14.3,1.7
2017,12,4,Baylor,Sam Houston,H,84,56,14.3,13.7
2017,12,20,Baylor,Southern U.,H,80,60,14.3,5.7
2018,1,2,Baylor,TCU,H,78,81,14.3,-17.3
2018,1,6,Baylor,Texas,H,69,60,14.3,-5.3
2017,12,14,Baylor,Texas Southern,H,99,68,14.3,16.7
2018,2,17,Baylor,Texas Tech,H,59,57,14.3,-12.3
2018,2,20,Baylor,West Virginia,H,60,71,14.3,-25.3
2018,3,8,Baylor,West Virginia,N,65,78,14.3,-13
2017,12,2,Baylor,Wichita St.,H,62,69,14.3,-21.3
2017,11,20,Baylor,Wisconsin,N,70,65,14.3,5
2018,1,20,Belmont,Austin Peay,H,83,59,-3.8,27.8
2018,3,2,Belmont,Austin Peay,N,94,79,-3.8,15
2018,1,25,Belmont,Eastern Ill.,H,81,59,-3.8,25.8
2018,2,15,Belmont,Eastern Ky.,H,84,73,-3.8,14.8
2017,12,2,Belmont,Green Bay,H,86,75,-3.8,14.8
2017,11,18,Belmont,Houston Christian,H,93,88,-3.8,8.8
2018,1,6,Belmont,Jacksonville St.,H,60,64,-3.8,-0.2
2017,11,27,Belmont,Lipscomb,H,66,74,-3.8,-4.2
2017,12,13,Belmont,Milwaukee,H,82,63,-3.8,22.8
2018,2,17,Belmont,Morehead St.,H,108,65,-3.8,46.8
2018,1,18,Belmont,Murray St.,H,79,72,-3.8,10.8
2018,3,3,Belmont,Murray St.,N,51,68,-3.8,-17
2017,12,16,Belmont,Pepperdine,H,79,62,-3.8,20.8
2017,11,19,Belmont,Seattle U,H,90,77,-3.8,16.8
2018,1,27,Belmont,SIUE,H,83,72,-3.8,14.8
2018,2,24,Belmont,Tennessee St.,H,84,59,-3.8,28.8
2018,1,4,Belmont,Tennessee Tech,H,80,67,-3.8,16.8
2017,11,13,Belmont,Vanderbilt,H,69,60,-3.8,12.8
2017,12,8,Bethune-Cookman,Boston U.,H,87,90,-5.6,2.6
2017,12,12,Bethune-Cookman,Cal Poly,H,67,53,-5.6,19.6
2018,2,3,Bethune-Cookman,Coppin St.,H,80,60,-5.6,25.6
2018,1,13,Bethune-Cookman,Florida A&M,H,99,81,-5.6,23.6
2017,11,21,Bethune-Cookman,Grambling,H,87,78,-5.6,14.6
2018,3,7,Bethune-Cookman,Morgan St.,N,77,78,-5.6,-1
2018,2,26,Bethune-Cookman,N.C. A&T,H,80,86,-5.6,-0.4
2018,2,12,Bethune-Cookman,N.C. Central,H,99,81,-5.6,23.6
2018,2,5,Bethune-Cookman,Norfolk St.,H,79,83,-5.6,1.6
2018,1,3,Bethune-Cookman,South Carolina St.,H,86,80,-5.6,11.6
2018,2,10,Bethune-Cookman,UMES,H,87,67,-5.6,25.6
2017,12,6,Binghamton,Army West Point,H,71,66,-2.8,7.8
2017,12,2,Binghamton,Colgate,H,76,65,-2.8,13.8
2017,11,22,Binghamton,CSUN,N,70,65,-2.8,5
2017,12,22,Binghamton,LIU,H,66,74,-2.8,-5.2
2018,1,6,Binghamton,Maine,H,73,76,-2.8,-0.2
2017,11,21,Binghamton,Montana St.,N,64,74,-2.8,-10
2017,11,10,Binghamton,Morgan St.,H,76,59,-2.8,19.8
2018,1,27,Binghamton,New Hampshire,H,52,57,-2.8,-2.2
2018,2,15,Binghamton,Stony Brook,H,69,57,-2.8,14.8
2018,1,15,Binghamton,UAlbany,H,79,66,-2.8,15.8
2018,1,21,Binghamton,UMass Lowell,H,71,79,-2.8,-5.2
2018,2,8,Binghamton,UMBC,H,68,78,-2.8,-7.2
2018,1,31,Binghamton,Vermont,H,54,68,-2.8,-11.2
2018,2,17,Boise St.,Air Force,H,76,52,5.1,18.9
2017,12,27,Boise St.,Colorado St.,H,93,71,5.1,16.9
2017,12,13,Boise St.,Grand Canyon,H,85,80,5.1,-0.1
2017,11,17,Boise St.,Illinois St.,N,82,64,5.1,18
2017,11,19,Boise St.,Iowa St.,N,64,75,5.1,-11
2017,11,28,Boise St.,Loyola Chicago,H,87,53,5.1,28.9
2017,11,25,Boise St.,LMU (CA),H,68,48,5.1,14.9
2018,2,14,Boise St.,Nevada,H,72,77,5.1,-10.1
2018,1,3,Boise St.,New Mexico,H,90,62,5.1,22.9
2017,12,3,Boise St.,Portland,H,77,54,5.1,17.9
2017,12,9,Boise St.,Sacramento St.,H,77,54,5.1,17.9
2018,1,13,Boise St.,San Diego St.,H,83,80,5.1,-2.1
2018,1,24,Boise St.,San Jose St.,H,94,71,5.1,17.9
2017,11,12,Boise St.,Southern Utah,H,90,69,5.1,15.9
2018,2,3,Boise St.,UNLV,H,93,91,5.1,-3.1
2018,1,17,Boise St.,Utah St.,H,71,67,5.1,-1.1
2018,3,8,Boise St.,Utah St.,N,75,78,5.1,-3
2017,11,16,Boise St.,UTEP,N,58,56,5.1,2
2018,3,3,Boise St.,Wyoming,H,95,87,5.1,2.9
2017,12,17,Boston College,Central Conn. St.,H,84,65,-1.3,20.3
2018,1,3,Boston College,Clemson,H,70,74,-1.3,-2.7
2018,3,8,Boston College,Clemson,N,82,90,-1.3,-8
2017,11,22,Boston College,Colgate,H,83,79,-1.3,5.3
2017,12,12,Boston College,Columbia,H,81,66,-1.3,16.3
2018,1,13,Boston College,Dartmouth,H,86,72,-1.3,15.3
2017,12,9,Boston College,Duke,H,89,84,-1.3,6.3
2018,1,15,Boston College,Florida St.,H,81,75,-1.3,7.3
2018,2,4,Boston College,Georgia Tech,H,80,72,-1.3,9.3
2018,3,6,Boston College,Georgia Tech,N,87,77,-1.3,10
2017,11,19,Boston College,La Salle,N,82,61,-1.3,21
2017,11,10,Boston College,Maine,H,85,65,-1.3,21.3
2018,2,10,Boston College,Miami (FL),H,72,70,-1.3,3.3
2018,3,7,Boston College,NC State,N,91,87,-1.3,4
2018,2,17,Boston College,Notre Dame,H,67,84,-1.3,-15.7
2017,12,23,Boston College,Richmond,H,78,73,-1.3,6.3
2017,11,14,Boston College,Sacred Heart,H,73,53,-1.3,21.3
2017,11,12,Boston College,South Carolina St.,H,91,52,-1.3,40.3
2018,2,28,Boston College,Syracuse,H,85,70,-1.3,16.3
2017,11,18,Boston College,Texas Tech,N,64,75,-1.3,-11
2018,1,31,Boston College,Virginia Tech,H,80,85,-1.3,-3.7
2018,1,6,Boston College,Wake Forest,H,77,71,-1.3,7.3
2018,1,17,Boston U.,American,H,58,69,-7,-4
2017,12,29,Boston U.,Army West Point,H,90,82,-7,15
2018,1,28,Boston U.,Bucknell,H,79,91,-7,-5
2018,1,11,Boston U.,Colgate,H,72,58,-7,21
2017,12,17,Boston U.,Elon,H,69,77,-7,-1
2018,2,10,Boston U.,Holy Cross,H,62,73,-7,-4
2018,2,21,Boston U.,Lafayette,H,81,65,-7,23
2018,1,8,Boston U.,Lehigh,H,92,81,-7,18
2018,1,31,Boston U.,Loyola Maryland,H,64,55,-7,16
2018,2,17,Boston U.,Navy,H,48,62,-7,-7
2017,11,10,Boston U.,Northeastern,H,59,65,-7,1
2017,11,13,Boston U.,UAlbany,H,74,88,-7,-7
2017,11,26,Bowling Green,Abilene Christian,N,83,88,-3.8,-5
2018,2,20,Bowling Green,Akron,H,79,81,-3.8,1.8
2018,3,2,Bowling Green,Buffalo,H,70,100,-3.8,-26.2
2018,1,20,Bowling Green,Central Mich.,H,75,84,-3.8,-5.2
2018,2,10,Bowling Green,Eastern Mich.,H,70,63,-3.8,10.8
2017,12,5,Bowling Green,Evansville,H,76,91,-3.8,-11.2
2017,11,18,Bowling Green,FGCU,H,83,80,-3.8,6.8
2018,2,3,Bowling Green,Kent St.,H,70,62,-3.8,11.8
2018,1,2,Bowling Green,Miami (OH),H,72,77,-3.8,-1.2
2018,1,9,Bowling Green,NIU,H,66,57,-3.8,12.8
2018,1,30,Bowling Green,Ohio,H,66,50,-3.8,19.8
2017,11,29,Bowling Green,San Jose St.,H,85,79,-3.8,9.8
