year,month,day,team,opponent,location,teamscore,oppscore,home_court_advantage,adjusted_diff
2016,12,21,Fordham,Central Conn. St.,H,83,60,-0.4,23.4
2017,1,28,Fordham,Davidson,H,66,84,-0.4,-17.6
2017,1,31,Fordham,Dayton,H,66,75,-0.4,-8.6
2016,12,30,Fordham,Duquesne,H,72,75,-0.4,-2.6
2016,11,18,Fordham,FDU,H,68,55,-0.4,13.4
2017,3,1,Fordham,George Washington,H,66,67,-0.4,-0.6
2017,2,8,Fordham,La Salle,H,52,67,-0.4,-14.6
2016,11,20,Fordham,Lipscomb,H,85,69,-0.4,16.4
2017,2,25,Fordham,Richmond,H,48,70,-0.4,-21.6
2016,11,23,Fordham,Rider,H,73,62,-0.4,11.4
2016,12,18,Fordham,Rutgers,N,53,68,-0.4,-15
2016,11,30,Fordham,Sacred Heart,H,70,71,-0.4,-0.6
2017,1,7,Fordham,Saint Joseph's,H,55,70,-0.4,-14.6
2017,2,18,Fordham,Saint Louis,H,54,40,-0.4,14.4
2016,11,19,Fordham,Saint Peter's,H,63,41,-0.4,22.4
2017,1,14,Fordham,St. Bonaventure,N,53,73,-0.4,-20
2016,11,26,Fordham,UT Arlington,H,63,67,-0.4,-3.6
2017,1,18,Fordham,VCU,H,69,67,-0.4,2.4
2017,2,1,Fresno St.,Air Force,H,73,64,2.1,6.9
2017,1,14,Fresno St.,Boise St.,H,89,80,2.1,6.9
2016,12,10,Fresno St.,Cal Poly,H,73,59,2.1,11.9
2017,1,18,Fresno St.,Colorado St.,H,78,57,2.1,18.9
2016,11,19,Fresno St.,Lamar University,H,83,64,2.1,16.9
2016,12,31,Fresno St.,Nevada,H,77,76,2.1,-1.1
2017,2,18,Fresno St.,New Mexico,H,71,61,2.1,7.9
2016,11,14,Fresno St.,Prairie View,H,78,84,2.1,-8.1
2017,2,4,Fresno St.,San Diego St.,H,67,70,2.1,-5.1
2017,2,15,Fresno St.,San Jose St.,H,77,59,2.1,15.9
2017,3,4,Fresno St.,UNLV,H,72,59,2.1,10.9
2016,11,11,Fresno St.,UTSA,H,69,66,2.1,0.9
2017,1,4,Fresno St.,Wyoming,H,85,70,2.1,12.9
2017,2,9,Furman,Chattanooga,H,60,56,6.2,-2.2
2017,1,19,Furman,ETSU,H,75,62,6.2,6.8
2017,1,2,Furman,Mercer,H,71,69,6.2,-4.2
2016,12,3,Furman,Navy,H,79,46,6.2,26.8
2017,2,11,Furman,Samford,H,90,73,6.2,10.8
2017,3,4,Furman,Samford,N,63,67,6.2,-4
2016,12,16,Furman,South Carolina St.,H,67,69,6.2,-8.2
2016,12,31,Furman,The Citadel,H,83,68,6.2,8.8
2016,11,22,Furman,UNC Asheville,H,58,64,6.2,-12.2
2017,2,18,Furman,UNC Greensboro,H,52,73,6.2,-27.2
2017,1,21,Furman,VMI,H,89,72,6.2,10.8
2017,1,25,Furman,Western Caro.,H,85,37,6.2,41.8
2017,2,25,Furman,Wofford,H,78,69,6.2,2.8
2017,1,21,Ga. Southern,App State,H,92,88,-2.4,6.4
2017,1,23,Ga. Southern,Coastal Carolina,H,91,80,-2.4,13.4
2016,12,4,Ga. Southern,FGCU,H,82,85,-2.4,-0.6
2016,11,25,Ga. Southern,Florida A&M,N,83,72,-2.4,11
2016,12,31,Ga. Southern,Georgia St.,H,88,65,-2.4,25.4
2017,2,6,Ga. Southern,Louisiana,H,74,70,-2.4,6.4
2016,11,26,Ga. Southern,Radford,N,65,64,-2.4,1
2017,1,9,Ga. Southern,South Alabama,H,84,79,-2.4,7.4
2017,2,18,Ga. Southern,Texas St.,H,70,67,-2.4,5.4
2017,1,7,Ga. Southern,Troy,H,86,82,-2.4,6.4
2017,2,20,Ga. Southern,UT Arlington,H,71,81,-2.4,-7.6
2017,1,11,Gardner-Webb,Campbell,H,60,76,1.7,-17.7
2017,1,7,Gardner-Webb,Charleston So.,H,79,75,1.7,2.3
2016,11,18,Gardner-Webb,Eastern Mich.,N,68,76,1.7,-8
2016,12,10,Gardner-Webb,Furman,H,65,68,1.7,-4.7
2016,12,7,Gardner-Webb,Hampton,H,69,63,1.7,4.3
2016,12,29,Gardner-Webb,High Point,H,64,71,1.7,-8.7
2017,3,2,Gardner-Webb,High Point,N,91,55,1.7,36
2016,11,19,Gardner-Webb,Howard,N,94,78,1.7,16
2017,2,9,Gardner-Webb,Liberty,H,87,92,1.7,-6.7
2017,2,4,Gardner-Webb,Longwood,H,90,64,1.7,24.3
2017,1,21,Gardner-Webb,Presbyterian,H,78,61,1.7,15.3
2017,2,15,Gardner-Webb,Radford,H,70,59,1.7,9.3
2017,2,23,Gardner-Webb,UNC Asheville,H,81,76,1.7,3.3
2017,1,26,Gardner-Webb,Winthrop,H,70,72,1.7,-3.7
2016,11,23,George Mason,Bradley,N,77,66,-2.6,11
2017,3,1,George Mason,Duquesne,H,63,62,-2.6,3.6
2017,2,11,George Mason,Fordham,H,73,67,-2.6,8.6
2017,1,25,George Mason,George Washington,H,68,87,-2.6,-16.4
2016,11,21,George Mason,Houston,N,56,93,-2.6,-37
2016,11,26,George Mason,James Madison,H,80,77,-2.6,5.6
2016,11,22,George Mason,Kent St.,N,79,75,-2.6,4
2017,2,4,George Mason,La Salle,H,95,75,-2.6,22.6
2016,12,12,George Mason,Longwood,H,97,60,-2.6,39.6
2017,1,4,George Mason,Massachusetts,H,86,81,-2.6,7.6
2016,12,3,George Mason,Mercer,H,79,68,-2.6,13.6
2016,11,18,George Mason,Mount St. Mary's,H,76,78,-2.6,0.6
2016,12,22,George Mason,Prairie View,H,75,59,-2.6,18.6
2017,2,18,George Mason,Rhode Island,H,74,77,-2.6,-0.4
2017,2,14,George Mason,Richmond,H,93,70,-2.6,25.6
2017,1,14,George Mason,Saint Louis,H,56,63,-2.6,-4.4
2016,11,12,George Mason,Towson,H,61,67,-2.6,-3.4
2016,12,30,George Mason,VCU,H,64,73,-2.6,-6.4
2016,11,17,George Washington,Ark.-Pine Bluff,H,61,41,-8.2,28.2
2017,1,5,George Washington,Davidson,H,73,69,-8.2,12.2
2017,3,4,George Washington,Dayton,H,87,81,-8.2,14.2
2017,1,18,George Washington,Duquesne,H,65,63,-8.2,10.2
2016,12,4,George Washington,Florida St.,N,48,67,-8.2,-19
2017,2,26,George Washington,George Mason,H,83,74,-8.2,17.2
2016,11,21,George Washington,Georgia,N,73,81,-8.2,-8
2016,12,10,George Washington,Howard,H,79,62,-8.2,25.2
2017,2,23,George Washington,Massachusetts,H,83,67,-8.2,24.2
2016,11,26,George Washington,Penn St.,H,68,74,-8.2,2.2
2017,1,8,George Washington,Richmond,H,70,77,-8.2,1.2
2017,1,28,George Washington,Saint Louis,H,63,55,-8.2,16.2
2016,11,15,George Washington,Siena,H,77,75,-8.2,10.2
2016,12,3,George Washington,South Fla.,H,68,67,-8.2,9.2
2017,2,11,George Washington,St. Bonaventure,H,76,70,-8.2,14.2
2016,11,22,George Washington,UAB,N,74,81,-8.2,-7
2016,12,15,George Washington,UCF,H,74,59,-8.2,23.2
2016,11,11,George Washington,UMES,H,75,71,-8.2,12.2
2017,2,8,George Washington,VCU,H,53,54,-8.2,7.2
2016,11,17,Georgetown,Arkansas St.,H,72,78,-3.3,-2.7
2017,1,7,Georgetown,Butler,H,76,85,-3.3,-5.7
2016,11,30,Georgetown,Coppin St.,H,96,44,-3.3,55.3
2017,1,25,Georgetown,Creighton,H,71,51,-3.3,23.3
2017,2,22,Georgetown,DePaul,H,65,67,-3.3,1.3
2016,12,4,Georgetown,Elon,H,77,74,-3.3,6.3
2016,11,27,Georgetown,Howard,H,85,72,-3.3,16.3
2016,12,10,Georgetown,La Salle,N,93,78,-3.3,15
2017,2,11,Georgetown,Marquette,H,80,62,-3.3,21.3
2016,11,15,Georgetown,Maryland,H,75,76,-3.3,2.3
2016,11,23,Georgetown,Oklahoma St.,N,70,97,-3.3,-27
2016,11,21,Georgetown,Oregon,N,65,61,-3.3,4
2017,1,16,Georgetown,Providence,H,56,74,-3.3,-14.7
2017,2,4,Georgetown,Seton Hall,H,66,68,-3.3,1.3
2017,1,9,Georgetown,St. John's (NY),H,83,55,-3.3,31.3
2017,1,14,Georgetown,UConn,H,72,69,-3.3,6.3
2016,12,22,Georgetown,UNC Greensboro,H,78,56,-3.3,25.3
2016,11,12,Georgetown,USC Upstate,H,105,60,-3.3,48.3
2017,3,4,Georgetown,Villanova,H,55,81,-3.3,-22.7
2016,11,22,Georgetown,Wisconsin,N,57,73,-3.3,-16
2016,12,31,Georgetown,Xavier,H,76,81,-3.3,-1.7
2017,1,25,Georgia,Alabama,H,60,80,-3.8,-16.2
2017,3,1,Georgia,Auburn,H,79,78,-3.8,4.8
2016,12,17,Georgia,Charleston So.,H,84,64,-3.8,23.8
2017,2,7,Georgia,Florida,H,60,72,-3.8,-8.2
2016,11,17,Georgia,Furman,H,84,78,-3.8,9.8
2016,11,25,Georgia,Gardner-Webb,H,77,59,-3.8,21.8
2016,11,21,Georgia,George Washington,N,81,73,-3.8,8
2016,11,22,Georgia,Kansas,N,54,65,-3.8,-11
2017,2,18,Georgia,Kentucky,H,77,82,-3.8,-1.2
2016,12,14,Georgia,Louisiana,H,73,60,-3.8,16.8
2017,2,25,Georgia,LSU,H,82,80,-3.8,5.8
2016,12,4,Georgia,Marquette,H,79,89,-3.8,-6.2
2017,2,14,Georgia,Mississippi St.,H,79,72,-3.8,10.8
2017,1,7,Georgia,Missouri,H,71,66,-3.8,8.8
2017,1,4,Georgia,South Carolina,H,61,67,-3.8,-2.2
2017,1,28,Georgia,Texas,H,59,57,-3.8,5.8
2016,11,14,Georgia,UNC Asheville,H,60,46,-3.8,17.8
2017,1,17,Georgia,Vanderbilt,H,76,68,-3.8,11.8
2016,12,14,Georgia St.,Alabama A&M,H,94,79,4.1,10.9
2017,1,23,Georgia St.,App State,H,83,72,4.1,6.9
2017,1,21,Georgia St.,Coastal Carolina,H,76,56,4.1,15.9
2016,11,23,Georgia St.,Eastern Ky.,N,82,65,4.1,17
2017,3,4,Georgia St.,Ga. Southern,H,72,67,4.1,0.9
2017,2,4,Georgia St.,Louisiana,H,85,82,4.1,-1.1
2016,12,28,Georgia St.,Massachusetts,H,65,74,4.1,-13.1
2016,11,22,Georgia St.,NJIT,N,74,53,4.1,21
2017,1,7,Georgia St.,South Alabama,H,78,77,4.1,-3.1
2017,2,20,Georgia St.,Texas St.,H,67,51,4.1,11.9
2017,1,9,Georgia St.,Troy,H,77,80,4.1,-7.1
2017,2,18,Georgia St.,UT Arlington,H,67,68,4.1,-5.1
2016,11,30,Georgia St.,Wright St.,H,81,74,4.1,2.9
2016,12,18,Georgia Tech,Alcorn,H,74,50,1,23
2017,2,11,Georgia Tech,Boston College,H,65,54,1,10
2017,1,12,Georgia Tech,Clemson,H,75,63,1,11
2017,1,25,Georgia Tech,Florida St.,H,78,56,1,21
2016,12,20,Georgia Tech,Georgia,H,43,60,1,-18
2017,1,7,Georgia Tech,Louisville,H,50,65,1,-16
2016,12,28,Georgia Tech,N.C. A&T,H,59,52,1,6
2017,2,21,Georgia Tech,NC State,H,69,71,1,-3
2016,12,31,Georgia Tech,North Carolina,H,75,63,1,11
2017,1,28,Georgia Tech,Notre Dame,H,62,60,1,1
2016,11,18,Georgia Tech,Ohio,H,61,67,1,-7
2017,2,28,Georgia Tech,Pittsburgh,H,61,52,1,8
2017,3,7,Georgia Tech,Pittsburgh,N,59,61,1,-2
2016,11,22,Georgia Tech,Sam Houston,H,81,73,1,7
2016,11,14,Georgia Tech,Southern U.,H,77,62,1,14
2017,2,19,Georgia Tech,Syracuse,H,71,65,1,5
2016,11,11,Georgia Tech,Tennessee Tech,H,70,55,1,14
2016,11,26,Georgia Tech,Tulane,H,82,68,1,13
2016,12,22,Georgia Tech,Wofford,H,76,72,1,3
2016,12,10,Gonzaga,Akron,H,61,43,3.8,14.2
2016,12,3,Gonzaga,Arizona,N,69,62,3.8,7
2016,11,18,Gonzaga,Bryant,H,109,70,3.8,35.2
2017,2,25,Gonzaga,BYU,H,71,79,3.8,-11.8
2016,11,25,Gonzaga,Florida,N,77,72,3.8,5
2016,11,27,Gonzaga,Iowa St.,N,73,71,3.8,2
2017,1,12,Gonzaga,LMU (CA),H,93,55,3.8,34.2
2017,2,18,Gonzaga,Pacific,H,82,61,3.8,17.2
2017,3,4,Gonzaga,Pacific,N,82,50,3.8,32
2016,12,29,Gonzaga,Pepperdine,H,92,62,3.8,26.2
2017,1,21,Gonzaga,Portland,H,73,52,3.8,17.2
2016,11,24,Gonzaga,Quinnipiac,N,82,62,3.8,20
2017,1,26,Gonzaga,San Diego,H,79,43,3.8,32.2
2016,11,14,Gonzaga,San Diego St.,H,69,48,3.8,17.2
2017,2,16,Gonzaga,San Francisco,H,96,61,3.8,31.2
2017,2,4,Gonzaga,Santa Clara,H,90,55,3.8,31.2
2017,3,6,Gonzaga,Santa Clara,N,77,68,3.8,9
2016,12,21,Gonzaga,South Dakota,H,102,65,3.8,33.2
2017,1,14,Gonzaga,Saint Mary's (CA),H,79,56,3.8,19.2
2017,3,7,Gonzaga,Saint Mary's (CA),N,74,56,3.8,18
2016,12,18,Gonzaga,Tennessee,N,86,76,3.8,10
2016,11,11,Gonzaga,Utah Valley,H,92,69,3.8,19.2
2016,12,7,Gonzaga,Washington,H,98,71,3.8,23.2
2017,3,4,Grambling,Alabama A&M,H,78,57,-6.4,27.4
2017,3,2,Grambling,Alabama St.,H,82,69,-6.4,19.4
2017,1,9,Grambling,Alcorn,H,67,62,-6.4,11.4
2017,1,28,Grambling,Ark.-Pine Bluff,H,61,53,-6.4,14.4
2017,1,21,Grambling,Jackson St.,H,72,57,-6.4,21.4
2016,12,17,Grambling,Louisiana Tech,N,55,89,-6.4,-34
2016,11,17,Grambling,N.C. A&T,H,59,55,-6.4,10.4
2017,2,13,Grambling,Prairie View,H,61,58,-6.4,9.4
2017,1,7,Grambling,Southern U.,H,79,87,-6.4,-1.6
2017,2,11,Grambling,Texas Southern,H,70,77,-6.4,-0.6
2016,11,25,Grambling,UTRGV,N,93,101,-6.4,-8
2016,12,20,Grand Canyon,Alcorn,H,63,53,4.8,5.2
2016,12,22,Grand Canyon,Ark.-Pine Bluff,H,89,49,4.8,35.2
2016,12,28,Grand Canyon,Cal Poly,H,71,64,4.8,2.2
2017,2,23,Grand Canyon,Chicago St.,H,82,59,4.8,18.2
2016,11,25,Grand Canyon,Coppin St.,H,70,37,4.8,28.2
2017,2,4,Grand Canyon,CSU Bakersfield,H,62,65,4.8,-7.8
2016,12,3,Grand Canyon,Louisville,H,70,79,4.8,-13.8
2016,11,20,Grand Canyon,Marist,N,84,72,4.8,12
2017,2,11,Grand Canyon,New Mexico St.,H,83,71,4.8,7.2
2016,12,7,Grand Canyon,San Diego St.,H,76,72,4.8,-0.8
2017,1,21,Grand Canyon,Seattle U,H,61,59,4.8,-2.8
2016,11,28,Grand Canyon,SIUE,H,64,76,4.8,-16.8
2016,11,19,Grand Canyon,UAlbany,N,82,77,4.8,5
2016,12,10,Grand Canyon,UIC,H,73,69,4.8,-0.8
2017,2,25,Grand Canyon,Kansas City,H,84,77,4.8,2.2
2017,1,7,Grand Canyon,Utah Valley,H,82,72,4.8,5.2
2017,2,9,Grand Canyon,UTRGV,H,76,57,4.8,14.2
2016,11,26,Green Bay,Central Mich.,H,77,89,-7.5,-4.5
2017,1,23,Green Bay,Cleveland St.,H,83,73,-7.5,17.5
2017,2,26,Green Bay,Detroit Mercy,H,89,81,-7.5,15.5
2017,1,6,Green Bay,Milwaukee,H,80,74,-7.5,13.5
2016,11,19,Green Bay,Murray St.,N,77,93,-7.5,-16
2017,1,10,Green Bay,Northern Ky.,H,80,71,-7.5,16.5
2017,2,24,Green Bay,Oakland,H,72,85,-7.5,-5.5
2016,12,19,Green Bay,SIUE,H,94,92,-7.5,9.5
2017,2,2,Green Bay,UIC,H,84,80,-7.5,11.5
2017,3,5,Green Bay,UIC,N,70,79,-7.5,-9
2016,11,21,Green Bay,Kansas City,N,95,77,-7.5,18
2017,2,4,Green Bay,Valparaiso,H,86,69,-7.5,24.5
2017,1,12,Green Bay,Wright St.,H,78,61,-7.5,24.5
2017,1,20,Green Bay,Youngstown St.,H,89,92,-7.5,4.5
2017,1,30,Hampton,Coppin St.,H,77,65,-10.4,22.4
2017,2,11,Hampton,Howard,H,75,61,-10.4,24.4
2017,1,4,Hampton,N.C. A&T,H,68,53,-10.4,25.4
2017,1,16,Hampton,N.C. Central,H,51,64,-10.4,-2.6
2017,2,27,Hampton,Norfolk St.,H,63,59,-10.4,14.4
2016,11,11,Hampton,Rider,H,56,67,-10.4,-0.6
2016,11,25,Hampton,Robert Morris,N,48,62,-10.4,-14
2017,1,25,Hampton,South Carolina St.,H,66,68,-10.4,8.4
2016,11,26,Hampton,Stony Brook,N,66,76,-10.4,-10
2017,2,1,Hampton,UMES,H,66,65,-10.4,11.4
2016,12,3,Hampton,William & Mary,H,79,69,-10.4,20.4
2016,12,17,Hampton,Winthrop,H,79,86,-10.4,3.4
2017,2,25,Harvard,Brown,H,77,58,-5.8,24.8
2017,2,17,Harvard,Columbia,H,78,72,-5.8,11.8
2017,2,18,Harvard,Cornell,H,87,75,-5.8,17.8
2017,1,21,Harvard,Dartmouth,H,82,68,-5.8,19.8
2016,12,3,Harvard,Fordham,H,64,52,-5.8,17.8
2016,11,29,Harvard,George Washington,H,74,77,-5.8,2.8
2016,11,22,Harvard,Holy Cross,H,52,63,-5.8,-5.2
2016,12,30,Harvard,Howard,H,67,46,-5.8,26.8
2016,12,6,Harvard,Northeastern,H,86,80,-5.8,11.8
2017,2,3,Harvard,Pennsylvania,H,69,59,-5.8,15.8
2017,2,4,Harvard,Princeton,H,56,57,-5.8,4.8
2016,11,12,Harvard,Stanford,N,70,80,-5.8,-10
2017,2,24,Harvard,Yale,H,77,64,-5.8,18.8
2016,11,27,Hawaii,Ark.-Pine Bluff,H,64,44,-3.3,23.3
2017,2,9,Hawaii,Cal Poly,H,74,65,-3.3,12.3
2017,2,25,Hawaii,Cal St. Fullerton,H,64,58,-3.3,9.3
2017,1,18,Hawaii,CSUN,H,80,77,-3.3,6.3
2016,12,29,Hawaii,Delaware St.,H,77,66,-3.3,14.3
2016,11,14,Hawaii,Fla. Atlantic,H,64,63,-3.3,4.3
2016,12,22,Hawaii,Illinois St.,H,45,71,-3.3,-22.7
2017,1,14,Hawaii,Long Beach St.,H,114,107,-3.3,10.3
2016,11,18,Hawaii,North Carolina,H,68,83,-3.3,-11.7
2016,12,7,Hawaii,Princeton,N,62,75,-3.3,-13
2016,12,6,Hawaii,Seton Hall,N,57,68,-3.3,-11
2016,11,11,Hawaii,SIUE,H,68,69,-3.3,2.3
2016,12,25,Hawaii,Southern Miss.,H,60,46,-3.3,17.3
2016,11,13,Hawaii,Texas St.,H,74,68,-3.3,9.3
2016,11,25,Hawaii,Troy,H,63,65,-3.3,1.3
2017,1,21,Hawaii,UC Davis,H,70,76,-3.3,-2.7
2017,2,11,Hawaii,UC Irvine,H,58,72,-3.3,-10.7
2017,1,25,Hawaii,UC Riverside,H,64,70,-3.3,-2.7
2017,1,28,Hawaii,UC Santa Barbara,H,78,56,-3.3,25.3
2016,12,23,Hawaii,Utah,H,52,66,-3.3,-10.7
2017,2,23,High Point,Campbell,H,59,49,-9,19
2017,1,26,High Point,Charleston So.,H,72,69,-9,12
2016,12,3,High Point,Drexel,H,72,78,-9,3
2017,2,25,High Point,Gardner-Webb,H,86,88,-9,7
2017,3,2,High Point,Gardner-Webb,N,55,91,-9,-36
2017,1,11,High Point,Liberty,H,58,62,-9,5
2016,12,31,High Point,Longwood,H,55,60,-9,4
2016,11,19,High Point,Navy,H,69,62,-9,16
2016,11,20,High Point,North Dakota St.,H,44,70,-9,-17
2017,1,14,High Point,Presbyterian,H,77,44,-9,42
2017,2,11,High Point,Radford,H,68,69,-9,8
2017,2,4,High Point,UNC Asheville,H,71,74,-9,6
2016,11,18,High Point,UNC Greensboro,H,63,57,-9,15
2017,1,4,High Point,Winthrop,H,74,80,-9,3
2016,11,21,Hofstra,Bradley,N,92,90,-1.2,2
2017,2,16,Hofstra,Col. of Charleston,H,72,76,-1.2,-2.8
2016,11,11,Hofstra,Coppin St.,H,74,72,-1.2,3.2
2017,2,2,Hofstra,Delaware,H,73,65,-1.2,9.2
2017,3,3,Hofstra,Delaware,N,76,81,-1.2,-5
2017,2,4,Hofstra,Drexel,H,79,77,-1.2,3.2
2017,1,28,Hofstra,Elon,H,70,84,-1.2,-12.8
2017,1,5,Hofstra,James Madison,H,54,62,-1.2,-6.8
2016,12,11,Hofstra,Kentucky,N,73,96,-1.2,-23
2017,1,21,Hofstra,Northeastern,H,78,73,-1.2,6.2
2016,12,22,Hofstra,Siena,H,84,64,-1.2,21.2
2016,11,23,Hofstra,South Dakota,N,65,57,-1.2,8
2016,12,6,Hofstra,St. Bonaventure,H,75,81,-1.2,-4.8
2016,12,13,Hofstra,Stony Brook,H,96,58,-1.2,39.2
2017,1,19,Hofstra,Towson,H,80,86,-1.2,-4.8
2017,2,18,Hofstra,UNCW,H,76,83,-1.2,-5.8
2016,11,22,Hofstra,Vermont,N,73,87,-1.2,-14
2017,1,2,Hofstra,William & Mary,H,93,95,-1.2,-0.8
2017,1,23,Holy Cross,American,H,63,55,-5.7,13.7
2017,2,15,Holy Cross,Army West Point,H,47,52,-5.7,0.7
2017,2,25,Holy Cross,Boston U.,H,68,71,-5.7,2.7
2017,1,8,Holy Cross,Bucknell,H,49,68,-5.7,-13.3
2017,2,1,Holy Cross,Colgate,H,56,50,-5.7,11.7
2017,1,11,Holy Cross,Lafayette,H,71,54,-5.7,22.7
2017,2,12,Holy Cross,Lehigh,H,61,45,-5.7,21.7
2017,2,22,Holy Cross,Loyola Maryland,H,63,62,-5.7,6.7
2016,12,23,Holy Cross,Marist,H,68,59,-5.7,14.7
2016,11,20,Holy Cross,Massachusetts,H,60,68,-5.7,-2.3
2016,11,27,Holy Cross,Monmouth,H,77,80,-5.7,2.7
2017,1,2,Holy Cross,Navy,H,51,50,-5.7,6.7
2016,12,11,Holy Cross,Quinnipiac,H,75,57,-5.7,23.7
2016,11,25,Holy Cross,South Carolina St.,H,73,57,-5.7,21.7
2017,1,7,Houston,Cincinnati,H,58,67,11.4,-20.4
2016,11,26,Houston,Cornell,H,83,53,11.4,18.6
2017,3,5,Houston,East Carolina,H,73,51,11.4,10.6
2016,11,21,Houston,George Mason,N,93,56,11.4,37
2016,12,23,Houston,Harvard,H,56,57,11.4,-12.4
2016,12,21,Houston,Liberty,H,77,54,11.4,11.6
2017,1,19,Houston,Memphis,H,67,70,11.4,-14.4
2016,11,11,Houston,Morgan St.,H,93,52,11.4,29.6
2016,12,3,Houston,Prairie View,H,105,61,11.4,32.6
2016,12,10,Houston,Rhode Island,H,82,77,11.4,-6.4
2017,2,18,Houston,SMU,H,66,76,11.4,-21.4
2016,11,22,Houston,South Dakota,N,85,58,11.4,27
2017,1,28,Houston,Temple,H,79,66,11.4,1.6
2017,1,24,Houston,Tulane,H,65,51,11.4,2.6
2017,1,4,Houston,Tulsa,H,64,61,11.4,-8.4
2017,2,1,Houston,UCF,H,82,64,11.4,6.6
2017,2,22,Houston,UConn,H,75,70,11.4,-6.4
2016,12,17,Houston,UTRGV,H,83,58,11.4,13.6
2016,11,23,Houston,Vermont,N,72,71,11.4,1
2017,3,1,Houston Christian,A&M-Corpus Christi,H,94,80,-11.3,25.3
2017,3,4,Houston Christian,Abilene Christian,H,81,72,-11.3,20.3
2017,1,12,Houston Christian,Central Ark.,H,78,89,-11.3,0.3
2017,2,11,Houston Christian,Lamar University,H,94,87,-11.3,18.3
2017,1,7,Houston Christian,McNeese,H,60,49,-11.3,22.3
2017,1,26,Houston Christian,Nicholls,H,83,80,-11.3,14.3
2016,12,7,Houston Christian,Saint Peter's,H,62,47,-11.3,26.3
2017,2,16,Houston Christian,Sam Houston,H,88,77,-11.3,22.3
2017,1,5,Houston Christian,SE Louisiana,H,81,74,-11.3,18.3
2017,2,4,Houston Christian,UIW,H,84,70,-11.3,25.3
2016,12,3,Howard,American,H,71,54,-1.1,18.1
2017,1,16,Howard,Coppin St.,H,72,81,-1.1,-7.9
2017,3,6,Howard,Coppin St.,N,79,73,-1.1,6
2017,3,7,Howard,Coppin St.,N,79,73,-1.1,6
2017,1,4,Howard,Florida A&M,H,66,78,-1.1,-10.9
2016,11,19,Howard,Gardner-Webb,N,78,94,-1.1,-16
2016,12,14,Howard,Jacksonville St.,H,59,72,-1.1,-11.9
2017,2,13,Howard,Morgan St.,H,70,67,-1.1,4.1
2017,2,18,Howard,N.C. A&T,H,84,53,-1.1,32.1
2017,2,20,Howard,N.C. Central,H,59,66,-1.1,-5.9
2017,1,30,Howard,South Carolina St.,H,68,77,-1.1,-7.9
2017,2,27,Howard,UMES,H,79,69,-1.1,11.1
2016,12,30,Idaho,Eastern Wash.,H,62,69,-10.8,3.8
2017,2,23,Idaho,Idaho St.,H,69,61,-10.8,18.8
2017,1,5,Idaho,Montana,H,57,70,-10.8,-2.2
2017,1,7,Idaho,Montana St.,H,83,81,-10.8,12.8
2017,1,21,Idaho,Northern Ariz.,H,65,49,-10.8,26.8
2017,2,2,Idaho,Portland St.,H,89,72,-10.8,27.8
2017,2,4,Idaho,Sacramento St.,H,81,67,-10.8,24.8
2016,11,29,Idaho,San Jose St.,H,49,58,-10.8,1.8
2016,11,21,Idaho,South Dakota St.,H,96,89,-10.8,17.8
2017,1,19,Idaho,Southern Utah,H,79,67,-10.8,22.8
2016,12,3,Idaho,UC Davis,H,68,66,-10.8,12.8
2017,2,25,Idaho,Weber St.,H,83,78,-10.8,15.8
2016,11,22,Idaho St.,Eastern Ky.,N,82,91,-9.6,-9
2017,1,12,Idaho St.,Eastern Wash.,H,85,92,-9.6,2.6
2017,1,14,Idaho St.,Idaho,H,62,77,-9.6,-5.4
2016,11,29,Idaho St.,Lamar University,H,77,60,-9.6,26.6
2017,3,4,Idaho St.,Montana,H,76,95,-9.6,-9.4
2017,3,2,Idaho St.,Montana St.,H,68,79,-9.6,-1.4
2016,11,23,Idaho St.,NJIT,N,67,71,-9.6,-4
2017,2,16,Idaho St.,North Dakota,H,61,77,-9.6,-6.4
2017,2,2,Idaho St.,Northern Ariz.,H,91,90,-9.6,10.6
2017,2,18,Idaho St.,Northern Colo.,H,81,87,-9.6,3.6
2017,3,7,Idaho St.,Sacramento St.,N,76,91,-9.6,-15
2017,2,4,Idaho St.,Southern Utah,H,94,68,-9.6,35.6
2017,1,25,Idaho St.,Weber St.,H,73,85,-9.6,-2.4
2016,12,17,Illinois,BYU,N,75,73,4.7,2
2016,12,10,Illinois,Central Mich.,H,92,73,4.7,14.3
2016,11,18,Illinois,Detroit Mercy,H,89,69,4.7,15.3
2016,11,25,Illinois,Florida St.,N,61,72,4.7,-11
2017,1,25,Illinois,Iowa,H,76,64,4.7,7.3
2016,12,6,Illinois,IU Indy,H,85,77,4.7,3.3
2017,1,14,Illinois,Maryland,H,56,62,4.7,-10.7
2017,1,11,Illinois,Michigan,H,85,69,4.7,11.3
2017,3,1,Illinois,Michigan St.,H,73,70,4.7,-1.7
2017,2,4,Illinois,Minnesota,H,59,68,4.7,-13.7
2016,12,21,Illinois,Missouri,N,75,66,4.7,9
2016,11,29,Illinois,NC State,H,88,74,4.7,9.3
2016,11,13,Illinois,Northern Ky.,H,79,64,4.7,10.3
2017,2,21,Illinois,Northwestern,H,66,50,4.7,11.3
2017,1,1,Illinois,Ohio St.,H,75,70,4.7,0.3
2017,2,11,Illinois,Penn St.,H,70,83,4.7,-17.7
2016,11,11,Illinois,Southeast Mo. St.,H,81,62,4.7,14.3
2016,12,3,Illinois,VCU,N,64,46,4.7,18
