year,month,day,team,opponent,location,teamscore,oppscore,home_court_advantage,adjusted_diff
2017,3,8,Air Force,Wyoming,N,83,68,0.2,15
2016,11,25,Akron,Air Force,N,84,75,-4,9
2016,11,17,Akron,American,H,72,62,-4,14
2017,2,7,Akron,Ball St.,H,65,63,-4,6
2017,1,3,Akron,Bowling Green,H,89,84,-4,9
2017,1,28,Akron,Buffalo,H,91,90,-4,5
2016,12,7,Akron,Coppin St.,H,87,63,-4,28
2017,1,20,Akron,Eastern Mich.,H,70,63,-4,11
2016,11,22,Akron,Ga. Southern,H,75,67,-4,12
2017,2,17,Akron,Kent St.,H,67,70,-4,1
2016,12,17,Akron,Marshall,H,99,88,-4,15
2016,11,26,Akron,Mercer,N,65,63,-4,2
2017,2,28,Akron,Miami (OH),H,75,79,-4,0
2017,1,17,Akron,Ohio,H,83,68,-4,19
2016,11,20,Akron,Radford,H,88,41,-4,51
2017,2,14,Akron,Toledo,H,71,65,-4,10
2016,12,21,Akron,UC Irvine,N,88,80,-4,8
2016,12,22,Akron,UMES,N,76,60,-4,16
2017,1,6,Akron,Western Mich.,H,66,59,-4,11
2016,12,21,Alabama,Arkansas St.,N,67,52,7.4,15
2017,2,4,Alabama,Auburn,H,77,82,7.4,-12.4
2016,11,18,Alabama,Ball St.,H,77,59,7.4,10.6
2016,11,29,Alabama,Charleston So.,H,76,46,7.4,22.6
2016,12,18,Alabama,Clemson,H,54,67,7.4,-20.4
2016,11,11,Alabama,Coastal Carolina,H,70,53,7.4,9.6
2016,11,15,Alabama,Dayton,H,72,77,7.4,-12.4
2017,1,10,Alabama,Florida,H,67,80,7.4,-20.4
2017,2,23,Alabama,Georgia,H,55,60,7.4,-12.4
2017,2,11,Alabama,Kentucky,H,58,67,7.4,-16.4
2017,2,18,Alabama,LSU,H,90,72,7.4,10.6
2017,1,28,Alabama,Mississippi St.,H,71,62,7.4,1.6
2017,1,18,Alabama,Missouri,H,68,56,7.4,4.6
2017,3,1,Alabama,Ole Miss,H,70,55,7.4,7.6
2016,11,23,Alabama,Saint Louis,N,62,57,7.4,5
2016,12,29,Alabama,Stetson,H,83,60,7.4,15.6
2016,12,15,Alabama,USC Upstate,H,78,61,7.4,9.6
2016,11,21,Alabama,Valparaiso,N,60,68,7.4,-8
2017,1,7,Alabama,Vanderbilt,H,59,56,7.4,-4.4
2017,1,14,Alabama A&M,Alabama St.,H,55,57,-8.3,6.3
2017,1,23,Alabama A&M,Alcorn,H,70,81,-8.3,-2.7
2017,2,6,Alabama A&M,Ark.-Pine Bluff,H,49,65,-8.3,-7.7
2017,1,4,Alabama A&M,Grambling,H,67,69,-8.3,6.3
2017,1,2,Alabama A&M,Jackson St.,H,51,63,-8.3,-3.7
2017,2,25,Alabama A&M,Prairie View,H,87,74,-8.3,21.3
2017,1,21,Alabama A&M,Southern U.,H,52,53,-8.3,7.3
2016,12,3,Alabama A&M,Tennessee Tech,H,74,79,-8.3,3.3
2017,2,27,Alabama A&M,Texas Southern,H,64,74,-8.3,-1.7
2017,2,11,Alabama St.,Alabama A&M,H,97,89,-3.9,11.9
2017,1,21,Alabama St.,Alcorn,H,71,78,-3.9,-3.1
2017,2,4,Alabama St.,Ark.-Pine Bluff,H,77,65,-3.9,15.9
2016,11,26,Alabama St.,Cal St. Fullerton,N,76,67,-3.9,9
2017,1,2,Alabama St.,Grambling,H,73,69,-3.9,7.9
2017,1,4,Alabama St.,Jackson St.,H,60,63,-3.9,0.9
2016,11,29,Alabama St.,Jacksonville St.,H,69,72,-3.9,0.9
2016,11,25,Alabama St.,Northern Ariz.,N,57,71,-3.9,-14
2017,2,27,Alabama St.,Prairie View,H,58,77,-3.9,-15.1
2017,1,23,Alabama St.,Southern U.,H,79,65,-3.9,17.9
2017,2,25,Alabama St.,Texas Southern,H,73,86,-3.9,-9.1
2017,2,20,Alcorn,Alabama A&M,H,74,59,-13.6,28.6
2017,2,18,Alcorn,Alabama St.,H,75,67,-13.6,21.6
2017,1,16,Alcorn,Ark.-Pine Bluff,H,82,64,-13.6,31.6
2017,2,6,Alcorn,Grambling,H,75,65,-13.6,23.6
2017,2,4,Alcorn,Jackson St.,H,69,58,-13.6,24.6
2017,1,4,Alcorn,Prairie View,H,66,55,-13.6,24.6
2017,1,28,Alcorn,Southern U.,H,74,64,-13.6,23.6
2017,1,2,Alcorn,Texas Southern,H,65,67,-13.6,11.6
2017,1,14,American,Army West Point,H,49,53,-5.93,1.93
2017,2,8,American,Boston U.,H,64,67,-5.93,2.93
2017,1,5,American,Bucknell,H,60,69,-5.93,-3.07
2017,1,29,American,Colgate,H,65,70,-5.93,0.93
2017,2,19,American,Holy Cross,H,54,69,-5.93,-9.07
2017,1,18,American,Lafayette,H,71,57,-5.93,19.93
2017,2,4,American,Lehigh,H,55,70,-5.93,-9.07
2016,12,30,American,Loyola Maryland,H,66,68,-5.93,3.93
2017,1,25,American,Navy,H,53,71,-5.93,-12.07
2016,12,6,American,New Hampshire,H,70,80,-5.93,-4.07
2016,11,26,American,Saint Francis,H,62,69,-5.93,-1.07
2016,12,19,American,UMES,H,61,58,-5.93,8.93
2016,11,22,American,Wagner,H,65,73,-5.93,-2.07
2016,11,29,American,Western Ill.,H,57,50,-5.93,12.93
2016,12,10,American,Youngstown St.,H,77,62,-5.93,20.93
2017,1,9,App State,Arkansas St.,H,70,57,2.2,10.8
2017,3,4,App State,Coastal Carolina,H,77,73,2.2,1.8
2017,2,13,App State,Ga. Southern,H,83,78,2.2,2.8
2017,2,11,App State,Georgia St.,H,77,72,2.2,2.8
2016,12,21,App State,Hampton,H,88,67,2.2,18.8
2016,12,17,App State,James Madison,H,73,61,2.2,9.8
2017,1,7,App State,Little Rock,H,68,76,2.2,-10.2
2017,2,27,App State,Louisiana,H,62,77,2.2,-17.2
2017,1,30,App State,Texas St.,H,55,68,2.2,-15.2
2017,3,8,App State,Troy,N,64,84,2.2,-20
2017,1,28,App State,UT Arlington,H,67,83,2.2,-18.2
2016,12,3,App State,Western Caro.,H,53,58,2.2,-7.2
2017,1,12,Arizona,Arizona St.,H,91,75,7.9,8.1
2016,11,25,Arizona,Butler,N,65,69,7.9,-4
2017,2,11,Arizona,California,H,62,57,7.9,-2.9
2017,1,7,Arizona,Colorado,H,82,73,7.9,1.1
2016,11,15,Arizona,CSU Bakersfield,H,78,66,7.9,4.1
2016,12,3,Arizona,Gonzaga,N,62,69,7.9,-7
2016,12,14,Arizona,Grand Canyon,H,64,54,7.9,2.1
2016,11,11,Arizona,Michigan St.,N,65,63,7.9,2
2016,12,20,Arizona,New Mexico,H,77,46,7.9,23.1
2016,11,21,Arizona,Northern Colo.,H,71,55,7.9,8.1
2016,11,18,Arizona,Sacred Heart,H,95,65,7.9,22.1
2016,11,24,Arizona,Santa Clara,N,69,61,7.9,8
2017,2,23,Arizona,Southern California,H,90,77,7.9,5.1
2017,2,8,Arizona,Stanford,H,74,67,7.9,-0.9
2016,12,17,Arizona,Texas A&M,N,67,63,7.9,4
2016,11,30,Arizona,Texas Southern,H,85,63,7.9,14.1
2016,12,6,Arizona,UC Irvine,H,79,57,7.9,14.1
2017,2,25,Arizona,UCLA,H,72,77,7.9,-12.9
2017,1,5,Arizona,Utah,H,66,56,7.9,2.1
2017,1,29,Arizona,Washington,H,77,66,7.9,3.1
2017,1,26,Arizona,Washington St.,H,79,62,7.9,9.1
2017,3,4,Arizona St.,Arizona,H,60,73,2.6,-15.6
2016,11,13,Arizona St.,Cal Poly,H,96,74,2.6,19.4
2017,2,8,Arizona St.,California,H,43,68,2.6,-27.6
2016,12,22,Arizona St.,Central Ark.,H,98,62,2.6,33.4
2017,1,5,Arizona St.,Colorado,H,78,77,2.6,-1.6
2016,12,20,Arizona St.,Creighton,H,85,96,2.6,-13.6
2016,11,20,Arizona St.,Davidson,N,60,68,2.6,-8
2016,11,28,Arizona St.,Kentucky,N,69,115,2.6,-46
2016,12,17,Arizona St.,New Mexico St.,H,70,81,2.6,-13.6
2016,11,11,Arizona St.,Portland St.,H,88,70,2.6,15.4
2016,12,6,Arizona St.,Purdue,N,64,97,2.6,-33
2017,2,26,Arizona St.,Southern California,H,83,82,2.6,-1.6
2017,2,11,Arizona St.,Stanford,H,75,69,2.6,3.4
2017,3,8,Arizona St.,Stanford,N,98,88,2.6,10
2016,11,23,Arizona St.,The Citadel,H,127,110,2.6,14.4
2016,11,18,Arizona St.,Tulane,N,80,71,2.6,9
2017,2,23,Arizona St.,UCLA,H,75,87,2.6,-14.6
2016,11,17,Arizona St.,UNI,N,63,82,2.6,-19
2016,12,3,Arizona St.,UNLV,H,97,73,2.6,21.4
2017,1,7,Arizona St.,Utah,H,82,88,2.6,-8.6
2017,1,25,Arizona St.,Washington,H,86,75,2.6,8.4
2017,1,29,Arizona St.,Washington St.,H,83,91,2.6,-10.6
2017,1,9,Ark.-Pine Bluff,Alabama A&M,H,81,65,-4.8,20.8
2017,1,7,Ark.-Pine Bluff,Alabama St.,H,71,63,-4.8,12.8
2017,2,13,Ark.-Pine Bluff,Alcorn,H,58,70,-4.8,-7.2
2017,2,25,Ark.-Pine Bluff,Grambling,H,58,78,-4.8,-15.2
2017,2,27,Ark.-Pine Bluff,Jackson St.,H,51,62,-4.8,-6.2
2017,1,23,Ark.-Pine Bluff,Prairie View,H,71,68,-4.8,7.8
2017,2,11,Ark.-Pine Bluff,Southern U.,H,68,61,-4.8,11.8
2017,1,21,Ark.-Pine Bluff,Texas Southern,H,63,70,-4.8,-2.2
2016,12,1,Ark.-Pine Bluff,UT Martin,H,68,73,-4.8,-0.2
2017,2,1,Arkansas,Alabama,H,87,68,3,16
2016,12,3,Arkansas,Austin Peay,H,99,62,3,34
2016,12,29,Arkansas,Florida,H,72,81,3,-12
2017,3,4,Arkansas,Georgia,H,85,67,3,15
2016,12,6,Arkansas,Houston,H,84,72,3,9
2017,1,21,Arkansas,LSU,H,99,86,3,10
2017,1,10,Arkansas,Mississippi St.,H,78,84,3,-9
2017,1,14,Arkansas,Missouri,H,92,73,3,16
2016,11,28,Arkansas,Mount St. Mary's,H,89,76,3,10
2016,12,20,Arkansas,North Dakota St.,H,71,55,3,13
2016,12,10,Arkansas,North Florida,H,91,76,3,12
2017,2,18,Arkansas,Ole Miss,H,98,80,3,15
2016,11,11,Arkansas,Purdue Fort Wayne,H,92,83,3,6
2016,12,22,Arkansas,Sam Houston,N,90,56,3,34
2016,12,1,Arkansas,SFA,H,78,62,3,13
2016,11,14,Arkansas,Southern Ill.,H,90,65,3,22
2016,12,17,Arkansas,Texas,N,77,74,3,3
2017,2,22,Arkansas,Texas A&M,H,86,77,3,6
2016,11,18,Arkansas,UT Arlington,H,71,67,3,1
2017,2,7,Arkansas,Vanderbilt,H,59,72,3,-16
2016,12,21,Arkansas St.,Alabama,N,52,67,-0.8,-15
2017,2,4,Arkansas St.,App State,H,79,78,-0.8,1.8
2016,11,20,Arkansas St.,Chattanooga,N,73,67,-0.8,6
2016,11,30,Arkansas St.,Cleveland St.,H,78,51,-0.8,27.8
2017,2,6,Arkansas St.,Coastal Carolina,H,67,57,-0.8,10.8
2017,2,25,Arkansas St.,Ga. Southern,H,60,72,-0.8,-11.2
2017,2,27,Arkansas St.,Georgia St.,H,78,67,-0.8,11.8
2016,11,27,Arkansas St.,Lehigh,H,97,89,-0.8,8.8
2017,2,17,Arkansas St.,Little Rock,H,67,58,-0.8,9.8
2016,12,31,Arkansas St.,Louisiana,H,74,71,-0.8,3.8
2016,11,22,Arkansas St.,SIUE,H,75,57,-0.8,18.8
2017,1,23,Arkansas St.,South Alabama,H,74,62,-0.8,12.8
2017,1,21,Arkansas St.,Troy,H,82,80,-0.8,2.8
2016,12,7,Army West Point,Air Force,H,79,71,-1.6,9.6
2017,2,28,Army West Point,American,H,74,58,-1.6,17.6
2017,2,11,Army West Point,American,H,58,61,-1.6,-1.4
2016,11,19,Army West Point,Arkansas St.,H,57,60,-1.6,-1.4
2016,12,21,Army West Point,Binghamton,H,71,60,-1.6,12.6
2017,2,22,Army West Point,Boston U.,H,73,62,-1.6,12.6
2017,1,28,Army West Point,Bucknell,H,75,96,-1.6,-19.4
2016,11,20,Army West Point,Central Ark.,H,76,81,-1.6,-3.4
2017,1,11,Army West Point,Colgate,H,76,79,-1.6,-1.4
2016,11,30,Army West Point,FDU,H,97,78,-1.6,20.6
2017,1,18,Army West Point,Holy Cross,H,76,85,-1.6,-7.4
2017,2,1,Army West Point,Lafayette,H,80,73,-1.6,8.6
2016,12,30,Army West Point,Lehigh,H,59,66,-1.6,-5.4
2017,1,8,Army West Point,Loyola Maryland,H,66,57,-1.6,10.6
2017,1,21,Army West Point,Navy,H,80,96,-1.6,-14.4
2017,1,21,Auburn,Alabama,H,84,64,12.1,7.9
2017,2,25,Auburn,Arkansas,H,68,79,12.1,-23.1
2016,12,12,Auburn,Boston College,N,71,72,12.1,-1
2016,12,15,Auburn,Coastal Carolina,H,117,72,12.1,32.9
2016,11,17,Auburn,Eastern Ky.,H,85,64,12.1,8.9
2017,2,14,Auburn,Florida,H,95,114,12.1,-31.1
2016,12,29,Auburn,Georgia,H,84,96,12.1,-24.1
2016,11,14,Auburn,Georgia St.,H,83,65,12.1,5.9
2017,1,18,Auburn,LSU,H,78,74,12.1,-8.1
2016,12,18,Auburn,Mercer,H,76,74,12.1,-10.1
2017,2,7,Auburn,Mississippi St.,H,98,92,12.1,-6.1
2017,3,4,Auburn,Missouri,H,89,78,12.1,-1.1
2017,3,8,Auburn,Missouri,N,83,86,12.1,-3
2016,11,11,Auburn,North Florida,H,83,66,12.1,4.9
2016,12,21,Auburn,Oklahoma,N,74,70,12.1,4
2017,1,7,Auburn,Ole Miss,H,85,88,12.1,-15.1
2016,11,23,Auburn,Purdue,N,71,96,12.1,-25
2017,1,31,Auburn,Tennessee,H,77,87,12.1,-22.1
2016,11,22,Auburn,Texas Tech,N,67,65,12.1,2
2016,11,29,Auburn,USC Upstate,H,90,83,12.1,-5.1
2016,12,31,Austin Peay,Belmont,H,77,82,-6.2,1.2
2016,11,20,Austin Peay,Delaware,N,76,75,-6.2,1
2017,2,16,Austin Peay,Eastern Ill.,H,85,80,-6.2,11.2
2016,12,17,Austin Peay,Evansville,H,69,77,-6.2,-1.8
2016,12,20,Austin Peay,Lipscomb,H,85,99,-6.2,-7.8
2017,1,19,Austin Peay,Morehead St.,H,82,89,-6.2,-0.8
2017,1,21,Austin Peay,Murray St.,H,84,81,-6.2,9.2
2016,11,18,Austin Peay,Northern Ky.,N,77,69,-6.2,8
2016,11,30,Austin Peay,Purdue Fort Wayne,H,99,103,-6.2,2.2
2017,2,18,Austin Peay,SIUE,H,92,84,-6.2,14.2
2017,1,28,Austin Peay,Southeast Mo. St.,H,71,82,-6.2,-4.8
2017,2,4,Austin Peay,Tennessee St.,H,66,70,-6.2,2.2
2017,1,26,Austin Peay,UT Martin,H,79,85,-6.2,0.2
2016,12,22,Ball St.,Alabama St.,H,73,48,5.8,19.2
2017,1,7,Ball St.,Bowling Green,H,71,76,5.8,-10.8
2016,12,6,Ball St.,Bradley,H,80,63,5.8,11.2
2017,2,3,Ball St.,Buffalo,H,69,96,5.8,-32.8
2017,1,17,Ball St.,Central Mich.,H,98,83,5.8,9.2
2016,11,21,Ball St.,Coppin St.,N,79,77,5.8,2
2016,12,10,Ball St.,Eastern Ky.,H,91,86,5.8,-0.8
2017,2,21,Ball St.,Eastern Mich.,H,79,72,5.8,1.2
2016,11,15,Ball St.,Indiana St.,H,74,80,5.8,-11.8
2016,12,3,Ball St.,IU Indy,H,62,73,5.8,-16.8
2016,12,19,Ball St.,Longwood,H,61,45,5.8,10.2
2017,1,10,Ball St.,Miami (OH),H,85,74,5.8,5.2
2017,3,3,Ball St.,NIU,H,87,82,5.8,-0.8
2017,2,10,Ball St.,Ohio,H,77,79,5.8,-7.8
2016,11,23,Ball St.,Southern Utah,N,94,83,5.8,11
2017,1,31,Ball St.,Toledo,H,81,80,5.8,-4.8
2017,1,28,Ball St.,Western Mich.,H,84,78,5.8,0.2
2016,11,18,Baylor,FGCU,H,81,72,14.3,-5.3
2017,1,4,Baylor,Iowa St.,H,65,63,14.3,-12.3
2016,12,17,Baylor,Jackson St.,H,82,57,14.3,10.7
2017,2,18,Baylor,Kansas,H,65,67,14.3,-16.3
2017,2,4,Baylor,Kansas St.,H,54,56,14.3,-16.3
2016,11,25,Baylor,Louisville,N,66,63,14.3,3
2016,11,24,Baylor,Michigan St.,N,73,58,14.3,15
2017,2,21,Baylor,Oklahoma,H,60,54,14.3,-8.3
2017,1,7,Baylor,Oklahoma St.,H,61,57,14.3,-10.3
2016,11,11,Baylor,Oral Roberts,H,76,61,14.3,0.7
2016,11,15,Baylor,Oregon,H,66,49,14.3,2.7
2016,11,30,Baylor,Sam Houston,H,79,45,14.3,19.7
2016,12,14,Baylor,Southern U.,H,89,59,14.3,15.7
2017,2,11,Baylor,TCU,H,70,52,14.3,3.7
2017,1,17,Baylor,Texas,H,74,64,14.3,-4.3
2016,12,21,Baylor,Texas Southern,H,89,63,14.3,11.7
2017,1,25,Baylor,Texas Tech,H,65,61,14.3,-10.3
2016,11,23,Baylor,VCU,N,71,63,14.3,8
2017,2,27,Baylor,West Virginia,H,71,62,14.3,-5.3
2016,12,3,Baylor,Xavier,H,76,61,14.3,0.7
2016,12,22,Belmont,Cleveland St.,H,88,61,-3.8,30.8
2017,2,16,Belmont,Eastern Ky.,H,76,72,-3.8,7.8
2016,11,21,Belmont,Florida,N,61,78,-3.8,-17
2017,1,19,Belmont,Jacksonville St.,H,77,60,-3.8,20.8
2017,3,3,Belmont,Jacksonville St.,N,59,65,-3.8,-6
2016,11,29,Belmont,Lipscomb,H,64,62,-3.8,5.8
2016,12,14,Belmont,Middle Tenn.,H,66,79,-3.8,-9.2
2017,2,18,Belmont,Morehead St.,H,89,73,-3.8,19.8
2017,1,30,Belmont,SIUE,H,92,69,-3.8,26.8
2017,1,7,Belmont,Southeast Mo. St.,H,87,75,-3.8,15.8
2017,2,25,Belmont,Tennessee St.,H,68,63,-3.8,8.8
2017,1,21,Belmont,Tennessee Tech,H,82,70,-3.8,15.8
2017,1,5,Belmont,UT Martin,H,83,67,-3.8,19.8
2016,11,19,Belmont,Western Ky.,H,90,69,-3.8,24.8
2017,1,9,Bethune-Cookman,Coppin St.,H,73,76,-5.6,2.6
2017,2,4,Bethune-Cookman,Delaware St.,H,82,88,-5.6,-0.4
2017,3,7,Bethune-Cookman,Delaware St.,N,69,62,-5.6,7
2017,3,2,Bethune-Cookman,Florida A&M,H,69,59,-5.6,15.6
2017,2,18,Bethune-Cookman,Hampton,H,62,61,-5.6,6.6
2017,2,6,Bethune-Cookman,Howard,H,71,67,-5.6,9.6
2016,12,5,Bethune-Cookman,Jacksonville,H,66,76,-5.6,-4.4
2016,11,16,Bethune-Cookman,Kennesaw St.,H,75,72,-5.6,8.6
2017,1,7,Bethune-Cookman,Morgan St.,H,63,69,-5.6,-0.4
2017,3,8,Bethune-Cookman,N.C. Central,N,60,95,-5.6,-35
2016,11,25,Bethune-Cookman,Nicholls,N,69,76,-5.6,-7
2017,2,20,Bethune-Cookman,Norfolk St.,H,75,65,-5.6,15.6
2017,2,1,Bethune-Cookman,Stetson,H,67,76,-5.6,-3.4
2017,1,21,Bethune-Cookman,UMES,H,79,82,-5.6,2.6
2016,11,16,Binghamton,Central Conn. St.,H,72,70,-2.8,4.8
2016,11,11,Binghamton,Cornell,H,68,62,-2.8,8.8
2016,12,17,Binghamton,Delaware St.,H,85,66,-2.8,21.8
2016,11,24,Binghamton,Long Beach St.,N,72,64,-2.8,8
2016,12,10,Binghamton,Loyola Maryland,H,85,90,-2.8,-2.2
2017,2,25,Binghamton,Maine,H,71,72,-2.8,1.8
2017,2,12,Binghamton,New Hampshire,H,55,63,-2.8,-5.2
2017,1,22,Binghamton,Stony Brook,H,71,67,-2.8,6.8
2017,2,9,Binghamton,UAlbany,H,54,66,-2.8,-9.2
2017,1,8,Binghamton,UMass Lowell,H,75,79,-2.8,-1.2
2017,2,1,Binghamton,UMBC,H,74,92,-2.8,-15.2
2017,1,11,Binghamton,Vermont,H,50,67,-2.8,-14.2
2017,2,11,Boise St.,Air Force,H,76,66,5.1,4.9
2016,12,31,Boise St.,Colorado St.,H,74,73,5.1,-4.1
2016,12,21,Boise St.,CSUN,H,79,62,5.1,11.9
2017,2,28,Boise St.,Fresno St.,H,67,74,5.1,-12.1
2016,12,18,Boise St.,Idaho St.,H,82,59,5.1,17.9
2016,11,18,Boise St.,Mississippi St.,N,68,80,5.1,-12
2017,1,25,Boise St.,Nevada,H,57,76,5.1,-24.1
2017,1,17,Boise St.,New Mexico,H,70,81,5.1,-16.1
2016,11,25,Boise St.,Presbyterian,H,82,56,5.1,20.9
2017,1,7,Boise St.,San Diego St.,H,78,66,5.1,6.9
2017,2,25,Boise St.,San Jose St.,H,85,78,5.1,1.9
2016,11,30,Boise St.,SMU,H,71,62,5.1,3.9
2017,2,4,Boise St.,Utah St.,H,72,70,5.1,-3.1
2016,11,20,Boise St.,Western Mich.,N,91,70,5.1,21
2017,2,18,Boise St.,Wyoming,H,91,87,5.1,-1.1
2016,12,12,Boston College,Auburn,N,72,71,-1.3,1
2016,12,3,Boston College,Dartmouth,H,88,70,-1.3,19.3
2016,12,21,Boston College,Fairfield,N,83,89,-1.3,-6
2016,12,7,Boston College,Harvard,H,66,74,-1.3,-6.7
2016,11,25,Boston College,Kansas St.,N,54,72,-1.3,-18
2017,2,4,Boston College,Louisville,H,67,90,-1.3,-21.7
2017,1,11,Boston College,NC State,H,74,66,-1.3,9.3
2016,11,11,Boston College,Nicholls,H,73,79,-1.3,-4.7
2017,1,21,Boston College,North Carolina,H,82,90,-1.3,-6.7
2017,2,14,Boston College,Notre Dame,H,76,84,-1.3,-6.7
2017,2,8,Boston College,Pittsburgh,H,72,83,-1.3,-9.7
2016,12,23,Boston College,Providence,H,79,67,-1.3,13.3
2016,11,26,Boston College,Richmond,N,54,67,-1.3,-13
2016,12,18,Boston College,Sacred Heart,H,82,75,-1.3,8.3
2016,11,20,Boston College,Stony Brook,H,82,75,-1.3,8.3
2017,1,1,Boston College,Syracuse,H,96,81,-1.3,16.3
2016,11,22,Boston College,Towson,H,80,70,-1.3,11.3
2016,11,15,Boston College,UMES,H,73,57,-1.3,17.3
2017,1,18,Boston College,Virginia,H,54,71,-1.3,-15.7
2017,2,25,Boston College,Virginia Tech,H,75,91,-1.3,-14.7
2017,1,31,Boston College,Wake Forest,H,80,85,-1.3,-3.7
2017,3,7,Boston College,Wake Forest,N,78,92,-1.3,-14
2017,1,11,Boston U.,American,H,76,66,-7,17
2017,1,25,Boston U.,Army West Point,H,90,89,-7,8
2017,2,19,Boston U.,Bucknell,H,66,86,-7,-13
2016,12,7,Boston U.,Canisius,H,77,87,-7,-3
2017,1,18,Boston U.,Colgate,H,58,67,-7,-2
2016,12,30,Boston U.,Holy Cross,H,61,55,-7,13
2017,2,5,Boston U.,Lafayette,H,75,58,-7,24
2017,3,5,Boston U.,Lehigh,H,88,91,-7,4
2017,1,2,Boston U.,Lehigh,H,75,61,-7,21
2016,11,20,Boston U.,LIU,H,86,69,-7,24
2017,2,11,Boston U.,Loyola Maryland,H,78,63,-7,22
2017,3,2,Boston U.,Loyola Maryland,H,64,60,-7,11
2016,11,19,Boston U.,Maine,H,102,78,-7,31
2017,2,2,Boston U.,Navy,H,61,70,-7,-2
2016,12,18,Boston U.,New Hampshire,H,73,69,-7,11
2016,11,18,Boston U.,Northeastern,H,65,63,-7,9
2017,2,21,Bowling Green,Akron,H,66,65,-3.8,4.8
2016,12,22,Bowling Green,Alabama A&M,H,74,61,-3.8,16.8
2017,1,21,Bowling Green,Ball St.,H,79,74,-3.8,8.8
2017,2,11,Bowling Green,Buffalo,H,74,88,-3.8,-10.2
2016,12,10,Bowling Green,Detroit Mercy,H,74,61,-3.8,16.8
2017,1,10,Bowling Green,Eastern Mich.,H,53,81,-3.8,-24.2
2016,11,20,Bowling Green,Green Bay,H,61,77,-3.8,-12.2
2017,2,28,Bowling Green,Kent St.,H,67,74,-3.8,-3.2
2017,1,31,Bowling Green,Miami (OH),H,83,72,-3.8,14.8
2016,11,26,Bowling Green,Morgan St.,H,90,58,-3.8,35.8
2016,11,21,Bowling Green,Murray St.,H,78,77,-3.8,4.8
2017,1,14,Bowling Green,NIU,H,52,69,-3.8,-13.2
2016,12,30,Bowling Green,Norfolk St.,H,86,77,-3.8,12.8
2017,1,28,Bowling Green,Ohio,H,72,96,-3.8,-20.2
2017,2,4,Bowling Green,Toledo,H,104,100,-3.8,7.8
2016,11,19,Bowling Green,Kansas City,H,69,71,-3.8,1.8
2016,12,10,Bradley,Chicago St.,H,83,48,4,31
2016,11,13,Bradley,Delaware,H,49,63,4,-18
2017,2,4,Bradley,Drake,H,79,72,4,3
2017,3,2,Bradley,Drake,N,67,58,4,9
