year,month,day,team,opponent,location,teamscore,oppscore,home_court_advantage,adjusted_diff
2021,2,13,Alabama,Georgia,H,115,82,7.4,25.6
2021,1,16,Alabama,Arkansas,H,90,59,7.4,23.6
2021,1,5,Alabama,Florida,H,86,71,7.4,7.6
2020,12,22,Alabama,ETSU,H,85,69,7.4,8.6
2020,12,15,Alabama,Furman,H,83,80,7.4,-4.4
2020,12,29,Alabama,Ole Miss,H,82,64,7.4,10.6
2021,2,20,Alabama,Vanderbilt,H,82,78,7.4,-3.4
2020,11,25,Alabama,Jacksonville St.,H,81,57,7.4,16.6
2021,1,23,Alabama,Mississippi St.,H,81,73,7.4,0.6
2021,2,3,Alabama,LSU,H,78,60,7.4,10.6
2020,12,19,Alabama,Western Ky.,H,71,73,7.4,-9.4
2021,1,26,Alabama,Kentucky,H,70,59,7.4,3.6
2021,3,2,Alabama,Auburn,H,70,58,7.4,4.6
2021,3,22,Alabama,Maryland,N,96,77,7.4,19
2020,12,2,Alabama,Providence,N,88,71,7.4,17
2020,12,1,Alabama,UNLV,N,86,74,7.4,12
2021,3,12,Alabama,Mississippi St.,N,85,48,7.4,37
2021,3,14,Alabama,LSU,N,80,79,7.4,1
2021,3,28,Alabama,UCLA,N,78,88,7.4,-10
2021,3,13,Alabama,Tennessee,N,73,68,7.4,5
2021,3,20,Alabama,Iona,N,68,55,7.4,13
2020,11,30,Alabama,Stanford,N,64,82,7.4,-18
2020,12,12,Alabama,Clemson,N,56,64,7.4,-8
2020,12,19,Alabama A&M,South Alabama,H,93,90,-8.3,11.3
2021,1,16,Alabama A&M,Alabama St.,H,70,63,-8.3,15.3
2021,1,23,Alabama A&M,Southern U.,H,68,58,-8.3,18.3
2021,3,1,Alabama A&M,Texas Southern,H,58,68,-8.3,-1.7
2021,2,8,Alabama A&M,Ark.-Pine Bluff,H,56,55,-8.3,9.3
2021,2,27,Alabama A&M,Prairie View,H,54,55,-8.3,7.3
2021,2,27,Alabama St.,Texas Southern,H,76,86,-3.9,-6.1
2021,2,6,Alabama St.,Ark.-Pine Bluff,H,73,67,-3.9,9.9
2021,2,13,Alabama St.,Alabama A&M,H,72,58,-3.9,17.9
2021,3,1,Alabama St.,Prairie View,H,67,70,-3.9,0.9
2021,1,25,Alabama St.,Southern U.,H,66,64,-3.9,5.9
2021,1,23,Alabama St.,Alcorn,H,52,57,-3.9,-1.1
2021,1,2,Alabama St.,Grambling,H,49,66,-3.9,-13.1
2021,1,4,Alabama St.,Jackson St.,H,44,60,-3.9,-12.1
2021,1,16,UAlbany,NJIT,H,83,75,-4.8,12.8
2021,1,17,UAlbany,NJIT,H,83,71,-4.8,16.8
2021,2,13,UAlbany,UMass Lowell,H,81,69,-4.8,16.8
2021,2,12,UAlbany,UMass Lowell,H,71,79,-4.8,-3.2
2021,2,21,UAlbany,Stony Brook,H,67,59,-4.8,12.8
2020,12,22,UAlbany,Niagara,H,65,70,-4.8,-0.2
2020,12,19,UAlbany,UMBC,H,64,65,-4.8,3.8
2020,12,20,UAlbany,UMBC,H,60,65,-4.8,-0.2
2021,2,20,UAlbany,Stony Brook,H,43,59,-4.8,-11.2
2021,2,27,UAlbany,NJIT,N,76,66,-4.8,10
2021,1,18,Alcorn,Ark.-Pine Bluff,H,82,48,-13.6,47.6
2021,2,24,Alcorn,Alabama St.,H,68,59,-13.6,22.6
2021,2,6,Alcorn,Jackson St.,H,66,74,-13.6,5.6
2021,2,22,Alcorn,Alabama A&M,H,65,52,-13.6,26.6
2021,2,8,Alcorn,Grambling,H,62,67,-13.6,8.6
2021,1,30,Alcorn,Southern U.,H,59,76,-13.6,-3.4
2021,3,11,Alcorn,Texas Southern,N,55,78,-13.6,-23
2021,2,28,American,Bucknell,H,81,68,-5.93,18.93
2021,1,23,American,Loyola Maryland,H,71,70,-5.93,6.93
2021,2,20,American,Navy,H,60,72,-5.93,-6.07
2021,2,21,American,Navy,H,60,69,-5.93,-3.07
2021,1,2,App State,Troy,H,90,59,2.2,28.8
2021,1,22,App State,Georgia St.,H,80,71,2.2,6.8
2021,1,9,App State,Ga. Southern,H,77,71,2.2,3.8
2020,11,30,App State,Bowling Green,H,76,78,2.2,-4.2
2021,1,23,App State,Georgia St.,H,74,61,2.2,10.8
2021,1,8,App State,Ga. Southern,H,66,63,2.2,0.8
2021,2,19,App State,South Alabama,H,63,65,2.2,-4.2
2021,1,1,App State,Troy,H,56,69,2.2,-15.2
2021,2,20,App State,South Alabama,H,54,56,2.2,-4.2
2021,3,8,App State,Georgia St.,N,80,73,2.2,7
2021,3,6,App State,Texas St.,N,76,73,2.2,3
2021,3,5,App State,Little Rock,N,67,60,2.2,7
2021,3,7,App State,Coastal Carolina,N,64,61,2.2,3
2021,3,18,App State,Norfolk St.,N,53,54,2.2,-1
2020,12,7,Arizona,Northern Ariz.,H,96,53,7.9,35.1
2020,12,28,Arizona,Colorado,H,88,74,7.9,6.1
2020,12,9,Arizona,CSU Bakersfield,H,85,60,7.9,17.1
2021,1,25,Arizona,Arizona St.,H,80,67,7.9,5.1
2021,1,9,Arizona,UCLA,H,76,81,7.9,-12.9
2021,2,27,Arizona,Washington,H,75,74,7.9,-6.9
2020,11,27,Arizona,Grambling,H,74,55,7.9,11.1
2021,1,7,Arizona,Southern California,H,73,87,7.9,-21.9
2021,1,30,Arizona,California,H,71,50,7.9,13.1
2020,12,5,Arizona,Eastern Wash.,H,70,67,7.9,-4.9
2020,12,22,Arizona,Montana,H,70,64,7.9,-1.9
2021,2,11,Arizona,Oregon St.,H,70,61,7.9,1.1
2020,12,12,Arizona,UTEP,H,69,61,7.9,0.1
2021,2,25,Arizona,Washington St.,H,69,53,7.9,8.1
2021,1,28,Arizona,Stanford,H,64,73,7.9,-16.9
2021,2,13,Arizona,Oregon,H,61,63,7.9,-9.9
2020,12,19,Arizona,Stanford,N,75,78,7.9,-3
2020,11,29,Arizona St.,Houston Christian,H,100,77,2.6,20.4
2021,2,23,Arizona St.,Washington,H,97,64,2.6,30.4
2021,1,21,Arizona St.,Arizona,H,82,84,2.6,-4.6
2021,2,25,Arizona St.,Washington,H,80,72,2.6,5.4
2021,1,30,Arizona St.,Stanford,H,79,75,2.6,1.4
2021,2,27,Arizona St.,Washington St.,H,77,74,2.6,0.4
2021,1,7,Arizona St.,UCLA,H,75,81,2.6,-8.6
2021,2,14,Arizona St.,Oregon St.,H,75,73,2.6,-0.6
2021,1,28,Arizona St.,California,H,72,68,2.6,1.4
2020,12,10,Arizona St.,San Diego St.,H,68,80,2.6,-14.6
2021,1,9,Arizona St.,Southern California,H,64,73,2.6,-11.6
2021,2,11,Arizona St.,Oregon,H,64,75,2.6,-13.6
2020,12,16,Arizona St.,UTEP,H,63,76,2.6,-15.6
2020,11,25,Arizona St.,Rhode Island,N,94,88,2.6,6
2020,11,26,Arizona St.,Villanova,N,74,83,2.6,-9
2021,3,11,Arizona St.,Oregon,N,73,91,2.6,-18
2021,3,10,Arizona St.,Washington St.,N,64,59,2.6,5
2021,1,9,Ark.-Pine Bluff,Alabama St.,H,91,82,-4.8,13.8
2021,2,13,Ark.-Pine Bluff,Southern U.,H,71,73,-4.8,2.8
2021,1,23,Ark.-Pine Bluff,Texas Southern,H,57,66,-4.8,-4.2
2021,1,25,Ark.-Pine Bluff,Prairie View,H,56,73,-4.8,-12.2
2021,3,10,Ark.-Pine Bluff,Jackson St.,N,62,74,-4.8,-12
2020,12,12,Arkansas,Central Ark.,H,100,75,3,22
2021,1,9,Arkansas,Georgia,H,99,69,3,27
2020,12,20,Arkansas,Oral Roberts,H,87,76,3,8
2021,3,6,Arkansas,Texas A&M,H,87,80,3,4
2020,12,5,Arkansas,Lipscomb,H,86,50,3,33
2020,12,22,Arkansas,Abilene Christian,H,85,72,3,10
2021,2,27,Arkansas,LSU,H,83,75,3,5
2021,2,24,Arkansas,Alabama,H,81,66,3,12
2020,12,9,Arkansas,Southern U.,H,79,44,3,32
2021,1,20,Arkansas,Auburn,H,75,73,3,-1
2021,2,16,Arkansas,Florida,H,75,64,3,8
2021,1,27,Arkansas,Ole Miss,H,74,59,3,12
2020,12,2,Arkansas,UT Arlington,H,72,60,3,9
2020,11,28,Arkansas,North Texas,H,69,54,3,12
2021,1,2,Arkansas,Missouri,H,68,81,3,-16
2021,2,2,Arkansas,Mississippi St.,H,61,45,3,13
2021,3,19,Arkansas,Colgate,N,85,68,3,17
2021,3,27,Arkansas,Oral Roberts,N,72,70,3,2
2021,3,29,Arkansas,Baylor,N,72,81,3,-9
2021,3,13,Arkansas,LSU,N,71,78,3,-7
2021,3,12,Arkansas,Missouri,N,70,64,3,6
2021,3,21,Arkansas,Texas Tech,N,68,66,3,2
2021,2,5,Arkansas St.,Louisiana,H,95,87,-0.8,8.8
2021,1,16,Arkansas St.,ULM,H,93,72,-0.8,21.8
2021,1,29,Arkansas St.,UT Arlington,H,83,75,-0.8,8.8
2021,2,6,Arkansas St.,Louisiana,H,83,77,-0.8,6.8
2020,12,9,Arkansas St.,Ark.-Pine Bluff,H,74,75,-0.8,-0.2
2021,1,15,Arkansas St.,ULM,H,74,72,-0.8,2.8
2021,2,12,Arkansas St.,Little Rock,H,73,62,-0.8,11.8
2021,1,30,Arkansas St.,UT Arlington,H,64,65,-0.8,-0.2
2021,2,22,Arkansas St.,Texas St.,H,52,57,-0.8,-4.2
2021,3,6,Arkansas St.,Georgia St.,N,68,71,-0.8,-3
2021,3,5,Arkansas St.,Ga. Southern,N,62,58,-0.8,4
2021,3,6,Army West Point,American,H,89,66,-1.6,24.6
2021,2,14,Army West Point,Colgate,H,83,92,-1.6,-7.4
2021,2,13,Army West Point,Colgate,H,74,84,-1.6,-8.4
2021,2,20,Army West Point,Holy Cross,H,69,65,-1.6,5.6
2020,12,6,Army West Point,La Salle,H,63,59,-1.6,5.6
2021,2,27,Army West Point,Boston U.,H,63,75,-1.6,-10.4
2021,3,10,Army West Point,Loyola Maryland,H,63,67,-1.6,-2.4
2021,1,10,Army West Point,Holy Cross,H,61,70,-1.6,-7.4
2021,2,28,Army West Point,Boston U.,H,57,55,-1.6,3.6
2020,11,27,Army West Point,Central Conn. St.,N,79,57,-1.6,22
2020,11,28,Army West Point,Buffalo,N,78,74,-1.6,4
2020,12,2,Army West Point,Florida,N,69,76,-1.6,-7
2021,3,22,Army West Point,Bellarmine,N,67,77,-1.6,-10
2020,12,4,Auburn,South Alabama,H,90,81,12.1,-3.1
2021,1,9,Auburn,Alabama,H,90,94,12.1,-16.1
2021,1,26,Auburn,Missouri,H,88,82,12.1,-6.1
2021,2,2,Auburn,Georgia,H,86,91,12.1,-17.1
2020,12,30,Auburn,Arkansas,H,85,97,12.1,-24.1
2021,2,6,Auburn,Ole Miss,H,84,86,12.1,-14.1
2020,12,15,Auburn,Texas Southern,H,80,63,12.1,4.9
2021,3,6,Auburn,Mississippi St.,H,78,71,12.1,-5.1
2020,12,19,Auburn,Troy,H,77,41,12.1,23.9
2021,2,27,Auburn,Tennessee,H,77,72,12.1,-7.1
2020,12,22,Auburn,App State,H,67,53,12.1,1.9
2021,1,16,Auburn,Kentucky,H,66,59,12.1,-5.1
2021,2,23,Auburn,Florida,H,57,74,12.1,-29.1
2020,11,26,Auburn,Saint Joseph's,N,96,91,12.1,5
2020,12,12,Auburn,Memphis,N,74,71,12.1,3
2020,11,27,Auburn,Gonzaga,N,67,90,12.1,-23
2021,2,18,Austin Peay,SIUE,H,79,57,-6.2,28.2
2021,2,13,Austin Peay,Southeast Mo. St.,H,78,63,-6.2,21.2
2021,1,28,Austin Peay,Belmont,H,76,81,-6.2,1.2
2021,1,2,Austin Peay,Eastern Ky.,H,75,80,-6.2,1.2
2020,12,21,Austin Peay,Murray St.,H,74,70,-6.2,10.2
2021,1,21,Austin Peay,Tennessee Tech,H,72,69,-6.2,9.2
2021,1,30,Austin Peay,Tennessee St.,H,71,56,-6.2,21.2
2021,2,11,Austin Peay,UT Martin,H,71,50,-6.2,27.2
2020,12,15,Austin Peay,Florida A&M,H,70,76,-6.2,0.2
2021,1,23,Austin Peay,Jacksonville St.,H,70,76,-6.2,0.2
2021,2,20,Austin Peay,Eastern Ill.,H,69,76,-6.2,-0.8
2020,11,25,Austin Peay,Omaha,N,72,66,-6.2,6
2020,11,27,Austin Peay,Abilene Christian,N,72,80,-6.2,-8
2020,11,26,Austin Peay,ETSU,N,67,66,-6.2,1
2021,3,4,Austin Peay,Eastern Ky.,N,67,70,-6.2,-3
2021,3,2,Ball St.,Eastern Mich.,H,100,65,5.8,29.2
2021,2,27,Ball St.,Central Mich.,H,97,91,5.8,0.2
2021,2,24,Ball St.,Kent St.,H,90,71,5.8,13.2
2020,12,12,Ball St.,Illinois St.,H,82,66,5.8,10.2
2021,2,6,Ball St.,Toledo,H,81,67,5.8,8.2
2021,2,19,Ball St.,Akron,H,79,88,5.8,-14.8
2021,1,16,Ball St.,NIU,H,78,58,5.8,14.2
2020,12,5,Ball St.,UIC,H,68,66,5.8,-3.8
2021,1,2,Ball St.,Ohio,H,68,78,5.8,-15.8
2021,2,16,Ball St.,Bowling Green,H,62,75,5.8,-18.8
2021,2,2,Ball St.,Buffalo,H,58,78,5.8,-25.8
2021,3,11,Ball St.,Toledo,N,89,91,5.8,-2
2021,1,27,Baylor,Kansas St.,H,107,59,14.3,33.7
2020,12,30,Baylor,Alcorn,H,105,76,14.3,14.7
2020,12,21,Baylor,Ark.-Pine Bluff,H,99,42,14.3,42.7
2020,12,29,Baylor,Central Ark.,H,93,56,14.3,22.7
2021,3,7,Baylor,Texas Tech,H,88,73,14.3,0.7
2021,1,30,Baylor,Auburn,H,84,72,14.3,-2.3
2020,12,9,Baylor,SFA,H,83,52,14.3,16.7
2021,3,4,Baylor,Oklahoma St.,H,81,70,14.3,-3.3
2021,1,18,Baylor,Kansas,H,77,69,14.3,-6.3
2021,2,23,Baylor,Iowa St.,H,77,72,14.3,-9.3
2021,1,6,Baylor,Oklahoma,H,76,61,14.3,0.7
2020,11,28,Baylor,Louisiana,N,112,82,14.3,30
2020,11,29,Baylor,Washington,N,86,52,14.3,34
2021,4,5,Baylor,Gonzaga,N,86,70,14.3,16
2020,12,2,Baylor,Illinois,N,82,69,14.3,13
2021,3,29,Baylor,Arkansas,N,81,72,14.3,9
2021,4,3,Baylor,Houston,N,78,59,14.3,19
2021,3,21,Baylor,Wisconsin,N,76,63,14.3,13
2021,3,11,Baylor,Kansas St.,N,74,68,14.3,6
2021,3,12,Baylor,Oklahoma St.,N,74,83,14.3,-9
2021,3,27,Baylor,Villanova,N,62,51,14.3,11
2021,2,27,Bellarmine,Liberty,H,78,94,-8.2,-7.8
2021,1,23,Bellarmine,Stetson,H,76,65,-8.2,19.2
2021,1,8,Bellarmine,Lipscomb,H,72,77,-8.2,3.2
2021,2,5,Bellarmine,Jacksonville,H,71,56,-8.2,23.2
2020,12,9,Bellarmine,Chattanooga,H,68,77,-8.2,-0.8
2021,1,22,Bellarmine,Stetson,H,67,62,-8.2,13.2
2021,2,6,Bellarmine,Jacksonville,H,63,44,-8.2,27.2
2021,1,9,Bellarmine,Lipscomb,H,58,65,-8.2,1.2
2021,3,22,Bellarmine,Army West Point,N,77,67,-8.2,10
2021,3,23,Bellarmine,Pepperdine,N,71,82,-8.2,-11
2021,3,4,Bellarmine,Stetson,N,70,73,-8.2,-3
2021,1,23,Belmont,SIUE,H,114,62,-3.8,55.8
2021,2,11,Belmont,Eastern Ky.,H,92,74,-3.8,21.8
2021,2,20,Belmont,Tennessee Tech,H,90,66,-3.8,27.8
2021,1,9,Belmont,UT Martin,H,89,69,-3.8,23.8
2020,12,5,Belmont,Samford,H,83,96,-3.8,-9.2
2020,12,8,Belmont,Tennessee St.,H,79,64,-3.8,18.8
2021,1,21,Belmont,Eastern Ill.,H,79,66,-3.8,16.8
2021,1,7,Belmont,Southeast Mo. St.,H,77,66,-3.8,14.8
2021,2,13,Belmont,Morehead St.,H,73,58,-3.8,18.8
2020,12,30,Belmont,Murray St.,H,68,55,-3.8,16.8
2020,12,16,Belmont,Kennesaw St.,H,64,53,-3.8,14.8
2021,2,18,Belmont,Jacksonville St.,H,63,59,-3.8,7.8
2020,11,26,Belmont,Howard,N,95,78,-3.8,17
2021,3,3,Belmont,SIUE,N,78,61,-3.8,17
2020,11,27,Belmont,George Mason,N,77,67,-3.8,10
2021,3,5,Belmont,Jacksonville St.,N,72,69,-3.8,3
2021,3,6,Belmont,Morehead St.,N,71,86,-3.8,-15
2021,1,16,Binghamton,UMass Lowell,H,78,92,-2.8,-11.2
2020,12,20,Binghamton,Stony Brook,H,70,80,-2.8,-7.2
2021,1,17,Binghamton,UMass Lowell,H,67,77,-2.8,-7.2
2020,12,5,Binghamton,Marist,H,65,68,-2.8,-0.2
2020,12,13,Binghamton,Youngstown St.,H,65,79,-2.8,-11.2
2021,1,30,Binghamton,New Hampshire,H,65,44,-2.8,23.8
2021,1,31,Binghamton,New Hampshire,H,65,71,-2.8,-3.2
2021,1,9,Binghamton,Vermont,H,60,76,-2.8,-13.2
2020,12,19,Binghamton,Stony Brook,H,59,73,-2.8,-11.2
2021,1,10,Binghamton,Vermont,H,44,84,-2.8,-37.2
2020,12,23,Boise St.,New Mexico,H,89,52,5.1,31.9
2021,2,19,Boise St.,Utah St.,H,81,77,5.1,-1.1
2021,1,8,Boise St.,Air Force,H,80,69,5.1,5.9
2021,2,17,Boise St.,Utah St.,H,79,70,5.1,3.9
2021,1,6,Boise St.,Air Force,H,78,59,5.1,13.9
2021,2,11,Boise St.,UNLV,H,78,66,5.1,6.9
2020,12,21,Boise St.,New Mexico,H,77,53,5.1,18.9
2021,1,20,Boise St.,Fresno St.,H,73,51,5.1,16.9
2020,12,13,Boise St.,Weber St.,H,70,59,5.1,5.9
2021,3,2,Boise St.,Fresno St.,H,64,67,5.1,-8.1
2021,2,13,Boise St.,UNLV,H,61,59,5.1,-3.1
2020,12,31,Boise St.,San Jose St.,N,106,54,5.1,52
2021,1,2,Boise St.,San Jose St.,N,87,86,5.1,1
2020,11,29,Boise St.,Sam Houston,N,86,55,5.1,31
2021,3,18,Boise St.,SMU,N,85,84,5.1,1
2021,3,11,Boise St.,Nevada,N,82,89,5.1,-7
2021,3,25,Boise St.,Memphis,N,56,59,5.1,-3
2021,2,27,Boston College,Notre Dame,H,94,90,-1.3,5.3
2021,1,12,Boston College,Miami (FL),H,84,62,-1.3,23.3
2020,12,22,Boston College,Maine,H,78,62,-1.3,17.3
2021,2,6,Boston College,NC State,H,65,81,-1.3,-14.7
2021,2,10,Boston College,Wake Forest,H,65,69,-1.3,-2.7
2021,1,2,Boston College,Louisville,H,64,76,-1.3,-10.7
2020,12,12,Boston College,Syracuse,H,63,101,-1.3,-36.7
2021,1,9,Boston College,Virginia,H,49,61,-1.3,-10.7
2020,11,30,Boston College,St. John's (NY),N,93,97,-1.3,-4
2020,12,3,Boston College,Florida,N,70,90,-1.3,-20
2020,11,26,Boston College,Rhode Island,N,69,64,-1.3,5
2020,11,25,Boston College,Villanova,N,67,76,-1.3,-9
2021,3,9,Boston College,Duke,N,51,86,-1.3,-35
2021,2,14,Boston U.,Holy Cross,H,86,68,-7,25
2021,1,9,Boston U.,Colgate,H,79,86,-7,0
2021,2,24,Boston U.,Holy Cross,H,75,86,-7,-4
2021,3,3,Boston U.,Lehigh,H,69,58,-7,18
2021,1,5,Boston U.,Holy Cross,H,66,68,-7,5
2021,1,17,Boston U.,Army West Point,H,65,76,-7,-4
2021,1,16,Boston U.,Army West Point,H,59,79,-7,-13
2021,1,10,Boston U.,Colgate,H,45,89,-7,-37
2020,11,28,Bowling Green,South Carolina St.,H,101,78,-3.8,26.8
2021,1,5,Bowling Green,Central Mich.,H,90,69,-3.8,24.8
2020,12,6,Bowling Green,Buffalo,H,86,78,-3.8,11.8
2021,3,2,Bowling Green,Miami (OH),H,79,84,-3.8,-1.2
2021,2,3,Bowling Green,Western Mich.,H,70,76,-3.8,-2.2
2020,12,13,Bowling Green,Wright St.,H,67,85,-3.8,-14.2
2021,2,9,Bowling Green,Kent St.,H,67,71,-3.8,-0.2
2021,1,30,Bowling Green,Toledo,H,66,84,-3.8,-14.2
2021,1,12,Bowling Green,Ball St.,H,64,88,-3.8,-20.2
2021,1,19,Bowling Green,Akron,H,57,69,-3.8,-8.2
2021,3,11,Bowling Green,Akron,N,67,74,-3.8,-7
2021,3,22,Bowling Green,Stetson,N,52,53,-3.8,-1
2021,1,17,Bradley,Evansville,H,86,55,4,27
2020,12,4,Bradley,South Dakota St.,H,84,88,4,-8
2020,12,17,Bradley,Jackson St.,H,83,60,4,19
2021,2,6,Bradley,Southern Ill.,H,74,66,4,4
2021,2,18,Bradley,Illinois St.,H,71,88,4,-21
2021,2,26,Bradley,Drake,H,71,80,4,-13
2020,12,19,Bradley,Miami (OH),H,69,68,4,-3
2021,1,16,Bradley,Evansville,H,69,60,4,5
2021,2,7,Bradley,Southern Ill.,H,68,69,4,-5
2021,2,27,Bradley,Drake,H,67,61,4,2
2021,1,25,Bradley,Loyola Chicago,H,58,65,4,-11
2021,1,24,Bradley,Loyola Chicago,H,56,69,4,-17
2020,11,27,Bradley,Oakland,N,74,60,4,14
2021,3,4,Bradley,Southern Ill.,N,63,73,4,-10
2020,11,25,Bradley,Toledo,N,61,59,4,2
2021,1,7,Bryant,Central Conn. St.,H,93,68,-1.5,26.5
2021,2,25,Bryant,LIU,H,87,80,-1.5,8.5
2020,12,12,Bryant,Stony Brook,H,81,72,-1.5,10.5
2020,12,17,Bryant,Wagner,H,81,75,-1.5,7.5
2021,1,8,Bryant,Central Conn. St.,H,76,64,-1.5,13.5
2020,12,16,Bryant,Wagner,H,74,62,-1.5,13.5
2021,2,26,Bryant,LIU,H,63,60,-1.5,4.5
2021,2,20,Bryant,Merrimack,H,60,58,-1.5,3.5
2021,3,22,Bryant,Coastal Carolina,N,82,93,-1.5,-11
2021,1,31,Bucknell,Lehigh,H,92,68,-3.4,27.4
2021,1,16,Bucknell,Lehigh,H,75,70,-3.4,8.4
2021,2,27,Bucknell,American,H,71,78,-3.4,-3.6
2021,1,3,Bucknell,Navy,H,60,63,-3.4,0.4
2021,1,9,Bucknell,Lafayette,H,60,83,-3.4,-19.6
2021,1,21,Buffalo,Eastern Mich.,H,92,77,-5.1,20.1
2021,2,6,Buffalo,Miami (OH),H,88,64,-5.1,29.1
2021,1,9,Buffalo,Ball St.,H,86,69,-5.1,22.1
2021,2,12,Buffalo,Western Mich.,H,86,54,-5.1,37.1
2021,2,25,Buffalo,Central Mich.,H,85,73,-5.1,17.1
2021,3,5,Buffalo,Kent St.,H,81,67,-5.1,19.1
2021,3,2,Buffalo,Akron,H,80,78,-5.1,7.1
2021,1,29,Buffalo,Ohio,H,75,76,-5.1,4.1
2021,2,19,Buffalo,Toledo,H,70,80,-5.1,-4.9
2021,1,15,Buffalo,Bowling Green,H,69,76,-5.1,-1.9
2021,3,12,Buffalo,Akron,N,81,74,-5.1,7
2020,11,27,Buffalo,Towson,N,74,65,-5.1,9
2020,11,28,Buffalo,Army West Point,N,74,78,-5.1,-4
2021,3,11,Buffalo,Miami (OH),N,74,63,-5.1,11
2021,3,19,Buffalo,Colorado St.,N,73,75,-5.1,-2
2021,3,13,Buffalo,Ohio,N,69,84,-5.1,-15
2021,2,9,Butler,St. John's (NY),H,76,73,-1.5,4.5
2020,12,21,Butler,Southern Ill.,H,73,76,-1.5,-1.5
2021,2,28,Butler,Villanova,H,73,61,-1.5,13.5
2020,12,23,Butler,Providence,H,70,64,-1.5,7.5
2021,1,16,Butler,Creighton,H,70,66,-1.5,5.5
2021,2,6,Butler,DePaul,H,68,58,-1.5,11.5
2020,11,25,Butler,Western Mich.,H,66,62,-1.5,5.5
2021,1,6,Butler,Georgetown,H,63,55,-1.5,9.5
2021,2,24,Butler,Seton Hall,H,61,52,-1.5,10.5
2021,1,9,Butler,UConn,H,60,72,-1.5,-10.5
2021,2,17,Butler,Marquette,H,57,73,-1.5,-14.5
2021,1,30,Butler,Xavier,H,55,68,-1.5,-11.5
2021,3,10,Butler,Xavier,N,70,69,-1.5,1
2020,12,19,Butler,Indiana,N,60,68,-1.5,-8
2021,3,11,Butler,Creighton,N,56,87,-1.5,-31
2021,1,21,BYU,Portland,H,95,67,3.9,24.1
2021,1,30,BYU,Pacific,H,95,87,3.9,4.1
2020,12,21,BYU,Texas Southern,H,87,71,3.9,12.1
