year,month,day,team,opponent,location,teamscore,oppscore,home_court_advantage,adjusted_diff
2022,11,17,A&M-Corpus Christi,UTRGV,H,97,75,2.4,19.6
2023,1,14,A&M-Corpus Christi,New Orleans,H,97,79,2.4,15.6
2023,1,26,A&M-Corpus Christi,Nicholls,H,96,86,2.4,7.6
2023,1,4,A&M-Corpus Christi,UIW,H,91,61,2.4,27.6
2023,2,9,A&M-Corpus Christi,Houston Christian,H,91,68,2.4,20.6
2023,1,28,A&M-Corpus Christi,McNeese,H,83,72,2.4,8.6
2023,2,25,A&M-Corpus Christi,Northwestern St.,H,83,75,2.4,5.6
2023,1,12,A&M-Corpus Christi,SE Louisiana,H,82,85,2.4,-5.4
2023,2,23,A&M-Corpus Christi,East Texas A&M,H,80,84,2.4,-6.4
2022,11,11,A&M-Corpus Christi,UTSA,H,75,55,2.4,17.6
2023,2,11,A&M-Corpus Christi,Lamar University,H,61,52,2.4,6.6
2022,11,23,A&M-Corpus Christi,Alcorn,N,98,67,2.4,31
2023,3,8,A&M-Corpus Christi,Northwestern St.,N,75,71,2.4,4
2023,3,14,A&M-Corpus Christi,Southeast Mo. St.,N,75,71,2.4,4
2023,3,16,A&M-Corpus Christi,Alabama,N,75,96,2.4,-21
2022,11,22,A&M-Corpus Christi,CSU Bakersfield,N,63,73,2.4,-10
2023,2,22,Abilene Christian,SFA,H,87,91,0.1,-4.1
2023,1,21,Abilene Christian,UT Arlington,H,84,68,0.1,15.9
2022,12,10,Abilene Christian,East Texas A&M,H,83,64,0.1,18.9
2023,1,28,Abilene Christian,Utah Tech,H,81,76,0.1,4.9
2023,1,26,Abilene Christian,Grand Canyon,H,73,75,0.1,-2.1
2023,1,7,Abilene Christian,Southern Utah,H,72,74,0.1,-2.1
2022,12,31,Abilene Christian,Tarleton St.,H,69,63,0.1,5.9
2022,11,7,Abilene Christian,Jackson St.,H,65,56,0.1,8.9
2023,2,11,Abilene Christian,Sam Houston,H,62,77,0.1,-15.1
2023,2,25,Abilene Christian,Utah Valley,H,62,66,0.1,-4.1
2022,11,22,Abilene Christian,Weber St.,N,67,77,0.1,-10
2022,11,23,Abilene Christian,UC Riverside,N,65,76,0.1,-11
2023,3,7,Abilene Christian,California Baptist,N,62,69,0.1,-7
2022,11,21,Abilene Christian,Wright St.,N,61,77,0.1,-16
2023,2,10,Air Force,New Mexico,H,89,77,0.2,11.8
2022,11,21,Air Force,USC Upstate,H,83,56,0.2,26.8
2023,1,17,Air Force,Wyoming,H,82,74,0.2,7.8
2022,11,30,Air Force,Ark.-Pine Bluff,H,81,53,0.2,27.8
2022,12,18,Air Force,Tarleton St.,H,81,67,0.2,13.8
2022,12,9,Air Force,Arkansas St.,H,80,55,0.2,24.8
2022,12,6,Air Force,South Dakota,H,79,58,0.2,20.8
2022,11,11,Air Force,Delaware,H,75,71,0.2,3.8
2022,11,14,Air Force,East Texas A&M,H,69,73,0.2,-4.2
2022,12,31,Air Force,Nevada,H,69,75,0.2,-6.2
2023,2,21,Air Force,Fresno St.,H,69,74,0.2,-5.2
2023,1,3,Air Force,Utah St.,H,65,77,0.2,-12.2
2023,3,4,Air Force,San Jose St.,H,61,63,0.2,-2.2
2023,1,21,Air Force,San Diego St.,H,60,70,0.2,-10.2
2022,11,27,Air Force,Montana,H,59,56,0.2,2.8
2023,2,7,Air Force,Colorado St.,H,53,69,0.2,-16.2
2023,1,31,Air Force,Boise St.,H,52,59,0.2,-7.2
2022,11,17,Air Force,Portland,H,51,64,0.2,-13.2
2023,1,13,Akron,Eastern Mich.,H,104,67,-4,41
2022,12,19,Akron,Maine,H,87,55,-4,36
2023,2,28,Akron,Ball St.,H,87,83,-4,8
2023,2,18,Akron,Buffalo,H,86,66,-4,24
2022,12,11,Akron,Jackson St.,H,85,72,-4,17
2023,1,28,Akron,Ohio,H,83,77,-4,10
2022,11,7,Akron,South Dakota St.,H,81,80,-4,5
2023,2,25,Akron,Western Mich.,H,81,64,-4,21
2023,1,3,Akron,NIU,H,76,51,-4,29
2023,2,7,Akron,Toledo,H,74,84,-4,-6
2023,1,24,Akron,Miami (OH),H,73,68,-4,9
2023,2,3,Akron,Kent St.,H,67,55,-4,16
2022,12,14,Akron,Wright St.,H,66,54,-4,16
2022,11,15,Akron,Morgan St.,H,65,59,-4,10
2023,3,9,Akron,Buffalo,N,101,77,-4,24
2023,3,10,Akron,Kent St.,N,73,79,-4,-6
2022,11,21,Akron,Western Ky.,N,72,53,-4,19
2022,11,22,Akron,LSU,N,58,73,-4,-15
2022,11,23,Akron,Nevada,N,58,62,-4,-4
2022,11,11,Akron,Mississippi St.,N,54,73,-4,-19
2023,2,18,Alabama,Georgia,H,108,59,7.4,41.6
2023,1,14,Alabama,LSU,H,106,66,7.4,32.6
2022,11,18,Alabama,Jacksonville St.,H,104,62,7.4,34.6
2023,1,31,Alabama,Vanderbilt,H,101,44,7.4,49.6
2023,2,8,Alabama,Florida,H,97,69,7.4,20.6
2022,11,11,Alabama,Liberty,H,95,59,7.4,28.6
2022,12,13,Alabama,Memphis,H,91,88,7.4,-4.4
2023,3,1,Alabama,Auburn,H,90,85,7.4,-2.4
2023,2,25,Alabama,Arkansas,H,86,83,7.4,-4.4
2022,12,20,Alabama,Jackson St.,H,84,64,7.4,12.6
2023,1,3,Alabama,Ole Miss,H,84,62,7.4,14.6
2022,12,3,Alabama,South Dakota St.,H,78,65,7.4,5.6
2023,1,7,Alabama,Kentucky,H,78,52,7.4,18.6
2022,11,7,Alabama,Longwood,H,75,54,7.4,13.6
2023,1,25,Alabama,Mississippi St.,H,66,63,7.4,-4.4
2022,11,27,Alabama,North Carolina,N,103,101,7.4,2
2023,3,16,Alabama,A&M-Corpus Christi,N,96,75,7.4,21
2022,12,17,Alabama,Gonzaga,N,90,100,7.4,-10
2023,3,12,Alabama,Texas A&M,N,82,63,7.4,19
2022,11,24,Alabama,Michigan St.,N,81,70,7.4,11
2023,3,18,Alabama,Maryland,N,73,51,7.4,22
2023,3,10,Alabama,Mississippi St.,N,72,49,7.4,23
2023,3,11,Alabama,Missouri,N,72,61,7.4,11
2022,11,25,Alabama,UConn,N,67,82,7.4,-15
2023,3,24,Alabama,San Diego St.,N,64,71,7.4,-7
2023,2,18,Alabama A&M,Bethune-Cookman,H,90,56,-8.3,42.3
2023,2,4,Alabama A&M,Southern U.,H,82,61,-8.3,29.3
2022,11,10,Alabama A&M,North Ala.,H,76,84,-8.3,0.3
