year,month,day,team,opponent,location,teamscore,oppscore,home_court_advantage,adjusted_diff
2019,12,31,Air Force,UC Riverside,H,105,56,0.2,48.8
2020,2,15,Air Force,San Jose St.,H,95,86,0.2,8.8
2019,12,7,Air Force,Nevada,H,85,100,0.2,-15.2
2020,1,15,Air Force,Boise St.,H,85,78,0.2,6.8
2019,12,21,Air Force,Drake,H,80,85,0.2,-5.2
2019,11,7,Air Force,Idaho St.,H,79,89,0.2,-10.2
2020,1,7,Air Force,Utah St.,H,79,60,0.2,18.8
2019,11,9,Air Force,Texas St.,H,78,71,0.2,6.8
2019,12,1,Air Force,Jackson St.,H,76,52,0.2,23.8
2020,2,8,Air Force,San Diego St.,H,74,89,0.2,-15.2
2020,2,22,Air Force,Wyoming,H,72,78,0.2,-6.2
2020,1,28,Air Force,Fresno St.,H,68,79,0.2,-11.2
2020,1,18,Air Force,Colorado St.,H,65,78,0.2,-13.2
2020,2,26,Air Force,New Mexico,H,60,58,0.2,1.8
2020,3,4,Air Force,Fresno St.,N,77,70,0.2,7
2019,11,24,Air Force,Indiana St.,N,74,84,0.2,-10
2019,11,21,Air Force,LMU (CA),N,64,78,0.2,-14
2019,11,22,Air Force,Duquesne,N,63,69,0.2,-6
2020,3,5,Air Force,San Diego St.,N,60,73,0.2,-13
2020,1,18,Akron,Toledo,H,89,99,-4,-6
2019,12,30,Akron,Massachusetts,H,85,79,-4,10
2020,1,7,Akron,Western Mich.,H,84,69,-4,19
2019,11,21,Akron,Youngstown St.,H,82,60,-4,26
2020,3,6,Akron,Kent St.,H,79,76,-4,7
2019,11,18,Akron,USC Upstate,H,76,45,-4,35
2020,1,10,Akron,Ball St.,H,75,60,-4,19
2020,2,22,Akron,Miami (OH),H,75,65,-4,14
2020,1,28,Akron,Buffalo,H,74,77,-4,1
2020,2,11,Akron,Bowling Green,H,74,59,-4,19
2020,3,3,Akron,Ohio,H,74,67,-4,11
2019,12,8,Akron,Southern U.,H,72,57,-4,19
2019,11,29,Akron,Merrimack,H,64,47,-4,21
2020,2,8,Akron,Eastern Mich.,H,59,58,-4,5
2019,11,15,Akron,N.C. Central,H,57,47,-4,14
2019,12,21,Akron,Liberty,N,67,80,-4,-13
2019,12,20,Akron,Tulane,N,62,61,-4,1
2019,12,29,Alabama,Richmond,H,90,78,7.4,4.6
2020,1,8,Alabama,Mississippi St.,H,90,69,7.4,13.6
2020,2,29,Alabama,South Carolina,H,90,86,7.4,-3.4
2020,1,18,Alabama,Missouri,H,88,74,7.4,6.6
2020,2,15,Alabama,LSU,H,88,82,7.4,-1.4
2020,1,15,Alabama,Auburn,H,83,64,7.4,11.6
2019,11,19,Alabama,Furman,H,81,73,7.4,0.6
2019,11,5,Alabama,Pennsylvania,H,80,81,7.4,-8.4
2020,3,3,Alabama,Vanderbilt,H,79,87,7.4,-15.4
2019,11,11,Alabama,Fla. Atlantic,H,78,59,7.4,11.6
2019,12,6,Alabama,SFA,H,78,68,7.4,2.6
2020,2,1,Alabama,Arkansas,H,78,82,7.4,-11.4
2020,1,25,Alabama,Kansas St.,H,77,74,7.4,-4.4
2020,2,4,Alabama,Tennessee,H,68,69,7.4,-8.4
2020,2,19,Alabama,Texas A&M,H,68,74,7.4,-13.4
2019,12,21,Alabama,Belmont,N,92,72,7.4,20
2019,11,28,Alabama,Iowa St.,N,89,104,7.4,-15
2019,11,29,Alabama,Southern Miss.,N,83,68,7.4,15
2019,11,27,Alabama,North Carolina,N,67,76,7.4,-9
2019,12,20,Alabama A&M,North Ala.,H,92,80,-8.3,20.3
2019,11,25,Alabama A&M,Troy,H,80,66,-8.3,22.3
2020,2,1,Alabama A&M,Texas Southern,H,73,82,-8.3,-0.7
2020,2,22,Alabama A&M,Alcorn,H,71,61,-8.3,18.3
2019,12,7,Alabama A&M,Jacksonville St.,H,67,62,-8.3,13.3
2020,1,11,Alabama A&M,Ark.-Pine Bluff,H,59,49,-8.3,18.3
2020,3,5,Alabama A&M,Grambling,H,58,57,-8.3,9.3
2020,1,18,Alabama A&M,Alabama St.,H,56,65,-8.3,-0.7
2020,2,3,Alabama A&M,Prairie View,H,54,69,-8.3,-6.7
2020,3,7,Alabama A&M,Jackson St.,H,51,54,-8.3,5.3
2020,2,24,Alabama A&M,Southern U.,H,37,64,-8.3,-18.7
2020,2,3,Alabama St.,Texas Southern,H,79,55,-3.9,27.9
2020,2,24,Alabama St.,Alcorn,H,77,80,-3.9,0.9
2020,2,15,Alabama St.,Alabama A&M,H,61,58,-3.9,6.9
2020,3,5,Alabama St.,Jackson St.,H,59,71,-3.9,-8.1
2020,3,7,Alabama St.,Grambling,H,58,70,-3.9,-8.1
2020,1,13,Alabama St.,Ark.-Pine Bluff,H,56,61,-3.9,-1.1
2020,2,1,Alabama St.,Prairie View,H,52,49,-3.9,6.9
2020,2,22,Alabama St.,Southern U.,H,44,56,-3.9,-8.1
2019,12,22,Alabama St.,Austin Peay,N,69,80,-3.9,-11
2019,11,30,Alabama St.,Chicago St.,N,67,54,-3.9,13
2019,12,21,Alabama St.,UAB,N,63,71,-3.9,-8
2019,11,29,Alabama St.,Chattanooga,N,56,74,-3.9,-18
2020,1,22,UAlbany,UMass Lowell,H,101,75,-4.8,30.8
2019,12,14,UAlbany,Niagara,H,84,80,-4.8,8.8
2019,11,13,UAlbany,Canisius,H,83,57,-4.8,30.8
2020,1,11,UAlbany,Maine,H,76,70,-4.8,10.8
2020,2,1,UAlbany,Vermont,H,75,86,-4.8,-6.2
2019,11,9,UAlbany,Lehigh,H,70,74,-4.8,0.8
2019,11,30,UAlbany,American,H,68,64,-4.8,8.8
2020,2,5,UAlbany,Binghamton,H,62,49,-4.8,17.8
2020,2,22,UAlbany,New Hampshire,H,56,68,-4.8,-7.2
2019,12,4,UAlbany,Yale,H,52,61,-4.8,-4.2
2020,2,20,UAlbany,UMBC,H,50,69,-4.8,-14.2
2020,2,29,UAlbany,Stony Brook,H,49,52,-4.8,1.8
2019,11,23,UAlbany,Sacred Heart,N,72,65,-4.8,7
2019,11,24,UAlbany,Presbyterian,N,65,60,-4.8,5
2020,3,7,Alcorn,Texas Southern,H,90,75,-13.6,28.6
2020,1,13,Alcorn,Grambling,H,87,69,-13.6,31.6
2020,3,5,Alcorn,Prairie View,H,80,71,-13.6,22.6
2020,1,11,Alcorn,Jackson St.,H,65,76,-13.6,2.6
2020,1,27,Alcorn,Alabama St.,H,63,60,-13.6,16.6
2020,2,17,Alcorn,Ark.-Pine Bluff,H,60,52,-13.6,21.6
2020,1,25,Alcorn,Alabama A&M,H,59,58,-13.6,14.6
2020,2,29,Alcorn,Southern U.,H,57,71,-13.6,-0.4
2019,11,26,American,Howard,H,86,69,-5.93,22.93
2019,12,3,American,UMBC,H,85,61,-5.93,29.93
2020,1,18,American,Holy Cross,H,81,69,-5.93,17.93
2020,2,12,American,Loyola Maryland,H,81,76,-5.93,10.93
2020,2,26,American,Lafayette,H,79,59,-5.93,25.93
2020,1,27,American,Lehigh,H,77,56,-5.93,26.93
2019,12,21,American,Stony Brook,H,74,77,-5.93,2.93
2020,2,8,American,Army West Point,H,72,62,-5.93,15.93
2020,2,19,American,Navy,H,71,62,-5.93,14.93
2019,11,8,American,William & Mary,H,70,79,-5.93,-3.07
2020,1,25,American,Colgate,H,69,79,-5.93,-4.07
2020,1,5,American,Boston U.,H,67,63,-5.93,9.93
2020,1,15,American,Bucknell,H,61,60,-5.93,6.93
2020,1,16,App State,Arkansas St.,H,83,80,2.2,0.8
2020,2,29,App State,Coastal Carolina,H,77,84,2.2,-9.2
2020,1,4,App State,Ga. Southern,H,74,72,2.2,-0.2
2020,1,6,App State,Louisiana,H,73,81,2.2,-10.2
2020,2,20,App State,South Alabama,H,70,78,2.2,-10.2
2019,11,12,App State,East Carolina,H,68,62,2.2,3.8
2020,2,22,App State,Troy,H,68,59,2.2,6.8
2019,11,21,App State,Charlotte,H,64,55,2.2,6.8
2020,1,2,App State,Georgia St.,H,60,69,2.2,-11.2
2020,2,8,App State,Texas St.,H,60,57,2.2,0.8
2020,1,18,App State,Little Rock,H,57,73,2.2,-18.2
2020,2,6,App State,UT Arlington,H,57,50,2.2,4.8
2019,11,16,App State,Tennessee Tech,N,69,47,2.2,22
2019,11,15,App State,Montana St.,N,56,59,2.2,-3
2019,11,24,Arizona,Long Beach St.,H,104,67,7.9,29.1
2019,12,11,Arizona,Omaha,H,99,49,7.9,42.1
2020,1,16,Arizona,Utah,H,93,77,7.9,8.1
2019,11,6,Arizona,Northern Ariz.,H,91,52,7.9,31.1
2019,11,10,Arizona,Illinois,H,90,69,7.9,13.1
2020,2,20,Arizona,Oregon St.,H,89,63,7.9,18.1
2019,11,14,Arizona,San Jose St.,H,87,39,7.9,40.1
2020,2,6,Arizona,Southern California,H,85,80,7.9,-2.9
2019,11,17,Arizona,New Mexico St.,H,83,53,7.9,22.1
2020,3,5,Arizona,Washington St.,H,83,62,7.9,13.1
2019,12,14,Arizona,Gonzaga,H,80,84,7.9,-11.9
2020,1,4,Arizona,Arizona St.,H,75,47,7.9,20.1
2020,1,18,Arizona,Colorado,H,75,54,7.9,13.1
2020,2,22,Arizona,Oregon,H,72,73,7.9,-8.9
2019,11,21,Arizona,South Dakota St.,H,71,64,7.9,-0.9
2020,3,7,Arizona,Washington,H,63,69,7.9,-13.9
2020,2,8,Arizona,UCLA,H,52,65,7.9,-20.9
2019,11,28,Arizona,Pepperdine,N,93,91,7.9,2
2019,11,29,Arizona,Pennsylvania,N,92,82,7.9,10
2019,12,1,Arizona,Wake Forest,N,73,66,7.9,7
2019,12,21,Arizona,St. John's (NY),N,67,70,7.9,-3
2019,12,28,Arizona St.,Texas Southern,H,98,81,2.6,14.4
2019,11,17,Arizona St.,Rider,H,92,55,2.6,34.4
2019,11,14,Arizona St.,Central Conn. St.,H,90,49,2.6,38.4
2019,12,11,Arizona St.,Prairie View,H,88,79,2.6,6.4
2020,2,6,Arizona St.,UCLA,H,84,66,2.6,15.4
2020,1,18,Arizona St.,Utah,H,83,64,2.6,16.4
2020,3,5,Arizona St.,Washington,H,83,90,2.6,-9.6
2020,3,7,Arizona St.,Washington St.,H,83,74,2.6,6.4
2019,12,14,Arizona St.,Georgia,H,79,59,2.6,17.4
2019,12,7,Arizona St.,Louisiana,H,77,65,2.6,9.4
2020,2,20,Arizona St.,Oregon,H,77,72,2.6,2.4
2020,2,22,Arizona St.,Oregon St.,H,74,73,2.6,-1.6
2020,1,25,Arizona St.,Arizona,H,66,65,2.6,-1.6
2020,2,8,Arizona St.,Southern California,H,66,64,2.6,-0.6
2020,1,16,Arizona St.,Colorado,H,61,68,2.6,-9.6
2019,12,21,Arizona St.,Creighton,H,60,67,2.6,-9.6
2019,11,23,Arizona St.,St. John's (NY),N,80,67,2.6,13
2019,11,8,Arizona St.,Colorado,N,71,81,2.6,-10
2019,12,18,Arizona St.,Saint Mary's (CA),N,56,96,2.6,-40
2019,11,24,Arizona St.,Virginia,N,45,48,2.6,-3
2020,2,24,Ark.-Pine Bluff,Texas Southern,H,74,72,-4.8,6.8
2020,2,22,Ark.-Pine Bluff,Prairie View,H,61,69,-4.8,-3.2
2020,1,18,Ark.-Pine Bluff,Southern U.,H,56,75,-4.8,-14.2
2020,1,20,Ark.-Pine Bluff,Alcorn,H,54,82,-4.8,-23.2
2020,2,8,Ark.-Pine Bluff,Alabama A&M,H,54,58,-4.8,0.8
2020,2,10,Ark.-Pine Bluff,Alabama St.,H,49,57,-4.8,-3.2
2020,2,1,Ark.-Pine Bluff,Grambling,H,47,49,-4.8,2.8
2020,2,3,Ark.-Pine Bluff,Jackson St.,H,45,49,-4.8,0.8
2020,3,4,Arkansas,LSU,H,99,90,3,6
2019,12,14,Arkansas,Tulsa,H,98,79,3,16
2019,11,5,Arkansas,Rice,H,91,43,3,45
2020,2,26,Arkansas,Tennessee,H,86,69,3,14
2019,11,19,Arkansas,Texas Southern,H,82,51,3,28
2020,1,25,Arkansas,TCU,H,78,67,3,8
2020,2,22,Arkansas,Missouri,H,78,68,3,7
2019,11,22,Arkansas,South Dakota,H,77,56,3,18
2020,1,29,Arkansas,South Carolina,H,77,79,3,-5
2020,2,15,Arkansas,Mississippi St.,H,77,78,3,-4
2020,2,4,Arkansas,Auburn,H,76,79,3,-6
2020,1,15,Arkansas,Vanderbilt,H,75,55,3,17
2019,12,21,Arkansas,Valparaiso,H,72,68,3,1
2019,12,3,Arkansas,Austin Peay,H,69,61,3,5
2020,1,4,Arkansas,Texas A&M,H,69,59,3,7
2019,11,12,Arkansas,North Texas,H,66,43,3,20
2019,11,30,Arkansas,Northern Ky.,H,66,60,3,3
2020,1,18,Arkansas,Kentucky,H,66,73,3,-10
2019,11,16,Arkansas,Montana,H,64,46,3,15
2020,1,6,Arkansas St.,Georgia St.,H,90,87,-0.8,3.8
2019,11,17,Arkansas St.,Idaho,H,82,68,-0.8,14.8
2019,11,15,Arkansas St.,UC Davis,H,80,67,-0.8,13.8
2019,12,18,Arkansas St.,Louisiana,H,79,67,-0.8,12.8
2019,12,3,Arkansas St.,Omaha,H,78,73,-0.8,5.8
2020,2,22,Arkansas St.,Little Rock,H,78,81,-0.8,-2.2
2020,2,1,Arkansas St.,Coastal Carolina,H,77,83,-0.8,-5.2
2020,1,11,Arkansas St.,Troy,H,76,68,-0.8,8.8
2020,1,23,Arkansas St.,South Alabama,H,75,71,-0.8,4.8
2019,11,14,Arkansas St.,VMI,H,71,56,-0.8,15.8
2020,1,4,Arkansas St.,Texas St.,H,67,70,-0.8,-2.2
2020,1,30,Arkansas St.,App State,H,64,71,-0.8,-6.2
2019,11,30,Arkansas St.,SFA,H,57,76,-0.8,-18.2
2020,1,2,Arkansas St.,UT Arlington,H,52,73,-0.8,-20.2
2020,2,22,Army West Point,Navy,H,86,75,-1.6,12.6
2019,11,18,Army West Point,FDU,H,81,65,-1.6,17.6
2020,1,18,Army West Point,Loyola Maryland,H,81,80,-1.6,2.6
2020,2,15,Army West Point,Lehigh,H,79,66,-1.6,14.6
2019,12,4,Army West Point,NJIT,H,75,65,-1.6,11.6
2019,12,7,Army West Point,LIU,H,72,85,-1.6,-11.4
2020,1,29,Army West Point,Bucknell,H,68,59,-1.6,10.6
2020,2,26,Army West Point,Holy Cross,H,67,61,-1.6,7.6
2020,2,5,Army West Point,Boston U.,H,66,80,-1.6,-12.4
2020,1,6,Army West Point,Colgate,H,65,70,-1.6,-3.4
2020,2,12,Army West Point,Lafayette,H,65,48,-1.6,18.6
2020,1,8,Army West Point,American,H,60,68,-1.6,-6.4
2019,11,12,Army West Point,Air Force,H,57,69,-1.6,-10.4
2019,11,15,Auburn,CSUN,H,116,70,12.1,33.9
2020,2,12,Auburn,Alabama,H,95,91,12.1,-8.1
2019,11,18,Auburn,Colgate,H,91,62,12.1,16.9
2020,2,8,Auburn,LSU,H,91,90,12.1,-11.1
2019,12,29,Auburn,Lipscomb,H,86,59,12.1,14.9
2019,11,5,Auburn,Ga. Southern,H,83,74,12.1,-3.1
2020,1,8,Auburn,Vanderbilt,H,83,79,12.1,-8.1
2020,1,11,Auburn,Georgia,H,82,60,12.1,9.9
2019,12,5,Auburn,Furman,H,81,78,12.1,-9.1
2020,1,22,Auburn,South Carolina,H,80,67,12.1,0.9
2020,1,25,Auburn,Iowa St.,H,80,76,12.1,-8.1
2019,12,19,Auburn,NC State,H,79,73,12.1,-6.1
2020,2,1,Auburn,Kentucky,H,75,66,12.1,-3.1
2020,3,4,Auburn,Texas A&M,H,75,78,12.1,-15.1
2019,12,21,Auburn,Lehigh,H,74,51,12.1,10.9
2020,2,22,Auburn,Tennessee,H,73,66,12.1,-5.1
2020,2,25,Auburn,Ole Miss,H,67,58,12.1,-3.1
2019,11,25,Auburn,New Mexico,N,84,59,12.1,25
2019,11,26,Auburn,Richmond,N,79,65,12.1,14
2019,11,8,Auburn,Davidson,N,76,66,12.1,10
2019,12,14,Auburn,Saint Louis,N,67,61,12.1,6
2020,1,23,Austin Peay,Tennessee St.,H,99,74,-6.2,31.2
2020,2,15,Austin Peay,Eastern Ky.,H,93,85,-6.2,14.2
2019,11,25,Austin Peay,South Carolina St.,H,92,66,-6.2,32.2
2019,12,7,Austin Peay,North Florida,H,90,83,-6.2,13.2
2020,1,25,Austin Peay,Belmont,H,86,78,-6.2,14.2
2020,1,4,Austin Peay,UT Martin,H,82,63,-6.2,25.2
2020,1,30,Austin Peay,SIUE,H,82,58,-6.2,30.2
2019,11,23,Austin Peay,SE Louisiana,H,81,60,-6.2,27.2
2020,1,2,Austin Peay,Southeast Mo. St.,H,78,63,-6.2,21.2
2020,2,13,Austin Peay,Murray St.,H,71,68,-6.2,9.2
2020,2,1,Austin Peay,Eastern Ill.,H,68,64,-6.2,10.2
2020,2,27,Austin Peay,Morehead St.,H,67,58,-6.2,15.2
2019,12,22,Austin Peay,Alabama St.,N,80,69,-6.2,11
2019,12,21,Austin Peay,Duquesne,N,77,86,-6.2,-9
2020,3,5,Austin Peay,Eastern Ill.,N,76,65,-6.2,11
2020,3,6,Austin Peay,Murray St.,N,61,73,-6.2,-12
2019,12,7,Ball St.,IU Indy,H,102,54,5.8,42.2
2019,11,23,Ball St.,Howard,H,100,69,5.8,25.2
2020,1,7,Ball St.,Buffalo,H,88,68,5.8,14.2
2020,3,3,Ball St.,Central Mich.,H,85,68,5.8,11.2
2020,1,18,Ball St.,Miami (OH),H,71,62,5.8,3.2
2020,2,15,Ball St.,Bowling Green,H,71,77,5.8,-11.8
2020,2,25,Ball St.,Western Mich.,H,71,61,5.8,4.2
2020,2,1,Ball St.,Ohio,H,65,54,5.8,5.2
2020,2,22,Ball St.,Eastern Mich.,H,64,55,5.8,3.2
2020,2,11,Ball St.,NIU,H,63,59,5.8,-1.8
2019,11,26,Ball St.,Western Ill.,H,62,69,5.8,-12.8
2020,1,3,Ball St.,Toledo,H,61,57,5.8,-1.8
2019,12,3,Ball St.,Loyola Chicago,H,58,70,5.8,-17.8
2019,11,20,Ball St.,Northern Ky.,H,57,59,5.8,-7.8
2019,12,23,Ball St.,UTEP,N,70,71,5.8,-1
2019,11,17,Ball St.,Indiana St.,N,69,55,5.8,14
2019,12,22,Ball St.,Washington,N,64,85,5.8,-21
2019,12,25,Ball St.,Portland,N,61,46,5.8,15
2019,11,5,Baylor,Central Ark.,H,105,61,14.3,29.7
2020,2,25,Baylor,Kansas St.,H,85,66,14.3,4.7
2019,12,30,Baylor,Jackson St.,H,83,57,14.3,11.7
2019,12,3,Baylor,UMES,H,78,46,14.3,17.7
2020,2,8,Baylor,Oklahoma St.,H,78,70,14.3,-6.3
2019,11,15,Baylor,Texas St.,H,72,63,14.3,-5.3
2020,3,2,Baylor,Texas Tech,H,71,68,14.3,-11.3
2020,2,15,Baylor,West Virginia,H,70,59,14.3,-3.3
2020,1,15,Baylor,Iowa St.,H,68,55,14.3,-1.3
2020,2,1,Baylor,TCU,H,68,52,14.3,1.7
2019,12,7,Baylor,Arizona,H,63,58,14.3,-9.3
2020,1,20,Baylor,Oklahoma,H,61,57,14.3,-10.3
2020,2,22,Baylor,Kansas,H,61,64,14.3,-17.3
2020,1,4,Baylor,Texas,H,59,44,14.3,0.7
2019,12,10,Baylor,Butler,H,53,52,14.3,-13.3
2019,12,18,Baylor,UT Martin,N,91,63,14.3,28
2019,11,24,Baylor,Villanova,N,87,78,14.3,9
2019,11,21,Baylor,Ohio,N,76,53,14.3,23
2019,11,8,Baylor,Washington,N,64,67,14.3,-3
2020,2,15,Belmont,Jacksonville St.,H,101,84,-3.8,20.8
2019,11,11,Belmont,Samford,H,95,63,-3.8,35.8
2019,11,18,Belmont,High Point,H,90,51,-3.8,42.8
2020,1,4,Belmont,Eastern Ill.,H,87,55,-3.8,35.8
2020,1,16,Belmont,Eastern Ky.,H,87,56,-3.8,34.8
2019,12,18,Belmont,Kennesaw St.,H,83,44,-3.8,42.8
2019,12,3,Belmont,Lipscomb,H,80,75,-3.8,8.8
2020,1,18,Belmont,Morehead St.,H,77,59,-3.8,21.8
2020,2,13,Belmont,Tennessee St.,H,74,51,-3.8,26.8
2020,2,6,Belmont,Murray St.,H,71,64,-3.8,10.8
2020,2,8,Belmont,Austin Peay,H,71,63,-3.8,11.8
2020,1,2,Belmont,SIUE,H,69,79,-3.8,-6.2
2020,2,27,Belmont,Tennessee Tech,H,65,62,-3.8,6.8
2020,3,7,Belmont,Murray St.,N,76,75,-3.8,1
2019,12,21,Belmont,Alabama,N,72,92,-3.8,-20
2020,3,6,Belmont,Eastern Ky.,N,60,50,-3.8,10
2020,2,10,Bethune-Cookman,Howard,H,87,68,-5.6,24.6
2019,12,21,Bethune-Cookman,Marist,H,85,56,-5.6,34.6
2020,1,11,Bethune-Cookman,Coppin St.,H,85,80,-5.6,10.6
2020,1,13,Bethune-Cookman,Morgan St.,H,85,78,-5.6,12.6
2020,2,8,Bethune-Cookman,N.C. A&T,H,78,73,-5.6,10.6
2020,2,24,Bethune-Cookman,Norfolk St.,H,78,55,-5.6,28.6
2020,3,5,Bethune-Cookman,Florida A&M,H,72,70,-5.6,7.6
2020,2,22,Bethune-Cookman,South Carolina St.,H,69,65,-5.6,9.6
2020,1,18,Bethune-Cookman,N.C. Central,H,59,86,-5.6,-21.4
2019,11,23,Bethune-Cookman,Eastern Ill.,N,66,63,-5.6,3
2019,11,23,Binghamton,Army West Point,H,88,73,-2.8,17.8
2020,2,20,Binghamton,UMass Lowell,H,86,84,-2.8,4.8
2019,12,7,Binghamton,Boston U.,H,84,79,-2.8,7.8
2020,1,8,Binghamton,UMBC,H,79,75,-2.8,6.8
2019,11,16,Binghamton,Sacred Heart,H,76,72,-2.8,6.8
2020,2,8,Binghamton,Maine,H,75,82,-2.8,-4.2
2019,12,4,Binghamton,Colgate,H,74,82,-2.8,-5.2
2020,2,12,Binghamton,Stony Brook,H,70,75,-2.8,-2.2
2020,1,25,Binghamton,New Hampshire,H,69,77,-2.8,-5.2
2020,1,4,Binghamton,UAlbany,H,62,74,-2.8,-9.2
2020,1,15,Binghamton,Vermont,H,53,72,-2.8,-16.2
2019,12,28,Boise St.,CSUN,H,103,72,5.1,25.9
2019,12,14,Boise St.,Alabama St.,H,100,57,5.1,37.9
2020,1,29,Boise St.,San Jose St.,H,99,71,5.1,22.9
2020,1,18,Boise St.,Utah St.,H,88,83,5.1,-0.1
2019,11,29,Boise St.,UNCW,H,80,59,5.1,15.9
2019,12,7,Boise St.,Colorado St.,H,75,64,5.1,5.9
2020,2,11,Boise St.,Air Force,H,74,57,5.1,11.9
2020,2,23,Boise St.,New Mexico,H,74,61,5.1,7.9
2020,1,8,Boise St.,UNLV,H,73,66,5.1,1.9
2020,2,1,Boise St.,Nevada,H,73,64,5.1,3.9
2019,11,20,Boise St.,BYU,H,72,68,5.1,-1.1
2020,1,1,Boise St.,Wyoming,H,65,54,5.1,5.9
2019,11,15,Boise St.,UC Irvine,H,60,69,5.1,-14.1
2020,2,16,Boise St.,San Diego St.,H,55,72,5.1,-22.1
2019,12,23,Boise St.,Portland,N,85,69,5.1,16
2019,12,25,Boise St.,UTEP,N,72,67,5.1,5
2020,3,6,Boise St.,San Diego St.,N,68,81,5.1,-13
2019,12,22,Boise St.,Georgia Tech,N,60,74,5.1,-14
2019,11,16,Boston College,Belmont,H,85,100,-1.3,-13.7
2019,11,6,Boston College,Wake Forest,H,77,70,-1.3,8.3
2019,12,15,Boston College,Central Conn. St.,H,74,55,-1.3,20.3
2019,11,20,Boston College,Eastern Wash.,H,72,68,-1.3,5.3
2019,12,10,Boston College,UAlbany,H,72,51,-1.3,22.3
2020,2,16,Boston College,NC State,H,71,68,-1.3,4.3
2020,3,3,Boston College,Syracuse,H,71,84,-1.3,-11.7
2020,1,29,Boston College,Louisville,H,69,86,-1.3,-15.7
2019,11,23,Boston College,DePaul,H,67,72,-1.3,-3.7
2019,12,3,Boston College,Northwestern,H,64,82,-1.3,-16.7
2020,2,22,Boston College,Clemson,H,64,82,-1.3,-16.7
2020,1,25,Boston College,Virginia Tech,H,61,56,-1.3,6.3
2020,2,26,Boston College,Notre Dame,H,61,62,-1.3,0.3
2020,1,7,Boston College,Virginia,H,60,53,-1.3,8.3
2019,11,13,Boston College,High Point,H,59,33,-1.3,27.3
2020,2,4,Boston College,Duke,H,55,63,-1.3,-6.7
2019,11,27,Boston College,Saint Louis,H,54,64,-1.3,-8.7
2020,1,11,Boston College,Georgia Tech,H,52,71,-1.3,-17.7
2019,12,21,Boston College,California,N,64,60,-1.3,4
2020,1,29,Boston U.,Loyola Maryland,H,92,77,-7,22
2019,11,16,Boston U.,New Hampshire,H,84,70,-7,21
2020,1,8,Boston U.,Lehigh,H,84,67,-7,24
2020,1,11,Boston U.,Army West Point,H,81,59,-7,29
2019,12,14,Boston U.,Dartmouth,H,78,76,-7,9
2020,2,8,Boston U.,Holy Cross,H,77,68,-7,16
2020,2,29,Boston U.,Bucknell,H,74,71,-7,10
2020,1,2,Boston U.,Lafayette,H,73,72,-7,8
2019,11,5,Boston U.,Northeastern,H,67,72,-7,2
2020,2,23,Boston U.,American,H,64,60,-7,11
2020,2,10,Boston U.,Colgate,H,63,79,-7,-9
2020,1,22,Boston U.,Navy,H,58,60,-7,5
2019,11,27,Boston U.,UT Martin,N,73,76,-7,-3
2019,11,26,Boston U.,Northern Colo.,N,55,78,-7,-23
2020,2,8,Bowling Green,Toledo,H,85,83,-3.8,5.8
2020,3,6,Bowling Green,Buffalo,H,84,88,-3.8,-0.2
2020,1,7,Bowling Green,Miami (OH),H,78,76,-3.8,5.8
2020,2,25,Bowling Green,Akron,H,78,60,-3.8,21.8
2019,11,30,Bowling Green,Dartmouth,H,76,69,-3.8,10.8
