year,month,day,team,opponent,location,teamscore,oppscore,home_court_advantage,adjusted_diff
2026,3,6,Ball St.,Central Mich.,H,85,69,5.8,10.2
2025,11,3,Baylor,UTRGV,H,96,81,14.3,0.7
2025,11,9,Baylor,Washington,H,78,69,14.3,-5.3
2025,11,14,Baylor,Tarleton St.,H,94,81,14.3,-1.3
2025,11,24,Baylor,Creighton,N,81,74,14.3,7
2025,11,25,Baylor,St. John's (NY),N,81,96,14.3,-15
2025,11,26,Baylor,San Diego St.,N,91,81,14.3,10
2025,12,2,Baylor,Sacramento St.,H,110,88,14.3,7.7
2025,12,10,Baylor,Norfolk St.,H,97,67,14.3,15.7
2025,12,19,Baylor,Alcorn,H,113,56,14.3,42.7
2025,12,21,Baylor,Southern U.,H,111,67,14.3,29.7
2026,1,7,Baylor,Iowa St.,H,60,70,14.3,-24.3
2026,1,10,Baylor,Houston,H,55,77,14.3,-36.3
2026,1,20,Baylor,Texas Tech,H,73,92,14.3,-33.3
2026,1,24,Baylor,TCU,H,90,97,14.3,-21.3
2026,2,24,Baylor,Arizona,H,80,87,14.3,-21.3
2026,2,21,Baylor,Arizona St.,H,73,68,14.3,-9.3
2026,2,10,Baylor,BYU,H,94,99,14.3,-19.3
2026,2,4,Baylor,Colorado,H,86,67,14.3,4.7
2026,2,14,Baylor,Louisville,N,71,82,14.3,-11
2026,3,10,Baylor,Arizona St.,N,79,83,14.3,-4
2026,3,7,Baylor,Utah,H,101,75,14.3,11.7
2025,11,15,Bellarmine,Wofford,H,86,94,-8.2,0.2
2025,11,25,Bellarmine,Houston Christian,N,74,69,-8.2,5
2025,12,13,Bellarmine,Northern Ky.,H,76,80,-8.2,4.2
2025,12,17,Bellarmine,Chattanooga,H,79,64,-8.2,23.2
2026,1,8,Bellarmine,Central Ark.,H,84,78,-8.2,14.2
2026,1,10,Bellarmine,North Ala.,H,73,82,-8.2,-0.8
2026,1,28,Bellarmine,West Ga.,H,77,74,-8.2,11.2
2026,1,31,Bellarmine,Queens (NC),H,78,75,-8.2,11.2
2026,2,28,Bellarmine,Austin Peay,H,111,97,-8.2,22.2
2026,2,21,Bellarmine,Eastern Ky.,H,92,95,-8.2,5.2
2026,2,7,Bellarmine,FGCU,H,81,65,-8.2,24.2
2026,2,18,Bellarmine,Lipscomb,H,72,75,-8.2,5.2
2026,2,5,Bellarmine,Stetson,H,92,71,-8.2,29.2
2026,3,6,Bellarmine,Central Ark.,N,73,86,-8.2,-13
2026,3,4,Bellarmine,Jacksonville,N,82,79,-8.2,3
2025,11,3,Belmont,Air Force,H,79,63,-3.8,19.8
2025,11,8,Belmont,Tennessee St.,H,87,79,-3.8,11.8
2025,11,19,Belmont,Lipscomb,H,75,68,-3.8,10.8
2025,11,24,Belmont,Saint Francis,N,94,57,-3.8,37
2025,11,26,Belmont,Toledo,N,87,72,-3.8,15
2025,12,3,Belmont,Richmond,H,76,84,-3.8,-4.2
2025,12,13,Belmont,UIC,H,87,84,-3.8,6.8
2026,1,1,Belmont,Bradley,H,88,78,-3.8,13.8
2026,1,4,Belmont,Southern Ill.,H,67,68,-3.8,2.8
2026,1,13,Belmont,Valparaiso,H,78,74,-3.8,7.8
2026,1,24,Belmont,Illinois St.,H,80,69,-3.8,14.8
2026,1,31,Belmont,Murray St.,H,103,86,-3.8,20.8
2026,2,3,Belmont,Drake,H,103,90,-3.8,16.8
2026,2,25,Belmont,Evansville,H,98,64,-3.8,37.8
2026,2,21,Belmont,Indiana St.,H,87,70,-3.8,20.8
2026,2,12,Belmont,UNI,H,91,86,-3.8,8.8
2026,3,6,Belmont,Drake,N,79,100,-3.8,-21
2025,11,24,Bethune-Cookman,Jacksonville,N,64,69,-5.6,-5
2025,11,25,Bethune-Cookman,Stony Brook,N,54,61,-5.6,-7
2025,12,5,Bethune-Cookman,South Carolina St.,H,80,59,-5.6,26.6
2026,1,3,Bethune-Cookman,Florida A&M,H,87,83,-5.6,9.6
2026,1,10,Bethune-Cookman,Grambling,H,74,65,-5.6,14.6
2026,1,12,Bethune-Cookman,Southern U.,H,73,77,-5.6,1.6
2026,1,24,Bethune-Cookman,Jackson St.,H,85,48,-5.6,42.6
2026,1,26,Bethune-Cookman,Alcorn,H,82,73,-5.6,14.6
2026,2,21,Bethune-Cookman,Alabama A&M,H,85,76,-5.6,14.6
2026,2,19,Bethune-Cookman,Alabama St.,H,82,71,-5.6,16.6
2026,2,7,Bethune-Cookman,Prairie View,H,82,76,-5.6,11.6
2026,2,9,Bethune-Cookman,Texas Southern,H,79,69,-5.6,15.6
2026,3,11,Bethune-Cookman,Prairie View,N,67,71,-5.6,-4
2025,11,8,Binghamton,Niagara,H,59,67,-2.8,-5.2
2025,11,22,Binghamton,UMES,N,52,63,-2.8,-11
2025,12,2,Binghamton,Lehigh,H,80,71,-2.8,11.8
2025,12,6,Binghamton,Le Moyne,H,63,78,-2.8,-12.2
2025,12,13,Binghamton,Central Conn. St.,H,67,84,-2.8,-14.2
2026,1,3,Binghamton,NJIT,H,65,73,-2.8,-5.2
2026,1,10,Binghamton,UMass Lowell,H,68,73,-2.8,-2.2
2026,1,19,Binghamton,UMBC,H,60,78,-2.8,-15.2
2026,1,29,Binghamton,Bryant,H,63,60,-2.8,5.8
2026,2,28,Binghamton,Maine,H,74,67,-2.8,9.8
2026,2,26,Binghamton,New Hampshire,H,65,63,-2.8,4.8
2026,2,14,Binghamton,UAlbany,H,74,77,-2.8,-0.2
2026,2,12,Binghamton,Vermont,H,65,73,-2.8,-5.2
2025,11,8,Boise St.,Utah Valley,H,101,77,5.1,18.9
2025,11,11,Boise St.,UTRGV,H,85,65,5.1,14.9
2025,11,15,Boise St.,Montana St.,H,62,58,5.1,-1.1
2025,11,18,Boise St.,Wichita St.,H,62,59,5.1,-2.1
2025,11,24,Boise St.,Southern California,N,67,70,5.1,-3
2025,11,25,Boise St.,NC State,N,70,81,5.1,-11
2025,12,10,Boise St.,Duquesne,H,86,64,5.1,16.9
2025,12,14,Boise St.,Saint Mary's (CA),N,68,67,5.1,1
2025,12,30,Boise St.,New Mexico,H,62,53,5.1,3.9
2026,1,7,Boise St.,Grand Canyon,H,58,75,5.1,-22.1
2026,1,10,Boise St.,Utah St.,H,68,93,5.1,-30.1
2026,1,16,Boise St.,Colorado St.,H,79,73,5.1,0.9
2026,1,24,Boise St.,Air Force,H,96,54,5.1,36.9
2026,2,3,Boise St.,Nevada,H,91,87,5.1,-1.1
2026,2,21,Boise St.,San Jose St.,H,84,69,5.1,9.9
2026,2,13,Boise St.,UNLV,H,83,86,5.1,-8.1
2026,2,24,Boise St.,Wyoming,H,72,62,5.1,4.9
2026,3,3,Boise St.,San Diego St.,H,86,77,5.1,3.9
2026,3,11,Boise St.,San Jose St.,N,74,84,5.1,-10
2025,11,6,Boston College,The Citadel,H,76,47,-1.3,30.3
2025,11,11,Boston College,Central Conn. St.,H,59,60,-1.3,0.3
