team,scrapedRows,acceptedRows,url
Abilene Christian Wildcats,33,5,https://www.teamrankings.com/ncaa-basketball/team/abilene-christian-wildcats
Air Force Falcons,32,5,https://www.teamrankings.com/ncaa-basketball/team/air-force-falcons
