projection_scope,projection_scope_label,tournament_name,display_date,selected_stats,projection_model,projection_model_label,weather_enabled,weather_am_wave_adjustment_per_round,weather_pm_wave_adjustment_per_round,weather_wind_volatility_multiplier,player_name,normalized_player_name,score_display,score_number,round_display,round_number,thru,started_on_back_nine,player_state,current_hole,remaining_current_scope,remaining_current_round,remaining_future_rounds,rounds_remaining_after_current,remaining_holes,remaining_par3_count,remaining_par4_count,remaining_par5_count,win_tie_pct_display,win_probability,win_solo_probability,tie_for_lead_probability,win_tie_probability,fair_value_yes_cents,group_size,group_win_probability,group_win_tie_probability,group_fair_value_cents,group_place_1_probability,group_place_2_probability,group_place_3_probability,group_place_4_probability,top_20_dead_heat_probability,top_20_raw_probability,top_10_dead_heat_probability,top_10_raw_probability,top_5_dead_heat_probability,top_5_raw_probability,expected_final_score_display,expected_final_score_number,baseline_remaining,total_par_adjustment,total_sg_adjustment,total_adjustment,playoff_sg_rating,weather_player_wave,weather_adjustment,score_input_total,score_input_total_source,score_input_round,score_input_round_source,score_input_completed_holes,score_input_completed_holes_source,par3_scoring_avg_value,par3_scoring_avg_source,par3_scoring_avg_field_mean,par4_scoring_avg_value,par4_scoring_avg_source,par4_scoring_avg_field_mean,par5_scoring_avg_value,par5_scoring_avg_source,par5_scoring_avg_field_mean,sg_total_value,sg_total_source,sg_total_field_mean,sg_t2g_value,sg_t2g_source,sg_t2g_field_mean,sg_ott_value,sg_ott_source,sg_ott_field_mean,sg_app_value,sg_app_source,sg_app_field_mean,sg_arg_value,sg_arg_source,sg_arg_field_mean,sg_putt_value,sg_putt_source,sg_putt_field_mean
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Sepp Straka,sepp straka,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.6% / 0.4%,0.005639,0.00425,0.003625,0.007875,0.56,,,,,,,,,0.402437,0.43075,0.166816,0.187375,0.063423,0.07075,-21387.66,-21387.66,0,,,-21387.6608,1485.114724,,0,0,stat_feed,0,stat_feed,0,stat_feed,2.96,stat_feed,3.0684,4.03,stat_feed,4.0243,4.56,stat_feed,4.5947,1.081,stat_feed,-0.3469,1.2659,stat_feed,-1781.4574,0.2215,stat_feed,-1781.2519,0.8603,stat_feed,-1781.3827,0.1841,stat_feed,-1781.2196,0.1873,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Akshay Bhatia,akshay bhatia,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.7% / 0.2%,0.006948,0.00625,0.001875,0.008125,0.69,,,,,,,,,0.398254,0.42625,0.173418,0.192375,0.06848,0.078125,-21387.45,-21387.45,0,,,-21387.4543,1485.190791,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.05,stat_feed,3.0684,3.93,stat_feed,4.0243,4.56,stat_feed,4.5947,1.5169,stat_feed,-0.3469,0.8736,stat_feed,-1781.4574,-0.106,stat_feed,-1781.2519,0.7885,stat_feed,-1781.3827,0.1911,stat_feed,-1781.2196,0.9924,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Alex Smalley,alex smalley,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.7% / 0.3%,0.007106,0.006,0.00325,0.00925,0.71,,,,,,,,,0.382072,0.40925,0.170051,0.186875,0.065553,0.074,-21387.43,-21387.43,0,,,-21387.4349,1485.04445,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.08,stat_feed,3.0684,3.96,stat_feed,4.0243,4.53,stat_feed,4.5947,1.108,stat_feed,-0.3469,1.0198,stat_feed,-1781.4574,0.2235,stat_feed,-1781.2519,0.6679,stat_feed,-1781.3827,0.1284,stat_feed,-1781.2196,0.2308,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Pierceson Coody,pierceson coody,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.7% / 0.2%,0.006705,0.005875,0.002375,0.00825,0.67,,,,,,,,,0.371935,0.398625,0.15291,0.169375,0.058348,0.066375,-21387.19,-21387.19,0,,,-21387.1871,1484.91133,,0,0,stat_feed,0,stat_feed,0,stat_feed,2.99,stat_feed,3.0684,3.99,stat_feed,4.0243,4.57,stat_feed,4.5947,0.9554,stat_feed,-0.3469,0.7861,stat_feed,-1781.4574,0.6009,stat_feed,-1781.2519,0.5524,stat_feed,-1781.3827,-0.3671,stat_feed,-1781.2196,0.0521,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,J.J. Spaun,jj spaun,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.6% / 0.2%,0.005854,0.005125,0.00225,0.007375,0.59,,,,,,,,,0.351644,0.3765,0.142066,0.1595,0.054567,0.061125,-21386.75,-21386.75,0,,,-21386.7478,1484.952487,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.02,stat_feed,3.0684,4.04,stat_feed,4.0243,4.57,stat_feed,4.5947,0.761,stat_feed,-0.3469,1.3003,stat_feed,-1781.4574,0.3833,stat_feed,-1781.2519,0.8159,stat_feed,-1781.3827,0.1011,stat_feed,-1781.2196,-0.5349,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Nicolai Højgaard,nicolai hojgaard,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.5% / 0.2%,0.005458,0.004875,0.00175,0.006625,0.55,,,,,,,,,0.355021,0.381875,0.137581,0.155625,0.048786,0.056625,-21386.63,-21386.63,0,,,-21386.6318,1485.042936,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.03,stat_feed,3.0684,4.01,stat_feed,4.0243,4.49,stat_feed,4.5947,1.196,stat_feed,-0.3469,1.009,stat_feed,-1781.4574,0.4116,stat_feed,-1781.2519,0.52,stat_feed,-1781.3827,0.0774,stat_feed,-1781.2196,0.1555,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Robert MacIntyre,robert macintyre,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.5% / 0.2%,0.004989,0.004375,0.001625,0.006,0.5,,,,,,,,,0.349954,0.37625,0.139332,0.15625,0.049402,0.0565,-21386.56,-21386.56,0,,,-21386.5638,1485.13904,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.01,stat_feed,3.0684,3.92,stat_feed,4.0243,4.58,stat_feed,4.5947,1.6633,stat_feed,-0.3469,0.6802,stat_feed,-1781.4574,0.8483,stat_feed,-1781.2519,-0.4049,stat_feed,-1781.3827,0.2368,stat_feed,-1781.2196,0.9224,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Sudarshan Yellamaraju,sudarshan yellamaraju,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.5% / 0.1%,0.004964,0.00475,0.000875,0.005625,0.5,,,,,,,,,0.333256,0.35925,0.131363,0.14575,0.049615,0.05775,-21386.25,-21386.25,0,,,-21386.2516,1484.922853,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.06,stat_feed,3.0684,3.96,stat_feed,4.0243,4.49,stat_feed,4.5947,0.8713,stat_feed,-0.3469,0.6402,stat_feed,-1781.4574,0.4434,stat_feed,-1781.2519,0.332,stat_feed,-1781.3827,-0.1352,stat_feed,-1781.2196,0.4973,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Sahith Theegala,sahith theegala,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.3% / 0.2%,0.00305,0.002375,0.002,0.004375,0.3,,,,,,,,,0.308836,0.335625,0.120168,0.134625,0.041981,0.048375,-21385.9,-21385.9,0,,,-21385.8995,1485.028704,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.03,stat_feed,3.0684,3.97,stat_feed,4.0243,4.47,stat_feed,4.5947,1.2773,stat_feed,-0.3469,0.8297,stat_feed,-1781.4574,-0.0087,stat_feed,-1781.2519,0.4365,stat_feed,-1781.3827,0.4019,stat_feed,-1781.2196,0.3474,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Viktor Hovland,viktor hovland,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.4% / 0.1%,0.004167,0.004,0.0005,0.0045,0.42,,,,,,,,,0.296933,0.32325,0.110023,0.1235,0.034873,0.039875,-21385.5,-21385.5,0,,,-21385.5028,1485.040039,,0,0,stat_feed,0,stat_feed,0,stat_feed,3,stat_feed,3.0684,4,stat_feed,4.0243,4.65,stat_feed,4.5947,1.1282,stat_feed,-0.3469,1.0957,stat_feed,-1781.4574,0.1629,stat_feed,-1781.2519,0.6497,stat_feed,-1781.3827,0.283,stat_feed,-1781.2196,0.0325,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Daniel Berger,daniel berger,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.2% / 0.1%,0.002471,0.00225,0.000875,0.003125,0.25,,,,,,,,,0.285772,0.311,0.103786,0.118375,0.032775,0.03875,-21385.4,-21385.4,0,,,-21385.3976,1484.883527,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.1,stat_feed,3.0684,3.99,stat_feed,4.0243,4.57,stat_feed,4.5947,0.7836,stat_feed,-0.3469,0.8345,stat_feed,-1781.4574,0.197,stat_feed,-1781.2519,0.9005,stat_feed,-1781.3827,-0.263,stat_feed,-1781.2196,-0.0396,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Maverick McNealy,maverick mcnealy,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.4% / 0.1%,0.00353,0.00325,0.00075,0.004,0.35,,,,,,,,,0.283341,0.30925,0.104318,0.11775,0.03751,0.042125,-21385.39,-21385.39,0,,,-21385.3885,1485.131731,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.07,stat_feed,3.0684,3.97,stat_feed,4.0243,4.49,stat_feed,4.5947,1.5564,stat_feed,-0.3469,0.8501,stat_feed,-1781.4574,0.4386,stat_feed,-1781.2519,0.0609,stat_feed,-1781.3827,0.3506,stat_feed,-1781.2196,0.6455,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Nick Taylor,nick taylor,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.4% / 0.1%,0.003782,0.003375,0.001125,0.0045,0.38,,,,,,,,,0.284416,0.307875,0.098441,0.111125,0.037073,0.043125,-21385.35,-21385.35,0,,,-21385.3453,1485.003145,,0,0,stat_feed,0,stat_feed,0,stat_feed,2.99,stat_feed,3.0684,4.01,stat_feed,4.0243,4.55,stat_feed,4.5947,1.0599,stat_feed,-0.3469,1.0738,stat_feed,-1781.4574,-0.0245,stat_feed,-1781.2519,0.5895,stat_feed,-1781.3827,0.5088,stat_feed,-1781.2196,-0.0768,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Sam Burns,sam burns,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.3% / 0.1%,0.002705,0.0025,0.000625,0.003125,0.27,,,,,,,,,0.265026,0.289,0.091582,0.1025,0.03154,0.036875,-21385.05,-21385.05,0,,,-21385.0537,1485.025304,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.06,stat_feed,3.0684,3.96,stat_feed,4.0243,4.55,stat_feed,4.5947,1.3796,stat_feed,-0.3469,0.5162,stat_feed,-1781.4574,0.3491,stat_feed,-1781.2519,0.4307,stat_feed,-1781.3827,-0.2636,stat_feed,-1781.2196,0.8516,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Jordan Spieth,jordan spieth,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.2% / 0.1%,0.002096,0.00175,0.001,0.00275,0.21,,,,,,,,,0.259676,0.2845,0.089006,0.101625,0.031095,0.03675,-21384.89,-21384.89,0,,,-21384.8901,1485.068017,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.01,stat_feed,3.0684,4,stat_feed,4.0243,4.57,stat_feed,4.5947,1.317,stat_feed,-0.3469,0.886,stat_feed,-1781.4574,0.1192,stat_feed,-1781.2519,0.5499,stat_feed,-1781.3827,0.2169,stat_feed,-1781.2196,0.431,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Alex Fitzpatrick,alex fitzpatrick,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.2% / 0.1%,0.001679,0.0015,0.000625,0.002125,0.17,,,,,,,,,0.244721,0.268375,0.081319,0.09275,0.026829,0.030625,-21384.55,-21384.55,0,,,-21384.5459,1484.92051,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.0684,field_mean_fallback,3.0684,4.0243,field_mean_fallback,4.0243,4.5947,field_mean_fallback,4.5947,0.6809,stat_feed,-0.3469,1.0808,stat_feed,-1781.4574,0.5666,stat_feed,-1781.2519,0.397,stat_feed,-1781.3827,0.1172,stat_feed,-1781.2196,-0.2076,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Bud Cauley,bud cauley,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.3% / 0.1%,0.0025,0.00225,0.001,0.00325,0.25,,,,,,,,,0.23336,0.255875,0.079556,0.09175,0.027363,0.0315,-21384.23,-21384.23,0,,,-21384.2277,1484.854186,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.02,stat_feed,3.0684,4.03,stat_feed,4.0243,4.57,stat_feed,4.5947,0.6061,stat_feed,-0.3469,1.0485,stat_feed,-1781.4574,0.1521,stat_feed,-1781.2519,0.5589,stat_feed,-1781.3827,0.3375,stat_feed,-1781.2196,-0.4661,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Ryan Fox,ryan fox,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.2% / 0.1%,0.001703,0.0015,0.000625,0.002125,0.17,,,,,,,,,0.218685,0.240125,0.074535,0.084125,0.024412,0.028,-21383.9,-21383.9,0,,,-21383.898,1484.877623,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.07,stat_feed,3.0684,3.95,stat_feed,4.0243,4.65,stat_feed,4.5947,0.7506,stat_feed,-0.3469,0.7414,stat_feed,-1781.4574,0.361,stat_feed,-1781.2519,0.1347,stat_feed,-1781.3827,0.2458,stat_feed,-1781.2196,0.1441,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Harris English,harris english,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.1% / 0.1%,0.001286,0.000875,0.00125,0.002125,0.13,,,,,,,,,0.220039,0.239625,0.073029,0.08225,0.025594,0.02925,-21383.87,-21383.87,0,,,-21383.8663,1484.999463,,0,0,stat_feed,0,stat_feed,0,stat_feed,3,stat_feed,3.0684,3.98,stat_feed,4.0243,4.57,stat_feed,4.5947,1.2862,stat_feed,-0.3469,0.5592,stat_feed,-1781.4574,0.5211,stat_feed,-1781.2519,-0.0412,stat_feed,-1781.3827,0.0793,stat_feed,-1781.2196,0.704,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Gary Woodland,gary woodland,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.1% / 0.1%,0.001065,0.000875,0.0005,0.001375,0.11,,,,,,,,,0.206461,0.227625,0.065074,0.074625,0.018265,0.021375,-21383.63,-21383.63,0,,,-21383.6257,1484.867713,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.14,stat_feed,3.0684,3.96,stat_feed,4.0243,4.59,stat_feed,4.5947,0.8034,stat_feed,-0.3469,0.5202,stat_feed,-1781.4574,0.649,stat_feed,-1781.2519,0.2098,stat_feed,-1781.3827,-0.3386,stat_feed,-1781.2196,0.4743,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Alex Noren,alex noren,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.2% / 0.0%,0.001794,0.001625,0.000375,0.002,0.18,,,,,,,,,0.2023,0.223875,0.06523,0.073,0.020206,0.0235,-21383.46,-21383.46,0,,,-21383.4571,1485.007064,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.07,stat_feed,3.0684,3.99,stat_feed,4.0243,4.56,stat_feed,4.5947,1.0837,stat_feed,-0.3469,0.7766,stat_feed,-1781.4574,0.0476,stat_feed,-1781.2519,0.4726,stat_feed,-1781.3827,0.2564,stat_feed,-1781.2196,0.5172,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Jason Day,jason day,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.1% / 0.1%,0.000974,0.00075,0.00075,0.0015,0.1,,,,,,,,,0.150952,0.1655,0.046694,0.053875,0.012842,0.015375,-21382.19,-21382.19,0,,,-21382.1914,1484.988827,,0,0,stat_feed,0,stat_feed,0,stat_feed,3,stat_feed,3.0684,3.98,stat_feed,4.0243,4.6,stat_feed,4.5947,1.175,stat_feed,-0.3469,0.6043,stat_feed,-1781.4574,0.237,stat_feed,-1781.2519,-0.1309,stat_feed,-1781.3827,0.4982,stat_feed,-1781.2196,0.6612,stat_feed,-1781.2296
