player_name,events_played,wins,x_wins,x_wins_majors,rounds_played,shotlink_played,putt_true,arg_true,app_true,ott_true,t2g_true,total_true
"Finau, Tony",12,0,0.013999999999999999,0,41,38,0.028041052631578994,0.38208894736842103,-0.06218947368421052,-0.3506057894736842,-0.030706315789473693,0.040307804878048775
"Olesen, Jacob Skov",13,0,0.002,0,47,26,0.4932588461538462,0.1169573076923077,-0.20275384615384612,-0.18040576923076923,-0.2662023076923077,0.03962914893617022
"Brown, Dan",10,0,0,0,31,24,-0.06427916666666667,-0.16735291666666666,0.19342041666666665,0.15264666666666665,0.17871416666666665,0.0388448387096774
"Neergaard-Petersen, Rasmus",12,1,0.024,0,42,31,-0.27778387096774193,-0.12013096774193548,0.18770354838709677,0.4366593548387097,0.504231935483871,0.025173571428571434
"Wiesberger, Bernd",11,1,0.234,0,38,12,-1.0243358333333334,0.0014608333333333372,-0.30224,-0.049902500000000016,-0.35068166666666667,0.02503342105263157
"Greyserman, Max",11,0,0,0,32,29,0.17835344827586208,-0.009998965517241389,-0.009891724137931069,-0.42149551724137935,-0.4413862068965518,0.017487812500000005
"McKibbin, Tom",11,0,0.001,0,40,40,-0.30259050000000004,0.23411200000000001,-0.49336450000000004,0.56804875,0.30879625,0.006208000000000003
"Ham, Jeong Woo",4,1,0.007,0,14,0,-9999,-9999,-9999,-9999,-9999,0.004694285714285699
"Niemann, Joaquin",9,0,0.002,0,30,26,-0.6864711538461539,0.1889273076923077,0.1987376923076923,0.8006049999999999,1.18827,-0.005380000000000044
"Surratt, Caleb",8,0,0,0,32,24,0.3122116666666666,0.02014583333333333,-0.81094375,0.21285083333333332,-0.5779470833333333,-0.009422812500000044
"Harris, Frankie",7,2,0,0,20,0,-9999,-9999,-9999,-9999,-9999,-0.018038499999999937
"Coussaud, Ugo",10,0,0.055,0,36,14,-0.09979714285714285,0.3791857142857143,0.00656500000000002,0.12157285714285718,0.5073235714285715,-0.03001527777777777
"Pavan, Andrea",5,0,0,0,17,10,0.974769,0.24096700000000001,-0.6702779999999999,0.284644,-0.1446669999999999,-0.0366664705882353
"Da Costa Rodrigues, Daniel",11,0,0.001,0,40,12,0.53164,0.25581000000000004,-0.38330333333333333,-0.3170808333333333,-0.44457416666666655,-0.043949
"Im, Sungjae",8,0,0.005,0,28,24,0.029450833333333343,0.39954958333333335,-0.35900041666666666,0.2094216666666667,0.2499708333333334,-0.04895678571428565
"Kirk, Chris",10,0,0.001,0,31,29,-0.44433310344827587,-0.08161241379310345,0.35186965517241375,0.21113862068965517,0.48139586206896545,-0.053384516129032236
"Jordan, Matthew",8,0,0,0,28,12,-0.3341191666666667,0.1096775,-0.19879,-0.28511916666666665,-0.37423166666666663,-0.053673928571428595
"Longmire, David",2,0,0,0,8,0,-9999,-9999,-9999,-9999,-9999,-0.05632124999999999
"Lamb, Davis",9,1,0.093,0,30,0,-9999,-9999,-9999,-9999,-9999,-0.057090333333333375
"Whaley, Vince",11,0,0,0,33,26,1.1235565384615385,-0.10826192307692308,-0.5188403846153846,-0.5214276923076923,-1.14853,-0.05883090909090903
"Schott, Freddy",10,1,0.006,0,32,10,0.49092900000000006,0.12722499999999998,-0.565767,0.275403,-0.16313900000000003,-0.07901437499999997
"Smylie, Elvis",11,1,0.033,0,40,30,0.3945086666666667,-0.15209233333333336,-0.20927733333333337,-0.08476933333333332,-0.44613900000000006,-0.09353875
"Westwood, Lee",4,0,0.005,0,16,16,0.20145437500000005,-0.248328125,0.06498999999999999,-0.12110062499999999,-0.30443875,-0.10298125000000002
"Kaneko, Kota",11,0,0,0,42,16,1.013239375,0.27364374999999996,-0.7258981250000001,-0.461839375,-0.9140937500000001,-0.10377047619047619
"Hoge, Tom",13,0,0.009000000000000001,0,42,39,-0.08790384615384617,-0.27275435897435896,0.3753148717948718,-0.32966641025641025,-0.22710589743589743,-0.10472857142857145
"Menante, Dylan",9,1,0.945,0,28,0,-9999,-9999,-9999,-9999,-9999,-0.11601035714285719
"Garcia, Sergio",8,0,0.002,0,32,32,-0.47886968750000003,0.18317375,0.14660625000000002,0.025754374999999996,0.355534375,-0.12333437500000007
"Trace, Travis",4,0,0,0,14,0,-9999,-9999,-9999,-9999,-9999,-0.13177214285714292
"Hossler, Beau",9,0,0,0,27,20,0.5515100000000001,0.280405,-0.41828450000000006,-0.1999875,-0.33786700000000003,-0.14077666666666672
"Sides, William",8,3,0,0,22,0,-9999,-9999,-9999,-9999,-9999,-0.14463954545454552
"Shore, Davis",9,0,0.001,0,32,0,-9999,-9999,-9999,-9999,-9999,-0.151570625
"Ritchie, JC",11,0,0,0,37,14,0.87326,-0.26954285714285714,0.02875785714285715,-0.29637714285714284,-0.5371621428571428,-0.1538062162162162
"Choi, Chan",4,1,0,0,16,0,-9999,-9999,-9999,-9999,-9999,-0.163153125
"Sloan, Roger",9,0,0.001,0,32,0,-9999,-9999,-9999,-9999,-9999,-0.17051281250000005
"Horschel, Billy",12,0,0.001,0,42,39,0.1969902564102564,-0.19507,0.19719205128205128,-0.24212871794871796,-0.24000666666666667,-0.17517261904761905
"Streelman, Kevin",7,0,0,0,23,16,0.32522625000000005,0.02890000000000002,-0.319070625,-0.2345275,-0.5246981249999999,-0.17609217391304346
"Penge, Marco",13,0,0.007,0,44,39,-0.0522076923076923,-0.24780102564102563,-0.4669553846153846,0.6601961538461538,-0.054560256410256414,-0.17918977272727274
"Pereira, Corey",2,0,0,0,8,0,-9999,-9999,-9999,-9999,-9999,-0.18132125
"Truslow, Austen",7,1,0.001,0,26,0,-9999,-9999,-9999,-9999,-9999,-0.18155884615384618
"Schmid, Matti",12,0,0,0,43,36,0.1708436111111111,0.02637888888888888,-0.37377444444444446,0.006654722222222205,-0.3407408333333334,-0.18237325581395344
"Varner III, Harold",6,0,0.001,0,24,24,-0.24744749999999996,-0.15899125,0.13924791666666667,0.08478958333333335,0.06504625,-0.1823995833333333
"Van Tonder, Daniel",12,1,0,0,41,12,-1.151765,0.0574916666666667,-0.09868749999999998,0.4535833333333333,0.4123875,-0.18468317073170737
"Lee, Sangyeop",3,1,0.025,0,8,0,-9999,-9999,-9999,-9999,-9999,-0.18533249999999996
"Forrest, Grant",9,0,0,0,34,24,0.66825,-0.0350575,-0.29804708333333335,0.26678583333333333,-0.06631875000000001,-0.18771735294117647
"Otaegui, Adrian",11,0,0.018000000000000002,0,38,16,-0.49153500000000006,0.04609187499999999,0.06140687499999997,-0.972443125,-0.864944375,-0.18846105263157895
"Del Rey, Alejandro",11,0,0,0,41,22,-0.05106363636363634,-0.3731945454545454,-0.04142590909090908,0.3311490909090909,-0.0834713636363636,-0.19051000000000004
"Potgieter, Aldrich",13,0,0.217,0,40,34,-0.3810985294117647,-0.3335044117647059,-0.03747264705882353,0.5975894117647059,0.22661235294117654,-0.19106925000000002
"Hoey, Rico",12,0,0,0,41,40,-0.22554400000000002,-0.2926925,0.02404275,0.29934025000000003,0.03069050000000001,-0.1994568292682927
"Kohles, Ben",10,0,0,0,31,4,-0.25055000000000005,-0.04853749999999998,0.363905,-0.107655,0.2077125,-0.20462161290322578
"Valimaki, Sami",10,0,0,0,31,28,0.11929321428571425,-0.14785714285714288,0.06360357142857143,-0.1697132142857143,-0.25396678571428577,-0.20808064516129032
"Pepperell, Eddie",10,0,0,0,35,10,0.10882999999999995,0.014756000000000009,-0.28082700000000005,-0.301531,-0.567602,-0.21359628571428568
"Weaver, Tyler",7,1,0,0,20,0,-9999,-9999,-9999,-9999,-9999,-0.2182025
"Cabrera Bello, Rafa",11,0,0,0,36,14,0.34859142857142855,-0.12099999999999997,0.7008442857142857,-0.5266321428571429,0.05321214285714285,-0.21824861111111105
"Pak, John",9,0,0.015,0,34,0,-9999,-9999,-9999,-9999,-9999,-0.22680764705882364
"Fischer, Tom",7,1,0,0,20,0,-9999,-9999,-9999,-9999,-9999,-0.23552800000000004
"Snyman, Ian",5,0,0,0,18,0,-9999,-9999,-9999,-9999,-9999,-0.2408738888888889
"Lebioda, Hank",10,0,0,0,33,26,-0.00589500000000001,-0.16918692307692307,0.10100653846153847,0.053825384615384615,-0.014354999999999979,-0.25006727272727275
"Svensson, Adam",9,0,0,0,27,20,-0.8414075000000001,0.165499,0.220004,0.021150499999999996,0.4066535,-0.25070037037037035
"Kanaya, Takumi",11,0,0,0,39,34,0.4840135294117647,0.25657117647058825,-0.8041038235294118,-0.008404411764705888,-0.5559370588235294,-0.2517694871794872
"De Castro Piera, Alejandro",6,1,0,0,18,0,-9999,-9999,-9999,-9999,-9999,-0.2564094444444444
"Stone, Brandon",11,0,0,0,40,14,-0.29590285714285713,-0.11269785714285716,-0.20681928571428568,0.3632192857142857,0.043702142857142856,-0.2568135
"Kim, Anthony",7,1,0.168,0,27,24,-0.17821583333333332,-0.027606666666666658,0.36890833333333334,-0.5121541666666667,-0.17085250000000002,-0.27862
"Wu, Dylan",9,0,0,0,28,21,-0.28505095238095235,-0.10896714285714289,0.09617666666666666,-0.10000380952380954,-0.11279428571428576,-0.28858678571428575
"Yonezawa, Ren",7,1,0,0,25,4,-0.8332125,0.740895,0.7989425,0.17876,1.7185975,-0.299782
"Song, Younghan",8,0,0,0,32,24,-0.09981916666666668,-0.30142416666666666,0.006732499999999971,-0.32955708333333333,-0.62424875,-0.30187312499999996
"Lawrence, Thriston",11,0,0,0,35,14,-0.2301007142857143,-0.08103142857142855,-0.3029585714285714,0.34006285714285717,-0.04392714285714279,-0.3040382857142857
"Simpson, Webb",5,0,0,0,13,13,0.41214230769230764,-0.1428446153846154,-0.07668153846153848,-0.5000846153846153,-0.7196107692307692,-0.3074684615384615
"Choi, Jinho",3,0,0,0,12,0,-9999,-9999,-9999,-9999,-9999,-0.3104158333333333
"Keefer, Johnny",12,0,0.095,0,36,33,-0.6502318181818182,-0.4181584848484849,0.1342342424242424,0.5112342424242424,0.22730999999999996,-0.3111797222222223
"Nicholas, James",9,1,0.029,0,26,0,-9999,-9999,-9999,-9999,-9999,-0.3257619230769231
"Sewell, Chad",9,0,0,0,28,0,-9999,-9999,-9999,-9999,-9999,-0.33084035714285714
"Perez, Victor",7,0,0,0,28,28,0.213115,-0.14906214285714287,-0.6620092857142856,0.2654228571428571,-0.5456485714285714,-0.3325317857142857
"Glover, Lucas",9,0,0,0,25,25,-0.41872360000000003,-0.12990000000000002,0.2693076,-0.054139999999999994,0.08526759999999997,-0.3334568
"Oliva Pinto, Segundo",5,0,0,0,18,0,-9999,-9999,-9999,-9999,-9999,-0.3368588888888888
"Dickson, Taylor",8,1,0.009,0,28,0,-9999,-9999,-9999,-9999,-9999,-0.34341499999999997
"Noh, S.Y.",8,0,0.02,0,23,0,-9999,-9999,-9999,-9999,-9999,-0.35220782608695655
"Skinns, David",8,0,0,0,25,6,0.7085383333333333,0.41647000000000006,-0.28382500000000005,-0.12761666666666666,0.005028333333333357,-0.35689319999999997
"Young, Carson",10,0,0.003,0,35,12,0.23156083333333333,0.11410166666666666,-0.45388,-0.14369333333333337,-0.48347166666666674,-0.3595428571428571
"Norris, Shaun",10,0,0.011,0,32,12,0.6773158333333335,-0.2374858333333333,0.004371666666666663,-0.3539558333333333,-0.58707,-0.36564874999999997
"Van Driel, Darius",12,0,0,0,43,18,-0.029287777777777777,-0.12709055555555554,-0.10901277777777778,-0.005186666666666661,-0.24128999999999998,-0.3692702325581395
"Voke, Nick",13,0,0,0,49,0,-9999,-9999,-9999,-9999,-9999,-0.3707508163265307
"Laporta, Francesco",10,0,0.002,0,30,12,-0.06513333333333333,-0.2435225,-0.3016083333333333,0.10884333333333333,-0.43628749999999994,-0.37565533333333334
"Buckley, Hayden",9,0,0,0,28,0,-9999,-9999,-9999,-9999,-9999,-0.38459678571428574
"Smyth, Trav",9,2,0.001,0,34,4,0.592255,-0.04946249999999999,-0.5727625000000001,-2.4716425,-3.0938675000000004,-0.3872788235294117
"Mun, Doyeob",5,0,0,0,18,0,-9999,-9999,-9999,-9999,-9999,-0.3886777777777778
"Taylor, Ben",9,0,0.003,0,34,0,-9999,-9999,-9999,-9999,-9999,-0.38890735294117645
"Redman, Doc",9,1,0.024,0,36,0,-9999,-9999,-9999,-9999,-9999,-0.3891766666666666
"Echavarria, Nico",12,1,0.314,0,37,35,0.024710285714285744,-0.30629399999999996,-0.18564885714285717,-0.09317371428571428,-0.5851165714285714,-0.39126378378378374
"Chang, Paul",8,2,0,0,23,0,-9999,-9999,-9999,-9999,-9999,-0.39428999999999986
"Gomez, Fabian",8,0,0,0,26,0,-9999,-9999,-9999,-9999,-9999,-0.3962496153846154
"Saddier, Adrien",10,0,0,0,30,25,0.001008399999999976,-0.1308548,-0.1270716,0.20156359999999998,-0.05636280000000002,-0.39634366666666665
"De Leo, Gregorio",11,0,0,0,40,12,0.7862399999999999,-0.37700666666666666,-0.02852833333333327,-0.21030583333333333,-0.6158408333333333,-0.396838
"Springer, Hayden",10,0,0,0,38,4,1.78106,0.05325750000000001,-0.375755,-0.5505625,-0.87306,-0.3969157894736842
"Moldovan, Maxwell",7,0,0,0,26,0,-9999,-9999,-9999,-9999,-9999,-0.40297807692307686
"Scrivener, Jason",12,0,0,0,39,12,0.3574000000000001,-0.1792391666666667,-0.020766666666666638,-0.24214833333333333,-0.4421541666666666,-0.4040194871794872
"Chandler, Will",9,0,0,0,30,0,-9999,-9999,-9999,-9999,-9999,-0.42460833333333337
"Leach, Greyson",2,0,0,0,8,0,-9999,-9999,-9999,-9999,-9999,-0.43132125
"Savoie, Joey",2,0,0,0,8,0,-9999,-9999,-9999,-9999,-9999,-0.43132125
"Newcomb, Patrick",2,0,0,0,8,0,-9999,-9999,-9999,-9999,-9999,-0.43132125000000004
"Kokrak, Jason",6,0,0,0,24,24,0.12710541666666664,-0.2007441666666667,-0.06159875,-0.29716458333333334,-0.5595075,-0.43239958333333334
"An, Byeong Hun",6,0,0,0,24,24,-0.6467808333333332,0.006195833333333335,0.03906541666666665,0.16911791666666667,0.21437916666666668,-0.43239958333333334
"Steele, Brendan",6,0,0,0,24,24,-0.4690383333333333,-0.27259916666666667,0.28799875,0.02123833333333334,0.036637916666666714,-0.43239958333333334
"Korte, Chris",5,0,0.02,0,15,0,-9999,-9999,-9999,-9999,-9999,-0.43796
"Tangkamolprasert, Pavit",7,0,0,0,26,0,-9999,-9999,-9999,-9999,-9999,-0.44411
"Bacha, Carson",9,0,0,0,30,0,-9999,-9999,-9999,-9999,-9999,-0.44586400000000004
"Macdonald, Stuart",9,0,0,0,30,0,-9999,-9999,-9999,-9999,-9999,-0.4518546666666667
"Kwang Aik, James Leow",3,0,0,0,12,0,-9999,-9999,-9999,-9999,-9999,-0.4523716666666668
"Manassero, Matteo",9,0,0.003,0,30,18,-0.10960388888888889,0.2692555555555556,-0.1469022222222222,-0.7095994444444444,-0.5872461111111111,-0.458211
"Gabrelcik, Nick",8,0,0,0,30,0,-9999,-9999,-9999,-9999,-9999,-0.4597846666666667
"Van Paris, Jackson",7,0,0,0,28,0,-9999,-9999,-9999,-9999,-9999,-0.46230857142857146
"Snedeker, Brandt",7,0,0,0,21,16,-0.22329812500000004,0.67452375,-0.34791125,-0.5440775,-0.21746500000000002,-0.4654252380952381
"Sullivan, Andy",11,0,0.066,0,38,22,0.018200454545454558,-0.1853309090909091,-0.47015181818181817,-0.15922,-0.8147027272727273,-0.4658636842105264
"Wang, Jeunghun",6,0,0,0,21,0,-9999,-9999,-9999,-9999,-9999,-0.46679857142857145
"Takis, Harry",9,1,0.001,0,27,0,-9999,-9999,-9999,-9999,-9999,-0.4828159259259259
"Lamb, Rick",9,0,0,0,28,0,-9999,-9999,-9999,-9999,-9999,-0.4842621428571428
"Tarrio, Santiago",4,0,0,0,12,0,-9999,-9999,-9999,-9999,-9999,-0.4846966666666667
"Meissner, Mitchell",9,0,0.006,0,28,0,-9999,-9999,-9999,-9999,-9999,-0.4853003571428571
"Solomon, Jacob",3,0,0,0,10,0,-9999,-9999,-9999,-9999,-9999,-0.490498
"Phillips, Trent",9,0,0,0,28,0,-9999,-9999,-9999,-9999,-9999,-0.4917396428571429
"VanDerLaan, John",10,0,0,0,29,22,-0.23688363636363635,-0.1793554545454545,-0.19435227272727273,-0.1736272727272727,-0.547335,-0.49402137931034484
"Montgomery, Taylor",9,0,0.001,0,24,2,0.01471,-0.37909499999999996,0.14537500000000003,-1.05136,-1.28508,-0.4942291666666667
"Ok, Taehoon",7,0,0.004,0,24,6,-0.28911,0.5615483333333333,-0.91424,-0.24635833333333335,-0.5990500000000001,-0.4953625
"Galletti, Nicolo",8,0,0,0,28,0,-9999,-9999,-9999,-9999,-9999,-0.4992528571428572
"LaCroix, Frederic",11,0,0.001,0,40,24,-0.42184166666666667,-0.47198249999999997,0.3074820833333333,0.10493999999999999,-0.05956041666666667,-0.50233825
"Kobori, Kazuma",11,0,0,0,38,12,0.5215141666666666,-0.12735583333333333,-0.20317333333333332,-0.23266916666666668,-0.5631983333333334,-0.5060065789473684
"Blanchet, Chandler",12,0,0.002,0,33,26,-0.5739757692307692,-0.5080596153846154,0.059106923076923105,0.13872115384615386,-0.31023153846153845,-0.5105427272727272
"Stanger, Jimmy",9,0,0,0,27,17,0.2347688235294118,-0.024988235294117627,-0.8439588235294117,0.5065035294117647,-0.3624435294117646,-0.5131262962962962
"Dufner, Jason",3,0,0,0,7,3,0.8490633333333334,0.034366666666666656,0.89023,-0.7205400000000001,0.20405666666666655,-0.5160614285714286
"Pulkkanen, Tapio",7,0,0,0,27,4,0.48373750000000004,-0.03431750000000003,-0.26452749999999997,-0.333805,-0.6326499999999999,-0.5206340740740741
"Phillips, Chandler",10,0,0.006,0,34,31,0.4376477419354839,0.07661161290322581,-0.8793577419354839,-0.2041025806451613,-1.0068487096774195,-0.5223070588235295
"Gouveia, Ricardo",11,0,0.001,0,30,12,0.6740708333333334,0.20702500000000001,-0.70295,0.2998516666666666,-0.19607333333333332,-0.52608
"Yu, Kevin",10,0,0.015,0,27,24,-0.6048837499999999,0.17407666666666666,-0.13618,-0.02725166666666666,0.010645000000000016,-0.5373274074074074
"Elvira, Manuel",12,0,0.001,0,39,12,-0.4833766666666666,-0.131775,-0.3157516666666666,0.11583083333333337,-0.3316958333333332,-0.5383758974358975
"Frittelli, Dylan",13,0,0,0,47,20,-0.0681375,0.418051,-0.39692350000000004,-0.9034544999999999,-0.8823270000000001,-0.5515365957446808
"Daffue, MJ",13,2,0.057,0,37,4,0.2522875,0.5297324999999999,-1.0640775,0.883145,0.3487999999999999,-0.5535735135135136
"Robinson Thompson, Brandon",11,0,0.01,0,31,10,-0.205003,0.06480299999999997,-0.6918019999999999,0.241369,-0.3856299999999999,-0.5729538709677419
"Svensson, Jesper",11,0,0,0,33,26,-0.024341153846153898,-0.5377938461538462,-0.31258499999999995,0.19651192307692306,-0.6538669230769231,-0.58664
"Casey, Paul",6,0,0,0,24,24,-0.5859333333333333,-0.22306208333333336,0.5921466666666667,-0.3822191666666667,-0.013134583333333366,-0.59906625
"Vaillant, Tom",11,0,0,0,36,10,0.08884099999999998,0.045343,-1.1880609999999998,-0.644768,-1.787486,-0.6116961111111111
"Kruyswijk, Jacques",10,0,0,0,34,18,-0.48597222222222225,0.055893333333333316,0.3649644444444445,-0.3978288888888889,0.023028888888888897,-0.6251514705882353
"Vincent, Kieran",11,0,0,0,35,0,-9999,-9999,-9999,-9999,-9999,-0.6319688571428571
"Tringale, Cameron",6,0,0,0,24,24,-0.1052616666666667,-0.11224416666666664,0.21611458333333333,-0.6393433333333333,-0.5354729166666665,-0.6407329166666667
"Townsend, Hugo",10,0,0,0,37,12,-0.7214933333333332,0.39601000000000003,-0.9009616666666668,-0.35315583333333334,-0.8581075,-0.64127
"Guillamoundeguy, Oihan",9,0,0,0,27,8,-0.36685875,-0.40096,-0.5991474999999999,-0.43439,-1.4344975,-0.6518696296296297
"Clements, Todd",10,0,0,0,30,14,-0.7903028571428571,0.5441878571428571,0.15540214285714285,0.3385121428571429,1.0381021428571429,-0.6534583333333334
"Schwartzel, Charl",8,0,0,0,30,28,0.1432575,-0.022458571428571432,0.0030585714285714383,-0.5967092857142857,-0.6161092857142857,-0.6604466666666666
"Asaji, Yosuke",9,0,0,0,35,24,0.35322291666666666,0.13168208333333334,0.03563208333333332,-0.869605,-0.7022908333333333,-0.6759780000000001
"Migliozzi, Guido",9,0,0.001,0,30,22,-0.17728545454545455,0.17340681818181813,-0.1428340909090909,-0.5894668181818182,-0.558894090909091,-0.6794836666666667
"Quayle, Anthony",12,0,0,0,36,8,-0.106685,-0.441435,0.45976125,-0.3925875,-0.37426125,-0.6905727777777778
"Lombard, Zander",11,0,0.003,0,37,10,-0.44707100000000005,-0.22268,-0.674713,-0.030563000000000017,-0.927956,-0.7011232432432433
"Luiten, Joost",10,0,0,0,32,16,0.54916625,0.09729624999999997,-0.173600625,0.07055375000000001,-0.005750625000000023,-0.7167034375
"Walker, Danny",11,0,0,0,37,30,-0.43614300000000006,0.29191833333333334,-0.129978,-0.5128303333333333,-0.35089,-0.7212108108108108
"McDowell, Graeme",6,0,0,0,24,24,0.23297083333333332,-0.3882954166666666,-0.08048416666666665,-0.48825874999999996,-0.9570383333333332,-0.72406625
"Gonzalez, Emilio",4,0,0,0,12,9,0.34415777777777784,0.42956222222222223,-1.3331433333333333,-0.6214311111111112,-1.5250122222222222,-0.7284083333333333
"Langasque, Romain",11,0,0,0,39,14,0.7025750000000001,-0.33535714285714285,-0.9382828571428572,-0.06164285714285715,-1.3352828571428572,-0.7324335897435896
"Watson, Bubba",7,0,0,0,26,26,0.06860230769230768,-0.4027934615384616,-0.38135500000000006,-0.017968846153846158,-0.8021173076923078,-0.7335138461538462
"Bairstow, Sam",11,0,0,0,38,16,-0.1314225,-0.11759375,-0.135084375,0.01606875,-0.236609375,-0.7661886842105264
"Waring, Paul",10,0,0,0,30,28,-0.28416642857142854,-0.2617271428571429,-0.0187375,-0.04375285714285714,-0.32421750000000005,-0.776505
"Masaveu, Luis",7,0,0,0,28,24,-0.09270083333333333,-0.10085458333333332,-0.5905966666666667,-0.10658166666666669,-0.7980329166666666,-0.7781682142857143
"Hollick, Michael",14,0,0.001,0,41,12,-0.43111000000000005,-0.11425833333333335,-0.11076833333333332,-0.24226916666666667,-0.46729583333333335,-0.7818143902439025
"Van Rooyen, Erik",11,0,0,0,29,24,0.49642958333333337,-0.34230958333333333,-1.0134691666666666,0.25785875,-1.09792,-0.7911120689655171
"Grillo, Emiliano",10,0,0.002,0,31,28,-0.5361214285714285,-0.19679678571428574,-0.11287892857142855,-0.14042107142857144,-0.4500967857142857,-0.7976561290322581
"Malnati, Peter",10,0,0,0,27,20,0.17632149999999996,0.1384085,-0.8346259999999999,-0.520505,-1.2167225,-0.802467037037037
"Nyholm, Pontus",10,0,0.001,0,27,20,0.255572,0.06951450000000002,-0.615278,-0.36786950000000007,-0.913633,-0.8025418518518519
"Canter, Laurie",9,0,0,0,34,34,-0.5888082352941177,-0.546789705882353,-0.09297441176470586,0.42136558823529413,-0.21839852941176474,-0.8072052941176471
"Hirata, Kensei",10,0,0,0,29,24,-0.058371666666666676,-0.01785416666666664,-0.72323125,0.19119416666666667,-0.5498912499999999,-0.8116655172413793
"Dean, Joe",10,0,0,0,32,12,0.48981333333333327,0.02117750000000002,-0.8047508333333333,-0.5343175,-1.3178908333333332,-0.8151787500000001
"Bryant, Davis",11,0,0.004,0,38,10,-0.3484520000000001,-0.259398,-1.112708,-0.5155749999999999,-1.887681,-0.8181613157894737
"Schmidt, Ben",12,0,0,0,34,14,-0.41322071428571433,-0.47207785714285716,0.5727935714285713,-0.3312378571428572,-0.230522142857143,-0.8189923529411764
"Chatfield, Davis",10,0,0,0,28,21,-0.6633833333333333,0.1397657142857143,-0.48166714285714285,0.039300952380952374,-0.30260047619047614,-0.8218342857142857
"Highsmith, Joe",11,0,0,0,37,34,-0.2609126470588235,-0.11893441176470589,0.03945499999999998,-0.41827558823529415,-0.49775500000000006,-0.844757027027027
"Bland, Richard",6,0,0,0,24,24,-0.5587254166666666,0.02570041666666666,0.31824416666666666,-0.6342891666666667,-0.29034458333333335,-0.84906625
"Hubbard, Mark",11,0,0,0,33,26,-0.6534453846153846,0.010791923076923076,-0.14744538461538464,-0.35714,-0.49379346153846165,-0.852130909090909
"Halvorsen, Andreas",8,0,0.009,0,22,8,-0.543035,0.05883999999999999,-0.59101375,0.0942625,-0.43791125,-0.8599927272727274
"Vegas, Jhonattan",10,0,0.001,0,33,30,-0.020046000000000008,-0.3848483333333333,-0.19174500000000003,0.019046666666666663,-0.5575466666666666,-0.8618484848484849
"Levy, Alexander",6,0,0.001,0,17,4,-1.206815,-0.9667075,-2.3208175000000004,0.30479,-2.9827350000000004,-0.8646676470588236
"Suber, Jackson",9,0,0,0,27,18,-0.7426394444444444,-0.12206611111111111,0.02554111111111114,-0.40294444444444444,-0.4994694444444444,-0.8647677777777779
"Jonsson, Tobias",12,0,0,0,40,12,-0.36374333333333336,0.33692666666666665,-0.06650333333333337,0.09705250000000003,0.36747583333333333,-0.86663175
"Meronk, Adrian",8,0,0,0,32,32,-0.08538281249999999,0.08023312500000002,-0.616030625,-0.24671437499999999,-0.7825118750000001,-0.8678928125
"Wu, Ashun",7,0,0,0,21,13,0.4119746153846154,0.05287923076923077,-1.0041561538461539,-0.5529469230769231,-1.5042238461538462,-0.8860042857142858
"Law, David",12,0,0.003,0,38,8,0.20197625,-1.04258375,-1.2748937500000002,-0.43357,-2.7510475000000003,-0.889905
"Lahiri, Anirban",6,0,0,0,24,24,-0.5908220833333333,-0.023181250000000014,-0.43541291666666665,0.15868125,-0.29991291666666664,-0.8907329166666665
"Kuchar, Matt",7,0,0,0,18,15,0.59402,-0.011524000000000015,-0.7983906666666667,-0.8000633333333333,-1.6099780000000001,-0.8917677777777777
"Bjerregaard, Lucas",4,0,0,0,12,4,-0.2604125,0.1265325,-0.5403775000000001,-0.47465500000000005,-0.8885000000000003,-0.8957324999999999
"Norlander, Henrik",5,0,0,0,16,7,0.025958571428571435,0.44936571428571426,0.0574,-0.4114185714285714,0.09534714285714285,-0.8969612500000002
"Crocker, Sean",9,0,0,0,28,12,-0.4616925,-0.269075,-0.3647408333333333,0.1501625,-0.48365333333333327,-0.9166046428571428
"Soderberg, Sebastian",9,0,0.001,0,26,12,-0.20986916666666666,-0.16423916666666669,-0.11003999999999999,0.10913083333333336,-0.1651483333333333,-0.9167361538461539
"Veerman, Johannes",8,0,0.002,0,28,22,0.7134290909090909,-0.08488545454545456,-0.7958118181818182,-0.6981813636363636,-1.5788786363636365,-0.9247799999999999
"Schneider, Marcel",10,0,0,0,29,12,-0.04999583333333337,-0.038625,0.11869999999999996,-0.385415,-0.30534000000000006,-0.9464696551724138
"Sargent, Gordon",9,0,0,0,25,18,-0.12090611111111113,-0.04986944444444445,-1.6337327777777777,0.3986355555555556,-1.2849666666666666,-0.9492284
"Lemke, Niklas",7,0,0,0,22,10,-0.3286510000000001,-0.19725299999999996,-0.24975800000000006,-0.294236,-0.741247,-0.9601931818181818
"Kaewkanjana, Sadom",8,0,0,0,26,8,0.03976749999999998,0.447835,-0.7009150000000001,-0.19272499999999998,-0.445805,-0.9639061538461539
"Campbell, Brian",12,0,0,0,34,32,0.3318521875,-0.095470625,-0.5011659374999999,-0.6223321875,-1.2189687499999997,-0.9676223529411765
"Young, Daniel",11,0,0,0,35,10,-0.740132,-0.09967799999999997,-0.07782799999999998,-0.518495,-0.696001,-0.9908408571428571
"Aphibarnrat, Kiradech",12,0,0,0,40,10,-0.3830190000000001,-0.179417,-1.009501,-0.326708,-1.515626,-1.0008777500000001
"Garcia Rodriguez, Sebastian",11,0,0,0,37,4,-1.347115,-0.4540025,-1.252445,0.36979249999999997,-1.336655,-1.0128951351351352
