year,month,day,team,opponent,location,teamscore,oppscore
2018,11,6,Florida St.,Florida,H,81,60
2019,2,9,Florida St.,Louisville,H,80,75
2019,1,12,Florida St.,Duke,H,78,80
2019,3,2,Florida St.,NC State,H,78,73
2019,1,22,Florida St.,Clemson,H,77,68
2018,11,28,Florida St.,Purdue,H,73,72
2019,3,5,Florida St.,Virginia Tech,H,73,64
2019,1,9,Florida St.,Miami (FL),H,68,62
2019,2,25,Florida St.,Notre Dame,H,68,61
2019,2,2,Florida St.,Georgia Tech,H,59,49
2019,3,23,Florida St.,Murray St.,N,90,62
2018,11,22,Florida St.,UAB,N,81,63
2018,12,22,Florida St.,Saint Louis,N,81,59
2018,11,23,Florida St.,LSU,N,79,76
2018,12,8,Florida St.,UConn,N,79,71
2019,3,21,Florida St.,Vermont,N,76,69
2019,3,15,Florida St.,Virginia,N,69,59
2019,3,14,Florida St.,Virginia Tech,N,65,63
2019,3,16,Florida St.,Duke,N,63,73
2018,11,25,Florida St.,Villanova,N,60,66
2019,3,28,Florida St.,Gonzaga,N,58,72
2018,11,16,Fordham,FIU,H,83,77
2018,12,8,Fordham,Rutgers,H,78,70
2018,11,25,Fordham,Alabama A&M,H,77,46
2018,12,20,Fordham,James Madison,H,75,48
2018,12,16,Fordham,Howard,H,74,67
2019,1,23,Fordham,La Salle,H,71,73
2018,11,18,Fordham,Columbia,H,70,69
2019,2,12,Fordham,Davidson,H,69,79
2018,11,17,Fordham,Youngstown St.,H,67,61
2019,3,6,Fordham,George Washington,H,67,56
2019,2,9,Fordham,Duquesne,H,66,74
2019,1,15,Fordham,Saint Louis,H,60,63
2018,12,30,Fordham,LIU Brooklyn,H,57,60
2019,2,23,Fordham,St. Bonaventure,H,53,74
2019,1,26,Fordham,Dayton,H,52,75
2019,2,27,Fordham,Saint Joseph's,H,52,66
2019,1,5,Fordham,VCU,H,51,76
2018,12,11,Fordham,NJIT,H,50,53
2019,3,13,Fordham,Richmond,N,50,52
2019,3,9,Fresno St.,San Jose St.,H,121,81
2018,12,19,Fresno St.,California,H,95,73
2018,12,22,Fresno St.,UT Martin,H,93,53
2018,12,8,Fresno St.,Long Beach St.,H,92,71
2019,2,2,Fresno St.,New Mexico,H,82,70
2018,11,28,Fresno St.,Pacific,H,81,78
2019,2,5,Fresno St.,Utah St.,H,81,82
2019,1,5,Fresno St.,Colorado St.,H,78,67
2018,12,1,Fresno St.,Cal Poly,H,76,67
2018,12,5,Fresno St.,Weber St.,H,71,52
2019,2,27,Fresno St.,Wyoming,H,71,60
2019,1,22,Fresno St.,San Diego St.,H,66,62
2019,2,13,Fresno St.,Boise St.,H,65,63
2019,1,12,Fresno St.,Nevada,H,64,74
2019,2,20,Fresno St.,Air Force,H,61,64
2018,12,29,Fresno St.,Utah Valley,H,60,64
2018,11,25,Fresno St.,Hawaii,N,79,64
2018,11,22,Fresno St.,Northwestern,N,78,59
2018,11,23,Fresno St.,Miami (FL),N,76,78
2019,3,14,Fresno St.,Air Force,N,76,50
2019,3,15,Fresno St.,Utah St.,N,60,85
2019,1,5,Furman,The Citadel,H,101,85
2019,2,16,Furman,VMI,H,96,62
2018,12,15,Furman,UNCW,H,93,50
2019,2,9,Furman,ETSU,H,91,61
2018,12,1,Furman,Western Caro.,H,90,88
2018,11,13,Furman,Gardner-Webb,H,88,86
2018,12,11,Furman,Charleston So.,H,77,69
2019,1,24,Furman,Chattanooga,H,73,58
2019,1,26,Furman,Samford,H,73,75
2019,1,3,Furman,Mercer,H,71,58
2019,3,20,Furman,Wichita St.,H,70,76
2019,2,14,Furman,UNC Greensboro,H,67,57
2019,2,23,Furman,Wofford,H,64,72
2019,3,9,Furman,Mercer,N,85,74
2019,3,10,Furman,UNC Greensboro,N,62,66
2018,11,13,Ga. Southern,George Mason,H,98,89
2019,1,12,Ga. Southern,Louisiana,H,85,87
2019,3,9,Ga. Southern,Georgia St.,H,85,90
2019,2,28,Ga. Southern,Little Rock,H,81,66
2019,3,2,Ga. Southern,Arkansas St.,H,81,70
2018,12,18,Ga. Southern,Bradley,H,79,74
2019,1,10,Ga. Southern,La.-Monroe,H,79,78
2019,2,15,Ga. Southern,Troy,H,76,51
2019,2,13,Ga. Southern,South Alabama,H,75,65
2019,1,26,Ga. Southern,Texas St.,H,74,58
2019,1,24,Ga. Southern,UT Arlington,H,67,72
2018,11,27,Ga. Southern,ETSU,H,64,69
2018,11,17,Ga. Southern,Pepperdine,N,88,78
2019,3,15,Ga. Southern,La.-Monroe,N,81,67
2018,11,16,Ga. Southern,Fla. Atlantic,N,80,70
2018,11,18,Ga. Southern,Montana,N,80,77
2019,3,16,Ga. Southern,UT Arlington,N,58,67
2018,12,8,Gardner-Webb,Charlotte,H,102,55
2018,12,1,Gardner-Webb,Savannah St.,H,97,60
2019,1,19,Gardner-Webb,Hampton,H,87,74
2019,2,2,Gardner-Webb,UNC Asheville,H,82,81
2018,12,13,Gardner-Webb,Kennesaw St.,H,81,77
2019,2,27,Gardner-Webb,Presbyterian,H,78,70
2019,2,13,Gardner-Webb,Charleston So.,H,77,74
2019,1,30,Gardner-Webb,High Point,H,69,67
2019,3,2,Gardner-Webb,Longwood,H,66,47
2019,1,12,Gardner-Webb,USC Upstate,H,64,59
2019,2,16,Gardner-Webb,Winthrop,H,64,60
2018,11,24,Gardner-Webb,UNCW,N,81,72
2018,11,23,Gardner-Webb,Eastern Ill.,N,78,79
2019,3,7,Gardner-Webb,High Point,N,75,69
2018,11,25,Gardner-Webb,Arkansas St.,N,69,77
2019,3,22,Gardner-Webb,Virginia,N,56,71
2018,12,21,George Mason,Navy,H,84,63
2019,2,10,George Mason,La Salle,H,84,76
2018,11,28,George Mason,Morgan St.,H,82,75
2019,2,13,George Mason,Massachusetts,H,80,75
2018,11,20,George Mason,N.C. Central,H,78,63
2019,2,23,George Mason,Duquesne,H,78,79
2019,2,27,George Mason,Richmond,H,77,63
2018,11,9,George Mason,American,H,75,78
2018,11,6,George Mason,Penn,H,71,72
2019,1,19,George Mason,Fordham,H,71,68
2018,11,17,George Mason,Southern U.,H,69,65
2019,1,6,George Mason,St. Bonaventure,H,68,53
2018,12,3,George Mason,Vermont,H,67,72
2018,12,7,George Mason,James Madison,H,66,53
2019,1,26,George Mason,George Washington,H,62,55
2019,1,9,George Mason,Davidson,H,56,61
2019,3,5,George Mason,VCU,H,36,71
2018,11,24,George Mason,Baylor,N,61,72
2019,3,14,George Mason,George Washington,N,61,57
2019,3,15,George Mason,St. Bonaventure,N,57,68
2018,11,23,George Mason,Cincinnati,N,55,71
2019,1,20,George Washington,Duquesne,H,85,91
2018,12,8,George Washington,Valparaiso,H,79,82
2019,1,30,George Washington,Fordham,H,79,61
2019,2,20,George Washington,Massachusetts,H,79,67
2018,11,6,George Washington,Stony Brook,H,74,77
2018,12,29,George Washington,American,H,71,67
2018,11,24,George Washington,Manhattan,H,70,43
2018,12,14,George Washington,Howard,H,70,64
2018,12,5,George Washington,Towson,H,68,64
2019,1,9,George Washington,Dayton,H,66,72
2019,3,9,George Washington,George Mason,H,65,81
2018,11,8,George Washington,Siena,H,61,69
2019,2,13,George Washington,Saint Louis,H,58,73
2019,3,2,George Washington,St. Bonaventure,H,58,64
2019,1,12,George Washington,Richmond,H,56,76
2018,11,28,George Washington,Vermont,H,53,69
2019,2,6,George Washington,VCU,H,50,60
2019,3,13,George Washington,Massachusetts,N,68,64
2018,11,17,George Washington,Michigan,N,61,84
2019,3,14,George Washington,George Mason,N,57,61
2018,11,18,George Washington,South Carolina,N,55,90
2018,12,22,Georgetown,Little Rock,H,102,94
2018,12,29,Georgetown,Howard,H,102,67
2019,1,12,Georgetown,Providence,H,96,90
2019,1,5,Georgetown,St. John's (NY),H,94,97
2018,11,24,Georgetown,Campbell,H,93,85
2018,11,28,Georgetown,Richmond,H,90,82
2018,12,3,Georgetown,Liberty,H,88,78
2019,1,21,Georgetown,Creighton,H,87,91
2018,11,10,Georgetown,Central Conn. St.,H,85,78
2019,2,20,Georgetown,Villanova,H,85,73
2018,12,18,Georgetown,Appalachian St.,H,83,73
2019,2,27,Georgetown,DePaul,H,82,73
2019,1,31,Georgetown,Xavier,H,80,73
2019,3,2,Georgetown,Seton Hall,H,77,71
2018,12,15,Georgetown,SMU,H,73,81
2019,1,15,Georgetown,Marquette,H,71,74
2019,2,9,Georgetown,Butler,H,69,73
2018,11,6,Georgetown,UMES,H,68,53
2019,3,20,Georgetown,Harvard,H,68,71
2018,11,18,Georgetown,South Fla.,N,76,73
2019,3,14,Georgetown,Seton Hall,N,57,73
2018,11,16,Georgetown,Loyola Marymount,N,52,65
2018,11,9,Georgia,Savannah St.,H,110,76
2019,1,26,Georgia,Texas,H,98,88
2018,12,3,Georgia,Texas Southern,H,92,75
2018,12,30,Georgia,Massachusetts,H,91,72
2018,11,27,Georgia,Kennesaw St.,H,84,51
2019,1,9,Georgia,Vanderbilt,H,82,63
2018,12,18,Georgia,Oakland,H,81,69
2019,2,2,Georgia,South Carolina,H,80,86
2019,2,16,Georgia,LSU,H,79,83
2018,11,16,Georgia,Sam Houston St.,H,75,64
2019,2,27,Georgia,Auburn,H,75,78
2018,12,15,Georgia,Arizona St.,H,74,76
2019,2,20,Georgia,Mississippi St.,H,67,68
2019,2,9,Georgia,Ole Miss,H,64,80
2019,1,19,Georgia,Florida,H,52,62
2019,1,15,Georgia,Kentucky,H,49,69
2019,3,6,Georgia,Missouri,H,39,64
2018,11,19,Georgia,Illinois St.,N,80,68
2018,11,21,Georgia,Georgia St.,N,67,91
2019,3,13,Georgia,Missouri,N,61,71
2018,11,20,Georgia,Clemson,N,49,64
2018,12,12,Georgia St.,Chattanooga,H,95,88
2019,2,15,Georgia St.,South Alabama,H,90,81
2019,1,10,Georgia St.,Louisiana,H,89,76
2018,12,19,Georgia St.,UNCW,H,86,71
2019,3,2,Georgia St.,Little Rock,H,83,70
2019,2,2,Georgia St.,Ga. Southern,H,81,72
2019,1,26,Georgia St.,UT Arlington,H,77,71
2019,2,13,Georgia St.,Troy,H,77,63
2019,2,28,Georgia St.,Arkansas St.,H,76,60
2018,11,6,Georgia St.,ETSU,H,74,68
2019,1,12,Georgia St.,La.-Monroe,H,74,73
2019,1,24,Georgia St.,Texas St.,H,68,81
2018,11,13,Georgia St.,Mercer,H,62,60
2018,11,21,Georgia St.,Georgia,N,91,67
2018,11,19,Georgia St.,St. Bonaventure,N,75,65
2019,3,17,Georgia St.,UT Arlington,N,73,64
2018,11,20,Georgia St.,Creighton,N,68,93
2019,3,16,Georgia St.,Texas St.,N,59,46
2019,3,22,Georgia St.,Houston,N,55,84
2019,1,5,Georgia Tech,Wake Forest,H,92,79
2018,11,9,Georgia Tech,Lamar University,H,88,69
2018,12,28,Georgia Tech,Kennesaw St.,H,87,57
2019,3,3,Georgia Tech,Boston College,H,81,78
2018,11,16,Georgia Tech,East Carolina,H,79,54
2019,1,2,Georgia Tech,USC Upstate,H,79,63
2018,12,9,Georgia Tech,Florida A&M,H,73,40
2019,2,20,Georgia Tech,Pittsburgh,H,73,65
2018,11,21,Georgia Tech,UTRGV,H,72,44
2018,12,17,Georgia Tech,Gardner-Webb,H,69,79
2018,11,23,Georgia Tech,Prairie View,H,65,54
2019,1,22,Georgia Tech,Notre Dame,H,63,61
2018,12,22,Georgia Tech,Georgia,H,59,70
2019,1,29,Georgia Tech,North Carolina,H,54,77
2019,1,19,Georgia Tech,Louisville,H,51,79
2019,1,9,Georgia Tech,Virginia Tech,H,49,52
2019,2,16,Georgia Tech,Florida St.,H,47,69
2019,2,6,Georgia Tech,Clemson,H,42,65
2018,12,1,Georgia Tech,St. John's (NY),N,73,76
2019,3,12,Georgia Tech,Notre Dame,N,71,78
2018,11,6,Gonzaga,Idaho St.,H,120,79
2018,11,10,Gonzaga,Texas Southern,H,104,67
2018,11,26,Gonzaga,North Dakota St.,H,102,60
2019,2,23,Gonzaga,BYU,H,102,68
2018,12,21,Gonzaga,Denver,H,101,40
2018,12,28,Gonzaga,North Ala.,H,96,51
2018,11,15,Gonzaga,Texas A&M,H,94,71
2019,2,9,Gonzaga,Saint Mary's (CA),H,94,46
2019,2,7,Gonzaga,San Francisco,H,92,62
2019,2,21,Gonzaga,Pepperdine,H,92,64
2019,1,5,Gonzaga,Santa Clara,H,91,48
2018,12,18,Gonzaga,UT Arlington,H,89,55
2018,12,31,Gonzaga,CSU Bakersfield,H,89,54
2019,2,2,Gonzaga,San Diego,H,85,69
2018,12,5,Gonzaga,Washington,H,81,79
2019,1,17,Gonzaga,Loyola Marymount,H,73,55
2019,1,10,Gonzaga,Pacific,H,67,36
2019,3,11,Gonzaga,Pepperdine,N,100,74
2018,11,20,Gonzaga,Arizona,N,91,74
2018,11,21,Gonzaga,Duke,N,89,87
2019,3,21,Gonzaga,Fairleigh Dickinson,N,87,49
2018,11,19,Gonzaga,Illinois,N,84,78
2019,3,23,Gonzaga,Baylor,N,83,71
2018,12,9,Gonzaga,Tennessee,N,73,76
2019,3,28,Gonzaga,Florida St.,N,72,58
2019,3,30,Gonzaga,Texas Tech,N,69,75
2019,3,12,Gonzaga,Saint Mary's (CA),N,47,60
2019,3,7,Grambling,Alabama St.,H,93,66
2019,2,18,Grambling,Prairie View,H,87,92
2019,2,16,Grambling,Texas Southern,H,85,86
2019,2,2,Grambling,Ark.-Pine Bluff,H,79,55
2019,2,4,Grambling,Mississippi Val.,H,79,57
2019,1,14,Grambling,Alcorn,H,77,42
2018,12,19,Grambling,Southeastern La.,H,69,68
2019,1,12,Grambling,Southern U.,H,69,63
2019,3,9,Grambling,Alabama A&M,H,66,58
2019,1,26,Grambling,Jackson St.,H,63,65
2019,3,12,Grambling,Ark.-Pine Bluff,H,59,52
2019,3,15,Grambling,Prairie View,N,71,81
2018,11,24,Grambling,IUPUI,N,69,80
2018,11,16,Grand Canyon,Arkansas St.,H,96,72
2019,2,21,Grand Canyon,California Baptist,H,91,58
2018,11,10,Grand Canyon,Delaware St.,H,89,47
2018,12,22,Grand Canyon,Mississippi Val.,H,85,64
2019,1,17,Grand Canyon,Chicago St.,H,80,46
2019,1,19,Grand Canyon,UMKC,H,78,50
2018,11,12,Grand Canyon,Jacksonville,H,76,59
2019,3,2,Grand Canyon,CSU Bakersfield,H,73,69
2019,1,3,Grand Canyon,Utah Valley,H,71,60
2019,1,5,Grand Canyon,Seattle U,H,71,57
2018,12,1,Grand Canyon,Boise St.,H,69,67
2019,2,7,Grand Canyon,UTRGV,H,69,72
2019,2,9,Grand Canyon,New Mexico St.,H,64,67
2019,3,14,Grand Canyon,Seattle U,N,84,75
2018,11,25,Grand Canyon,La Salle,N,82,70
2019,3,15,Grand Canyon,Utah Valley,N,78,74
2018,11,22,Grand Canyon,Seton Hall,N,75,82
2018,11,23,Grand Canyon,Utah,N,66,75
2018,12,9,Grand Canyon,Nevada,N,66,74
2019,3,16,Grand Canyon,New Mexico St.,N,57,89
2018,12,1,Green Bay,Belmont,H,100,92
2019,1,3,Green Bay,Youngstown St.,H,99,93
2019,3,26,Green Bay,FIU,H,98,68
2019,1,5,Green Bay,Cleveland St.,H,90,89
2019,1,19,Green Bay,UIC,H,90,85
2019,2,1,Green Bay,Milwaukee,H,90,74
2019,4,2,Green Bay,Texas Southern,H,87,86
2018,11,28,Green Bay,Northern Ill.,H,85,83
2019,2,16,Green Bay,Detroit Mercy,H,82,73
2019,3,2,Green Bay,Northern Ky.,H,82,86
2019,3,5,Green Bay,UIC,H,82,77
2019,3,29,Green Bay,CSU Bakersfield,H,80,65
2018,11,9,Green Bay,Indiana St.,H,74,78
2019,1,17,Green Bay,IUPUI,H,70,76
2019,2,28,Green Bay,Wright St.,H,70,67
2019,2,14,Green Bay,Oakland,H,66,54
2018,11,17,Green Bay,Morehead St.,N,87,70
2019,3,11,Green Bay,Wright St.,N,54,66
2019,2,7,Hampton,Radford,H,98,101
2019,1,10,Hampton,Charleston So.,H,94,82
2019,2,28,Hampton,Winthrop,H,90,75
2019,1,24,Hampton,USC Upstate,H,88,70
2019,2,21,Hampton,Longwood,H,86,66
2019,1,12,Hampton,UNC Asheville,H,83,61
2019,2,16,Hampton,High Point,H,81,86
2019,3,21,Hampton,St. Francis Brooklyn,H,81,72
2019,3,5,Hampton,Longwood,H,77,71
2019,3,26,Hampton,Charleston So.,H,73,67
2018,12,8,Hampton,William & Mary,H,71,76
2019,1,26,Hampton,Campbell,H,64,58
2018,12,22,Hampton,Howard,N,89,82
2018,11,19,Hampton,Bowling Green,N,79,81
2018,11,20,Hampton,Loyola Maryland,N,66,75
2018,12,16,Hartford,Oakland,H,87,82
2019,1,30,Hartford,Binghamton,H,86,60
2019,3,2,Hartford,Albany (NY),H,82,80
2019,2,13,Hartford,Maine,H,81,73
2019,3,9,Hartford,UMass Lowell,H,78,70
2018,12,1,Hartford,Bowling Green,H,76,63
2019,2,16,Hartford,Vermont,H,75,77
2019,1,23,Hartford,New Hampshire,H,74,39
2019,1,19,Hartford,UMass Lowell,H,73,76
2018,11,6,Hartford,Central Conn. St.,H,68,75
2019,1,9,Hartford,UMBC,H,66,64
2018,12,29,Hartford,Marist,H,65,56
2019,3,5,Hartford,Stony Brook,H,63,68
2018,11,21,Hartford,Iona,N,75,80
2018,11,19,Hartford,Utah Valley,N,65,72
2019,2,8,Harvard,Columbia,H,98,96
2018,12,22,Harvard,George Washington,H,75,61
2018,11,28,Harvard,Holy Cross,H,73,62
2018,11,9,Harvard,Northeastern,H,71,81
2019,2,2,Harvard,Brown,H,68,47
2019,3,2,Harvard,Princeton,H,66,58
2019,2,1,Harvard,Yale,H,65,49
2019,1,26,Harvard,Dartmouth,H,64,59
2019,2,9,Harvard,Cornell,H,61,67
2019,3,1,Harvard,Penn,H,59,53
2018,12,29,Harvard,Mercer,N,71,67
2019,3,16,Harvard,Penn,N,66,58
2019,2,16,Hawaii,UC Riverside,H,87,64
2018,11,18,Hawaii,Northern Ariz.,H,85,68
2018,11,9,Hawaii,Portland,H,82,64
2018,12,8,Hawaii,Hawaii,H,82,75
2019,1,26,Hawaii,UC Davis,H,80,60
2019,1,9,Hawaii,Cal St. Fullerton,H,79,68
2018,12,16,Hawaii,Mississippi Val.,H,76,51
2019,2,14,Hawaii,Cal Poly,H,75,54
2019,1,23,Hawaii,UC Irvine,H,74,75
2019,1,31,Hawaii,Long Beach St.,H,74,57
2019,3,2,Hawaii,CSUN,H,73,84
2018,12,29,Hawaii,Alabama A&M,H,71,63
2018,12,23,Hawaii,Colorado,H,70,62
2018,12,25,Hawaii,Rhode Island,H,68,60
2018,12,22,Hawaii,Hawaii,H,59,73
2019,2,2,Hawaii,UC Santa Barbara,H,54,75
2018,11,11,Hawaii,North Texas,H,51,68
2018,11,22,Hawaii,Utah,N,90,79
2019,3,14,Hawaii,Long Beach St.,N,66,68
2018,11,25,Hawaii,Fresno St.,N,64,79
2018,11,23,Hawaii,Seton Hall,N,54,64
2019,1,2,High Point,Washington,H,101,60
2019,2,23,High Point,Gardner-Webb,H,87,79
2018,12,15,High Point,Western Caro.,H,86,59
2019,2,2,High Point,Hampton,H,85,69
2019,1,10,High Point,Presbyterian,H,74,58
2019,1,16,High Point,USC Upstate,H,71,54
2018,12,1,High Point,Eastern Ky.,H,69,70
2019,1,26,High Point,UNC Asheville,H,65,61
2018,11,10,High Point,Wofford,H,60,68
2019,2,13,High Point,Longwood,H,59,62
2019,2,7,High Point,Campbell,H,57,56
2019,2,27,High Point,Radford,H,54,72
2018,11,19,High Point,Air Force,N,69,62
2019,3,7,High Point,Gardner-Webb,N,69,75
2018,11,16,High Point,South Dakota,N,60,56
2018,11,17,High Point,UMBC,N,59,68
2018,12,22,High Point,Richmond,N,59,74
2019,2,7,Hofstra,Elon,H,102,61
2019,2,23,Hofstra,James Madison,H,99,104
2018,11,28,Hofstra,Siena,H,94,86
2019,2,9,Hofstra,William & Mary,H,93,87
2018,11,14,Hofstra,N.C. A&T,H,92,72
2018,12,28,Hofstra,Delaware,H,91,46
2019,2,21,Hofstra,Towson,H,91,82
2018,12,8,Hofstra,Rider,H,89,73
2018,12,30,Hofstra,Drexel,H,89,75
2019,1,17,Hofstra,UNCW,H,87,72
2019,1,19,Hofstra,Col. of Charleston,H,86,72
2018,11,21,Hofstra,Cal St. Fullerton,H,80,71
2018,11,9,Hofstra,Mount St. Mary's,H,79,61
2018,12,5,Hofstra,Monmouth,H,75,73
2019,1,5,Hofstra,Northeastern,H,75,72
2019,3,11,Hofstra,Delaware,N,78,74
2019,3,10,Hofstra,James Madison,N,76,67
2019,3,12,Hofstra,Northeastern,N,74,82
2019,1,9,Holy Cross,Lehigh,H,94,99
2018,11,6,Holy Cross,Sacred Heart,H,93,81
2019,1,12,Holy Cross,Lafayette,H,77,70
2019,2,16,Holy Cross,Bucknell,H,72,71
2019,2,13,Holy Cross,Colgate,H,70,74
2019,1,26,Holy Cross,Navy,H,69,64
2018,12,1,Holy Cross,Fairleigh Dickinson,H,67,49
2019,3,2,Holy Cross,American,H,66,86
2018,12,20,Holy Cross,Canisius,H,65,63
2019,1,19,Holy Cross,Loyola Maryland,H,65,67
2018,12,8,Holy Cross,Rhode Island,H,63,79
2018,12,22,Holy Cross,Siena,H,60,57
2019,2,18,Holy Cross,Boston U.,H,60,70
2019,2,6,Holy Cross,Army West Point,H,56,42
2018,11,16,Holy Cross,Stony Brook,N,84,70
2018,11,18,Holy Cross,Siena,N,57,45
2018,11,10,Houston,Alabama A&M,H,101,54
2019,1,23,Houston,East Carolina,H,94,50
2019,1,6,Houston,Memphis,H,90,77
2019,3,7,Houston,SMU,H,90,79
2018,11,19,Houston,Northwestern St.,H,82,55
2018,12,12,Houston,LSU,H,82,76
2018,12,29,Houston,NJIT,H,80,59
2018,11,14,Houston,Rice,H,79,68
2018,12,4,Houston,Lamar University,H,79,56
2019,1,12,Houston,Wichita St.,H,79,70
2018,12,23,Houston,Coppin St.,H,75,44
2019,1,2,Houston,Tulsa,H,74,56
2019,1,31,Houston,Temple,H,73,66
2019,2,23,Houston,South Fla.,H,71,59
2018,12,16,Houston,Saint Louis,H,68,64
2018,12,1,Houston,Oregon,H,65,61
2019,2,10,Houston,Cincinnati,H,65,58
2019,3,2,Houston,UCF,H,64,69
2018,12,20,Houston,Utah St.,H,60,50
2018,11,28,Houston,UTRGV,H,58,53
2019,3,15,Houston,UConn,N,84,45
2019,3,22,Houston,Georgia St.,N,84,55
2019,3,24,Houston,Ohio St.,N,74,59
2019,3,29,Houston,Kentucky,N,58,62
2019,3,17,Houston,Cincinnati,N,57,69
2019,3,6,Houston Baptist,Incarnate Word,H,118,111
2019,2,20,Houston Baptist,Northwestern St.,H,92,54
2019,1,2,Houston Baptist,Lamar University,H,88,82
2019,2,16,Houston Baptist,Nicholls St.,H,88,82
2019,3,2,Houston Baptist,McNeese,H,86,65
2018,11,26,Houston Baptist,UTSA,H,82,86
2019,2,6,Houston Baptist,SFA,H,77,79
2018,11,10,Houston Baptist,Fordham,H,75,72
2019,2,2,Houston Baptist,A&M-Corpus Christi,H,73,72
2019,1,23,Houston Baptist,Southeastern La.,H,67,70
2019,1,19,Houston Baptist,Sam Houston St.,H,65,71
2019,3,13,Houston Baptist,Lamar University,N,79,81
2018,11,7,Howard,Washington,H,115,91
2018,11,11,Howard,Penn,H,99,71
2019,2,18,Howard,N.C. Central,H,90,98
2019,1,15,Howard,Morgan St.,H,86,89
2018,12,8,Howard,American,H,85,83
2019,2,16,Howard,N.C. A&T,H,81,85
2019,1,26,Howard,Delaware St.,H,80,74
2019,2,2,Howard,Norfolk St.,H,78,80
2019,1,5,Howard,Florida A&M,H,72,82
2019,1,28,Howard,UMES,H,72,57
2019,1,21,Howard,Harvard,H,71,84
2019,1,12,Howard,Bethune-Cookman,H,63,71
2018,11,24,Howard,California Baptist,N,86,84
2018,12,22,Howard,Hampton,N,82,89
2019,3,14,Howard,Bethune-Cookman,N,80,71
2019,3,15,Howard,Norfolk St.,N,69,75
2019,3,2,Idaho,Sacramento St.,H,94,90
2018,12,31,Idaho,Weber St.,H,87,93
2018,11,13,Idaho,Nicholls St.,H,80,83
2018,12,15,Idaho,Omaha,H,80,89
2019,1,3,Idaho,Eastern Wash.,H,74,71
2019,2,2,Idaho,Northern Ariz.,H,73,86
2018,12,8,Idaho,CSU Bakersfield,H,67,73
2019,1,10,Idaho,Montana St.,H,67,77
2019,2,28,Idaho,Portland St.,H,65,67
2019,2,4,Idaho,Southern Utah,H,64,75
2018,12,29,Idaho,Idaho St.,H,55,72
2019,1,19,Idaho,Montana,H,51,69
2019,2,14,Idaho,Northern Colo.,H,47,75
2019,3,13,Idaho,Montana St.,N,71,75
2018,11,24,Idaho,UC Santa Barbara,N,55,66
2019,1,3,Idaho St.,Southern Utah,H,88,68
2019,3,4,Idaho St.,Weber St.,H,78,74
2018,11,15,Idaho St.,Pacific,H,76,83
2019,2,14,Idaho St.,Montana St.,H,76,84
2018,11,29,Idaho St.,Montana,H,74,66
2019,3,9,Idaho St.,Idaho,H,70,68
2019,1,5,Idaho St.,Northern Ariz.,H,69,81
2019,2,2,Idaho St.,Portland St.,H,69,67
2019,2,16,Idaho St.,Montana,H,68,80
2019,3,7,Idaho St.,Eastern Wash.,H,62,91
2019,1,31,Idaho St.,Sacramento St.,H,58,74
2019,1,21,Idaho St.,Northern Colo.,H,53,77
2019,3,13,Idaho St.,Southern Utah,N,80,94
2018,11,8,Illinois,Evansville,H,99,60
2019,2,9,Illinois,Rutgers,H,99,94
2019,1,16,Illinois,Minnesota,H,95,68
2018,11,25,Illinois,Mississippi Val.,H,86,67
2019,3,3,Illinois,Northwestern,H,81,76
2018,11,13,Illinois,Georgetown,H,80,88
2019,2,5,Illinois,Michigan St.,H,79,74
2018,12,8,Illinois,UNLV,H,77,74
2019,2,23,Illinois,Penn St.,H,76,83
2019,3,7,Illinois,Indiana,H,74,92
2018,12,15,Illinois,ETSU,H,73,55
2018,12,29,Illinois,Fla. Atlantic,H,71,73
2019,2,2,Illinois,Nebraska,H,71,64
2019,1,10,Illinois,Michigan,H,69,79
2018,12,5,Illinois,Ohio St.,H,67,77
2019,1,23,Illinois,Wisconsin,H,60,72
2018,11,19,Illinois,Gonzaga,N,78,84
2019,1,26,Illinois,Maryland,N,78,67
2018,11,21,Illinois,Xavier,N,74,83
2019,3,13,Illinois,Northwestern,N,74,69
2018,11,20,Illinois,Iowa St.,N,68,84
2018,12,22,Illinois,Missouri,N,63,79
2019,3,14,Illinois,Iowa,N,62,83
2018,11,28,Illinois St.,BYU,H,92,89
2018,12,16,Illinois St.,Cleveland St.,H,88,77
2019,1,27,Illinois St.,Indiana St.,H,76,62
2018,11,13,Illinois St.,Chicago St.,H,75,71
2018,11,6,Illinois St.,FGCU,H,74,66
2018,12,8,Illinois St.,Ole Miss,H,74,81
2019,1,8,Illinois St.,UNI,H,70,69
2019,2,24,Illinois St.,Drake,H,67,60
2018,12,1,Illinois St.,San Diego St.,H,65,75
2019,2,2,Illinois St.,Loyola Chicago,H,65,57
2019,2,27,Illinois St.,Missouri St.,H,65,57
2019,1,15,Illinois St.,Southern Ill.,H,59,58
2019,2,16,Illinois St.,Bradley,H,59,65
2019,1,5,Illinois St.,Evansville,H,58,46
2019,2,5,Illinois St.,Valparaiso,H,53,69
2018,11,20,Illinois St.,Akron,N,73,68
2018,11,21,Illinois St.,Boise St.,N,73,70
2018,11,19,Illinois St.,Georgia,N,68,80
2019,3,7,Illinois St.,Evansville,N,65,60
2019,3,8,Illinois St.,Drake,N,62,78
2019,1,30,Incarnate Word,Houston Baptist,H,92,96
2019,1,2,Incarnate Word,McNeese,H,77,88
2019,3,2,Incarnate Word,A&M-Corpus Christi,H,72,74
2019,1,19,Incarnate Word,SFA,H,71,74
