year,month,day,team,opponent,location,teamscore,oppscore
2025,3,5,Alabama,Florida,H,94,99
2025,2,1,Alabama,Georgia,H,90,69
2024,11,8,Alabama,Arkansas St.,H,88,79
2025,2,15,Alabama,Auburn,H,85,94
2024,12,14,Alabama,Creighton,H,83,75
2024,12,22,Alabama,Kent St.,H,81,54
2025,1,25,Alabama,LSU,H,80,73
2024,11,11,Alabama,McNeese,H,72,64
2025,1,14,Alabama,Ole Miss,H,64,74
2024,11,20,Alabama,Illinois,N,100,87
2024,11,27,Alabama,Rutgers,N,95,90
2024,11,26,Alabama,Houston,N,85,80
2024,11,30,Alabama,Oregon,N,81,83
2025,1,27,Alabama A&M,Prairie View,H,98,82
2024,12,21,Alabama A&M,Samford,H,90,97
2025,1,4,Alabama A&M,Ark.-Pine Bluff,H,89,79
2024,11,25,Alabama A&M,IU Indy,H,83,88
2025,1,6,Alabama A&M,Mississippi Val.,H,79,67
2025,1,25,Alabama A&M,Texas Southern,H,78,82
2024,11,23,Alabama A&M,Coastal Carolina,H,77,70
2025,2,24,Alabama A&M,Florida A&M,H,77,66
2024,11,22,Alabama A&M,South Carolina St.,H,70,82
2025,2,8,Alabama A&M,Southern U.,H,68,81
2025,1,18,Alabama A&M,Alabama St.,H,65,69
2025,2,22,Alabama A&M,Bethune-Cookman,H,64,68
2025,2,10,Alabama A&M,Grambling,H,61,72
2024,11,30,Alabama A&M,Lipscomb,H,44,82
2024,12,11,Alabama St.,UT Martin,H,103,93
2025,3,1,Alabama St.,Alabama A&M,H,94,52
2025,1,6,Alabama St.,Ark.-Pine Bluff,H,93,91
2025,1,4,Alabama St.,Mississippi Val.,H,84,55
2025,2,10,Alabama St.,Southern U.,H,82,81
2025,1,27,Alabama St.,Texas Southern,H,69,80
2025,2,24,Alabama St.,Bethune-Cookman,H,68,70
2025,2,8,Alabama St.,Grambling,H,67,77
2025,1,25,Alabama St.,Prairie View,H,66,63
2025,2,22,Alabama St.,Florida A&M,H,60,59
2024,11,22,Alabama St.,Omaha,N,85,67
2024,12,20,Alabama St.,Delaware St.,N,80,83
2024,11,23,Alabama St.,Lamar University,N,77,75
2024,12,19,Alabama St.,Norfolk St.,N,54,71
2025,2,10,Alcorn,Mississippi Val.,H,86,39
2025,2,8,Alcorn,Ark.-Pine Bluff,H,79,60
2025,3,1,Alcorn,Prairie View,H,71,55
2025,1,27,Alcorn,Bethune-Cookman,H,70,61
2025,1,4,Alcorn,Jackson St.,H,69,72
2025,1,13,Alcorn,Alabama St.,H,67,65
2025,1,25,Alcorn,Florida A&M,H,64,65
2025,1,11,Alcorn,Alabama A&M,H,62,52
2025,3,3,Alcorn,Texas Southern,H,59,75
2024,12,29,American,UMBC,H,93,96
2024,12,4,American,George Washington,H,81,71
2025,1,25,American,Colgate,H,81,77
2025,1,5,American,Holy Cross,H,75,64
2025,2,15,American,Loyola Maryland,H,72,51
2025,2,1,American,Army West Point,H,71,68
2025,3,6,American,Lafayette,H,71,69
2025,1,11,American,Bucknell,H,68,58
2025,1,22,American,Lehigh,H,68,67
2024,11,10,American,Harvard,H,67,55
2025,2,10,American,Lafayette,H,60,58
2025,2,26,American,Navy,H,60,68
2025,2,22,American,Boston U.,H,48,44
2024,11,24,American,UAlbany,N,81,77
2024,11,22,American,Kansas City,N,64,60
2025,1,11,App State,James Madison,H,86,66
2025,2,1,App State,Georgia St.,H,80,76
2024,11,24,App State,William & Mary,H,79,76
2025,2,20,App State,Ga. Southern,H,79,74
2025,1,29,App State,Old Dominion,H,77,78
2025,1,8,App State,Coastal Carolina,H,74,51
2025,1,4,App State,Texas St.,H,72,61
2024,11,19,App State,Queens (NC),H,65,53
2024,11,4,App State,Miami (OH),H,63,77
2025,1,2,App State,Troy,H,61,69
2025,2,5,App State,Southern Miss.,H,60,58
2025,2,22,App State,Marshall,H,59,69
2024,11,29,App State,Colgate,N,72,50
2024,11,27,App State,Sam Houston,N,66,63
2024,12,14,App State,High Point,N,59,65
2025,3,7,App State,Old Dominion,N,56,61
2025,3,4,Arizona,Arizona St.,H,113,100
2024,11,9,Arizona,Old Dominion,H,102,44
2024,12,7,Arizona,Southern Utah,H,102,66
2024,12,18,Arizona,Samford,H,96,64
2025,2,22,Arizona,BYU,H,95,96
2024,12,21,Arizona,Central Mich.,H,94,41
2024,11,4,Arizona,Canisius,H,93,64
2024,12,30,Arizona,TCU,H,90,81
2025,1,11,Arizona,UCF,H,88,80
2025,1,27,Arizona,Iowa St.,H,86,75
2025,2,26,Arizona,Utah,H,83,66
2025,2,8,Arizona,Texas Tech,H,82,73
2025,1,14,Arizona,Baylor,H,81,70
2025,1,25,Arizona,Colorado,H,78,63
2025,2,15,Arizona,Houston,H,58,62
2024,11,22,Arizona,Duke,H,55,69
2024,11,27,Arizona,Davidson,N,104,71
2024,11,28,Arizona,Oklahoma,N,77,82
2024,11,29,Arizona,West Virginia,N,76,83
2024,12,14,Arizona,UCLA,N,54,57
2024,11,20,Arizona St.,Cal Poly,H,93,89
2024,12,3,Arizona St.,San Diego,H,90,53
2025,1,14,Arizona St.,UCF,H,89,95
2024,11,17,Arizona St.,St. Thomas (MN),H,81,66
2025,1,4,Arizona St.,Colorado,H,81,61
2025,2,26,Arizona St.,BYU,H,81,91
2025,2,1,Arizona St.,Arizona,H,72,81
2025,2,4,Arizona St.,Kansas St.,H,70,71
2025,2,15,Arizona St.,TCU,H,70,74
2025,1,11,Arizona St.,Baylor,H,66,72
2025,2,18,Arizona St.,Houston,H,65,80
2025,1,25,Arizona St.,Iowa St.,H,61,76
2025,3,8,Arizona St.,Texas Tech,H,57,85
2024,11,5,Arizona St.,Idaho St.,H,55,48
2024,11,14,Arizona St.,Grand Canyon,N,87,76
2024,11,28,Arizona St.,New Mexico,N,85,82
2024,11,8,Arizona St.,Santa Clara,N,81,74
2024,12,21,Arizona St.,Massachusetts,N,78,62
2024,11,29,Arizona St.,Saint Mary's (CA),N,68,64
2024,12,14,Arizona St.,Florida,N,66,83
2024,12,7,Ark.-Pine Bluff,Central Ark.,H,84,78
2025,1,27,Ark.-Pine Bluff,Grambling,H,77,81
2025,2,1,Ark.-Pine Bluff,Mississippi Val.,H,76,79
2025,2,4,Ark.-Pine Bluff,Texas Southern,H,69,68
2025,3,6,Ark.-Pine Bluff,Jackson St.,H,69,76
2025,1,25,Ark.-Pine Bluff,Southern U.,H,67,83
2025,1,13,Ark.-Pine Bluff,Prairie View,H,64,75
2025,2,15,Ark.-Pine Bluff,Alabama St.,H,63,75
2025,3,8,Ark.-Pine Bluff,Alcorn,H,63,65
2025,2,17,Ark.-Pine Bluff,Alabama A&M,H,61,75
2024,11,25,Arkansas,UMES,H,109,35
2024,12,21,Arkansas,N.C. A&T,H,95,67
2025,3,8,Arkansas,Mississippi St.,H,93,92
2024,12,30,Arkansas,Oakland,H,92,62
2025,2,22,Arkansas,Missouri,H,92,85
2024,11,18,Arkansas,Pacific,H,91,72
2025,2,26,Arkansas,Texas,H,86,81
2024,12,14,Arkansas,Central Ark.,H,82,57
2025,2,8,Arkansas,Alabama,H,81,85
2024,11,22,Arkansas,Little Rock,H,79,67
2024,11,6,Arkansas,Lipscomb,H,76,60
2024,12,7,Arkansas,UTSA,H,75,60
2025,2,12,Arkansas,LSU,H,70,58
2025,1,22,Arkansas,Georgia,H,68,65
2025,1,8,Arkansas,Ole Miss,H,66,73
2024,11,13,Arkansas,Troy,H,65,49
2025,1,11,Arkansas,Florida,H,63,71
2025,1,25,Arkansas,Oklahoma,H,62,65
2024,12,10,Arkansas,Michigan,N,89,87
2024,11,28,Arkansas,Illinois,N,77,90
2024,11,9,Arkansas,Baylor,N,67,72
2025,2,12,Arkansas St.,Southern Miss.,H,101,67
2024,12,21,Arkansas St.,Coastal Carolina,H,97,67
2025,2,22,Arkansas St.,ULM,H,95,70
2025,1,18,Arkansas St.,Georgia St.,H,85,59
2024,12,12,Arkansas St.,UT Arlington,H,83,79
2025,1,16,Arkansas St.,Louisiana,H,83,63
2024,11,4,Arkansas St.,Akron,H,80,75
2024,11,12,Arkansas St.,Little Rock,H,80,63
2025,1,25,Arkansas St.,Texas St.,H,80,65
2025,2,15,Arkansas St.,Troy,H,70,71
2024,12,5,Arkansas St.,Jackson St.,H,66,64
2025,1,23,Arkansas St.,App State,H,65,55
2024,11,16,Arkansas St.,SFA,H,59,49
2025,2,19,Arkansas St.,South Alabama,H,56,60
2024,11,29,Arkansas St.,Indiana St.,N,86,81
2025,3,8,Arkansas St.,Marshall,N,77,74
2024,11,30,Arkansas St.,Rice,N,67,75
2024,12,1,Arkansas St.,Hofstra,N,66,68
2025,2,8,Army West Point,Bucknell,H,116,110
2024,11,20,Army West Point,Fairleigh Dickinson,H,84,70
2024,12,8,Army West Point,Cornell,H,84,103
2025,1,29,Army West Point,Colgate,H,84,72
2024,12,29,Army West Point,UTSA,H,78,75
2025,2,19,Army West Point,American,H,76,69
2025,1,8,Army West Point,Loyola Maryland,H,74,72
2025,1,15,Army West Point,Lafayette,H,70,68
2024,12,22,Army West Point,Binghamton,H,68,78
2025,1,18,Army West Point,Boston U.,H,68,62
2025,2,5,Army West Point,Holy Cross,H,68,65
2024,11,4,Army West Point,UAlbany,H,67,59
2025,3,1,Army West Point,Lehigh,H,67,89
2025,1,26,Army West Point,Navy,H,53,66
2025,2,26,Auburn,Ole Miss,H,106,76
2024,11,18,Auburn,North Ala.,H,102,69
2024,12,17,Auburn,Georgia St.,H,100,59
2024,12,8,Auburn,Richmond,H,98,54
2025,2,4,Auburn,Oklahoma,H,98,70
2024,11,6,Auburn,Vermont,H,94,43
2025,3,8,Auburn,Alabama,H,91,93
2025,1,14,Auburn,Mississippi St.,H,88,66
2024,12,30,Auburn,Monmouth,H,87,58
2025,1,4,Auburn,Missouri,H,84,68
2025,2,22,Auburn,Georgia,H,82,70
2025,2,8,Auburn,Florida,H,81,90
2024,11,13,Auburn,Kent St.,H,79,56
2025,2,19,Auburn,Arkansas,H,67,60
2025,1,25,Auburn,Tennessee,H,53,51
2024,12,14,Auburn,Ohio St.,N,91,53
2024,11,27,Auburn,Memphis,N,90,76
2024,12,21,Auburn,Purdue,N,87,69
2024,11,26,Auburn,North Carolina,N,85,72
2024,11,25,Auburn,Iowa St.,N,83,81
2024,11,9,Auburn,Houston,N,74,69
2025,1,16,Austin Peay,Eastern Ky.,H,97,90
2025,2,8,Austin Peay,Central Ark.,H,90,67
2025,1,30,Austin Peay,Bellarmine,H,86,77
2025,2,24,Austin Peay,Lipscomb,H,78,95
2025,2,15,Austin Peay,Stetson,H,76,63
2025,2,13,Austin Peay,FGCU,H,73,60
2025,1,9,Austin Peay,West Ga.,H,68,72
2024,11,11,Austin Peay,Chattanooga,H,67,61
2025,2,5,Austin Peay,North Ala.,H,64,74
2024,12,14,Austin Peay,Southern Ill.,H,60,65
2025,1,11,Austin Peay,Queens (NC),H,60,67
2025,3,2,Austin Peay,North Florida,N,90,69
2024,11,26,Austin Peay,Georgia St.,N,62,50
2024,11,27,Austin Peay,UT Arlington,N,58,68
2025,1,11,Ball St.,Bowling Green,H,91,69
2025,2,15,Ball St.,NIU,H,89,83
2025,2,11,Ball St.,Eastern Mich.,H,86,84
2024,11,16,Ball St.,Indiana St.,H,84,94
2025,2,25,Ball St.,Akron,H,82,87
2024,12,21,Ball St.,Evansville,H,80,43
2025,2,22,Ball St.,Buffalo,H,80,66
2025,2,8,Ball St.,Southern Miss.,H,77,76
2025,1,18,Ball St.,Toledo,H,75,93
2025,1,7,Ball St.,Miami (OH),H,72,80
2025,1,28,Ball St.,Western Mich.,H,71,74
2025,3,4,Ball St.,Central Mich.,H,67,69
2024,11,20,Ball St.,Detroit Mercy,H,59,70
2024,11,25,Ball St.,Eastern Ky.,N,63,61
2024,11,27,Ball St.,Richmond,N,60,73
2024,11,12,Baylor,Sam Houston,H,104,67
2024,11,17,Baylor,Tarleton St.,H,104,41
2024,12,11,Baylor,Norfolk St.,H,94,69
2024,11,27,Baylor,New Orleans,H,91,60
2025,2,8,Baylor,UCF,H,91,76
2024,12,9,Baylor,Abilene Christian,H,88,57
2024,12,31,Baylor,Utah,H,81,56
2025,2,1,Baylor,Kansas,H,81,70
2025,2,15,Baylor,West Virginia,H,74,71
2025,1,19,Baylor,TCU,H,71,74
2025,3,1,Baylor,Oklahoma St.,H,71,61
2025,1,22,Baylor,Kansas St.,H,70,62
2025,1,7,Baylor,Cincinnati,H,68,48
2025,2,17,Baylor,Arizona,H,67,74
2025,3,8,Baylor,Houston,H,61,65
2024,11,21,Baylor,St. John's (NY),N,99,98
2024,11,9,Baylor,Arkansas,N,72,67
2024,11,22,Baylor,Tennessee,N,62,77
2025,2,18,Bellarmine,Austin Peay,H,94,68
2025,2,13,Bellarmine,Queens (NC),H,87,92
2025,1,11,Bellarmine,North Florida,H,83,98
2024,12,14,Bellarmine,Ball St.,H,82,86
2024,11,23,Bellarmine,Bowling Green,H,80,68
2025,2,20,Bellarmine,Eastern Ky.,H,80,74
2025,1,25,Bellarmine,Stetson,H,76,81
2025,2,15,Bellarmine,West Ga.,H,76,81
2024,11,9,Bellarmine,VMI,H,71,76
2024,11,13,Bellarmine,Southern Ind.,H,69,71
2025,1,23,Bellarmine,FGCU,H,61,77
2025,1,9,Bellarmine,Jacksonville,H,59,74
2025,1,16,Bellarmine,Lipscomb,H,53,87
2024,12,4,Belmont,Illinois St.,H,99,97
2025,1,4,Belmont,UIC,H,92,87
2024,11,19,Belmont,Oral Roberts,H,90,80
2025,1,8,Belmont,Southern Ill.,H,90,86
2025,2,8,Belmont,Missouri St.,H,85,68
2024,12,19,Belmont,UC Irvine,H,84,92
2024,11,29,Belmont,Gardner-Webb,H,83,74
2024,12,7,Belmont,Middle Tenn.,H,82,79
2025,1,21,Belmont,Bradley,H,77,89
2025,2,22,Belmont,Indiana St.,H,77,75
2025,2,2,Belmont,Evansville,H,75,80
2025,2,19,Belmont,UNI,H,75,82
2024,11,8,Belmont,Furman,H,74,76
2025,1,14,Belmont,Valparaiso,H,71,64
2025,3,2,Belmont,Murray St.,H,70,60
2024,11,27,Belmont,Tulane,N,89,66
2025,3,7,Belmont,Illinois St.,N,76,63
2024,11,26,Belmont,LMU (CA),N,63,77
2025,3,8,Belmont,Drake,N,50,57
2025,2,3,Bethune-Cookman,Alabama A&M,H,89,75
2025,1,18,Bethune-Cookman,Mississippi Val.,H,83,58
2025,3,3,Bethune-Cookman,Grambling,H,78,71
2025,3,8,Bethune-Cookman,Florida A&M,H,76,75
2024,11,16,Bethune-Cookman,South Carolina St.,H,75,62
2025,2,15,Bethune-Cookman,Alcorn,H,74,78
2025,1,20,Bethune-Cookman,Ark.-Pine Bluff,H,73,64
2025,2,17,Bethune-Cookman,Jackson St.,H,71,84
2025,3,1,Bethune-Cookman,Southern U.,H,70,69
2025,2,1,Bethune-Cookman,Alabama St.,H,67,64
2024,11,26,Bethune-Cookman,North Dakota,N,79,67
2024,11,27,Bethune-Cookman,Gardner-Webb,N,64,79
2025,1,4,Binghamton,UMBC,H,87,82
2025,2,20,Binghamton,New Hampshire,H,79,60
2025,1,30,Binghamton,Vermont,H,75,72
2025,3,4,Binghamton,NJIT,H,72,75
2025,2,8,Binghamton,Bryant,H,71,78
2025,2,22,Binghamton,Maine,H,71,69
2025,2,6,Binghamton,UMass Lowell,H,66,54
2025,1,18,Binghamton,UAlbany,H,65,70
2024,12,18,Binghamton,Mercyhurst,H,62,60
2024,11,19,Binghamton,Longwood,H,60,66
2024,11,30,Binghamton,LIU,N,75,70
2024,11,29,Binghamton,Niagara,N,62,65
2025,1,14,Boise St.,Wyoming,H,96,55
2024,11,6,Boise St.,Oakland,H,87,43
2024,12,3,Boise St.,Utah Tech,H,87,64
2025,2,19,Boise St.,New Mexico,H,86,78
2024,11,17,Boise St.,Clemson,H,84,71
2024,12,17,Boise St.,Texas Southern,H,82,51
2025,2,1,Boise St.,Fresno St.,H,82,60
2025,2,26,Boise St.,Utah St.,H,82,65
2025,1,7,Boise St.,UNLV,H,81,59
2025,2,7,Boise St.,San Jose St.,H,79,52
2024,12,21,Boise St.,Air Force,H,77,59
2025,3,7,Boise St.,Colorado St.,H,73,83
2025,1,4,Boise St.,San Diego St.,H,68,76
2025,1,29,Boise St.,Nevada,H,66,56
2024,11,24,Boise St.,Hampton,N,83,69
2024,11,25,Boise St.,South Dakota St.,N,83,82
2024,12,7,Boise St.,Washington St.,N,69,74
2024,12,14,Boise St.,Saint Mary's (CA),N,67,65
2024,11,26,Boise St.,Boston College,N,61,63
2025,2,12,Boston College,Notre Dame,H,94,97
2024,11,29,Boston College,Dartmouth,H,83,88
2024,11,19,Boston College,Loyola Maryland,H,82,61
2024,12,28,Boston College,Fairleigh Dickinson,H,78,70
2025,1,1,Boston College,Miami (FL),H,78,68
2024,12,21,Boston College,SMU,H,77,103
2025,2,1,Boston College,Florida St.,H,77,76
2024,12,15,Boston College,Stonehill,H,73,69
2024,11,15,Boston College,Temple,H,72,69
2025,1,11,Boston College,Syracuse,H,71,79
2024,11,4,Boston College,The Citadel,H,69,60
2025,2,22,Boston College,Georgia Tech,H,69,54
2025,3,5,Boston College,Clemson,H,69,78
2025,1,18,Boston College,Duke,H,63,88
2025,2,5,Boston College,Louisville,H,58,84
2025,2,18,Boston College,Virginia Tech,H,54,36
2024,12,3,Boston College,South Carolina,H,51,73
2024,11,24,Boston College,Old Dominion,N,82,52
2024,11,25,Boston College,Missouri St.,N,76,74
2024,11,26,Boston College,Boise St.,N,63,61
2024,11,8,Boston College,VCU,N,55,80
2025,2,15,Boston U.,Colgate,H,93,91
2025,2,5,Boston U.,Navy,H,87,65
2025,1,25,Boston U.,Bucknell,H,85,82
2024,12,7,Boston U.,UAlbany,H,80,74
2024,11,16,Boston U.,Dartmouth,H,78,50
2025,3,6,Boston U.,Navy,H,78,86
2024,11,4,Boston U.,Northeastern,H,72,80
2025,1,5,Boston U.,Army West Point,H,71,63
2025,1,27,Boston U.,Holy Cross,H,69,59
2025,2,19,Boston U.,Loyola Maryland,H,68,66
2025,3,1,Boston U.,Lafayette,H,66,64
2024,12,1,Boston U.,Sacred Heart,H,65,73
2025,1,15,Boston U.,Lehigh,H,63,58
2025,1,8,Boston U.,American,H,60,54
2024,11,19,Boston U.,Wagner,H,58,60
2024,11,24,Boston U.,Howard,N,69,62
2024,12,7,Bowling Green,Morgan St.,H,102,81
2024,11,8,Bowling Green,Davidson,H,85,91
2025,2,4,Bowling Green,NIU,H,84,77
2025,2,18,Bowling Green,Kent St.,H,84,91
2025,2,11,Bowling Green,Ohio,H,81,86
2025,1,14,Bowling Green,Buffalo,H,79,61
2024,11,19,Bowling Green,Niagara,H,76,68
2025,1,24,Bowling Green,Toledo,H,71,84
2024,12,21,Bowling Green,St. Thomas (MN),H,68,93
2025,1,3,Bowling Green,Akron,H,68,71
2025,2,8,Bowling Green,Coastal Carolina,H,67,53
2025,3,7,Bowling Green,Western Mich.,H,63,64
2025,1,18,Bowling Green,Eastern Mich.,H,62,68
2025,3,1,Bowling Green,Ball St.,H,61,52
2024,11,29,Bowling Green,Weber St.,N,70,73
2024,11,30,Bowling Green,New Mexico St.,N,61,60
2025,1,15,Bradley,Indiana St.,H,118,65
2024,12,21,Bradley,Canisius,H,92,59
2024,11,4,Bradley,Southeast Mo. St.,H,88,60
2024,11,12,Bradley,UTSA,H,85,72
2025,2,22,Bradley,Murray St.,H,85,83
2024,12,29,Bradley,Valparaiso,H,81,75
2025,2,12,Bradley,Southern Ill.,H,78,64
2025,2,5,Bradley,Belmont,H,77,80
2024,11,16,Bradley,NIU,H,76,60
2025,3,2,Bradley,UNI,H,73,56
2025,1,29,Bradley,UIC,H,70,93
2025,1,4,Bradley,Missouri St.,H,69,60
2024,12,18,Bradley,San Francisco,H,66,64
2025,1,25,Bradley,Illinois St.,H,61,57
2025,1,8,Bradley,Drake,H,57,64
2024,11,21,Bradley,Texas St.,N,82,68
2024,11,24,Bradley,Middle Tenn.,N,80,69
2024,11,22,Bradley,Wright St.,N,77,74
2024,12,14,Bradley,Santa Clara,N,74,84
2025,3,7,Bradley,Murray St.,N,70,62
2025,3,8,Bradley,Valparaiso,N,70,65
2024,11,17,Brown,Sacred Heart,H,89,70
2025,2,21,Brown,Columbia,H,86,61
2024,12,10,Brown,Rhode Island,H,84,80
2025,1,25,Brown,Dartmouth,H,83,84
2025,2,15,Brown,Penn,H,82,72
2025,2,22,Brown,Cornell,H,81,85
2024,11,27,Brown,Stony Brook,H,77,54
2024,11,15,Brown,New Hampshire,H,76,58
2025,2,14,Brown,Princeton,H,70,56
2024,11,10,Brown,Maine,H,67,69
2025,1,18,Brown,Harvard,H,67,80
2024,11,16,Brown,Holy Cross,H,65,73
2025,3,8,Brown,Yale,H,61,70
2025,3,4,Bryant,New Hampshire,H,90,56
2024,11,8,Bryant,Siena,H,88,90
2025,2,13,Bryant,NJIT,H,88,66
2025,1,18,Bryant,UMass Lowell,H,85,62
2025,3,8,Bryant,UMBC,H,85,74
2025,1,25,Bryant,Binghamton,H,83,69
2025,1,4,Bryant,Maine,H,81,55
2025,2,15,Bryant,UMBC,H,81,79
2024,12,6,Bryant,Brown,H,75,76
2025,1,11,Bryant,Vermont,H,73,53
2025,2,6,Bryant,UAlbany,H,63,68
2024,11,26,Bryant,Tennessee St.,N,97,85
2024,12,14,Bryant,Fordham,N,84,86
2024,11,13,Bucknell,Mount St. Mary's,H,89,93
2025,1,15,Bucknell,Holy Cross,H,86,82
2025,2,23,Bucknell,Army West Point,H,84,53
2024,11,21,Bucknell,NJIT,H,81,64
2024,11,16,Bucknell,Richmond,H,80,76
2025,1,29,Bucknell,Loyola Maryland,H,79,67
2025,2,12,Bucknell,Boston U.,H,76,60
2025,3,6,Bucknell,Loyola Maryland,H,76,72
2025,1,18,Bucknell,Navy,H,73,69
2025,2,5,Bucknell,American,H,71,49
2025,2,17,Bucknell,Lehigh,H,67,50
2025,1,5,Bucknell,Colgate,H,66,60
2025,1,8,Bucknell,Lafayette,H,65,62
2024,11,23,Bucknell,Rider,H,53,57
2024,12,4,Bucknell,St. Bonaventure,H,47,64
2024,11,30,Bucknell,Siena,N,58,71
2025,3,1,Buffalo,Toledo,H,87,74
2024,11,22,Buffalo,Morgan St.,H,82,73
2024,11,25,Buffalo,N.C. A&T,H,82,81
2025,1,7,Buffalo,Ohio,H,79,88
2025,2,1,Buffalo,Ball St.,H,76,89
2025,1,28,Buffalo,Central Mich.,H,75,69
2025,2,8,Buffalo,Georgia St.,H,75,80
2025,3,4,Buffalo,Miami (OH),H,69,84
2024,11,14,Buffalo,Bryant,H,64,87
2025,2,18,Buffalo,Western Mich.,H,64,97
2025,2,15,Buffalo,Bowling Green,H,59,63
2025,1,21,Buffalo,Akron,H,58,90
2025,1,10,Buffalo,Kent St.,H,49,68
2025,2,15,Butler,Georgetown,H,97,86
2025,1,25,Butler,DePaul,H,86,69
2024,11,11,Butler,Western Mich.,H,85,65
2025,1,15,Butler,Seton Hall,H,82,77
2025,2,8,Butler,Providence,H,82,81
2024,11,15,Butler,SMU,H,81,70
2024,11,22,Butler,Merrimack,H,78,39
2025,3,5,Butler,Xavier,H,78,91
2025,1,11,Butler,Creighton,H,76,80
2024,12,21,Butler,UConn,H,74,78
2024,12,3,Butler,Eastern Ill.,H,73,58
2024,11,4,Butler,Missouri St.,H,72,65
2025,2,26,Butler,St. John's (NY),H,70,76
2025,1,28,Butler,Marquette,H,69,78
2024,12,10,Butler,North Dakota St.,H,68,71
2024,11,8,Butler,Austin Peay,H,66,68
2025,1,1,Butler,Villanova,H,65,73
2024,11,29,Butler,Mississippi St.,N,87,77
2024,12,14,Butler,Wisconsin,N,74,83
2024,11,28,Butler,Northwestern,N,71,69
2024,12,20,BYU,Florida A&M,H,103,57
2024,11,13,BYU,Queens (NC),H,99,55
2024,11,16,BYU,Idaho,H,95,71
2024,12,11,BYU,Fresno St.,H,95,67
2025,1,28,BYU,Baylor,H,93,89
2025,2,18,BYU,Kansas,H,91,57
2024,11,5,BYU,Central Ark.,H,88,50
2024,11,23,BYU,Mississippi Val.,H,87,43
2024,11,8,BYU,UC Riverside,H,86,80
2025,1,14,BYU,Oklahoma St.,H,85,69
2025,3,8,BYU,Utah,H,85,74
2025,1,25,BYU,Cincinnati,H,80,52
