year,month,day,team,opponent,location,teamscore,oppscore
2023,11,20,FIU,Marshall,N,69,80
2023,11,21,FIU,LMU (CA),N,60,61
2024,2,3,Fla. Atlantic,Tulsa,H,102,70
2023,11,14,Fla. Atlantic,Eastern Mich.,H,100,57
2023,12,13,Fla. Atlantic,FIU,H,94,60
2023,12,2,Fla. Atlantic,Col. of Charleston,H,90,74
2024,1,14,Fla. Atlantic,UAB,H,86,73
2024,1,18,Fla. Atlantic,Wichita St.,H,86,77
2023,11,30,Fla. Atlantic,Liberty,H,83,58
2024,2,15,Fla. Atlantic,Temple,H,80,68
2024,2,22,Fla. Atlantic,SMU,H,80,70
2024,1,2,Fla. Atlantic,East Carolina,H,79,64
2024,3,2,Fla. Atlantic,Tulane,H,79,73
2024,1,28,Fla. Atlantic,North Texas,H,66,63
2023,11,18,Fla. Atlantic,Bryant,H,52,61
2023,11,24,Fla. Atlantic,Texas A&M,N,96,89
2023,12,23,Fla. Atlantic,Arizona,N,96,95
2023,11,23,Fla. Atlantic,Butler,N,91,86
2023,12,5,Fla. Atlantic,Illinois,N,89,98
2023,11,26,Fla. Atlantic,Virginia Tech,N,84,50
2023,11,8,Fla. Atlantic,Loyola Chicago,N,75,62
2023,12,16,Fla. Atlantic,St. Bonaventure,N,64,54
2024,3,5,Florida,Alabama,H,105,87
2024,1,27,Florida,Georgia,H,102,98
2023,12,30,Florida,Quinnipiac,H,97,72
2023,12,22,Florida,Grambling,H,96,57
2023,11,6,Florida,Loyola Maryland,H,93,73
2024,1,13,Florida,Arkansas,H,90,68
2023,11,14,Florida,Florida A&M,H,89,68
2023,11,17,Florida,Florida St.,H,89,68
2024,1,6,Florida,Kentucky,H,85,87
2024,2,28,Florida,Missouri,H,83,74
2024,2,13,Florida,LSU,H,82,80
2024,2,10,Florida,Auburn,H,81,65
2024,1,24,Florida,Mississippi St.,H,79,70
2023,12,5,Florida,Merrimack,H,77,57
2024,2,24,Florida,Vanderbilt,H,77,64
2023,12,19,Florida,Michigan,N,106,101
2023,11,24,Florida,Baylor,N,91,95
2023,12,9,Florida,Richmond,N,87,76
2023,11,22,Florida,Pittsburgh,N,86,71
2023,11,10,Florida,Virginia,N,70,73
2023,12,14,Florida,East Carolina,N,70,65
2024,1,29,Florida A&M,Jackson St.,H,88,86
2024,2,26,Florida A&M,Alabama A&M,H,76,58
2024,2,10,Florida A&M,Texas Southern,H,75,78
2024,2,24,Florida A&M,Alabama St.,H,73,65
2024,1,27,Florida A&M,Alcorn,H,67,76
2024,1,13,Florida A&M,Southern U.,H,65,74
2024,2,12,Florida A&M,Prairie View,H,58,61
2023,11,20,Florida A&M,Oregon,H,54,67
2024,1,15,Florida A&M,Grambling,H,52,65
2023,12,16,Florida A&M,Iowa,N,52,88
2023,11,10,Florida St.,Kennesaw St.,H,94,67
2023,11,13,Florida St.,Central Mich.,H,94,67
2023,12,19,Florida St.,North Florida,H,91,75
2024,2,27,Florida St.,NC State,H,90,83
2024,1,9,Florida St.,Wake Forest,H,87,82
2024,2,20,Florida St.,Boston College,H,84,76
2024,1,3,Florida St.,Georgia Tech,H,82,71
2024,1,6,Florida St.,Virginia Tech,H,77,74
2024,2,10,Florida St.,Virginia,H,76,80
2023,12,30,Florida St.,Lipscomb,H,75,78
2024,1,27,Florida St.,North Carolina,H,68,75
2023,12,22,Florida St.,Winthrop,H,67,61
2024,1,20,Florida St.,Clemson,H,67,78
2024,2,17,Florida St.,Duke,H,67,76
2023,11,29,Florida St.,Georgia,H,66,68
2023,12,16,Florida St.,SMU,H,57,68
2023,11,20,Florida St.,UNLV,N,83,75
2023,11,21,Florida St.,Colorado,N,77,71
2023,12,9,Florida St.,South Fla.,N,72,88
2023,11,27,Fordham,Manhattan,H,93,61
2023,12,30,Fordham,Columbia,H,87,78
2023,12,3,Fordham,Tulane,H,81,89
2023,11,30,Fordham,Fairleigh Dickinson,H,80,52
2023,12,21,Fordham,Central Conn. St.,H,80,82
2024,2,23,Fordham,Duquesne,H,79,67
2023,12,6,Fordham,NJIT,H,77,80
2024,1,6,Fordham,La Salle,H,76,81
2023,11,11,Fordham,Cornell,H,73,78
2024,1,17,Fordham,Davidson,H,69,79
2024,1,31,Fordham,Richmond,H,69,83
2023,11,6,Fordham,Wagner,H,68,64
2024,2,14,Fordham,St. Bonaventure,H,67,85
2024,1,20,Fordham,Loyola Chicago,H,61,65
2024,2,27,Fordham,George Mason,H,61,60
2024,2,6,Fordham,VCU,H,60,75
2023,11,17,Fordham,Norfolk St.,N,77,64
2023,11,20,Fordham,Kent St.,N,72,79
2023,12,10,Fordham,North Texas,N,60,59
2023,11,19,Fordham,Abilene Christian,N,45,59
2023,12,9,Fresno St.,Pacific,H,89,56
2023,11,15,Fresno St.,Morgan St.,H,87,68
2024,1,16,Fresno St.,San Jose St.,H,85,82
2024,1,27,Fresno St.,Air Force,H,84,70
2023,12,5,Fresno St.,Idaho St.,H,79,67
2024,2,27,Fresno St.,Utah St.,H,73,77
2023,12,18,Fresno St.,Portland St.,H,72,75
2024,1,23,Fresno St.,Boise St.,H,68,72
2023,11,27,Fresno St.,UC Santa Barbara,H,65,69
2024,2,14,Fresno St.,UNLV,H,65,67
2023,12,15,Fresno St.,CSU Bakersfield,H,61,58
2024,2,3,Fresno St.,Colorado St.,H,61,73
2024,1,6,Fresno St.,Nevada,H,57,72
2024,2,24,Fresno St.,San Diego St.,H,41,73
2023,11,21,Fresno St.,New Mexico St.,N,81,76
2023,11,22,Fresno St.,James Madison,N,64,95
2023,12,1,Fresno St.,BYU,N,56,85
2023,11,10,Furman,Belmont,H,99,76
2024,2,4,Furman,UNC Greensboro,H,87,89
2023,11,28,Furman,South Carolina St.,H,86,78
2024,1,10,Furman,The Citadel,H,82,68
2024,1,13,Furman,ETSU,H,82,73
2024,2,18,Furman,Chattanooga,H,82,65
2024,2,24,Furman,Wofford,H,82,67
2024,1,24,Furman,Samford,H,78,68
2023,12,19,Furman,Presbyterian,H,76,61
2024,2,14,Furman,VMI,H,75,62
2024,3,2,Furman,Mercer,H,75,82
2024,1,20,Furman,Western Caro.,H,65,62
2023,11,16,Furman,Liberty,N,74,88
2023,11,19,Furman,Wyoming,N,71,78
2024,3,1,Ga. Southern,Old Dominion,H,92,75
2023,12,30,Ga. Southern,Southern Miss.,H,88,67
2024,2,28,Ga. Southern,Marshall,H,87,73
2024,1,20,Ga. Southern,Georgia St.,H,86,70
2024,2,3,Ga. Southern,App State,H,84,85
2024,2,22,Ga. Southern,Texas St.,H,84,76
2024,2,10,Ga. Southern,Buffalo,H,81,82
2023,12,2,Ga. Southern,Jacksonville,H,79,81
2023,12,16,Ga. Southern,UNCW,H,77,82
2024,2,24,Ga. Southern,James Madison,H,74,80
2024,1,18,Ga. Southern,Coastal Carolina,H,73,70
2024,2,1,Ga. Southern,Troy,H,63,84
2023,11,19,Ga. Southern,Kennesaw St.,N,92,96
2023,11,21,Ga. Southern,Northeastern,N,76,93
2024,3,7,Ga. Southern,South Alabama,N,76,71
2023,12,19,Ga. Southern,FGCU,N,42,53
2023,12,2,Gardner-Webb,Western Caro.,H,82,77
2024,1,31,Gardner-Webb,UNC Asheville,H,80,73
2024,1,20,Gardner-Webb,Winthrop,H,79,74
2024,1,13,Gardner-Webb,Presbyterian,H,76,60
2024,1,27,Gardner-Webb,USC Upstate,H,75,70
2024,1,10,Gardner-Webb,Charleston So.,H,74,86
2024,2,22,Gardner-Webb,Radford,H,74,90
2024,2,29,Gardner-Webb,Longwood,H,72,69
2023,12,6,Gardner-Webb,Wofford,H,66,81
2024,2,10,Gardner-Webb,High Point,H,62,78
2023,11,19,Gardner-Webb,Yale,N,70,71
2023,11,17,Gardner-Webb,Weber St.,N,62,61
2024,3,8,Gardner-Webb,Presbyterian,N,61,60
2023,12,16,Gardner-Webb,App State,N,59,80
2023,11,18,Gardner-Webb,Colgate,N,52,59
2023,12,30,George Mason,N.C. A&T,H,94,69
2024,1,27,George Mason,Rhode Island,H,92,84
2023,11,15,George Mason,Cornell,H,90,83
2024,2,13,George Mason,George Washington,H,90,67
2023,11,29,George Mason,NJIT,H,86,68
2023,11,25,George Mason,East Carolina,H,81,59
2024,1,6,George Mason,Saint Louis,H,79,67
2024,2,7,George Mason,Loyola Chicago,H,79,85
2023,11,6,George Mason,Monmouth,H,72,61
2024,2,21,George Mason,Dayton,H,71,67
2024,1,20,George Mason,St. Bonaventure,H,69,60
2023,11,10,George Mason,Austin Peay,H,67,45
2023,12,16,George Mason,Loyola Maryland,H,62,54
2024,3,2,George Mason,Duquesne,H,51,59
2024,1,9,George Mason,VCU,H,50,54
2023,11,20,George Mason,South Dakota St.,N,73,71
2023,11,19,George Mason,Charlotte,N,49,54
2024,1,3,George Washington,Fordham,H,113,119
2023,11,11,George Washington,William & Mary,H,95,89
2023,11,6,George Washington,Stonehill,H,89,44
2024,3,6,George Washington,St. Bonaventure,H,86,75
2024,1,13,George Washington,Davidson,H,83,79
2023,11,18,George Washington,New Hampshire,H,79,67
2023,12,5,George Washington,Navy,H,79,77
2023,12,21,George Washington,Alcorn,H,79,75
2023,12,9,George Washington,Coppin St.,H,76,45
2024,1,15,George Washington,George Mason,H,75,62
2024,2,17,George Washington,Richmond,H,74,90
2024,2,10,George Washington,Loyola Chicago,H,73,81
2023,11,14,George Washington,Hofstra,H,71,60
2024,1,27,George Washington,La Salle,H,70,80
2023,12,30,George Washington,UMES,H,69,63
2024,2,6,George Washington,Rhode Island,H,65,88
2024,2,27,George Washington,Massachusetts,H,57,69
2023,11,24,George Washington,Ohio,N,99,94
2023,11,26,George Washington,Delaware,N,81,71
2023,11,25,George Washington,UIC,N,79,89
2023,11,7,Georgetown,Le Moyne,H,94,57
2024,3,2,Georgetown,Xavier,H,93,98
2023,11,19,Georgetown,American,H,88,83
2023,11,25,Georgetown,Jackson St.,H,88,81
2024,2,21,Georgetown,St. John's (NY),H,85,90
2023,11,18,Georgetown,Mount St. Mary's,H,83,72
2023,12,2,Georgetown,TCU,H,83,84
2023,12,12,Georgetown,Coppin St.,H,71,54
2024,1,9,Georgetown,Seton Hall,H,70,74
2023,11,29,Georgetown,Merrimack,H,69,67
2023,12,9,Georgetown,Syracuse,H,68,80
2024,1,6,Georgetown,DePaul,H,68,65
2023,11,11,Georgetown,Holy Cross,H,67,68
2024,1,23,Georgetown,Butler,H,66,90
2024,2,10,Georgetown,UConn,H,64,89
2024,1,2,Georgetown,Creighton,H,60,77
2024,3,5,Georgetown,Providence,H,58,71
2024,2,3,Georgetown,Marquette,H,57,91
2024,2,16,Georgetown,Villanova,H,54,70
2023,12,20,Georgia,Mount St. Mary's,H,94,82
2023,12,30,Georgia,Alabama A&M,H,93,73
2024,2,17,Georgia,Florida,H,82,88
2023,11,10,Georgia,Wake Forest,H,80,77
2023,12,1,Georgia,Mercer,H,80,69
2024,1,13,Georgia,Tennessee,H,79,85
2023,11,24,Georgia,Winthrop,H,78,69
2023,12,22,Georgia,North Florida,H,78,60
2023,12,5,Georgia,Georgia Tech,H,76,62
2024,1,10,Georgia,Arkansas,H,76,66
2024,1,31,Georgia,Alabama,H,76,85
2024,2,24,Georgia,Auburn,H,76,97
2024,3,5,Georgia,Ole Miss,H,69,66
2024,1,24,Georgia,LSU,H,68,66
2023,12,16,Georgia,High Point,H,66,58
2023,11,12,Georgia,N.C. Central,H,64,54
2024,2,3,Georgia,South Carolina,H,62,72
2024,3,2,Georgia,Texas A&M,H,56,70
2023,11,6,Georgia,Oregon,N,71,82
2023,11,17,Georgia,Miami (FL),N,68,79
2023,11,19,Georgia,Providence,N,64,71
2023,12,30,Georgia St.,Arkansas St.,H,91,90
2024,1,13,Georgia St.,Ga. Southern,H,90,62
2023,11,19,Georgia St.,Little Rock,H,88,77
2024,3,1,Georgia St.,Marshall,H,82,79
2024,2,28,Georgia St.,James Madison,H,78,84
2024,1,11,Georgia St.,Old Dominion,H,77,70
2024,2,3,Georgia St.,Troy,H,74,78
2024,2,10,Georgia St.,Miami (OH),H,73,53
2024,2,21,Georgia St.,Coastal Carolina,H,72,71
2024,2,1,Georgia St.,App State,H,71,81
2023,11,17,Georgia St.,NIU,H,64,70
2024,2,24,Georgia St.,Texas St.,H,59,68
2024,3,7,Georgia St.,Marshall,N,74,86
2023,11,9,Georgia Tech,Howard,H,88,85
2024,1,6,Georgia Tech,Boston College,H,87,95
2024,3,2,Georgia Tech,Florida St.,H,85,76
2023,11,6,Georgia Tech,Ga. Southern,H,84,62
2024,1,30,Georgia Tech,North Carolina,H,74,73
2023,12,2,Georgia Tech,Duke,H,72,68
2023,11,14,Georgia Tech,UMass Lowell,H,71,74
2023,12,9,Georgia Tech,Alabama A&M,H,70,49
2024,1,9,Georgia Tech,Notre Dame,H,68,75
2023,11,28,Georgia Tech,Mississippi St.,H,67,59
2024,1,20,Georgia Tech,Virginia,H,66,75
2024,2,17,Georgia Tech,Syracuse,H,65,60
2024,1,23,Georgia Tech,Pittsburgh,H,64,72
2024,2,21,Georgia Tech,Clemson,H,57,81
2024,2,6,Georgia Tech,Wake Forest,H,51,80
2023,12,16,Georgia Tech,Penn St.,N,82,81
2023,12,21,Georgia Tech,Massachusetts,N,73,70
2023,12,24,Georgia Tech,Nevada,N,64,72
2023,12,5,Gonzaga,Ark.-Pine Bluff,H,111,71
2024,2,17,Gonzaga,Pacific,H,102,76
2024,1,6,Gonzaga,San Diego,H,101,74
2023,12,20,Gonzaga,Jackson St.,H,100,76
2024,2,7,Gonzaga,Portland,H,96,64
2024,2,24,Gonzaga,Santa Clara,H,94,81
2024,1,30,Gonzaga,LMU (CA),H,92,58
2023,11,10,Gonzaga,Yale,H,86,71
2024,1,4,Gonzaga,Pepperdine,H,86,60
2023,11,28,Gonzaga,CSU Bakersfield,H,81,65
2023,12,11,Gonzaga,Mississippi Val.,H,78,40
2024,1,25,Gonzaga,San Francisco,H,77,72
2023,12,29,Gonzaga,San Diego St.,H,74,84
2024,2,3,Gonzaga,Saint Mary's (CA),H,62,64
2023,12,2,Gonzaga,Southern California,N,89,76
2023,11,21,Gonzaga,Syracuse,N,76,57
2023,11,22,Gonzaga,UCLA,N,69,65
2023,11,20,Gonzaga,Purdue,N,63,73
2023,12,15,Gonzaga,UConn,N,63,76
2024,1,20,Grambling,Southern U.,H,79,62
2024,3,2,Grambling,Florida A&M,H,75,68
2024,2,10,Grambling,Alabama St.,H,74,68
2024,1,29,Grambling,Ark.-Pine Bluff,H,70,86
2024,1,6,Grambling,Prairie View,H,69,63
2024,3,4,Grambling,Bethune-Cookman,H,69,60
2024,1,27,Grambling,Mississippi Val.,H,54,46
2024,1,8,Grambling,Texas Southern,H,52,54
2024,2,12,Grambling,Alabama A&M,H,50,60
2024,2,3,Grambling,Jackson St.,N,70,62
2023,11,22,Grambling,Sam Houston,N,68,86
2023,11,17,Grambling,Delaware St.,N,63,71
2024,2,1,Grand Canyon,Seattle U,H,95,88
2024,2,10,Grand Canyon,Southern Utah,H,94,65
2023,11,12,Grand Canyon,Northern Ariz.,H,89,55
2023,11,6,Grand Canyon,Southeast Mo. St.,H,88,67
2023,11,25,Grand Canyon,North Dakota St.,H,86,71
2024,3,2,Grand Canyon,SFA,H,80,58
2023,12,5,Grand Canyon,San Diego St.,H,79,73
2024,2,17,Grand Canyon,California Baptist,H,79,76
2024,1,18,Grand Canyon,Utah Valley,H,78,65
2023,12,2,Grand Canyon,UT Arlington,H,76,69
2023,12,20,Grand Canyon,Sam Houston,H,76,64
2024,1,11,Grand Canyon,Abilene Christian,H,74,64
2024,1,13,Grand Canyon,Tarleton St.,H,74,48
2023,12,30,Grand Canyon,Louisiana Tech,H,73,70
2024,2,15,Grand Canyon,Utah Tech,H,73,61
2024,2,29,Grand Canyon,UTRGV,H,72,43
2023,12,16,Grand Canyon,Portland,N,91,63
2023,11,17,Grand Canyon,San Francisco,N,76,72
2023,11,19,Grand Canyon,South Carolina,N,68,75
2023,12,29,Green Bay,Wright St.,H,88,77
2024,3,7,Green Bay,Milwaukee,H,84,95
2024,1,14,Green Bay,Cleveland St.,H,79,71
2024,2,1,Green Bay,IUPUI,H,79,56
2023,12,31,Green Bay,Robert Morris,H,78,61
2024,1,27,Green Bay,Detroit Mercy,H,78,64
2023,12,2,Green Bay,Milwaukee,H,70,58
2024,1,25,Green Bay,Oakland,H,69,59
2023,11,25,Green Bay,St. Thomas (MN),H,64,51
2023,12,9,Green Bay,Western Ill.,H,59,68
2024,2,23,Green Bay,Purdue Fort Wayne,H,59,85
2024,2,25,Green Bay,Youngstown St.,H,59,71
2024,2,14,Green Bay,Northern Ky.,H,57,58
2023,11,21,Green Bay,UC Riverside,N,68,74
2024,1,25,Hampton,Col. of Charleston,H,86,107
2024,1,15,Hampton,N.C. A&T,H,80,81
2023,11,27,Hampton,UMBC,H,76,80
2024,1,27,Hampton,Elon,H,74,80
2023,12,16,Hampton,James Madison,H,71,88
2024,1,6,Hampton,Campbell,H,69,80
2024,2,17,Hampton,Towson,H,67,61
2024,2,10,Hampton,UNCW,H,65,95
2024,2,29,Hampton,Monmouth,H,64,56
2024,1,11,Hampton,William & Mary,H,61,73
2024,2,8,Hampton,Hofstra,H,59,63
2023,11,18,Hampton,FGCU,N,92,85
2024,2,3,Hampton,Howard,N,63,61
2023,11,17,Hampton,Kent St.,N,62,100
2024,3,8,Hampton,Elon,N,56,55
2023,11,20,Hampton,San Jose St.,N,52,71
2023,11,14,Harvard,Northeastern,H,80,56
2023,11,29,Harvard,American,H,80,75
2024,2,10,Harvard,Dartmouth,H,77,59
2024,1,2,Harvard,UAlbany,H,76,71
2024,2,3,Harvard,Cornell,H,76,89
2023,12,21,Harvard,Holy Cross,H,74,72
2024,2,24,Harvard,Penn,H,74,70
2024,1,15,Harvard,Brown,H,72,74
2023,12,8,Harvard,Army West Point,H,70,64
2024,1,27,Harvard,Yale,H,65,78
2024,2,2,Harvard,Columbia,H,62,59
2023,12,30,Harvard,Iona,H,60,69
2024,2,23,Harvard,Princeton,H,53,66
2023,12,3,Hawaii,Central Ark.,H,95,76
2024,2,8,Hawaii,UC San Diego,H,94,86
2023,11,16,Hawaii,Niagara,H,92,73
2024,2,10,Hawaii,UC Davis,H,87,70
2024,1,27,Hawaii,Cal Poly,H,83,73
2024,2,24,Hawaii,Long Beach St.,H,73,65
2024,3,6,Hawaii,CSUN,H,72,70
2023,11,21,Hawaii,Northern Ariz.,H,70,61
2023,12,21,Hawaii,Portland,H,69,56
2023,12,22,Hawaii,Georgia Tech,H,68,73
2023,12,17,Hawaii,Nevada,H,66,72
2024,1,13,Hawaii,UC Riverside,H,63,56
2023,12,30,Hawaii,Cal St. Fullerton,H,61,63
2024,1,25,Hawaii,UC Santa Barbara,H,61,78
2023,12,24,Hawaii,TCU,H,51,65
2024,1,11,Hawaii,UC Irvine,H,50,60
2023,11,25,Hawaii,San Diego,N,77,66
2023,11,24,Hawaii,UTRGV,N,76,57
2023,11,30,Hawaii,Utah,N,66,79
2024,2,28,High Point,Winthrop,H,100,96
2024,2,17,High Point,Radford,H,99,74
2023,12,5,High Point,Western Caro.,H,97,71
2024,2,1,High Point,Longwood,H,93,76
2023,12,30,High Point,Bellarmine,H,90,85
2024,1,20,High Point,Charleston So.,H,86,79
2024,1,6,High Point,Gardner-Webb,H,85,76
2024,1,10,High Point,UNC Asheville,H,84,79
2024,2,14,High Point,USC Upstate,H,81,86
2023,12,22,High Point,Canisius,H,78,70
2024,2,3,High Point,Presbyterian,H,78,68
2023,11,29,High Point,Morgan St.,H,77,59
2024,3,8,High Point,Radford,H,77,63
2023,12,8,High Point,N.C. A&T,H,75,62
2023,12,19,High Point,UNC Greensboro,H,74,63
2023,11,22,High Point,Hofstra,N,92,97
2023,11,20,High Point,Iona,N,82,68
2023,11,21,High Point,Illinois St.,N,74,72
2024,2,24,Hofstra,Elon,H,87,64
2024,1,18,Hofstra,Hampton,H,86,77
2023,11,30,Hofstra,South Fla.,H,82,63
2024,2,17,Hofstra,Northeastern,H,82,62
2024,1,6,Hofstra,Delaware,H,76,71
2023,12,16,Hofstra,Norfolk St.,H,74,58
2024,2,1,Hofstra,Stony Brook,H,72,71
2024,2,22,Hofstra,Drexel,H,69,57
2023,11,10,Hofstra,Princeton,H,67,74
2024,1,25,Hofstra,William & Mary,H,64,55
2024,1,4,Hofstra,Col. of Charleston,H,61,73
2024,2,3,Hofstra,Towson,H,59,56
2023,11,20,Hofstra,Buffalo,N,102,68
2023,11,22,Hofstra,High Point,N,97,92
2023,11,21,Hofstra,Wright St.,N,85,76
2024,1,20,Holy Cross,Loyola Maryland,H,86,78
2023,11,14,Holy Cross,Sacred Heart,H,77,84
2024,2,21,Holy Cross,Bucknell,H,73,59
2024,1,27,Holy Cross,Lehigh,H,72,78
2024,1,10,Holy Cross,Navy,H,70,80
2024,1,17,Holy Cross,Lafayette,H,68,72
2024,1,29,Holy Cross,Boston U.,H,65,63
2024,2,10,Holy Cross,American,H,58,56
2024,2,28,Holy Cross,Colgate,H,58,77
2023,11,29,Holy Cross,Maine,H,57,72
2023,12,18,Holy Cross,Quinnipiac,H,57,77
2024,2,17,Holy Cross,Army West Point,H,53,59
2023,11,19,Holy Cross,IUPUI,N,74,61
2023,11,18,Holy Cross,Elon,N,69,83
2023,12,9,Houston,Jackson St.,H,89,55
2024,1,6,Houston,West Virginia,H,89,55
2023,11,6,Houston,ULM,H,84,31
2023,11,11,Houston,A&M-Corpus Christi,H,82,50
2024,2,17,Houston,Texas,H,82,61
2023,12,30,Houston,Penn,H,81,42
2023,11,13,Houston,Stetson,H,79,48
2023,11,24,Houston,Montana,H,79,44
2024,2,6,Houston,Oklahoma St.,H,79,63
2024,1,17,Houston,Texas Tech,H,77,54
2023,12,6,Houston,Rice,H,75,39
2024,1,27,Houston,Kansas St.,H,74,52
2024,2,19,Houston,Iowa St.,H,73,65
2023,12,21,Houston,Texas St.,H,72,37
2024,2,27,Houston,Cincinnati,H,67,59
2024,1,20,Houston,UCF,H,57,42
2023,11,17,Houston,Utah,N,76,66
2023,12,16,Houston,Texas A&M,N,70,66
2023,11,19,Houston,Dayton,N,69,55
2023,11,16,Houston,Towson,N,65,49
2024,1,6,Houston Christian,Nicholls,H,94,98
2024,1,22,Houston Christian,New Orleans,H,88,80
2023,11,20,Houston Christian,UTSA,H,87,89
2024,2,10,Houston Christian,UIW,H,86,83
2024,3,2,Houston Christian,Tex. A&M-Commerce,H,85,98
2024,2,26,Houston Christian,A&M-Corpus Christi,H,79,91
2024,1,20,Houston Christian,Lamar University,H,78,77
2023,11,15,Houston Christian,FIU,H,74,83
2024,2,24,Houston Christian,Northwestern St.,H,73,86
2024,1,29,Houston Christian,Southeastern La.,H,58,80
2024,2,12,Houston Christian,McNeese,H,54,105
2023,11,6,Howard,Hampton,H,92,80
2024,2,17,Howard,N.C. Central,H,90,82
2024,3,4,Howard,Delaware St.,H,85,66
2023,11,28,Howard,Cincinnati,H,81,86
2024,1,3,Howard,Yale,H,78,86
2024,2,24,Howard,Morgan St.,H,78,72
2024,2,26,Howard,Coppin St.,H,78,69
2024,1,13,Howard,UMES,H,72,61
2024,2,19,Howard,South Carolina St.,H,68,75
2023,11,14,Howard,Boston U.,H,64,53
2024,1,20,Howard,Norfolk St.,H,61,65
2023,12,17,Howard,Texas Southern,N,78,79
2023,12,16,Howard,Jackson St.,N,74,81
2024,2,3,Howard,Hampton,N,61,63
2023,12,2,Idaho,Cal Poly,H,85,70
2023,12,5,Idaho,Pacific,H,83,53
2023,11,9,Idaho,CSUN,H,73,76
2023,12,30,Idaho,Portland St.,H,72,77
2024,2,15,Idaho,Weber St.,H,69,70
2024,1,27,Idaho,Northern Colo.,H,68,89
2024,1,3,Idaho,St. Thomas (MN),H,67,75
2023,11,29,Idaho,Denver,H,65,67
2023,12,28,Idaho,Sacramento St.,H,61,58
2024,1,25,Idaho,Northern Ariz.,H,60,75
2024,1,13,Idaho,Eastern Wash.,H,58,79
2024,3,2,Idaho,Montana,H,57,80
2024,2,17,Idaho,Idaho St.,H,55,53
2024,2,29,Idaho,Montana St.,H,48,62
2023,11,24,Idaho,UC San Diego,N,73,70
2024,2,29,Idaho St.,Northern Ariz.,H,88,92
2024,2,24,Idaho St.,Weber St.,H,80,62
2024,3,2,Idaho St.,Northern Colo.,H,79,81
2023,12,2,Idaho St.,Lindenwood,H,76,70
2023,12,30,Idaho St.,Montana,H,68,76
2024,2,8,Idaho St.,Sacramento St.,H,68,40
2024,2,10,Idaho St.,Portland St.,H,68,65
2024,1,20,Idaho St.,Eastern Wash.,H,67,79
2023,12,28,Idaho St.,Montana St.,H,66,74
2024,1,18,Idaho St.,Idaho,H,64,59
2024,1,6,Idaho St.,Omaha,H,63,62
2023,11,20,Idaho St.,The Citadel,N,61,62
2024,2,28,Illinois,Minnesota,H,105,97
2023,12,29,Illinois,Fairleigh Dickinson,H,104,71
2024,2,13,Illinois,Michigan,H,97,68
2024,1,2,Illinois,Northwestern,H,96,66
2024,2,24,Illinois,Iowa,H,95,85
2023,11,19,Illinois,Southern U.,H,88,60
2023,11,17,Illinois,Valparaiso,H,87,64
2024,2,4,Illinois,Nebraska,H,87,84
2024,1,21,Illinois,Rutgers,H,86,63
2023,11,24,Illinois,Western Ill.,H,84,52
2023,11,6,Illinois,Eastern Ill.,H,80,52
2023,12,17,Illinois,Colgate,H,74,57
2024,1,11,Illinois,Michigan St.,H,71,68
2024,3,5,Illinois,Purdue,H,71,77
2024,1,27,Illinois,Indiana,H,70,62
2024,1,14,Illinois,Maryland,H,67,76
2023,11,10,Illinois,Oakland,H,64,53
2023,11,14,Illinois,Marquette,H,64,71
2023,12,5,Illinois,Fla. Atlantic,N,98,89
2023,12,22,Illinois,Missouri,N,97,73
2024,2,18,Illinois St.,Evansville,H,86,79
2023,12,21,Illinois St.,Southeast Mo. St.,H,85,64
2024,2,21,Illinois St.,UNI,H,81,73
2024,1,23,Illinois St.,Belmont,H,77,67
2023,12,3,Illinois St.,Murray St.,H,76,72
2023,12,17,Illinois St.,North Dakota St.,H,75,65
2024,2,28,Illinois St.,Missouri St.,H,75,74
2023,11,15,Illinois St.,Eastern Ill.,H,69,61
2024,1,6,Illinois St.,Southern Ill.,H,64,71
2023,12,6,Illinois St.,Northern Ky.,H,62,59
2024,2,3,Illinois St.,Bradley,H,60,73
2023,12,9,Illinois St.,Norfolk St.,H,58,64
2024,1,17,Illinois St.,Drake,H,56,77
2024,2,7,Illinois St.,UIC,H,56,61
2024,1,14,Illinois St.,Valparaiso,H,50,59
2023,11,21,Illinois St.,High Point,N,72,74
2023,11,20,Illinois St.,Long Beach St.,N,61,52
2024,3,7,Illinois St.,Evansville,N,53,59
2023,11,22,Illinois St.,Wright St.,N,49,74
2023,12,29,Indiana,Kennesaw St.,H,100,87
2023,11,16,Indiana,Wright St.,H,89,80
2023,11,26,Indiana,Harvard,H,89,76
2023,12,21,Indiana,North Ala.,H,83,66
2024,1,12,Indiana,Minnesota,H,74,62
2024,1,30,Indiana,Iowa,H,74,68
2024,2,27,Indiana,Wisconsin,H,74,70
2023,11,12,Indiana,Army West Point,H,72,64
2024,2,18,Indiana,Northwestern,H,72,76
2023,12,16,Indiana,Kansas,H,71,75
2024,1,6,Indiana,Ohio St.,H,71,65
2024,2,3,Indiana,Penn St.,H,71,85
2024,2,21,Indiana,Nebraska,H,70,85
2023,11,7,Indiana,FGCU,H,69,63
2023,12,19,Indiana,Morehead St.,H,69,68
2024,1,16,Indiana,Purdue,H,66,87
2023,12,1,Indiana,Maryland,H,65,53
2023,12,9,Indiana,Auburn,N,76,104
2023,11,20,Indiana,Louisville,N,74,66
2023,11,19,Indiana,UConn,N,57,77
2024,2,7,Indiana St.,Valparaiso,H,101,61
2023,12,9,Indiana St.,Southern Ind.,H,98,54
