year,month,day,team,opponent,location,teamscore,oppscore
2023,12,19,Alabama St.,Southern California,H,59,79
2024,3,7,Alabama St.,Southern U.,H,57,65
2024,1,13,Alabama St.,Alcorn,H,55,53
2023,11,24,Alabama St.,N.C. A&T,N,88,73
2024,1,15,Alabama St.,Alabama A&M,N,72,55
2023,11,25,Alabama St.,Merrimack,N,66,60
2024,1,22,Alcorn,Prairie View,H,90,78
2024,2,24,Alcorn,Jackson St.,H,87,73
2024,2,19,Alcorn,Florida A&M,H,79,68
2024,3,7,Alcorn,Mississippi Val.,H,74,67
2024,2,3,Alcorn,Southern U.,H,70,71
2024,2,17,Alcorn,Bethune-Cookman,H,69,54
2024,2,5,Alcorn,Grambling,H,67,78
2024,1,20,Alcorn,Texas Southern,H,61,72
2023,11,16,American,NJIT,H,87,73
2024,1,24,American,Holy Cross,H,84,65
2024,1,13,American,Army West Point,H,79,60
2023,11,13,American,Siena,H,78,58
2024,1,3,American,Lehigh,H,75,66
2024,2,3,American,Bucknell,H,75,66
2023,12,2,American,Saint Francis (PA),H,73,75
2023,11,22,American,Mount St. Mary's,H,68,65
2024,3,2,American,Navy,H,65,71
2024,2,17,American,Lafayette,H,62,68
2024,3,7,American,Bucknell,H,57,80
2024,1,27,American,Colgate,H,54,73
2024,2,21,American,Boston U.,H,52,67
2024,2,7,American,Loyola Maryland,H,43,44
2024,2,10,App State,Toledo,H,109,104
2024,2,28,App State,Old Dominion,H,89,64
2024,1,20,App State,Coastal Carolina,H,88,59
2024,2,17,App State,Louisiana,H,85,73
2024,1,25,App State,Ga. Southern,H,84,74
2024,1,27,App State,James Madison,H,82,76
2024,3,1,App State,Arkansas St.,H,80,57
2023,11,26,App State,Austin Peay,H,78,58
2024,1,17,App State,Georgia St.,H,76,68
2024,2,15,App State,Marshall,H,73,58
2023,11,29,App State,ETSU,H,72,61
2023,12,3,App State,Auburn,H,69,64
2023,12,30,App State,ULM,H,67,55
2023,11,21,App State,UNCW,N,86,56
2023,12,16,App State,Gardner-Webb,N,80,59
2023,11,22,App State,Murray St.,N,67,57
2023,12,21,App State,UNC Asheville,N,63,76
2023,11,6,Arizona,Morgan St.,H,122,59
2024,2,17,Arizona,Arizona St.,H,105,60
2024,3,2,Arizona,Oregon,H,103,83
2023,11,19,Arizona,UT Arlington,H,101,56
2023,11,17,Arizona,Belmont,H,100,68
2023,12,9,Arizona,Wisconsin,H,98,73
2023,11,13,Arizona,Southern U.,H,97,59
2024,1,4,Arizona,Colorado,H,97,50
2024,1,6,Arizona,Utah,H,92,73
2024,2,1,Arizona,California,H,91,65
2024,2,24,Arizona,Washington,H,91,75
2023,12,2,Arizona,Colgate,H,82,55
2024,1,17,Arizona,Southern California,H,82,67
2024,2,4,Arizona,Stanford,H,82,71
2024,1,20,Arizona,UCLA,H,77,71
2024,2,22,Arizona,Washington St.,H,74,77
2023,12,23,Arizona,Fla. Atlantic,N,95,96
2023,12,20,Arizona,Alabama,N,87,74
2023,12,16,Arizona,Purdue,N,84,92
2023,11,23,Arizona,Michigan St.,N,74,68
2024,1,4,Arizona St.,Utah,H,82,70
2024,1,20,Arizona St.,Southern California,H,82,67
2024,2,22,Arizona St.,Washington,H,82,84
2024,2,14,Arizona St.,Oregon St.,H,79,61
2023,11,29,Arizona St.,Sam Houston,H,78,61
2023,12,6,Arizona St.,SMU,H,76,74
2024,1,6,Arizona St.,Colorado,H,76,73
2024,2,24,Arizona St.,Washington St.,H,73,61
2023,12,3,Arizona St.,San Francisco,H,72,61
2023,11,16,Arizona St.,UMass Lowell,H,71,69
2024,2,28,Arizona St.,Arizona,H,67,85
2024,1,17,Arizona St.,UCLA,H,66,68
2024,2,3,Arizona St.,California,H,66,81
2023,11,11,Arizona St.,Texas Southern,H,63,52
2024,2,1,Arizona St.,Stanford,H,62,71
2023,11,24,Arizona St.,Vanderbilt,N,82,67
2023,12,16,Arizona St.,TCU,N,59,79
2023,11,8,Arizona St.,Mississippi St.,N,56,71
2023,11,23,Arizona St.,BYU,N,49,77
2023,12,20,Arizona St.,Northwestern,N,46,65
2024,1,20,Ark.-Pine Bluff,Florida A&M,H,99,97
2023,11,18,Ark.-Pine Bluff,UIW,H,81,100
2024,3,2,Ark.-Pine Bluff,Mississippi Val.,H,78,69
2024,1,22,Ark.-Pine Bluff,Bethune-Cookman,H,76,72
2024,1,8,Ark.-Pine Bluff,Alabama St.,H,72,83
2024,2,24,Ark.-Pine Bluff,Prairie View,H,72,59
2024,2,26,Ark.-Pine Bluff,Texas Southern,H,70,77
2024,2,12,Ark.-Pine Bluff,Jackson St.,H,63,76
2024,1,6,Ark.-Pine Bluff,Alabama A&M,H,62,63
2024,2,10,Ark.-Pine Bluff,Alcorn,H,56,68
2023,12,30,Arkansas,UNCW,H,106,90
2023,12,4,Arkansas,Furman,H,97,83
2024,3,6,Arkansas,LSU,H,94,83
2023,11,6,Arkansas,Alcorn,H,93,59
2024,2,24,Arkansas,Missouri,H,88,73
2023,11,10,Arkansas,Gardner-Webb,H,86,68
2023,11,13,Arkansas,Old Dominion,H,86,77
2023,12,21,Arkansas,Abilene Christian,H,83,73
2024,2,27,Arkansas,Vanderbilt,H,82,85
2023,11,29,Arkansas,Duke,H,80,75
2024,1,16,Arkansas,Texas A&M,H,78,77
2024,2,10,Arkansas,Georgia,H,78,75
2023,11,17,Arkansas,UNC Greensboro,H,72,78
2023,12,16,Arkansas,Lipscomb,H,69,66
2024,1,20,Arkansas,South Carolina,H,64,77
2024,2,14,Arkansas,Tennessee,H,63,92
2024,1,27,Arkansas,Kentucky,H,57,63
2024,1,6,Arkansas,Auburn,H,51,83
2023,11,23,Arkansas,Memphis,N,79,84
2023,11,22,Arkansas,Stanford,N,77,74
2023,11,24,Arkansas,North Carolina,N,72,87
2023,12,9,Arkansas,Oklahoma,N,70,79
2024,1,4,Arkansas St.,Ga. Southern,H,109,83
2023,11,14,Arkansas St.,Alcorn,H,100,86
2024,2,10,Arkansas St.,Ohio,H,100,87
2024,2,3,Arkansas St.,ULM,H,95,80
2024,2,24,Arkansas St.,South Alabama,H,95,78
2024,1,6,Arkansas St.,Old Dominion,H,90,75
2023,12,9,Arkansas St.,UAB,H,87,68
2024,1,11,Arkansas St.,Texas St.,H,85,82
2024,2,22,Arkansas St.,Troy,H,79,71
2024,1,31,Arkansas St.,Southern Miss.,H,78,71
2024,1,13,Arkansas St.,Louisiana,H,77,84
2024,2,7,Arkansas St.,James Madison,H,73,77
2023,11,28,Arkansas St.,Jackson St.,H,71,75
2023,11,25,Arkansas St.,UTRGV,N,75,58
2023,11,24,Arkansas St.,San Diego,N,57,71
2023,12,17,Army West Point,Stony Brook,H,74,78
2024,1,6,Army West Point,Holy Cross,H,70,57
2024,2,10,Army West Point,Navy,H,69,67
2023,12,5,Army West Point,Le Moyne,H,68,51
2024,3,5,Army West Point,Holy Cross,H,68,84
2024,1,10,Army West Point,Loyola Maryland,H,65,71
2024,2,14,Army West Point,Boston U.,H,65,50
2023,11,17,Army West Point,Quinnipiac,H,58,67
2024,1,17,Army West Point,Colgate,H,56,64
2024,1,27,Army West Point,Bucknell,H,56,66
2024,2,3,Army West Point,Lafayette,H,56,64
2023,11,6,Army West Point,Marist,H,55,71
2024,2,21,Army West Point,Lehigh,H,54,85
2023,11,29,Army West Point,Central Conn. St.,H,51,79
2024,2,28,Army West Point,American,H,51,73
2023,12,30,Auburn,Chattanooga,H,101,66
2024,2,14,Auburn,South Carolina,H,101,61
2024,2,7,Auburn,Alabama,H,99,81
2024,1,13,Auburn,LSU,H,93,78
2023,12,17,Auburn,Southern California,H,91,75
2024,1,2,Auburn,Penn,H,88,68
2023,11,10,Auburn,Southeastern La.,H,86,71
2023,11,21,Auburn,Alabama A&M,H,84,54
2023,12,22,Auburn,Alabama St.,H,82,62
2024,1,20,Auburn,Ole Miss,H,82,59
2024,1,31,Auburn,Vanderbilt,H,81,54
2024,3,2,Auburn,Mississippi St.,H,78,63
2023,11,29,Auburn,Virginia Tech,H,74,57
2024,1,9,Auburn,Texas A&M,H,66,55
2024,2,17,Auburn,Kentucky,H,59,70
2023,12,9,Auburn,Indiana,N,104,76
2023,12,13,Auburn,UNC Asheville,N,87,62
2023,11,16,Auburn,Notre Dame,N,83,59
2023,11,7,Auburn,Baylor,N,82,88
2023,11,17,Auburn,St. Bonaventure,N,77,60
2024,3,5,Austin Peay,North Florida,H,101,98
2024,2,3,Austin Peay,North Florida,H,95,91
2024,1,20,Austin Peay,Central Ark.,H,94,71
2024,3,1,Austin Peay,Bellarmine,H,90,87
2024,2,8,Austin Peay,Kennesaw St.,H,85,69
2024,2,24,Austin Peay,Lipscomb,H,85,90
2024,1,18,Austin Peay,North Ala.,H,83,80
2024,2,28,Austin Peay,Eastern Ky.,H,83,79
2024,2,10,Austin Peay,Queens (NC),H,79,76
2024,3,7,Austin Peay,North Ala.,H,77,71
2023,12,22,Austin Peay,Ohio,H,71,67
2023,12,9,Austin Peay,Murray St.,H,53,49
2023,11,29,Austin Peay,Morehead St.,H,50,61
2023,11,22,Austin Peay,Sacramento St.,N,74,71
2023,11,20,Austin Peay,Tarleton St.,N,59,66
2023,11,24,Ball St.,Ark.-Pine Bluff,H,92,74
2023,12,10,Ball St.,SIUE,H,83,71
2024,1,27,Ball St.,NIU,H,81,71
2024,1,20,Ball St.,Miami (OH),H,80,87
2024,2,6,Ball St.,Ohio,H,79,84
2024,1,9,Ball St.,Akron,H,76,80
2024,3,2,Ball St.,Western Mich.,H,76,78
2024,3,5,Ball St.,Kent St.,H,76,69
2023,11,21,Ball St.,USC Upstate,H,75,58
2023,11,11,Ball St.,Old Dominion,H,73,68
2024,1,30,Ball St.,Bowling Green,H,72,81
2023,12,2,Ball St.,Bellarmine,H,67,58
2024,1,6,Ball St.,Central Mich.,H,65,71
2024,2,24,Ball St.,Eastern Mich.,H,56,58
2023,12,16,Ball St.,Indiana St.,N,72,83
2023,11,28,Baylor,Nicholls,H,108,70
2023,12,22,Baylor,Mississippi Val.,H,107,48
2024,1,27,Baylor,TCU,H,102,105
2023,11,14,Baylor,Kansas City,H,99,61
2024,1,2,Baylor,Cornell,H,98,79
2024,3,4,Baylor,Texas,H,93,85
2023,12,2,Baylor,Northwestern St.,H,91,40
2024,3,2,Baylor,Kansas,H,82,74
2024,1,9,Baylor,BYU,H,81,72
2024,2,6,Baylor,Texas Tech,H,79,73
2024,2,13,Baylor,Oklahoma,H,79,62
2023,12,5,Baylor,Seton Hall,H,78,60
2023,11,12,Baylor,Gardner-Webb,H,77,62
2024,2,24,Baylor,Houston,H,76,82
2024,2,3,Baylor,Iowa St.,H,70,68
2024,1,13,Baylor,Cincinnati,H,62,59
2023,11,24,Baylor,Florida,N,95,91
2023,11,7,Baylor,Auburn,N,88,82
2023,11,22,Baylor,Oregon St.,N,88,72
2023,12,20,Baylor,Duke,N,70,78
2023,12,16,Baylor,Michigan St.,N,64,88
2024,2,24,Bellarmine,North Ala.,H,82,70
2024,2,7,Bellarmine,Stetson,H,77,84
2024,1,6,Bellarmine,Lipscomb,H,70,81
2024,1,27,Bellarmine,Jacksonville,H,69,63
2024,1,4,Bellarmine,Austin Peay,H,68,84
2024,2,22,Bellarmine,Central Ark.,H,68,65
2024,2,17,Bellarmine,Eastern Ky.,H,65,75
2024,1,25,Bellarmine,North Florida,H,63,71
2023,12,16,Bellarmine,Evansville,H,61,70
2023,11,20,Bellarmine,Morehead St.,H,51,64
2024,2,24,Belmont,Missouri St.,H,93,78
2023,11,6,Belmont,Georgia St.,H,89,87
2024,1,7,Belmont,Drake,H,87,65
2024,3,3,Belmont,Evansville,H,83,66
2024,2,14,Belmont,Southern Ill.,H,82,68
2023,12,2,Belmont,Valparaiso,H,77,68
2023,12,20,Belmont,Arkansas St.,H,74,70
2024,1,27,Belmont,UIC,H,74,65
2023,12,6,Belmont,Lipscomb,H,72,71
2024,1,17,Belmont,UNI,H,72,83
2024,1,31,Belmont,Indiana St.,H,72,78
2024,2,7,Belmont,Murray St.,H,69,64
2024,1,10,Belmont,Illinois St.,H,67,60
2024,3,7,Belmont,Valparaiso,N,86,61
2023,11,24,Belmont,Monmouth,N,84,93
2023,11,26,Belmont,Lafayette,N,79,69
2024,3,8,Belmont,UNI,N,62,67
2024,1,6,Bethune-Cookman,Florida A&M,H,98,86
2023,12,1,Bethune-Cookman,UIW,H,96,82
2024,2,26,Bethune-Cookman,Alabama St.,H,90,84
2024,2,10,Bethune-Cookman,Prairie View,H,84,78
2024,1,15,Bethune-Cookman,Southern U.,H,83,81
2024,2,12,Bethune-Cookman,Texas Southern,H,83,79
2024,1,27,Bethune-Cookman,Jackson St.,H,82,71
2023,11,20,Bethune-Cookman,Charleston So.,H,79,73
2024,1,13,Bethune-Cookman,Grambling,H,69,79
2024,1,29,Bethune-Cookman,Alcorn,H,67,70
2024,2,24,Bethune-Cookman,Alabama A&M,H,63,61
2023,11,24,Bethune-Cookman,Lamar University,N,65,83
2023,11,25,Bethune-Cookman,Delaware St.,N,64,72
2023,12,9,Binghamton,Le Moyne,H,91,79
2024,3,2,Binghamton,New Hampshire,H,87,74
2023,11,18,Binghamton,Marist,H,82,59
2024,2,15,Binghamton,UMBC,H,78,89
2024,2,29,Binghamton,Maine,H,76,74
2023,11,25,Binghamton,Army West Point,H,75,68
2024,2,1,Binghamton,NJIT,H,75,66
2023,12,19,Binghamton,Niagara,H,74,69
2024,2,8,Binghamton,UAlbany,H,69,57
2024,2,10,Binghamton,Bryant,H,69,70
2024,1,18,Binghamton,Vermont,H,62,82
2024,1,20,Binghamton,UMass Lowell,H,60,80
2023,12,12,Boise St.,Northwestern St.,H,95,54
2024,2,3,Boise St.,Air Force,H,94,56
2024,2,17,Boise St.,Fresno St.,H,90,66
2024,3,2,Boise St.,New Mexico,H,89,79
2023,12,17,Boise St.,Cal St. Fullerton,H,88,65
2023,12,29,Boise St.,Utah Valley,H,85,63
2024,1,27,Boise St.,Utah St.,H,84,90
2024,2,20,Boise St.,San Jose St.,H,82,50
2023,12,5,Boise St.,North Texas,H,69,64
2024,1,20,Boise St.,San Diego St.,H,67,66
2024,3,5,Boise St.,Nevada,H,66,76
2024,1,9,Boise St.,Colorado St.,H,65,58
2024,1,16,Boise St.,UNLV,H,64,68
2023,11,12,Boise St.,San Francisco,H,63,58
2023,11,23,Boise St.,Virginia Tech,N,75,82
2023,11,24,Boise St.,VCU,N,65,61
2023,12,1,Boise St.,Saint Mary's (CA),N,63,60
2023,12,21,Boise St.,Washington St.,N,61,66
2023,11,26,Boise St.,Butler,N,56,70
2023,12,8,Boston College,Holy Cross,H,95,64
2023,11,6,Boston College,Fairfield,H,89,70
2024,2,13,Boston College,Louisville,H,89,77
2023,12,21,Boston College,Lehigh,H,85,69
2024,2,17,Boston College,Miami (FL),H,85,77
2023,12,5,Boston College,Central Conn. St.,H,82,68
2024,1,30,Boston College,Syracuse,H,80,75
2023,12,2,Boston College,NC State,H,78,84
2024,1,2,Boston College,Wake Forest,H,78,84
2023,11,18,Boston College,Harvard,H,73,64
2023,11,15,Boston College,Richmond,H,68,61
2024,2,28,Boston College,Virginia,H,68,72
2024,1,20,Boston College,North Carolina,H,66,76
2024,3,2,Boston College,Pittsburgh,H,65,90
2024,1,15,Boston College,Notre Dame,H,63,59
2024,2,6,Boston College,Florida St.,H,62,63
2023,12,10,Boston College,St. John's (NY),N,86,80
2023,11,22,Boston College,Colorado St.,N,74,86
2023,11,23,Boston College,Loyola Chicago,N,68,71
2023,11,16,Boston U.,Bryant,H,95,79
2024,3,2,Boston U.,Holy Cross,H,94,84
2024,2,25,Boston U.,Loyola Maryland,H,82,79
2023,12,30,Boston U.,Merrimack,H,74,63
2024,2,17,Boston U.,Navy,H,74,65
2024,1,10,Boston U.,American,H,72,68
2024,2,3,Boston U.,Lehigh,H,72,71
2024,3,7,Boston U.,Navy,H,70,61
2023,12,6,Boston U.,Maine,H,65,74
2024,2,7,Boston U.,Colgate,H,64,74
2023,12,22,Boston U.,UMass Lowell,H,63,71
2024,1,24,Boston U.,Army West Point,H,59,69
2024,1,17,Boston U.,Bucknell,H,57,73
2024,1,6,Boston U.,Lafayette,H,51,59
2024,1,2,Bowling Green,Eastern Mich.,H,92,90
2024,2,6,Bowling Green,Buffalo,H,87,73
2024,1,20,Bowling Green,Western Mich.,H,84,79
2024,1,23,Bowling Green,Kent St.,H,84,90
2024,1,9,Bowling Green,Ohio,H,83,78
2023,11,11,Bowling Green,Arkansas St.,H,81,75
2024,3,8,Bowling Green,Ball St.,H,80,70
2023,12,16,Bowling Green,Kansas City,H,79,69
2024,2,3,Bowling Green,Central Mich.,H,76,77
2024,2,23,Bowling Green,Toledo,H,76,68
2023,12,19,Bowling Green,Hampton,H,75,65
2023,11,6,Bowling Green,Chicago St.,H,70,41
2023,11,17,Bowling Green,Bellarmine,H,67,85
2024,2,27,Bowling Green,Miami (OH),H,58,66
2023,11,25,Bowling Green,Lipscomb,N,82,61
2023,11,26,Bowling Green,Canisius,N,77,73
2023,11,24,Bowling Green,Western Ky.,N,65,72
2024,1,20,Bradley,Belmont,H,95,72
2023,11,14,Bradley,Tarleton St.,H,86,63
2024,1,6,Bradley,Missouri St.,H,86,60
2024,1,10,Bradley,Evansville,H,86,50
2024,2,28,Bradley,Southern Ill.,H,86,67
2024,1,31,Bradley,UNI,H,85,69
2024,2,14,Bradley,UIC,H,85,73
2023,11,25,Bradley,Vermont,H,79,70
2023,12,2,Bradley,Indiana St.,H,77,85
2023,12,21,Bradley,SIUE,H,75,64
2023,11,11,Bradley,Utah St.,H,72,66
2024,1,24,Bradley,Murray St.,H,71,63
2023,12,15,Bradley,Cleveland St.,H,69,76
2024,2,10,Bradley,Drake,H,67,74
2024,2,24,Bradley,Illinois St.,H,48,45
2023,11,20,Bradley,Tulane,N,80,77
2024,3,8,Bradley,UIC,N,74,47
2023,12,18,Bradley,Duquesne,N,67,69
2023,11,22,Bradley,UTEP,N,63,59
2024,3,2,Brown,Dartmouth,H,89,67
2024,1,20,Brown,Cornell,H,83,84
2023,11,11,Brown,Loyola Maryland,H,75,77
2023,12,22,Brown,Siena,H,71,67
2024,3,1,Brown,Harvard,H,71,68
2024,1,2,Brown,Vermont,H,70,71
2024,1,9,Brown,Yale,H,70,80
2024,2,2,Brown,Penn,H,70,61
2024,2,10,Brown,Columbia,H,69,83
2023,12,1,Brown,Bryant,H,66,69
2024,2,3,Brown,Princeton,H,60,70
2023,11,25,Brown,Kansas City,N,93,83
2023,11,26,Brown,Ohio,N,77,82
2023,11,24,Brown,Delaware,N,59,67
2023,12,22,Bryant,Drexel,H,104,86
2024,3,2,Bryant,NJIT,H,101,82
2024,2,1,Bryant,UMBC,H,99,95
2024,2,8,Bryant,New Hampshire,H,85,66
2024,3,5,Bryant,UAlbany,H,83,79
2024,1,11,Bryant,Binghamton,H,77,69
2024,2,15,Bryant,Maine,H,77,72
2024,2,17,Bryant,UMass Lowell,H,77,86
2023,11,20,Bryant,Howard,H,67,61
2023,11,6,Bryant,Manhattan,H,59,61
2024,1,27,Bryant,Vermont,H,57,67
2023,12,16,Bryant,Towson,N,101,93
2024,1,13,Bucknell,Colgate,H,73,84
2023,11,29,Bucknell,Princeton,H,71,85
2024,1,24,Bucknell,Navy,H,71,63
2024,1,3,Bucknell,Holy Cross,H,70,58
2023,11,20,Bucknell,Southern Ind.,H,67,56
2024,1,31,Bucknell,Loyola Maryland,H,67,52
2023,12,16,Bucknell,Radford,H,63,70
2024,1,6,Bucknell,American,H,63,71
2024,2,12,Bucknell,Lehigh,H,63,71
2024,2,10,Bucknell,Boston U.,H,62,77
2024,3,2,Bucknell,Lafayette,H,60,50
2023,12,30,Bucknell,Saint Peter's,H,58,67
2023,11,6,Bucknell,Delaware,H,57,78
2024,2,25,Bucknell,Army West Point,H,54,41
2023,11,6,Buffalo,Fairleigh Dickinson,H,86,92
2024,3,2,Buffalo,Toledo,H,79,85
2024,2,20,Buffalo,Eastern Mich.,H,78,69
2024,1,6,Buffalo,Western Mich.,H,77,82
2024,3,8,Buffalo,NIU,H,68,78
2024,3,5,Buffalo,Ohio,H,66,78
2023,12,2,Buffalo,St. Bonaventure,H,65,80
2023,12,9,Buffalo,Western Ky.,H,65,82
2024,1,9,Buffalo,Miami (OH),H,65,86
2023,12,29,Buffalo,Niagara,H,63,69
2024,2,17,Buffalo,Akron,H,62,73
2024,1,23,Buffalo,Ball St.,H,59,87
2023,11,11,Buffalo,South Alabama,H,56,70
2024,2,2,Buffalo,Kent St.,H,52,83
2023,11,20,Buffalo,Hofstra,N,68,102
2023,11,22,Buffalo,Iona,N,64,89
2023,11,21,Buffalo,Louisiana,N,60,68
2023,11,30,Butler,Texas Tech,H,103,95
2023,12,9,Butler,California,H,97,90
2023,11,6,Butler,Eastern Mich.,H,94,55
2023,11,10,Butler,Southeast Mo. St.,H,91,56
2024,1,27,Butler,Villanova,H,88,81
2023,11,13,Butler,ETSU,H,81,47
2024,1,5,Butler,UConn,H,81,88
2024,2,10,Butler,Providence,H,75,72
2023,12,19,Butler,Georgetown,H,74,64
2024,1,20,Butler,DePaul,H,74,60
2023,12,5,Butler,Buffalo,H,72,59
2024,1,13,Butler,Seton Hall,H,72,78
2024,2,13,Butler,Marquette,H,72,78
2024,3,6,Butler,Xavier,H,72,66
2024,2,28,Butler,St. John's (NY),H,59,82
2024,2,17,Butler,Creighton,H,57,79
2023,11,24,Butler,Penn St.,N,88,78
2023,11,23,Butler,Fla. Atlantic,N,86,91
2023,11,26,Butler,Boise St.,N,70,56
2023,11,6,BYU,Houston Christian,H,110,63
2023,11,15,BYU,Southeastern La.,H,105,48
2023,12,22,BYU,Bellarmine,H,101,59
2023,12,5,BYU,Evansville,H,96,55
2023,12,30,BYU,Wyoming,H,94,68
2023,11,18,BYU,Morgan St.,H,93,50
2023,12,13,BYU,Denver,H,90,74
2024,2,13,BYU,UCF,H,90,88
2024,1,16,BYU,Iowa St.,H,87,72
2024,3,2,BYU,TCU,H,87,75
2023,12,16,BYU,Georgia St.,H,86,54
2024,1,27,BYU,Texas,H,84,72
2024,2,20,BYU,Baylor,H,78,71
2023,11,10,BYU,San Diego St.,H,74,65
2024,2,10,BYU,Kansas St.,H,72,66
2024,1,23,BYU,Houston,H,68,75
2024,1,6,BYU,Cincinnati,H,60,71
2023,11,24,BYU,NC State,N,95,86
2023,12,1,BYU,Fresno St.,N,85,56
2023,11,23,BYU,Arizona St.,N,77,49
2024,1,4,Cal Poly,Long Beach St.,H,82,89
2023,11,29,Cal Poly,San Jose St.,H,81,77
2024,2,24,Cal Poly,UC Riverside,H,78,84
2023,12,28,Cal Poly,CSUN,H,73,83
