year,month,day,team,opponent,location,teamscore,oppscore
2021,11,9,American,Marist,H,77,73
2022,2,5,American,Colgate,H,68,86
2022,1,26,American,Holy Cross,H,67,49
2022,2,26,American,Loyola Maryland,H,65,55
2022,1,16,American,Bucknell,H,63,55
2022,1,1,American,Lehigh,H,61,63
2022,1,24,American,Lafayette,H,56,69
2022,1,10,American,Boston U.,H,53,79
2022,2,16,American,Navy,H,46,55
2021,11,20,American,Western Caro.,N,79,80
2022,1,1,Appalachian St.,ULM,H,77,69
2022,1,29,Appalachian St.,Little Rock,H,72,57
2021,11,12,Appalachian St.,ETSU,H,69,67
2021,11,29,Appalachian St.,Hartford,H,69,59
2022,2,19,Appalachian St.,South Alabama,H,69,51
2021,11,18,Appalachian St.,Charlotte,H,66,67
2022,2,10,Appalachian St.,Ga. Southern,H,65,61
2022,1,13,Appalachian St.,Coastal Carolina,H,61,60
2022,1,27,Appalachian St.,Arkansas St.,H,61,54
2022,2,17,Appalachian St.,Troy,H,61,67
2021,12,30,Appalachian St.,Louisiana,H,55,71
2022,2,12,Appalachian St.,Georgia St.,H,49,58
2022,3,5,Appalachian St.,Ga. Southern,N,73,60
2021,11,22,Appalachian St.,Delaware,N,68,75
2022,3,6,Appalachian St.,Georgia St.,N,66,71
2021,11,24,Appalachian St.,Vermont,N,63,65
2021,11,23,Appalachian St.,Akron,N,57,45
2021,11,27,Arizona,Sacramento St.,H,105,59
2021,11,12,Arizona,UTRGV,H,104,50
2021,12,15,Arizona,Northern Colo.,H,101,76
2021,11,16,Arizona,North Dakota St.,H,97,45
2022,1,3,Arizona,Washington,H,95,79
2021,12,8,Arizona,Wyoming,H,94,65
2022,3,5,Arizona,California,H,89,61
2021,12,18,Arizona,California Baptist,H,84,60
2022,2,19,Arizona,Oregon,H,84,81
2022,2,17,Arizona,Oregon St.,H,83,69
2022,1,15,Arizona,Utah,H,82,64
2021,11,9,Arizona,Northern Ariz.,H,81,52
2022,3,3,Arizona,Stanford,H,81,69
2022,1,13,Arizona,Colorado,H,76,55
2022,2,3,Arizona,UCLA,H,76,66
2022,2,5,Arizona,Southern California,H,72,63
2022,1,29,Arizona,Arizona St.,H,67,56
2021,11,19,Arizona,Wichita St.,N,82,78
2021,11,21,Arizona,Michigan,N,80,62
2022,2,5,Arizona St.,UCLA,H,87,84
2022,2,17,Arizona St.,Oregon,H,81,57
2022,2,7,Arizona St.,Arizona,H,79,91
2021,11,9,Arizona St.,Portland,H,76,60
2022,2,19,Arizona St.,Oregon St.,H,73,53
2021,11,15,Arizona St.,North Florida,H,72,63
2022,3,3,Arizona St.,California,H,71,44
2021,12,9,Arizona St.,Grand Canyon,H,67,62
2021,11,11,Arizona St.,UC Riverside,H,65,66
2021,12,19,Arizona St.,San Francisco,H,65,66
2022,3,5,Arizona St.,Stanford,H,65,56
2022,1,17,Arizona St.,Utah,H,64,62
2022,1,15,Arizona St.,Colorado,H,57,75
2022,2,3,Arizona St.,Southern California,H,53,58
2021,12,1,Arizona St.,Washington St.,H,29,51
2021,11,25,Arizona St.,Syracuse,N,84,92
2021,11,24,Arizona St.,Baylor,N,63,75
2021,11,26,Arizona St.,Loyola Chicago,N,59,77
2022,2,26,Ark.-Pine Bluff,Mississippi Val.,H,93,79
2022,2,19,Ark.-Pine Bluff,Prairie View,H,84,92
2021,12,8,Ark.-Pine Bluff,Arkansas St.,H,73,84
2022,1,5,Ark.-Pine Bluff,Alabama St.,H,70,68
2022,1,17,Ark.-Pine Bluff,Bethune-Cookman,H,69,63
2022,2,21,Ark.-Pine Bluff,Texas Southern,H,68,70
2022,1,15,Ark.-Pine Bluff,Florida A&M,H,66,71
2022,2,5,Ark.-Pine Bluff,Alcorn,H,64,70
2022,1,3,Ark.-Pine Bluff,Alabama A&M,H,50,70
2022,2,7,Ark.-Pine Bluff,Jackson St.,H,47,60
2021,12,1,Arkansas,Central Ark.,H,97,60
2021,11,17,Arkansas,UNI,H,93,80
2021,12,4,Arkansas,Little Rock,H,93,78
2022,1,12,Arkansas,Missouri,H,87,43
2021,11,13,Arkansas,Gardner-Webb,H,86,69
2021,12,7,Arkansas,Charlotte,H,86,66
2021,12,18,Arkansas,Hofstra,H,81,89
2021,12,21,Arkansas,Elon,H,81,55
2022,2,8,Arkansas,Auburn,H,80,76
2022,1,29,Arkansas,West Virginia,H,77,68
2022,3,2,Arkansas,LSU,H,77,76
2021,11,28,Arkansas,Penn,H,76,60
2022,1,22,Arkansas,Texas A&M,H,76,73
2022,1,18,Arkansas,South Carolina,H,75,59
2022,2,26,Arkansas,Kentucky,H,75,73
2021,11,9,Arkansas,Mercer,H,74,61
2022,1,4,Arkansas,Vanderbilt,H,74,75
2022,2,5,Arkansas,Mississippi St.,H,63,55
2022,2,19,Arkansas,Tennessee,H,58,48
2021,11,23,Arkansas,Cincinnati,N,73,67
2021,11,22,Arkansas,Kansas St.,N,72,64
2021,12,11,Arkansas,Oklahoma,N,66,88
2021,12,4,Arkansas St.,Central Ark.,H,95,82
2022,1,20,Arkansas St.,UT Arlington,H,75,70
2022,1,1,Arkansas St.,Ga. Southern,H,74,56
2022,2,23,Arkansas St.,Coastal Carolina,H,69,74
2021,12,19,Arkansas St.,Air Force,H,68,46
2022,1,22,Arkansas St.,Texas St.,H,67,60
2022,2,5,Arkansas St.,Louisiana,H,67,58
2021,11,28,Arkansas St.,Kansas City,H,66,55
2022,2,25,Arkansas St.,Appalachian St.,H,62,60
2022,2,3,Arkansas St.,ULM,H,59,60
2021,11,26,Arkansas St.,Morehead St.,H,51,75
2022,3,3,Arkansas St.,ULM,N,81,77
2022,3,5,Arkansas St.,Georgia St.,N,62,65
2022,2,16,Army West Point,Colgate,H,90,100
2022,1,1,Army West Point,Loyola Maryland,H,77,74
2022,1,7,Army West Point,Lehigh,H,77,55
2022,1,19,Army West Point,American,H,76,66
2021,11,17,Army West Point,Merrimack,H,74,51
2022,1,13,Army West Point,Boston U.,H,73,63
2022,2,23,Army West Point,Bucknell,H,73,60
2021,11,30,Army West Point,Siena,H,67,83
2021,11,27,Army West Point,Marist,H,65,61
2022,2,5,Army West Point,Holy Cross,H,65,69
2022,1,29,Army West Point,Lafayette,H,60,56
2022,2,12,Army West Point,Navy,H,49,52
2021,11,13,Army West Point,Hartford,N,86,79
2022,2,1,Auburn,Alabama,H,100,81
2022,2,16,Auburn,Vanderbilt,H,94,80
2021,11,12,Auburn,ULM,H,93,65
2021,12,4,Auburn,Yale,H,86,64
2022,1,29,Auburn,Oklahoma,H,86,68
2021,12,1,Auburn,UCF,H,85,68
2022,1,8,Auburn,Florida,H,85,73
2022,1,19,Auburn,Georgia,H,83,60
2022,3,5,Auburn,South Carolina,H,82,71
2022,1,22,Auburn,Kentucky,H,80,71
2021,11,9,Auburn,Morehead St.,H,77,54
2022,2,23,Auburn,Ole Miss,H,77,64
2022,2,12,Auburn,Texas A&M,H,75,58
2021,12,22,Auburn,Murray St.,H,71,58
2021,12,14,Auburn,North Ala.,H,70,44
2021,12,29,Auburn,LSU,H,70,55
2021,11,24,Auburn,UConn,N,109,115
2021,12,11,Auburn,Nebraska,N,99,68
2021,11,26,Auburn,Syracuse,N,89,68
2021,11,25,Auburn,Loyola Chicago,N,62,53
2022,2,10,Austin Peay,Southeast Mo. St.,H,74,66
2022,2,19,Austin Peay,Tennessee Tech,H,69,73
2022,1,31,Austin Peay,SIUE,H,68,63
2022,1,27,Austin Peay,Belmont,H,67,75
2021,12,30,Austin Peay,UT Martin,H,62,65
2022,2,14,Austin Peay,Eastern Ill.,H,62,54
2022,1,8,Austin Peay,Morehead St.,H,55,66
2022,2,12,Austin Peay,Tennessee St.,H,54,52
2022,2,3,Austin Peay,Murray St.,H,53,65
2022,3,2,Austin Peay,Tennessee Tech,N,51,78
2021,11,27,Ball St.,Indiana St.,H,97,75
2022,2,4,Ball St.,Toledo,H,93,83
2022,2,8,Ball St.,Central Mich.,H,85,89
2022,1,29,Ball St.,Western Mich.,H,83,72
2022,1,1,Ball St.,Bowling Green,H,81,80
2022,1,25,Ball St.,Miami (OH),H,81,64
2021,12,21,Ball St.,Eastern Ill.,H,75,55
2022,2,26,Ball St.,Eastern Mich.,H,75,64
2021,11,13,Ball St.,Omaha,H,73,69
2022,1,14,Ball St.,Buffalo,H,68,74
2022,1,4,Ball St.,Kent St.,H,65,66
2022,3,1,Ball St.,Akron,H,60,79
2022,2,15,Ball St.,Northern Ill.,H,58,64
2021,11,21,Ball St.,Massachusetts,N,89,86
2021,11,19,Ball St.,Weber St.,N,74,85
2021,11,18,Ball St.,FIU,N,60,73
2021,12,28,Baylor,Northwestern St.,H,104,68
2021,12,4,Baylor,Ark.-Pine Bluff,H,99,54
2021,12,20,Baylor,Alcorn,H,94,57
2021,11,17,Baylor,Central Ark.,H,92,47
2021,11,15,Baylor,Nicholls St.,H,89,60
2021,11,12,Baylor,UIW,H,87,60
2021,11,20,Baylor,Stanford,H,86,48
2022,1,4,Baylor,Oklahoma,H,84,74
2022,1,31,Baylor,West Virginia,H,81,77
2022,2,12,Baylor,Texas,H,80,63
2022,2,26,Baylor,Kansas,H,80,70
2022,3,5,Baylor,Iowa St.,H,75,68
2022,1,25,Baylor,Kansas St.,H,74,49
2022,2,19,Baylor,TCU,H,72,62
2022,1,11,Baylor,Texas Tech,H,62,65
2021,12,12,Baylor,Villanova,H,57,36
2022,1,15,Baylor,Oklahoma St.,H,54,61
2021,11,24,Baylor,Arizona St.,N,75,63
2021,11,26,Baylor,Michigan St.,N,75,58
2021,11,25,Baylor,VCU,N,69,61
2022,1,11,Bellarmine,Central Ark.,H,85,63
2022,3,3,Bellarmine,FGCU,H,81,68
2022,3,8,Bellarmine,Jacksonville,H,77,72
2022,1,22,Bellarmine,Jacksonville,H,76,73
2022,2,23,Bellarmine,Lipscomb,H,76,73
2022,2,5,Bellarmine,Kennesaw St.,H,70,75
2022,1,18,Bellarmine,North Ala.,H,68,60
2022,2,20,Bellarmine,Jacksonville St.,H,67,82
2022,1,8,Bellarmine,Eastern Ky.,H,66,61
2021,12,21,Bellarmine,LMU (CA),H,57,71
2022,2,3,Bellarmine,Liberty,H,53,66
2021,11,23,Bellarmine,Central Mich.,N,76,69
2021,11,22,Bellarmine,UCLA,N,62,75
2022,1,6,Belmont,Southeast Mo. St.,H,102,62
2021,11,15,Belmont,Furman,H,95,89
2021,12,2,Belmont,Lipscomb,H,94,65
2022,1,13,Belmont,Tennessee Tech,H,92,77
2022,1,29,Belmont,UT Martin,H,87,58
2022,2,26,Belmont,Tennessee St.,H,87,67
2021,11,13,Belmont,Evansville,H,81,43
2022,2,17,Belmont,Eastern Ill.,H,81,57
2021,12,15,Belmont,Chattanooga,H,76,68
2022,2,19,Belmont,SIUE,H,73,62
2022,2,7,Belmont,Austin Peay,H,72,58
2022,1,15,Belmont,Murray St.,H,60,82
2022,2,10,Belmont,Morehead St.,H,48,47
2021,11,25,Belmont,Drake,N,74,69
2021,11,26,Belmont,Iona,N,72,65
2021,11,28,Belmont,Dayton,N,61,63
2022,3,4,Belmont,Morehead St.,N,51,53
2022,2,21,Bethune-Cookman,Alabama St.,H,78,89
2022,2,5,Bethune-Cookman,Prairie View,H,68,67
2022,1,24,Bethune-Cookman,Alcorn,H,67,70
2022,1,3,Bethune-Cookman,Florida A&M,H,66,59
2022,1,8,Bethune-Cookman,Grambling,H,66,68
2022,2,7,Bethune-Cookman,Texas Southern,H,63,66
2022,2,19,Bethune-Cookman,Alabama A&M,H,60,62
2022,1,10,Bethune-Cookman,Southern U.,H,59,69
2022,1,22,Bethune-Cookman,Jackson St.,H,55,50
2021,11,20,Bethune-Cookman,Bryant,N,81,75
2022,1,29,Bethune-Cookman,Alabama St.,N,73,79
2021,11,21,Bethune-Cookman,Air Force,N,65,73
2021,11,23,Bethune-Cookman,Liberty,N,51,59
2022,1,24,Binghamton,Hartford,H,74,64
2022,1,19,Binghamton,Stony Brook,H,71,74
2021,11,9,Binghamton,Cornell,H,69,76
2022,2,5,Binghamton,Maine,H,69,60
2022,1,2,Binghamton,UMass Lowell,H,68,63
2022,1,29,Binghamton,UMBC,H,68,70
2022,2,16,Binghamton,Albany (NY),H,67,68
2022,2,12,Binghamton,New Hampshire,H,60,69
2022,1,8,Binghamton,NJIT,H,56,67
2021,12,8,Binghamton,Marist,H,51,64
2022,2,23,Binghamton,Vermont,H,49,66
2021,12,10,Boise St.,Prairie View,H,97,60
2021,11,30,Boise St.,Saint Louis,H,82,86
2021,11,9,Boise St.,Utah Valley,H,76,56
2022,2,5,Boise St.,San Jose St.,H,76,60
2022,2,13,Boise St.,Colorado St.,H,74,77
2022,3,1,Boise St.,Nevada,H,73,67
2021,12,14,Boise St.,Santa Clara,H,72,60
2022,2,11,Boise St.,UNLV,H,69,63
2022,2,19,Boise St.,Utah St.,H,68,57
2021,12,28,Boise St.,Fresno St.,H,65,55
2022,1,25,Boise St.,Wyoming,H,65,62
2021,12,3,Boise St.,Tulsa,H,63,58
2022,1,18,Boise St.,Air Force,H,62,56
2022,2,22,Boise St.,San Diego St.,H,58,57
2021,11,26,Boise St.,CSU Bakersfield,H,39,46
2021,11,19,Boise St.,Temple,N,82,62
2021,11,18,Boise St.,St. Bonaventure,N,61,67
2021,11,21,Boise St.,Ole Miss,N,60,50
2021,12,22,Boise St.,Washington St.,N,58,52
2021,11,12,Boston College,Holy Cross,H,85,55
2022,1,12,Boston College,Georgia Tech,H,76,81
2021,11,9,Boston College,Dartmouth,H,73,57
2021,11,26,Boston College,Columbia,H,73,60
2021,12,3,Boston College,Notre Dame,H,73,57
2021,11,14,Boston College,Fairfield,H,72,64
2022,2,21,Boston College,Florida St.,H,71,55
2022,3,2,Boston College,Miami (FL),H,70,81
2022,1,30,Boston College,Pittsburgh,H,69,56
2022,1,22,Boston College,Virginia Tech,H,68,63
2022,1,2,Boston College,North Carolina,H,65,91
2021,11,29,Boston College,South Fla.,H,64,49
2022,2,8,Boston College,Syracuse,H,64,73
2022,2,12,Boston College,Duke,H,61,72
2022,2,26,Boston College,Clemson,H,60,70
2021,12,13,Boston College,Albany (NY),H,57,61
2022,3,8,Boston College,Pittsburgh,N,66,46
2021,11,21,Boston College,Rhode Island,N,65,71
2021,11,20,Boston College,Utah,N,61,68
2022,2,12,Boston U.,American,H,85,67
2022,1,22,Boston U.,Lehigh,H,80,74
2021,12,18,Boston U.,Marist,H,79,84
2022,1,28,Boston U.,Colgate,H,76,72
2022,2,23,Boston U.,Lafayette,H,76,60
2022,3,3,Boston U.,Loyola Maryland,H,76,64
2022,2,9,Boston U.,Army West Point,H,75,74
2021,12,8,Boston U.,UMass Lowell,H,72,62
2022,1,31,Boston U.,Holy Cross,H,70,75
2021,12,4,Boston U.,Binghamton,H,68,63
2022,1,16,Boston U.,Navy,H,65,72
2022,1,1,Boston U.,Bucknell,H,63,61
2021,11,28,Boston U.,Merrimack,H,61,60
2022,1,7,Boston U.,Loyola Maryland,H,58,66
2021,11,21,Boston U.,Northern Ill.,N,76,58
2021,11,22,Boston U.,Sam Houston St.,N,72,59
2021,12,19,Bowling Green,Robert Morris,H,100,74
2022,1,8,Bowling Green,Miami (OH),H,87,83
2022,2,5,Bowling Green,Northern Ill.,H,87,65
2022,1,25,Bowling Green,Eastern Mich.,H,85,71
2022,2,15,Bowling Green,Buffalo,H,85,112
2021,11,19,Bowling Green,Norfolk St.,H,84,90
2022,1,29,Bowling Green,Kent St.,H,83,91
2022,2,19,Bowling Green,Ball St.,H,82,91
2022,3,1,Bowling Green,Ohio,H,80,77
2022,1,15,Bowling Green,Toledo,H,78,91
2021,11,28,Bowling Green,Chicago St.,H,75,57
2021,12,7,Bowling Green,Oakland,H,73,72
2022,2,26,Bowling Green,Western Mich.,H,67,78
2022,1,20,Bowling Green,Akron,H,66,91
2021,11,23,Bowling Green,Milwaukee,N,82,68
2021,11,24,Bowling Green,Southern Utah,N,73,87
2021,12,4,Bradley,SIUE,H,80,55
2022,1,12,Bradley,Evansville,H,79,47
2022,2,26,Bradley,Valparaiso,H,79,55
2021,12,18,Bradley,Saint Joseph's,H,77,73
2022,2,19,Bradley,Illinois St.,H,72,64
2021,11,27,Bradley,Maine,H,71,39
2021,12,1,Bradley,UNI,H,71,69
2022,1,22,Bradley,Southern Ill.,H,70,62
2022,1,5,Bradley,Missouri St.,H,69,71
2022,2,9,Bradley,Loyola Chicago,H,68,61
2022,2,12,Bradley,Drake,H,68,59
2022,1,30,Bradley,Indiana St.,H,67,52
2021,11,13,Bradley,Howard,H,64,76
2021,12,21,Bradley,Sam Houston St.,N,87,61
2021,11,22,Bradley,Duquesne,N,70,78
2021,11,20,Bradley,Brown,N,62,65
2021,11,19,Bradley,Colorado St.,N,60,66
2022,3,4,Bradley,Loyola Chicago,N,50,66
2022,2,19,Brown,Penn,H,88,89
2022,2,26,Brown,Columbia,H,81,74
2021,12,5,Brown,Sacred Heart,H,79,66
2021,11,14,Brown,Central Conn. St.,H,75,57
2022,1,30,Brown,Cornell,H,72,74
2021,12,10,Brown,Vermont,H,65,70
2022,1,17,Brown,Yale,H,63,66
2022,2,5,Brown,Dartmouth,H,62,60
2021,11,26,Brown,Bryant,H,59,65
2022,2,4,Brown,Harvard,H,50,65
2022,2,18,Brown,Princeton,H,50,69
2021,11,20,Brown,Bradley,N,65,62
2021,11,19,Brown,Creighton,N,57,78
2021,11,22,Brown,Colorado,N,52,54
2022,2,19,Bryant,Fairleigh Dickinson,H,105,93
2022,1,30,Bryant,LIU,H,88,81
2021,12,31,Bryant,Sacred Heart,H,85,82
2022,1,23,Bryant,St. Francis Brooklyn,H,85,68
2022,1,17,Bryant,Saint Francis (PA),H,82,52
2022,2,26,Bryant,Wagner,H,78,70
2021,12,8,Bryant,New Hampshire,H,76,59
2022,1,27,Bryant,Merrimack,H,76,67
2022,2,17,Bryant,Central Conn. St.,H,75,61
2022,1,15,Bryant,Mount St. Mary's,H,73,66
2022,3,2,Bryant,Central Conn. St.,H,73,59
2022,3,5,Bryant,Mount St. Mary's,H,70,69
2022,3,8,Bryant,Wagner,H,70,43
2021,11,28,Bryant,Dartmouth,H,61,63
2021,11,21,Bryant,Holy Cross,N,78,62
2021,11,20,Bryant,Bethune-Cookman,N,75,81
2022,2,19,Bucknell,Lafayette,H,92,89
2022,1,4,Bucknell,Army West Point,H,89,96
2022,2,26,Bucknell,Boston U.,H,89,78
2021,12,18,Bucknell,La Salle,H,82,70
2022,1,30,Bucknell,Loyola Maryland,H,82,80
2021,11,17,Bucknell,Rider,H,81,74
2022,2,12,Bucknell,Holy Cross,H,72,78
2021,11,14,Bucknell,Penn,H,68,73
2022,2,9,Bucknell,American,H,68,66
2021,11,28,Bucknell,Siena,H,65,56
2022,1,13,Bucknell,Lehigh,H,64,97
2022,1,26,Bucknell,Navy,H,63,81
2022,1,19,Bucknell,Colgate,H,56,75
2021,11,24,Bucknell,Rider,N,79,85
2021,11,23,Bucknell,Mercer,N,68,78
2022,2,8,Buffalo,Eastern Mich.,H,102,64
2022,1,5,Buffalo,Bowling Green,H,99,88
2021,11,20,Buffalo,Rider,H,87,65
2022,2,19,Buffalo,Western Mich.,H,87,73
2021,12,29,Buffalo,Miami (OH),H,81,91
2022,2,12,Buffalo,Ball St.,H,80,74
2022,3,1,Buffalo,Toledo,H,76,92
2022,2,26,Buffalo,Northern Ill.,H,70,60
2022,1,21,Buffalo,Kent St.,H,64,51
2022,1,28,Buffalo,Ohio,H,53,74
2021,11,24,Buffalo,Illinois St.,N,106,90
2021,11,23,Buffalo,SFA,N,78,79
2021,11,12,Butler,Central Ark.,H,85,53
2022,2,12,Butler,Marquette,H,85,79
2022,1,7,Butler,Xavier,H,72,87
2022,1,26,Butler,Creighton,H,72,55
2022,2,5,Butler,St. John's (NY),H,72,75
2021,11,13,Butler,Troy,H,70,59
2022,2,20,Butler,Providence,H,70,71
2021,12,11,Butler,Eastern Ill.,H,66,54
2021,12,29,Butler,DePaul,H,63,59
2022,3,5,Butler,Villanova,H,59,78
2021,11,9,Butler,IUPUI,H,56,47
2022,1,4,Butler,Seton Hall,H,56,71
2022,1,20,Butler,UConn,H,56,75
2022,1,29,Butler,Georgetown,H,56,53
2021,11,17,Butler,Michigan St.,H,52,73
2021,11,22,Butler,Houston,N,52,70
2021,11,23,Butler,Texas A&M,N,50,57
2021,12,18,Butler,Purdue,N,48,77
2021,12,8,BYU,Utah St.,H,82,71
2021,11,24,BYU,Texas Southern,H,81,64
2022,1,20,BYU,San Diego,H,79,71
2022,2,24,BYU,LMU (CA),H,79,59
2022,1,22,BYU,Portland,H,78,65
2022,2,26,BYU,Pepperdine,H,75,59
2022,1,6,BYU,Pacific,H,73,51
2021,11,9,BYU,Cleveland St.,H,69,59
2021,11,12,BYU,San Diego St.,H,66,60
2022,2,3,BYU,San Francisco,H,59,73
2022,2,5,BYU,Gonzaga,H,57,90
2022,1,8,BYU,Saint Mary's (CA),H,52,43
2022,3,4,BYU,LMU (CA),N,85,60
2021,11,16,BYU,Oregon,N,81,49
2021,12,25,BYU,Liberty,N,80,75
2021,12,11,BYU,Creighton,N,71,83
