year,month,day,team,opponent,location,teamscore,oppscore
2022,2,5,Eastern Ky.,Liberty,H,84,91
2021,11,22,Eastern Ky.,Eastern Ill.,H,82,43
2022,2,3,Eastern Ky.,Kennesaw St.,H,82,81
2021,12,18,Eastern Ky.,Northern Ky.,H,81,68
2022,2,16,Eastern Ky.,North Ala.,H,80,76
2021,11,16,Eastern Ky.,James Madison,H,78,79
2021,11,20,Eastern Ky.,Albany (NY),H,77,64
2022,1,4,Eastern Ky.,Central Ark.,H,72,79
2022,2,26,Eastern Ky.,Bellarmine,H,72,58
2021,12,11,Eastern Ky.,Marshall,H,69,80
2022,1,22,Eastern Ky.,North Florida,H,67,58
2022,1,15,Eastern Ky.,Jacksonville St.,H,65,76
2021,11,12,Eastern Mich.,Illinois St.,H,103,98
2022,1,11,Eastern Mich.,Central Mich.,H,99,68
2021,12,11,Eastern Mich.,FIU,H,92,88
2022,1,29,Eastern Mich.,Miami (OH),H,85,75
2022,2,22,Eastern Mich.,Northern Ill.,H,74,72
2021,11,24,Eastern Mich.,Western Ill.,H,72,68
2022,1,8,Eastern Mich.,Ball St.,H,72,78
2022,2,17,Eastern Mich.,Buffalo,H,69,83
2022,2,1,Eastern Mich.,Toledo,H,66,86
2021,12,8,Eastern Mich.,Niagara,H,60,58
2022,3,1,Eastern Mich.,Western Mich.,H,60,71
2022,2,12,Eastern Mich.,Ohio,H,56,74
2022,2,19,Eastern Mich.,Akron,H,48,67
2022,1,18,Eastern Mich.,Kent St.,H,47,56
2022,1,8,Eastern Wash.,Idaho,H,96,93
2022,2,17,Eastern Wash.,Montana St.,H,88,86
2022,1,22,Eastern Wash.,Northern Colo.,H,83,87
2022,3,5,Eastern Wash.,Portland St.,H,83,75
2022,1,6,Eastern Wash.,Montana,H,78,90
2021,12,2,Eastern Wash.,Southern Utah,H,76,89
2022,1,20,Eastern Wash.,Sacramento St.,H,75,62
2022,2,10,Eastern Wash.,Weber St.,H,75,67
2022,2,12,Eastern Wash.,Idaho St.,H,75,72
2022,3,3,Eastern Wash.,Northern Ariz.,H,69,62
2021,11,20,Eastern Wash.,Texas St.,N,74,81
2022,1,17,Elon,James Madison,H,90,67
2021,11,27,Elon,Jacksonville St.,H,81,93
2021,12,29,Elon,Northeastern,H,79,62
2022,2,3,Elon,UNCW,H,78,65
2021,12,4,Elon,High Point,H,77,83
2022,2,5,Elon,Col. of Charleston,H,64,66
2022,2,15,Elon,Hofstra,H,64,97
2021,12,15,Elon,Winthrop,H,63,61
2022,2,17,Elon,Delaware,H,62,71
2022,1,27,Elon,William & Mary,H,61,54
2022,2,19,Elon,Drexel,H,60,71
2022,1,15,Elon,Towson,H,54,59
2021,11,18,Elon,West Virginia,N,68,87
2021,11,21,Elon,Temple,N,58,75
2022,3,6,Elon,UNCW,N,58,75
2021,11,19,Elon,Ole Miss,N,56,74
2022,1,10,ETSU,Western Caro.,H,87,69
2021,12,11,ETSU,Morehead St.,H,82,75
2022,1,5,ETSU,VMI,H,80,79
2022,2,23,ETSU,Chattanooga,H,77,83
2022,1,26,ETSU,UNC Greensboro,H,76,80
2022,2,7,ETSU,Furman,H,75,71
2022,1,22,ETSU,The Citadel,H,73,75
2022,2,12,ETSU,Samford,H,73,77
2022,1,19,ETSU,Mercer,H,72,64
2021,12,14,ETSU,N.C. A&T,H,67,69
2022,1,8,ETSU,Wofford,H,57,68
2021,11,18,ETSU,USC Upstate,H,56,43
2021,11,23,ETSU,Missouri St.,N,77,76
2022,3,4,ETSU,The Citadel,N,76,84
2021,11,22,ETSU,Murray St.,N,66,58
2021,11,24,ETSU,Kent St.,N,57,51
2022,2,26,Evansville,Missouri St.,H,79,88
2022,2,10,Evansville,Indiana St.,H,77,80
2021,11,11,Evansville,IUPUI,H,60,40
2021,11,20,Evansville,UCF,H,59,75
2021,12,4,Evansville,Tennessee Tech,H,59,51
2022,1,8,Evansville,Drake,H,59,60
2022,1,26,Evansville,UNI,H,59,64
2022,1,23,Evansville,Illinois St.,H,56,53
2022,2,19,Evansville,Valparaiso,H,56,72
2021,12,1,Evansville,Southern Ill.,H,52,54
2022,1,18,Evansville,Loyola Chicago,H,48,77
2022,2,5,Evansville,Bradley,H,41,76
2021,11,22,Evansville,Rice,N,104,109
2021,11,24,Evansville,Akron,N,60,69
2022,3,3,Evansville,Valparaiso,N,59,81
2021,11,23,Evansville,Vermont,N,49,58
2021,11,24,Fairfield,Stony Brook,H,83,78
2022,2,14,Fairfield,Canisius,H,80,76
2022,1,11,Fairfield,Iona,H,76,80
2021,12,8,Fairfield,Holy Cross,H,74,59
2022,2,12,Fairfield,Niagara,H,73,53
2021,11,28,Fairfield,Loyola Maryland,H,70,75
2022,2,16,Fairfield,Manhattan,H,67,74
2022,3,3,Fairfield,Rider,H,65,59
2022,2,9,Fairfield,Quinnipiac,H,60,69
2022,2,18,Fairfield,Saint Peter's,H,59,70
2022,1,20,Fairfield,Monmouth,H,58,61
2022,2,6,Fairfield,Siena,H,56,62
2022,1,7,Fairfield,Marist,H,51,60
2021,12,23,Fairfield,Wagner,H,50,63
2022,3,8,Fairfield,Canisius,N,72,50
2022,2,24,Fairleigh Dickinson,Wagner,H,88,86
2022,2,12,Fairleigh Dickinson,Sacred Heart,H,82,75
2022,1,21,Fairleigh Dickinson,St. Francis Brooklyn,H,78,80
2022,1,23,Fairleigh Dickinson,LIU,H,75,79
2022,1,30,Fairleigh Dickinson,Central Conn. St.,H,75,55
2022,2,28,Fairleigh Dickinson,Central Conn. St.,H,66,67
2022,2,10,Fairleigh Dickinson,Saint Francis (PA),H,65,78
2022,1,27,Fairleigh Dickinson,Mount St. Mary's,H,56,67
2021,12,15,Fairleigh Dickinson,Fairfield,H,54,72
2022,2,9,FGCU,North Ala.,H,92,60
2021,11,27,FGCU,Southeastern La.,H,90,71
2022,2,12,FGCU,Stetson,H,89,82
2021,11,28,FGCU,Purdue Fort Wayne,H,85,78
2022,2,16,FGCU,Kennesaw St.,H,82,76
2022,3,1,FGCU,North Ala.,H,81,72
2021,12,4,FGCU,Dartmouth,H,78,68
2021,11,26,FGCU,Western Mich.,H,77,67
2022,1,27,FGCU,Eastern Ky.,H,77,73
2022,2,26,FGCU,Jacksonville,H,76,69
2022,1,15,FGCU,Liberty,H,75,78
2022,1,5,FGCU,North Florida,H,74,67
2021,11,23,FGCU,Rhode Island,H,67,66
2021,12,19,FGCU,Mercer,H,67,55
2022,1,29,FGCU,Bellarmine,H,63,74
2021,11,16,FGCU,Southern California,H,61,78
2022,1,22,FIU,Western Ky.,H,86,83
2021,11,28,FIU,North Florida,H,84,69
2022,2,5,FIU,Louisiana Tech,H,82,86
2022,2,19,FIU,Rice,H,80,78
2021,12,1,FIU,FGCU,H,77,61
2021,12,30,FIU,Old Dominion,H,77,82
2022,2,3,FIU,Southern Miss.,H,77,67
2021,12,4,FIU,Stetson,H,72,65
2022,1,20,FIU,Marshall,H,70,66
2022,1,5,FIU,Bethune-Cookman,H,68,65
2022,2,7,FIU,Charlotte,H,68,81
2021,11,24,FIU,North Dakota,H,65,56
2022,2,17,FIU,Middle Tenn.,H,65,71
2022,3,3,FIU,Fla. Atlantic,H,51,71
2021,11,21,FIU,UNC Greensboro,N,74,71
2021,11,18,FIU,Ball St.,N,73,60
2021,11,19,FIU,Green Bay,N,63,60
2022,3,8,FIU,Marshall,N,62,74
2021,11,20,Fla. Atlantic,North Dakota,H,98,79
2022,1,17,Fla. Atlantic,Charlotte,H,96,67
2022,2,5,Fla. Atlantic,Southern Miss.,H,84,57
2022,3,5,Fla. Atlantic,FIU,H,84,76
2021,12,1,Fla. Atlantic,Stetson,H,83,73
2022,2,3,Fla. Atlantic,Louisiana Tech,H,83,73
2022,2,8,Fla. Atlantic,Old Dominion,H,81,62
2022,2,19,Fla. Atlantic,Middle Tenn.,H,79,87
2021,11,22,Fla. Atlantic,Troy,H,78,83
2022,1,20,Fla. Atlantic,Western Ky.,H,78,69
2021,12,5,Fla. Atlantic,North Florida,H,76,41
2021,11,19,Fla. Atlantic,UT Martin,H,75,67
2022,1,22,Fla. Atlantic,Marshall,H,71,60
2021,11,16,Fla. Atlantic,Miami (FL),H,66,68
2021,11,28,Fla. Atlantic,James Madison,H,65,69
2022,2,17,Fla. Atlantic,North Texas,H,51,54
2021,12,22,Florida,Stony Brook,H,87,62
2021,12,8,Florida,North Florida,H,85,55
2021,11,28,Florida,Troy,H,84,45
2021,11,18,Florida,Milwaukee,H,81,45
2022,1,29,Florida,Oklahoma St.,H,81,72
2022,1,19,Florida,Mississippi St.,H,80,72
2021,11,9,Florida,Elon,H,74,61
2022,2,22,Florida,Arkansas,H,74,82
2022,2,9,Florida,Georgia,H,72,63
2021,11,14,Florida,Florida St.,H,71,55
2022,1,5,Florida,Alabama,H,70,83
2022,2,19,Florida,Auburn,H,63,62
2022,3,5,Florida,Kentucky,H,63,71
2022,2,5,Florida,Ole Miss,H,62,57
2022,1,22,Florida,Vanderbilt,H,61,42
2022,1,12,Florida,LSU,H,58,64
2021,12,6,Florida,Texas Southern,H,54,69
2021,11,22,Florida,California,N,80,60
2021,11,24,Florida,Ohio St.,N,71,68
2021,12,12,Florida,Maryland,N,68,70
2021,12,18,Florida,South Fla.,N,66,55
2022,2,19,Florida A&M,Alabama St.,H,86,83
2022,3,5,Florida A&M,Bethune-Cookman,H,84,73
2022,1,10,Florida A&M,Grambling,H,75,66
2022,1,22,Florida A&M,Alcorn,H,70,68
2022,1,24,Florida A&M,Jackson St.,H,67,64
2022,1,8,Florida A&M,Southern U.,H,66,80
2022,2,21,Florida A&M,Alabama A&M,H,63,71
2022,2,7,Florida A&M,Prairie View,H,61,60
2021,12,7,Florida A&M,FGCU,H,55,69
2022,2,5,Florida A&M,Texas Southern,H,55,67
2021,11,10,Florida St.,Penn,H,105,70
2021,12,15,Florida St.,Lipscomb,H,97,60
2022,3,5,Florida St.,NC State,H,89,76
2022,1,20,Florida St.,North Florida,H,86,73
2021,11,24,Florida St.,Boston U.,H,81,80
2022,2,15,Florida St.,Clemson,H,81,80
2022,1,8,Florida St.,Louisville,H,79,70
2022,1,18,Florida St.,Duke,H,79,78
2022,3,2,Florida St.,Notre Dame,H,74,70
2022,1,29,Florida St.,Virginia Tech,H,72,85
2022,1,11,Florida St.,Miami (FL),H,65,64
2021,12,4,Florida St.,Syracuse,H,60,63
2022,2,5,Florida St.,Wake Forest,H,60,68
2021,11,17,Florida St.,Tulane,H,59,54
2022,2,9,Florida St.,Pittsburgh,H,51,56
2021,11,22,Florida St.,Missouri,N,81,58
2021,11,21,Florida St.,LMU (CA),N,73,45
2021,12,12,Florida St.,South Carolina,N,65,66
2022,2,28,Fordham,Massachusetts,H,85,73
2021,11,15,Fordham,St. Thomas (MN),H,84,78
2021,11,9,Fordham,Columbia,H,77,67
2021,11,19,Fordham,UMES,H,73,75
2021,12,9,Fordham,LIU,H,73,57
2022,1,12,Fordham,Duquesne,H,72,71
2022,1,18,Fordham,Richmond,H,70,83
2022,3,5,Fordham,George Washington,H,70,66
2021,12,1,Fordham,St. Francis Brooklyn,H,68,46
2022,1,22,Fordham,Davidson,H,66,69
2022,2,2,Fordham,Rhode Island,H,61,55
2022,2,15,Fordham,VCU,H,61,66
2022,2,23,Fordham,La Salle,H,60,54
2022,2,20,Fordham,George Mason,H,50,47
2021,11,24,Fordham,Rice,N,84,74
2021,11,23,Fordham,Delaware,N,71,81
2021,12,12,Fordham,Miami (FL),N,66,72
2021,11,22,Fordham,Akron,N,63,43
2021,11,12,Fresno St.,LIU,H,84,60
2021,12,17,Fresno St.,Cal Poly,H,83,48
2022,1,11,Fresno St.,San Jose St.,H,79,59
2022,2,4,Fresno St.,Nevada,H,73,56
2022,2,28,Fresno St.,New Mexico,H,71,68
2021,11,15,Fresno St.,Idaho,H,69,62
2021,12,1,Fresno St.,San Diego,H,63,43
2021,12,11,Fresno St.,UC Irvine,H,63,55
2022,1,28,Fresno St.,Boise St.,H,63,68
2021,12,4,Fresno St.,CSUN,H,61,43
2022,1,18,Fresno St.,Utah St.,H,61,54
2022,2,6,Fresno St.,Wyoming,H,59,61
2022,2,16,Fresno St.,UNLV,H,57,60
2022,2,19,Fresno St.,San Diego St.,H,44,61
2021,11,22,Fresno St.,Pepperdine,N,70,63
2021,11,24,Fresno St.,Santa Clara,N,59,52
2022,2,2,Furman,The Citadel,H,102,83
2021,12,3,Furman,Col. of Charleston,H,91,88
2022,1,19,Furman,Western Caro.,H,88,50
2021,11,19,Furman,Radford,H,81,64
2021,12,29,Furman,Samford,H,81,49
2022,1,8,Furman,Mercer,H,81,66
2022,1,26,Furman,VMI,H,79,64
2022,1,12,Furman,ETSU,H,78,69
2021,12,21,Furman,Presbyterian,H,75,61
2021,12,10,Furman,Appalachian St.,H,73,65
2022,2,19,Furman,Wofford,H,70,69
2021,11,21,Furman,Navy,H,66,77
2022,2,12,Furman,Chattanooga,H,58,64
2022,2,5,Furman,UNC Greensboro,H,56,58
2022,3,5,Furman,Mercer,N,80,66
2022,3,6,Furman,Samford,N,71,68
2022,3,7,Furman,Chattanooga,N,63,64
2021,11,9,Ga. Southern,Ball St.,H,82,71
2022,2,25,Ga. Southern,ULM,H,81,75
2022,1,8,Ga. Southern,UT Arlington,H,74,73
2022,1,20,Ga. Southern,Coastal Carolina,H,72,76
2022,2,23,Ga. Southern,Louisiana,H,69,82
2022,1,22,Ga. Southern,Appalachian St.,H,62,70
2022,2,3,Ga. Southern,South Alabama,H,58,57
2022,2,5,Ga. Southern,Troy,H,52,61
2022,2,19,Ga. Southern,Georgia St.,H,49,58
2021,11,20,Ga. Southern,Hampton,N,86,66
2022,3,3,Ga. Southern,Coastal Carolina,N,70,64
2022,3,5,Ga. Southern,Appalachian St.,N,60,73
2021,11,27,Gardner-Webb,Western Caro.,H,87,59
2021,11,29,Gardner-Webb,N.C. Central,H,83,58
2022,2,12,Gardner-Webb,Charleston So.,H,82,65
2022,1,8,Gardner-Webb,Hampton,H,78,69
2021,12,8,Gardner-Webb,Wofford,H,70,78
2022,2,16,Gardner-Webb,Winthrop,H,70,81
2022,2,5,Gardner-Webb,N.C. A&T,H,69,62
2022,1,12,Gardner-Webb,Presbyterian,H,64,61
2022,1,19,Gardner-Webb,USC Upstate,H,61,74
2022,1,29,Gardner-Webb,Radford,H,61,42
2022,2,23,Gardner-Webb,UNC Asheville,H,60,59
2022,3,5,Gardner-Webb,Winthrop,N,67,76
2022,3,4,Gardner-Webb,Campbell,N,54,53
2021,11,14,George Mason,Morgan St.,H,90,53
2022,2,2,George Mason,Saint Louis,H,90,92
2021,11,12,George Mason,Penn,H,87,66
2022,2,9,George Mason,Richmond,H,87,84
2022,3,5,George Mason,Massachusetts,H,80,83
2022,1,24,George Mason,Saint Joseph's,H,77,71
2022,1,26,George Mason,St. Bonaventure,H,75,66
2021,11,9,George Mason,Stony Brook,H,74,52
2021,12,7,George Mason,Navy,H,71,65
2022,2,12,George Mason,VCU,H,70,85
2022,2,27,George Mason,George Washington,H,69,62
2021,12,21,George Mason,American,H,67,44
2021,12,4,George Mason,Old Dominion,H,50,60
2022,1,22,George Mason,Dayton,H,50,49
2021,11,24,George Mason,South Dakota St.,N,76,80
2021,11,22,George Mason,Washington,N,74,77
2021,11,23,George Mason,Nevada,N,69,88
2022,3,2,George Washington,Duquesne,H,98,93
2022,2,2,George Washington,La Salle,H,89,87
2022,1,17,George Washington,George Mason,H,77,76
2021,11,9,George Washington,Saint Francis (PA),H,75,72
2021,12,8,George Washington,Coppin St.,H,75,62
2022,2,5,George Washington,Davidson,H,73,78
2022,2,19,George Washington,Rhode Island,H,72,61
2022,2,22,George Washington,Richmond,H,71,84
2021,12,13,George Washington,Radford,H,67,58
2022,1,30,George Washington,Fordham,H,64,55
2022,1,8,George Washington,Dayton,H,58,83
2021,11,19,George Washington,UMass Lowell,H,56,67
2021,12,1,George Washington,Boston U.,H,54,56
2021,11,22,George Washington,Wright St.,N,74,63
2021,11,23,George Washington,Kent St.,N,69,77
2021,11,24,George Washington,Missouri St.,N,54,72
2021,12,8,Georgetown,UMBC,H,100,71
2021,11,30,Georgetown,Longwood,H,91,83
2021,12,15,Georgetown,Howard,H,85,73
2021,11,19,Georgetown,Siena,H,83,65
2021,11,16,Georgetown,American,H,79,57
2021,12,11,Georgetown,Syracuse,H,79,75
2022,2,3,Georgetown,St. John's (NY),H,77,90
2022,2,27,Georgetown,UConn,H,77,86
2022,1,22,Georgetown,Villanova,H,74,85
2021,12,18,Georgetown,TCU,H,73,80
2022,2,12,Georgetown,Creighton,H,66,80
2022,2,24,Georgetown,DePaul,H,65,68
2022,1,7,Georgetown,Marquette,H,64,92
2022,2,1,Georgetown,Seton Hall,H,63,70
2021,11,13,Georgetown,Dartmouth,H,60,69
2022,1,13,Georgetown,Butler,H,58,72
2022,2,6,Georgetown,Providence,H,52,71
2021,11,26,Georgetown,Saint Joseph's,N,74,77
2021,11,25,Georgetown,San Diego St.,N,56,73
2021,12,20,Georgia,Western Caro.,H,85,79
2021,12,22,Georgia,ETSU,H,84,86
2021,12,1,Georgia,Memphis,H,82,79
2022,1,25,Georgia,Alabama,H,82,76
2022,1,4,Georgia,Texas A&M,H,79,81
2021,11,19,Georgia,Georgia Tech,H,78,88
2021,11,16,Georgia,South Carolina St.,H,76,60
2022,2,2,Georgia,Arkansas,H,73,99
2022,2,5,Georgia,Auburn,H,72,74
2022,2,26,Georgia,Florida,H,72,84
2021,12,7,Georgia,Jacksonville,H,69,58
2022,2,12,Georgia,South Carolina,H,68,80
2022,2,19,Georgia,Ole Miss,H,68,85
2022,3,1,Georgia,Tennessee,H,68,75
2021,12,18,Georgia,George Mason,H,67,80
2022,1,15,Georgia,Vanderbilt,H,66,73
2021,11,28,Georgia,Wofford,H,65,68
2021,12,29,Georgia,Gardner-Webb,H,60,77
2021,11,9,Georgia,FIU,H,58,51
2021,11,23,Georgia,Northwestern,N,62,78
2021,11,22,Georgia,Virginia,N,55,65
2021,11,12,Georgia St.,Northeastern,H,83,64
2022,2,23,Georgia St.,ULM,H,82,70
2022,2,17,Georgia St.,Ga. Southern,H,79,63
2022,2,5,Georgia St.,South Alabama,H,69,62
2022,1,22,Georgia St.,Coastal Carolina,H,68,72
2022,2,25,Georgia St.,Louisiana,H,65,58
2022,1,6,Georgia St.,UT Arlington,H,63,70
2022,2,3,Georgia St.,Troy,H,63,67
2022,1,20,Georgia St.,Appalachian St.,H,60,61
2022,3,7,Georgia St.,Louisiana,N,80,71
2021,11,20,Georgia St.,William & Mary,N,77,59
2022,3,6,Georgia St.,Appalachian St.,N,71,66
2022,3,5,Georgia St.,Arkansas St.,N,65,62
2021,11,22,Georgia Tech,Charleston So.,H,85,70
2022,3,5,Georgia Tech,Boston College,H,82,78
2021,11,12,Georgia Tech,Stetson,H,77,52
2021,11,15,Georgia Tech,Lamar University,H,75,66
2022,1,26,Georgia Tech,Florida St.,H,75,61
2021,12,21,Georgia Tech,Georgia St.,H,72,62
2021,11,9,Georgia Tech,Miami (OH),H,69,72
2022,2,5,Georgia Tech,Clemson,H,69,64
2022,1,8,Georgia Tech,Notre Dame,H,68,72
2021,12,1,Georgia Tech,Wisconsin,H,66,70
2022,1,2,Georgia Tech,Louisville,H,64,67
2022,1,19,Georgia Tech,Wake Forest,H,64,80
2021,12,5,Georgia Tech,North Carolina,H,62,79
2022,1,29,Georgia Tech,Miami (FL),H,62,73
2021,11,26,Georgia Tech,Ga. Southern,H,61,59
2022,2,15,Georgia Tech,NC State,H,61,76
2022,2,23,Georgia Tech,Virginia Tech,H,58,62
2022,3,8,Georgia Tech,Louisville,N,74,84
2021,12,11,Georgia Tech,LSU,N,53,69
2021,12,18,Georgia Tech,Southern California,N,53,67
2022,1,8,Gonzaga,Pepperdine,H,117,83
2022,1,13,Gonzaga,BYU,H,110,84
2022,1,29,Gonzaga,Portland,H,104,72
2021,11,9,Gonzaga,Dixie St.,H,97,63
2021,12,20,Gonzaga,Northern Ariz.,H,95,49
2021,12,28,Gonzaga,North Ala.,H,93,63
2021,11,19,Gonzaga,Bellarmine,H,92,50
2022,1,27,Gonzaga,LMU (CA),H,89,55
2022,2,10,Gonzaga,Pacific,H,89,51
2021,11,13,Gonzaga,Texas,H,86,74
2021,11,15,Gonzaga,Alcorn,H,84,57
2022,2,19,Gonzaga,Santa Clara,H,81,69
2021,12,9,Gonzaga,Merrimack,H,80,55
2022,1,20,Gonzaga,San Francisco,H,78,62
2022,2,12,Gonzaga,Saint Mary's (CA),H,74,58
2021,11,29,Gonzaga,Tarleton St.,H,64,55
2021,11,22,Gonzaga,Central Mich.,N,107,54
2021,11,23,Gonzaga,UCLA,N,83,63
2021,12,4,Gonzaga,Alabama,N,82,91
2022,3,8,Gonzaga,Saint Mary's (CA),N,82,69
2021,11,26,Gonzaga,Duke,N,81,84
2022,3,7,Gonzaga,San Francisco,N,81,71
2021,12,18,Gonzaga,Texas Tech,N,69,55
2022,1,15,Grambling,Southern U.,H,83,77
2022,1,24,Grambling,Ark.-Pine Bluff,H,76,65
2022,2,26,Grambling,Florida A&M,H,73,79
2022,2,5,Grambling,Alabama St.,H,72,80
2022,1,22,Grambling,Mississippi Val.,H,68,64
2022,2,28,Grambling,Bethune-Cookman,H,63,69
2022,1,5,Grambling,Texas Southern,H,61,67
2022,2,7,Grambling,Alabama A&M,H,58,50
2021,11,28,Grambling,Morgan St.,N,74,59
2022,1,29,Grambling,Jackson St.,N,73,64
2021,11,29,Grambling,Norfolk St.,N,63,70
2022,1,13,Grand Canyon,Abilene Christian,H,95,68
2021,11,17,Grand Canyon,Prairie View,H,91,64
2021,12,4,Grand Canyon,Mississippi Val.,H,91,44
2021,12,30,Grand Canyon,Chicago St.,H,80,63
2022,1,15,Grand Canyon,Tarleton St.,H,80,59
2022,2,3,Grand Canyon,Seattle U,H,78,66
2021,11,9,Grand Canyon,Grambling,H,74,53
2021,12,2,Grand Canyon,UTSA,H,74,71
2022,3,5,Grand Canyon,Dixie St.,H,70,53
2022,3,3,Grand Canyon,Utah Valley,H,68,57
2022,2,26,Grand Canyon,Sam Houston St.,H,67,41
2022,2,19,Grand Canyon,New Mexico St.,H,66,82
2021,11,12,Grand Canyon,North Florida,H,65,51
2021,11,22,Grand Canyon,Wyoming,H,61,68
2022,2,5,Grand Canyon,California Baptist,H,56,50
2021,12,18,Grand Canyon,San Francisco,N,49,48
2021,11,9,Green Bay,Indiana St.,H,77,81
2021,12,2,Green Bay,Robert Morris,H,70,58
2022,1,20,Green Bay,Detroit Mercy,H,70,63
2022,1,13,Green Bay,IUPUI,H,69,54
2022,2,20,Green Bay,Cleveland St.,H,67,79
2022,1,15,Green Bay,UIC,H,63,80
2022,2,9,Green Bay,Wright St.,H,62,79
2022,2,11,Green Bay,Northern Ky.,H,62,71
2022,1,22,Green Bay,Oakland,H,61,68
2021,12,4,Green Bay,Youngstown St.,H,58,82
2022,2,18,Green Bay,Purdue Fort Wayne,H,55,74
2022,1,5,Green Bay,Milwaukee,H,49,63
2021,11,19,Green Bay,FIU,N,60,63
2021,11,18,Green Bay,UNC Greensboro,N,58,60
2021,11,21,Green Bay,Weber St.,N,58,68
2022,2,16,Hampton,N.C. A&T,H,93,82
2022,2,2,Hampton,USC Upstate,H,78,85
2022,2,7,Hampton,Presbyterian,H,74,69
2022,1,22,Hampton,High Point,H,68,64
2022,2,23,Hampton,Campbell,H,68,66
2021,12,4,Hampton,Norfolk St.,H,58,57
2022,2,5,Hampton,Winthrop,H,57,69
2022,2,12,Hampton,Radford,H,54,60
2022,1,24,Hampton,Longwood,H,48,73
2022,3,2,Hampton,High Point,N,77,84
2021,11,20,Hampton,Ga. Southern,N,66,86
2021,11,28,Hampton,Norfolk St.,N,61,70
2021,11,29,Hampton,Morgan St.,N,47,60
2022,2,23,Hartford,UMBC,H,85,92
2022,2,26,Hartford,NJIT,H,83,62
2022,2,14,Hartford,Vermont,H,75,74
2022,2,16,Hartford,Maine,H,75,65
2022,2,20,Hartford,Stony Brook,H,74,70
2022,3,3,Hartford,UMass Lowell,H,73,83
2022,1,26,Hartford,Binghamton,H,72,60
2021,11,18,Hartford,Boston U.,H,70,75
2022,1,19,Hartford,New Hampshire,H,69,57
2021,12,14,Hartford,Saint Francis (PA),H,66,81
2022,3,6,Hartford,Albany (NY),H,61,49
2022,2,5,Hartford,Albany (NY),H,52,71
2021,11,13,Hartford,Army West Point,N,79,86
2021,12,11,Hartford,UNLV,N,78,95
2021,11,12,Hartford,Campbell,N,67,68
2021,11,24,Harvard,Colgate,H,89,84
2021,11,27,Harvard,Northeastern,H,77,57
2021,12,21,Harvard,Howard,H,77,69
2022,2,19,Harvard,Cornell,H,77,72
2022,1,28,Harvard,Penn,H,74,78
2022,1,7,Harvard,Brown,H,73,84
2022,2,27,Harvard,Princeton,H,73,74
2021,12,19,Harvard,Holy Cross,H,62,54
2022,2,18,Harvard,Columbia,H,62,54
2022,2,9,Harvard,Yale,H,59,62
2021,12,1,Harvard,Rhode Island,H,57,64
2022,3,5,Harvard,Dartmouth,H,54,76
2022,1,15,Hawaii,UC San Diego,H,79,56
2021,11,11,Hawaii,Northern Colo.,H,78,81
2021,11,13,Hawaii,Pacific,H,73,61
2022,1,13,Hawaii,UC Irvine,H,72,56
2022,1,27,Hawaii,CSUN,H,72,65
2022,2,12,Hawaii,Cal St. Fullerton,H,72,55
2021,12,23,Hawaii,South Fla.,H,69,76
2022,2,10,Hawaii,Long Beach St.,H,66,73
2022,1,29,Hawaii,UC Santa Barbara,H,65,62
2022,2,24,Hawaii,Cal Poly,H,63,54
2022,2,26,Hawaii,CSU Bakersfield,H,62,50
2021,12,22,Hawaii,Vanderbilt,H,54,68
2021,11,25,Hawaii,UIC,N,88,80
2021,11,26,Hawaii,South Alabama,N,69,72
2022,2,5,High Point,UNC Asheville,H,91,83
2022,2,26,High Point,Hampton,H,88,77
2022,1,15,High Point,N.C. A&T,H,78,71
2021,11,20,High Point,Howard,H,73,63
2022,2,17,High Point,Longwood,H,71,78
2021,11,30,High Point,Furman,H,70,74
2021,12,18,High Point,UNCW,H,69,71
2021,11,21,High Point,Georgia St.,H,66,74
2022,1,24,High Point,Winthrop,H,65,56
2022,1,26,High Point,Radford,H,63,58
2022,2,2,High Point,Gardner-Webb,H,57,65
2021,12,21,High Point,Fla. Atlantic,H,55,52
2022,2,12,High Point,Campbell,H,42,60
2022,3,2,High Point,Hampton,N,84,77
2021,12,10,High Point,South Carolina St.,N,66,67
2022,3,4,High Point,Winthrop,N,51,68
2021,11,27,Hofstra,Detroit Mercy,H,98,84
2022,2,28,Hofstra,Col. of Charleston,H,89,84
2021,12,4,Hofstra,Bucknell,H,88,69
2022,2,5,Hofstra,James Madison,H,85,78
2022,2,26,Hofstra,William & Mary,H,83,67
2022,1,15,Hofstra,Delaware,H,82,77
2021,12,1,Hofstra,Princeton,H,81,77
2022,2,19,Hofstra,Northeastern,H,76,73
2022,2,7,Hofstra,UNCW,H,73,71
2022,1,17,Hofstra,Drexel,H,71,68
2022,2,3,Hofstra,Towson,H,68,78
2022,2,24,Hofstra,Elon,H,55,81
2022,3,6,Hofstra,Col. of Charleston,N,76,92
2022,1,7,Holy Cross,Lafayette,H,79,74
2022,2,23,Holy Cross,Colgate,H,71,78
2022,2,9,Holy Cross,Loyola Maryland,H,68,64
2022,1,28,Holy Cross,Lehigh,H,67,65
2022,1,22,Holy Cross,Bucknell,H,65,68
2022,2,16,Holy Cross,Boston U.,H,65,78
2022,3,1,Holy Cross,American,H,63,69
2021,12,11,Holy Cross,Siena,H,59,72
2022,2,26,Holy Cross,Army West Point,H,58,66
2022,1,1,Holy Cross,Navy,H,56,70
2021,11,27,Holy Cross,New Hampshire,H,55,70
2022,2,14,Holy Cross,American,H,54,60
