year,month,day,team,opponent,location,teamscore,oppscore
2017,2,11,ETSU,Mercer,H,88,71
2017,1,12,ETSU,UNCG,H,79,83
2017,1,22,ETSU,Wofford,H,79,72
2017,2,15,ETSU,Samford,H,79,77
2017,1,28,ETSU,Chattanooga,H,76,71
2017,1,14,ETSU,Western Caro.,H,75,52
2016,11,25,ETSU,Milwaukee,N,86,62
2016,11,27,ETSU,UC Irvine,N,72,66
2016,11,26,ETSU,South Dakota St.,N,71,59
2017,3,5,ETSU,Samford,N,81,72
2017,3,6,ETSU,UNCG,N,79,74
2017,3,4,ETSU,Mercer,N,73,66
2016,12,14,Evansville,Norfolk St.,H,85,66
2016,11,14,Evansville,Alcorn,H,82,59
2016,12,10,Evansville,Murray St.,H,78,46
2016,12,3,Evansville,Boise St.,H,72,67
2016,11,19,Evansville,Morehead St.,H,69,56
2016,12,6,Evansville,Bowling Green,H,69,66
2017,2,14,Evansville,Drake,H,87,70
2017,2,4,Evansville,Missouri St.,H,74,66
2017,1,1,Evansville,UNI,H,70,58
2017,1,17,Evansville,Wichita St.,H,65,82
2017,2,25,Evansville,Indiana St.,H,65,63
2017,1,4,Evansville,Bradley,H,63,74
2017,1,14,Evansville,Southern Ill.,H,61,73
2017,2,8,Evansville,Loyola Chicago,H,60,58
2017,1,29,Evansville,Illinois St.,H,59,69
2016,11,25,Evansville,Toledo,N,79,83
2016,11,26,Evansville,UNCW,N,62,65
2016,11,27,Evansville,Middle Tenn.,N,55,66
2017,3,2,Evansville,Indiana St.,N,83,72
2017,3,3,Evansville,Illinois St.,N,69,80
2016,11,11,Fairfield,Sacred Heart,H,85,63
2016,11,26,Fairfield,Army West Point,H,75,74
2016,12,6,Fairfield,Bucknell,H,64,75
2017,1,2,Fairfield,Iona,H,93,87
2017,2,2,Fairfield,Niagara,H,81,61
2017,1,31,Fairfield,Manhattan,H,78,49
2017,1,10,Fairfield,Canisius,H,72,86
2017,1,28,Fairfield,Marist,H,72,62
2017,2,6,Fairfield,Quinnipiac,H,71,73
2017,2,13,Fairfield,Rider,H,69,67
2017,2,21,Fairfield,Monmouth,H,62,82
2017,1,17,Fairfield,Saint Peter's,H,55,69
2017,1,15,Fairfield,Siena,H,54,63
2016,12,21,Fairfield,Boston College,N,89,83
2016,12,31,Fairleigh Dickinson,Robert Morris,H,81,77
2016,12,29,Fairleigh Dickinson,Saint Francis (PA),H,77,65
2016,12,7,Fairleigh Dickinson,Iona,H,73,90
2017,1,7,Fairleigh Dickinson,Bryant,H,87,84
2017,1,21,Fairleigh Dickinson,LIU Brooklyn,H,83,66
2017,2,9,Fairleigh Dickinson,Central Conn. St.,H,79,62
2017,2,18,Fairleigh Dickinson,Mt. St. Mary's,H,74,79
2017,2,2,Fairleigh Dickinson,Sacred Heart,H,70,74
2017,2,4,Fairleigh Dickinson,Wagner,H,59,68
2017,1,19,Fairleigh Dickinson,St. Francis Brooklyn,H,57,40
2016,11,19,Fairleigh Dickinson,Lipscomb,N,90,72
2016,11,20,Fairleigh Dickinson,Saint Peter's,N,58,84
2016,11,16,FGCU,UT Arlington,H,85,72
2016,12,11,FGCU,FIU,H,82,63
2016,12,9,FGCU,Siena,H,73,69
2016,11,23,FGCU,Binghamton,H,69,53
2016,11,25,FGCU,Long Beach St.,H,68,67
2016,12,13,FGCU,Ga. Southern,H,59,72
2017,2,27,FGCU,Stetson,H,87,57
2017,1,21,FGCU,NJIT,H,84,71
2017,2,23,FGCU,Stetson,H,80,70
2017,1,28,FGCU,Jacksonville,H,78,56
2017,3,5,FGCU,North Florida,H,77,61
2017,2,11,FGCU,Kennesaw St.,H,75,63
2017,1,30,FGCU,North Florida,H,74,59
2017,3,2,FGCU,Kennesaw St.,H,74,62
2017,1,19,FGCU,USC Upstate,H,60,62
2017,2,9,FGCU,Lipscomb,H,60,65
2016,11,11,FGCU,Florida,N,59,80
2016,12,21,FIU,North Florida,H,78,54
2016,11,27,FIU,Binghamton,H,74,57
2016,12,31,FIU,Marshall,H,70,94
2016,12,15,FIU,Ga. Southern,H,68,75
2016,12,17,FIU,Northern Ill.,H,53,60
2017,1,21,FIU,UAB,H,94,85
2017,2,11,FIU,North Texas,H,90,71
2017,2,9,FIU,Rice,H,78,89
2017,2,25,FIU,UTEP,H,76,90
2017,2,23,FIU,UTSA,H,67,69
2017,1,2,FIU,Western Ky.,H,66,69
2017,1,26,FIU,Fla. Atlantic,H,65,83
2017,1,19,FIU,Middle Tenn.,H,52,65
2016,11,19,FIU,Jacksonville,N,75,78
2016,11,20,FIU,Youngstown St.,N,73,78
2016,12,3,Fla. Atlantic,Hofstra,H,80,88
2016,11,22,Fla. Atlantic,South Fla.,H,78,62
2016,12,28,Fla. Atlantic,FGCU,H,62,75
2016,12,31,Fla. Atlantic,Western Ky.,H,54,69
2017,1,19,Fla. Atlantic,UAB,H,78,80
2017,2,11,Fla. Atlantic,Rice,H,75,81
2017,1,7,Fla. Atlantic,FIU,H,73,64
2017,2,25,Fla. Atlantic,UTSA,H,73,66
2017,1,2,Fla. Atlantic,Marshall,H,72,89
2017,2,9,Fla. Atlantic,North Texas,H,64,70
2017,1,21,Fla. Atlantic,Middle Tenn.,H,57,86
2017,2,23,Fla. Atlantic,UTEP,H,55,60
2016,11,13,Fla. Atlantic,SIUE,N,68,77
2016,11,11,Fla. Atlantic,Texas St.,N,57,61
2017,3,8,Fla. Atlantic,Marshall,N,74,89
2016,12,21,Florida,Little Rock,H,94,71
2017,2,2,Florida,Missouri,H,93,54
2017,2,4,Florida,Kentucky,H,88,66
2017,1,7,Florida,Tennessee,H,83,70
2017,2,21,Florida,South Carolina,H,81,66
2017,1,14,Florida,Georgia,H,80,76
2017,3,1,Florida,Arkansas,H,78,65
2017,2,11,Florida,Texas A&M,H,71,62
2017,1,3,Florida,Ole Miss,H,70,63
2017,1,21,Florida,Vanderbilt,H,66,68
2016,12,17,Florida,Charlotte,N,87,46
2016,11,24,Florida,Seton Hall,N,81,76
2016,11,11,Florida,FGCU,N,80,59
2016,11,21,Florida,Belmont,N,78,61
2016,11,13,Florida,Mercer,N,76,54
2016,12,6,Florida,Duke,N,74,84
2016,11,17,Florida,St. Bonaventure,N,73,66
2016,11,25,Florida,Gonzaga,N,72,77
2016,11,27,Florida,Miami (FL),N,65,56
2016,11,30,Florida A&M,Kennesaw St.,H,74,76
2016,12,17,Florida A&M,Jacksonville,H,72,75
2016,12,3,Florida A&M,Southern U.,H,71,83
2017,1,23,Florida A&M,UMES,H,79,86
2017,2,6,Florida A&M,Delaware St.,H,77,80
2017,1,16,Florida A&M,Bethune-Cookman,H,76,82
2017,2,4,Florida A&M,Howard,H,71,62
2017,2,20,Florida A&M,Hampton,H,69,76
2017,2,18,Florida A&M,Norfolk St.,H,65,77
2017,1,10,Florida A&M,Morgan St.,H,59,62
2017,1,7,Florida A&M,Coppin St.,H,54,53
2016,11,26,Florida A&M,Stetson,N,90,98
2016,11,25,Florida A&M,Ga. Southern,N,72,83
2017,3,7,Florida A&M,South Carolina St.,N,78,82
2016,12,8,Florida St.,Nicholls St.,H,118,63
2016,11,18,Florida St.,Winthrop,H,100,86
2016,11,20,Florida St.,Detroit Mercy,H,100,71
2016,11,15,Florida St.,Iona,H,99,78
2016,12,6,Florida St.,Southern Miss.,H,98,49
2016,11,12,Florida St.,Charleston So.,H,88,67
2016,12,28,Florida St.,Wake Forest,H,88,72
2016,12,11,Florida St.,Florida,H,83,78
2016,12,19,Florida St.,Samford,H,76,68
2016,11,28,Florida St.,Minnesota,H,75,67
2017,2,5,Florida St.,Clemson,H,109,61
2017,2,20,Florida St.,Boston College,H,104,72
2017,2,8,Florida St.,North Carolina St.,H,95,71
2017,1,7,Florida St.,Virginia Tech,H,93,78
2017,1,10,Florida St.,Duke,H,88,72
2017,1,18,Florida St.,Notre Dame,H,83,80
2017,1,21,Florida St.,Louisville,H,73,68
2017,3,4,Florida St.,Miami (FL),H,66,57
2016,11,24,Florida St.,Temple,N,86,89
2016,12,17,Florida St.,Manhattan,N,83,67
2016,11,25,Florida St.,Illinois,N,72,61
2016,12,4,Florida St.,George Washington,N,67,48
2016,11,20,Fordham,Lipscomb,H,85,69
2016,12,21,Fordham,Central Conn. St.,H,83,60
2016,11,23,Fordham,Rider,H,73,62
2016,12,30,Fordham,Duquesne,H,72,75
2016,11,30,Fordham,Sacred Heart,H,70,71
2016,11,18,Fordham,Fairleigh Dickinson,H,68,55
2016,11,19,Fordham,Saint Peter's,H,63,41
2016,11,26,Fordham,UT Arlington,H,63,67
2017,1,18,Fordham,VCU,H,69,67
2017,1,28,Fordham,Davidson,H,66,84
2017,1,31,Fordham,Dayton,H,66,75
2017,3,1,Fordham,George Washington,H,66,67
2017,1,7,Fordham,Saint Joseph's,H,55,70
2017,2,18,Fordham,Saint Louis,H,54,40
2017,2,8,Fordham,La Salle,H,52,67
2017,2,25,Fordham,Richmond,H,48,70
2016,12,18,Fordham,Rutgers,N,53,68
2017,1,14,Fordham,St. Bonaventure,N,53,73
2016,12,31,Fort Wayne,Oral Roberts,H,102,91
2016,12,10,Fort Wayne,Austin Peay,H,98,58
2016,11,19,Fort Wayne,UMass Lowell,H,94,81
2016,12,29,Fort Wayne,Western Ill.,H,91,93
2016,12,3,Fort Wayne,Miami (OH),H,87,71
2016,11,26,Fort Wayne,Mississippi Val.,H,79,54
2016,11,22,Fort Wayne,Indiana,H,71,68
2017,2,11,Fort Wayne,Omaha,H,108,101
2017,1,25,Fort Wayne,IUPUI,H,103,73
2017,2,18,Fort Wayne,South Dakota St.,H,89,97
2017,1,7,Fort Wayne,Denver,H,87,83
2017,2,8,Fort Wayne,South Dakota,H,82,93
2017,2,15,Fort Wayne,North Dakota St.,H,77,61
2017,3,5,Fort Wayne,Omaha,N,80,84
2016,11,19,Fresno St.,Lamar University,H,83,64
2016,11,14,Fresno St.,Prairie View,H,78,84
2016,12,31,Fresno St.,Nevada,H,77,76
2016,12,10,Fresno St.,Cal Poly,H,73,59
2016,11,11,Fresno St.,UTSA,H,69,66
2017,1,14,Fresno St.,Boise St.,H,89,80
2017,1,4,Fresno St.,Wyoming,H,85,70
2017,1,18,Fresno St.,Colorado St.,H,78,57
2017,2,15,Fresno St.,San Jose St.,H,77,59
2017,2,1,Fresno St.,Air Force,H,73,64
2017,3,4,Fresno St.,UNLV,H,72,59
2017,2,18,Fresno St.,New Mexico,H,71,61
2017,2,4,Fresno St.,San Diego St.,H,67,70
2016,12,31,Furman,The Citadel,H,83,68
2016,12,3,Furman,Navy,H,79,46
2016,12,16,Furman,South Carolina St.,H,67,69
2016,11,22,Furman,UNC Asheville,H,58,64
2017,2,11,Furman,Samford,H,90,73
2017,1,21,Furman,VMI,H,89,72
2017,1,25,Furman,Western Caro.,H,85,37
2017,2,25,Furman,Wofford,H,78,69
2017,1,19,Furman,ETSU,H,75,62
2017,1,2,Furman,Mercer,H,71,69
2017,2,9,Furman,Chattanooga,H,60,56
2017,2,18,Furman,UNCG,H,52,73
2017,3,4,Furman,Samford,N,63,67
2016,12,31,Ga. Southern,Georgia St.,H,88,65
2016,12,4,Ga. Southern,FGCU,H,82,85
2017,1,21,Ga. Southern,Appalachian St.,H,92,88
2017,1,23,Ga. Southern,Coastal Caro.,H,91,80
2017,1,7,Ga. Southern,Troy,H,86,82
2017,1,9,Ga. Southern,South Ala.,H,84,79
2017,2,4,Ga. Southern,La.-Monroe,H,76,62
2017,2,6,Ga. Southern,Louisiana,H,74,70
2017,2,20,Ga. Southern,UT Arlington,H,71,81
2017,2,18,Ga. Southern,Texas St.,H,70,67
2016,11,25,Ga. Southern,Florida A&M,N,83,72
2016,11,26,Ga. Southern,Radford,N,65,64
2016,12,7,Gardner-Webb,Hampton,H,69,63
2016,12,10,Gardner-Webb,Furman,H,65,68
2016,12,29,Gardner-Webb,High Point,H,64,71
2017,2,4,Gardner-Webb,Longwood,H,90,64
2017,2,9,Gardner-Webb,Liberty,H,87,92
2017,2,23,Gardner-Webb,UNC Asheville,H,81,76
2017,1,7,Gardner-Webb,Charleston So.,H,79,75
2017,1,21,Gardner-Webb,Presbyterian,H,78,61
2017,1,26,Gardner-Webb,Winthrop,H,70,72
2017,2,15,Gardner-Webb,Radford,H,70,59
2017,1,11,Gardner-Webb,Campbell,H,60,76
2016,11,19,Gardner-Webb,Howard,N,94,78
2016,11,18,Gardner-Webb,Eastern Mich.,N,68,76
2017,3,2,Gardner-Webb,High Point,N,91,55
2016,12,12,George Mason,Longwood,H,97,60
2016,11,26,George Mason,James Madison,H,80,77
2016,12,3,George Mason,Mercer,H,79,68
2016,11,18,George Mason,Mt. St. Mary's,H,76,78
2016,12,22,George Mason,Prairie View,H,75,59
2016,12,30,George Mason,VCU,H,64,73
2016,11,12,George Mason,Towson,H,61,67
2017,2,4,George Mason,La Salle,H,95,75
2017,2,14,George Mason,Richmond,H,93,70
2017,1,4,George Mason,Massachusetts,H,86,81
2017,2,18,George Mason,Rhode Island,H,74,77
2017,2,11,George Mason,Fordham,H,73,67
2017,1,25,George Mason,George Washington,H,68,87
2017,3,1,George Mason,Duquesne,H,63,62
2017,1,14,George Mason,Saint Louis,H,56,63
2016,11,22,George Mason,Kent St.,N,79,75
2016,11,23,George Mason,Bradley,N,77,66
2016,11,21,George Mason,Houston,N,56,93
2016,12,10,George Washington,Howard,H,79,62
2016,11,15,George Washington,Siena,H,77,75
2016,11,11,George Washington,UMES,H,75,71
2016,12,15,George Washington,UCF,H,74,59
2016,11,26,George Washington,Penn St.,H,68,74
2016,12,3,George Washington,South Fla.,H,68,67
2016,11,17,George Washington,Ark.-Pine Bluff,H,61,41
2017,3,4,George Washington,Dayton,H,87,81
2017,2,23,George Washington,Massachusetts,H,83,67
2017,2,26,George Washington,George Mason,H,83,74
2017,2,11,George Washington,St. Bonaventure,H,76,70
2017,1,5,George Washington,Davidson,H,73,69
2017,1,8,George Washington,Richmond,H,70,77
2017,1,18,George Washington,Duquesne,H,65,63
2017,1,28,George Washington,Saint Louis,H,63,55
2017,2,8,George Washington,VCU,H,53,54
2016,11,22,George Washington,UAB,N,74,81
2016,11,21,George Washington,Georgia,N,73,81
2016,12,4,George Washington,Florida St.,N,48,67
2016,11,12,Georgetown,USC Upstate,H,105,60
2016,11,30,Georgetown,Coppin St.,H,96,44
2016,11,27,Georgetown,Howard,H,85,72
2016,12,22,Georgetown,UNCG,H,78,56
2016,12,4,Georgetown,Elon,H,77,74
2016,12,31,Georgetown,Xavier,H,76,81
2016,11,15,Georgetown,Maryland,H,75,76
2016,11,17,Georgetown,Arkansas St.,H,72,78
2017,1,9,Georgetown,St. John's (NY),H,83,55
2017,2,11,Georgetown,Marquette,H,80,62
2017,1,7,Georgetown,Butler,H,76,85
2017,1,14,Georgetown,UConn,H,72,69
2017,1,25,Georgetown,Creighton,H,71,51
2017,2,4,Georgetown,Seton Hall,H,66,68
2017,2,22,Georgetown,DePaul,H,65,67
2017,1,16,Georgetown,Providence,H,56,74
2017,3,4,Georgetown,Villanova,H,55,81
2016,12,10,Georgetown,La Salle,N,93,78
2016,11,23,Georgetown,Oklahoma St.,N,70,97
2016,11,21,Georgetown,Oregon,N,65,61
2016,11,22,Georgetown,Wisconsin,N,57,73
2016,11,17,Georgia,Furman,H,84,78
2016,12,17,Georgia,Charleston So.,H,84,64
2016,12,4,Georgia,Marquette,H,79,89
2016,11,25,Georgia,Gardner-Webb,H,77,59
2016,12,14,Georgia,Louisiana,H,73,60
2016,11,14,Georgia,UNC Asheville,H,60,46
2017,2,25,Georgia,LSU,H,82,80
2017,2,14,Georgia,Mississippi St.,H,79,72
2017,3,1,Georgia,Auburn,H,79,78
2017,2,18,Georgia,Kentucky,H,77,82
2017,1,17,Georgia,Vanderbilt,H,76,68
2017,1,7,Georgia,Missouri,H,71,66
2017,1,4,Georgia,South Carolina,H,61,67
2017,1,25,Georgia,Alabama,H,60,80
2017,2,7,Georgia,Florida,H,60,72
2017,1,28,Georgia,Texas,H,59,57
2016,11,21,Georgia,George Washington,N,81,73
2016,11,22,Georgia,Kansas,N,54,65
2016,12,14,Georgia St.,Alabama A&M,H,94,79
2016,11,30,Georgia St.,Wright St.,H,81,74
2016,12,28,Georgia St.,Massachusetts,H,65,74
2017,2,4,Georgia St.,Louisiana,H,85,82
2017,1,23,Georgia St.,Appalachian St.,H,83,72
2017,1,7,Georgia St.,South Ala.,H,78,77
2017,1,9,Georgia St.,Troy,H,77,80
2017,1,21,Georgia St.,Coastal Caro.,H,76,56
2017,3,4,Georgia St.,Ga. Southern,H,72,67
2017,2,6,Georgia St.,La.-Monroe,H,69,55
2017,2,18,Georgia St.,UT Arlington,H,67,68
2017,2,20,Georgia St.,Texas St.,H,67,51
2016,11,23,Georgia St.,Eastern Ky.,N,82,65
2016,11,22,Georgia St.,NJIT,N,74,53
2016,11,26,Georgia Tech,Tulane,H,82,68
2016,11,22,Georgia Tech,Sam Houston St.,H,81,73
2016,11,14,Georgia Tech,Southern U.,H,77,62
2016,12,22,Georgia Tech,Wofford,H,76,72
2016,12,31,Georgia Tech,North Carolina,H,75,63
2016,12,18,Georgia Tech,Alcorn,H,74,50
2016,11,11,Georgia Tech,Tennessee Tech,H,70,55
2016,11,18,Georgia Tech,Ohio,H,61,67
2016,12,28,Georgia Tech,N.C. A&T,H,59,52
2016,12,20,Georgia Tech,Georgia,H,43,60
2017,1,25,Georgia Tech,Florida St.,H,78,56
2017,1,12,Georgia Tech,Clemson,H,75,63
2017,2,19,Georgia Tech,Syracuse,H,71,65
2017,2,21,Georgia Tech,North Carolina St.,H,69,71
2017,2,11,Georgia Tech,Boston College,H,65,54
2017,1,28,Georgia Tech,Notre Dame,H,62,60
2017,2,28,Georgia Tech,Pittsburgh,H,61,52
2017,1,7,Georgia Tech,Louisville,H,50,65
2017,3,7,Georgia Tech,Pittsburgh,N,59,61
2016,11,18,Gonzaga,Bryant,H,109,70
2016,12,21,Gonzaga,South Dakota,H,102,65
2016,12,7,Gonzaga,Washington,H,98,71
2016,12,1,Gonzaga,Mississippi Val.,H,97,63
2016,11,11,Gonzaga,Utah Valley,H,92,69
2016,12,29,Gonzaga,Pepperdine,H,92,62
2016,11,14,Gonzaga,San Diego St.,H,69,48
2016,12,10,Gonzaga,Akron,H,61,43
2017,2,16,Gonzaga,San Francisco,H,96,61
2017,1,12,Gonzaga,Loyola Marymount,H,93,55
2017,2,4,Gonzaga,Santa Clara,H,90,55
2017,2,18,Gonzaga,Pacific,H,82,61
2017,1,14,Gonzaga,St. Mary's (CA),H,79,56
2017,1,26,Gonzaga,San Diego,H,79,43
2017,1,21,Gonzaga,Portland,H,73,52
2017,2,25,Gonzaga,BYU,H,71,79
2016,12,18,Gonzaga,Tennessee,N,86,76
2016,11,24,Gonzaga,Quinnipiac,N,82,62
2016,11,25,Gonzaga,Florida,N,77,72
2016,11,27,Gonzaga,Iowa St.,N,73,71
2016,12,3,Gonzaga,Arizona,N,69,62
2017,3,4,Gonzaga,Pacific,N,82,50
2017,3,6,Gonzaga,Santa Clara,N,77,68
2017,3,7,Gonzaga,St. Mary's (CA),N,74,56
2016,11,17,Grambling,N.C. A&T,H,59,55
2017,3,2,Grambling,Alabama St.,H,82,69
2017,1,7,Grambling,Southern U.,H,79,87
2017,3,4,Grambling,Alabama A&M,H,78,57
2017,1,30,Grambling,Mississippi Val.,H,77,74
2017,1,21,Grambling,Jackson St.,H,72,57
2017,2,11,Grambling,Texas Southern,H,70,77
2017,1,9,Grambling,Alcorn,H,67,62
2017,1,28,Grambling,Ark.-Pine Bluff,H,61,53
2017,2,13,Grambling,Prairie View,H,61,58
2016,11,26,Grambling,Savannah St.,N,110,104
2016,11,25,Grambling,UTRGV,N,93,101
2016,12,17,Grambling,Louisiana Tech,N,55,89
2016,12,22,Grand Canyon,Ark.-Pine Bluff,H,89,49
2016,12,7,Grand Canyon,San Diego St.,H,76,72
2016,12,10,Grand Canyon,Ill.-Chicago,H,73,69
2016,12,17,Grand Canyon,Mississippi Val.,H,72,62
2016,12,28,Grand Canyon,Cal Poly,H,71,64
2016,11,25,Grand Canyon,Coppin St.,H,70,37
2016,12,3,Grand Canyon,Louisville,H,70,79
2016,11,28,Grand Canyon,SIUE,H,64,76
2016,12,20,Grand Canyon,Alcorn,H,63,53
2017,2,25,Grand Canyon,UMKC,H,84,77
2017,2,11,Grand Canyon,New Mexico St.,H,83,71
2017,1,7,Grand Canyon,Utah Valley,H,82,72
2017,2,23,Grand Canyon,Chicago St.,H,82,59
2017,2,9,Grand Canyon,UTRGV,H,76,57
2017,2,4,Grand Canyon,CSU Bakersfield,H,62,65
2017,1,21,Grand Canyon,Seattle U,H,61,59
2016,11,20,Grand Canyon,Marist,N,84,72
2016,11,19,Grand Canyon,Albany (NY),N,82,77
2016,12,19,Green Bay,SIUE,H,94,92
2016,11,26,Green Bay,Central Mich.,H,77,89
2017,1,20,Green Bay,Youngstown St.,H,89,92
2017,2,26,Green Bay,Detroit Mercy,H,89,81
2017,2,4,Green Bay,Valparaiso,H,86,69
2017,2,2,Green Bay,Ill.-Chicago,H,84,80
2017,1,23,Green Bay,Cleveland St.,H,83,73
2017,1,6,Green Bay,Milwaukee,H,80,74
2017,1,10,Green Bay,Northern Ky.,H,80,71
2017,1,12,Green Bay,Wright St.,H,78,61
2017,2,24,Green Bay,Oakland,H,72,85
2016,11,21,Green Bay,UMKC,N,95,77
2016,11,19,Green Bay,Murray St.,N,77,93
2017,3,5,Green Bay,Ill.-Chicago,N,70,79
2016,12,3,Hampton,William & Mary,H,79,69
2016,12,17,Hampton,Winthrop,H,79,86
2016,11,11,Hampton,Rider,H,56,67
2017,1,9,Hampton,Savannah St.,H,84,80
2017,1,30,Hampton,Coppin St.,H,77,65
2017,2,11,Hampton,Howard,H,75,61
2017,1,4,Hampton,N.C. A&T,H,68,53
2017,1,25,Hampton,South Carolina St.,H,66,68
2017,2,1,Hampton,UMES,H,66,65
2017,2,27,Hampton,Norfolk St.,H,63,59
2017,1,16,Hampton,N.C. Central,H,51,64
2016,11,26,Hampton,Stony Brook,N,66,76
2016,11,25,Hampton,Robert Morris,N,48,62
2016,11,15,Hartford,Niagara,H,82,78
2016,12,13,Hartford,Dartmouth,H,70,66
2016,11,16,Hartford,Rider,H,68,84
2016,11,30,Hartford,LIU Brooklyn,H,68,75
2016,12,22,Hartford,Navy,H,63,54
2016,11,23,Hartford,Appalachian St.,H,61,70
2017,2,12,Hartford,UMass Lowell,H,87,84
2017,2,22,Hartford,Binghamton,H,76,69
2017,1,11,Hartford,UMBC,H,68,84
2017,2,4,Hartford,Vermont,H,66,79
2017,1,28,Hartford,Albany (NY),H,61,74
2017,1,22,Hartford,New Hampshire,H,56,81
2017,1,16,Hartford,Maine,H,54,44
2017,2,15,Hartford,Stony Brook,H,54,66
2016,12,6,Harvard,Northeastern,H,86,80
2016,11,29,Harvard,George Washington,H,74,77
2016,12,30,Harvard,Howard,H,67,46
2016,12,3,Harvard,Fordham,H,64,52
2016,11,22,Harvard,Holy Cross,H,52,63
2017,2,18,Harvard,Cornell,H,87,75
2017,1,21,Harvard,Dartmouth,H,82,68
2017,2,17,Harvard,Columbia,H,78,72
2017,2,24,Harvard,Yale,H,77,64
2017,2,25,Harvard,Brown,H,77,58
2017,2,3,Harvard,Penn,H,69,59
2017,2,4,Harvard,Princeton,H,56,57
2016,11,12,Harvard,Stanford,N,70,80
2016,12,29,Hawaii,Delaware St.,H,77,66
2016,11,13,Hawaii,Texas St.,H,74,68
2016,11,11,Hawaii,SIUE,H,68,69
2016,11,18,Hawaii,North Carolina,H,68,83
2016,11,14,Hawaii,Fla. Atlantic,H,64,63
2016,11,27,Hawaii,Ark.-Pine Bluff,H,64,44
2016,11,25,Hawaii,Troy,H,63,65
2016,12,25,Hawaii,Southern Miss.,H,60,46
2016,12,23,Hawaii,Utah,H,52,66
2016,12,22,Hawaii,Illinois St.,H,45,71
2017,1,14,Hawaii,Long Beach St.,H,114,107
2017,1,18,Hawaii,CSUN,H,80,77
2017,1,28,Hawaii,UC Santa Barbara,H,78,56
2017,2,9,Hawaii,Cal Poly,H,74,65
2017,1,21,Hawaii,UC Davis,H,70,76
2017,1,25,Hawaii,UC Riverside,H,64,70
2017,2,25,Hawaii,Cal St. Fullerton,H,64,58
2017,2,11,Hawaii,UC Irvine,H,58,72
2016,12,7,Hawaii,Princeton,N,62,75
2016,12,6,Hawaii,Seton Hall,N,57,68
2016,12,3,High Point,Drexel,H,72,78
2016,11,19,High Point,Navy,H,69,62
2016,11,18,High Point,UNCG,H,63,57
2016,12,31,High Point,Longwood,H,55,60
2016,11,20,High Point,North Dakota St.,H,44,70
2017,2,25,High Point,Gardner-Webb,H,86,88
2017,1,14,High Point,Presbyterian,H,77,44
2017,1,4,High Point,Winthrop,H,74,80
2017,1,26,High Point,Charleston So.,H,72,69
2017,2,4,High Point,UNC Asheville,H,71,74
2017,2,11,High Point,Radford,H,68,69
2017,2,23,High Point,Campbell,H,59,49
2017,1,11,High Point,Liberty,H,58,62
2017,3,2,High Point,Gardner-Webb,N,55,91
2016,12,13,Hofstra,Stony Brook,H,96,58
2016,12,22,Hofstra,Siena,H,84,64
2016,12,6,Hofstra,St. Bonaventure,H,75,81
2016,11,11,Hofstra,Coppin St.,H,74,72
2017,1,2,Hofstra,William & Mary,H,93,95
2017,1,19,Hofstra,Towson,H,80,86
2017,2,4,Hofstra,Drexel,H,79,77
2017,1,21,Hofstra,Northeastern,H,78,73
2017,2,18,Hofstra,UNCW,H,76,83
2017,2,2,Hofstra,Delaware,H,73,65
2017,2,16,Hofstra,Col. of Charleston,H,72,76
2017,1,28,Hofstra,Elon,H,70,84
2017,1,5,Hofstra,James Madison,H,54,62
2016,11,21,Hofstra,Bradley,N,92,90
2016,11,22,Hofstra,Vermont,N,73,87
2016,12,11,Hofstra,Kentucky,N,73,96
2016,11,23,Hofstra,South Dakota,N,65,57
2017,3,3,Hofstra,Delaware,N,76,81
2016,11,27,Holy Cross,Monmouth,H,77,80
2016,12,11,Holy Cross,Quinnipiac,H,75,57
2016,11,25,Holy Cross,South Carolina St.,H,73,57
2016,12,23,Holy Cross,Marist,H,68,59
2016,11,20,Holy Cross,Massachusetts,H,60,68
2017,1,11,Holy Cross,Lafayette,H,71,54
2017,2,25,Holy Cross,Boston U.,H,68,71
2017,1,23,Holy Cross,American,H,63,55
2017,2,22,Holy Cross,Loyola Maryland,H,63,62
2017,2,12,Holy Cross,Lehigh,H,61,45
2017,2,1,Holy Cross,Colgate,H,56,50
2017,1,2,Holy Cross,Navy,H,51,50
2017,1,8,Holy Cross,Bucknell,H,49,68
2017,2,15,Holy Cross,Army West Point,H,47,52
2016,12,3,Houston,Prairie View,H,105,61
2016,11,11,Houston,Morgan St.,H,93,52
2016,11,26,Houston,Cornell,H,83,53
2016,12,17,Houston,UTRGV,H,83,58
2016,12,10,Houston,Rhode Island,H,82,77
2016,12,21,Houston,Liberty,H,77,54
2016,12,23,Houston,Harvard,H,56,57
2017,2,1,Houston,UCF,H,82,64
2017,1,28,Houston,Temple,H,79,66
2017,2,22,Houston,UConn,H,75,70
2017,3,5,Houston,East Carolina,H,73,51
2017,1,19,Houston,Memphis,H,67,70
2017,2,18,Houston,SMU,H,66,76
2017,1,24,Houston,Tulane,H,65,51
2017,1,4,Houston,Tulsa,H,64,61
2017,1,7,Houston,Cincinnati,H,58,67
2016,11,21,Houston,George Mason,N,93,56
2016,11,22,Houston,South Dakota,N,85,58
2016,11,23,Houston,Vermont,N,72,71
2016,12,7,Houston Baptist,Saint Peter's,H,62,47
2017,2,11,Houston Baptist,Lamar University,H,94,87
2017,3,1,Houston Baptist,A&M-Corpus Chris,H,94,80
2017,2,16,Houston Baptist,Sam Houston St.,H,88,77
