year,month,day,team,opponent,location,teamscore,oppscore
2017,2,23,Alabama,Georgia,H,55,60
2016,12,21,Alabama,Arkansas St.,N,67,52
2016,11,23,Alabama,Saint Louis,N,62,57
2016,11,21,Alabama,Valparaiso,N,60,68
2016,12,3,Alabama A&M,Tennessee Tech,H,74,79
2017,2,25,Alabama A&M,Prairie View,H,87,74
2017,1,23,Alabama A&M,Alcorn,H,70,81
2017,1,4,Alabama A&M,Grambling,H,67,69
2017,2,4,Alabama A&M,Mississippi Val.,H,66,68
2017,2,27,Alabama A&M,Texas Southern,H,64,74
2017,1,14,Alabama A&M,Alabama St.,H,55,57
2017,1,21,Alabama A&M,Southern U.,H,52,53
2017,1,2,Alabama A&M,Jackson St.,H,51,63
2017,2,6,Alabama A&M,Ark.-Pine Bluff,H,49,65
2016,11,29,Alabama St.,Jacksonville St.,H,69,72
2017,2,11,Alabama St.,Alabama A&M,H,97,89
2017,1,23,Alabama St.,Southern U.,H,79,65
2017,2,4,Alabama St.,Ark.-Pine Bluff,H,77,65
2017,1,2,Alabama St.,Grambling,H,73,69
2017,2,25,Alabama St.,Texas Southern,H,73,86
2017,1,21,Alabama St.,Alcorn,H,71,78
2017,2,6,Alabama St.,Mississippi Val.,H,71,66
2017,1,4,Alabama St.,Jackson St.,H,60,63
2017,2,27,Alabama St.,Prairie View,H,58,77
2016,11,26,Alabama St.,Cal St. Fullerton,N,76,67
2016,11,25,Alabama St.,Northern Ariz.,N,57,71
2016,12,17,Albany (NY),St. Francis Brooklyn,H,87,60
2016,11,27,Albany (NY),Siena,H,81,72
2016,12,7,Albany (NY),Marist,H,78,66
2016,11,30,Albany (NY),Holy Cross,H,49,55
2017,3,1,Albany (NY),Hartford,H,100,71
2017,2,1,Albany (NY),UMass Lowell,H,90,77
2017,1,19,Albany (NY),Binghamton,H,84,65
2017,1,22,Albany (NY),Maine,H,81,63
2017,2,25,Albany (NY),Hartford,H,80,62
2017,2,15,Albany (NY),UMBC,H,78,69
2017,1,2,Albany (NY),Cornell,H,69,59
2017,1,11,Albany (NY),New Hampshire,H,67,75
2017,2,4,Albany (NY),Stony Brook,H,65,72
2017,1,25,Albany (NY),Vermont,H,49,60
2016,11,20,Albany (NY),Brown,N,80,76
2016,11,19,Albany (NY),Grand Canyon,N,77,82
2017,1,16,Alcorn,Ark.-Pine Bluff,H,82,64
2017,1,14,Alcorn,Mississippi Val.,H,77,84
2017,2,6,Alcorn,Grambling,H,75,65
2017,2,18,Alcorn,Alabama St.,H,75,67
2017,1,28,Alcorn,Southern U.,H,74,64
2017,2,20,Alcorn,Alabama A&M,H,74,59
2017,2,4,Alcorn,Jackson St.,H,69,58
2017,1,4,Alcorn,Prairie View,H,66,55
2017,1,2,Alcorn,Texas Southern,H,65,67
2017,3,7,Alcorn,Mississippi Val.,H,63,60
2016,12,10,American,Youngstown St.,H,77,62
2016,12,6,American,New Hampshire,H,70,80
2016,12,30,American,Loyola Maryland,H,66,68
2016,11,22,American,Wagner,H,65,73
2016,11,26,American,Saint Francis (PA),H,62,69
2016,12,19,American,UMES,H,61,58
2016,11,29,American,Western Ill.,H,57,50
2017,1,18,American,Lafayette,H,71,57
2017,1,29,American,Colgate,H,65,70
2017,2,8,American,Boston U.,H,64,67
2017,1,5,American,Bucknell,H,60,69
2017,2,4,American,Lehigh,H,55,70
2017,2,19,American,Holy Cross,H,54,69
2017,1,25,American,Navy,H,53,71
2017,1,14,American,Army West Point,H,49,53
2016,12,21,Appalachian St.,Hampton,H,88,67
2016,12,17,Appalachian St.,James Madison,H,73,61
2016,12,3,Appalachian St.,Western Caro.,H,53,58
2017,2,13,Appalachian St.,Ga. Southern,H,83,78
2017,2,11,Appalachian St.,Georgia St.,H,77,72
2017,3,4,Appalachian St.,Coastal Caro.,H,77,73
2017,1,9,Appalachian St.,Arkansas St.,H,70,57
2017,1,7,Appalachian St.,Little Rock,H,68,76
2017,1,28,Appalachian St.,UT Arlington,H,67,83
2017,2,25,Appalachian St.,La.-Monroe,H,64,75
2017,2,27,Appalachian St.,Louisiana,H,62,77
2017,1,30,Appalachian St.,Texas St.,H,55,68
2017,3,8,Appalachian St.,Troy,N,64,84
2016,11,18,Arizona,Sacred Heart,H,95,65
2016,11,30,Arizona,Texas Southern,H,85,63
2016,12,6,Arizona,UC Irvine,H,79,57
2016,11,15,Arizona,CSU Bakersfield,H,78,66
2016,12,20,Arizona,New Mexico,H,77,46
2016,11,21,Arizona,Northern Colo.,H,71,55
2016,12,14,Arizona,Grand Canyon,H,64,54
2017,1,12,Arizona,Arizona St.,H,91,75
2017,2,23,Arizona,Southern California,H,90,77
2017,1,7,Arizona,Colorado,H,82,73
2017,1,26,Arizona,Washington St.,H,79,62
2017,1,29,Arizona,Washington,H,77,66
2017,2,8,Arizona,Stanford,H,74,67
2017,2,25,Arizona,UCLA,H,72,77
2017,1,5,Arizona,Utah,H,66,56
2017,2,11,Arizona,California,H,62,57
2016,11,24,Arizona,Santa Clara,N,69,61
2016,12,17,Arizona,Texas A&M,N,67,63
2016,11,11,Arizona,Michigan St.,N,65,63
2016,11,25,Arizona,Butler,N,65,69
2016,12,3,Arizona,Gonzaga,N,62,69
2016,11,23,Arizona St.,The Citadel,H,127,110
2016,12,22,Arizona St.,Central Ark.,H,98,62
2016,12,3,Arizona St.,UNLV,H,97,73
2016,11,13,Arizona St.,Cal Poly,H,96,74
2016,11,11,Arizona St.,Portland St.,H,88,70
2016,12,20,Arizona St.,Creighton,H,85,96
2016,12,17,Arizona St.,New Mexico St.,H,70,81
2017,1,25,Arizona St.,Washington,H,86,75
2017,1,29,Arizona St.,Washington St.,H,83,91
2017,2,26,Arizona St.,Southern California,H,83,82
2017,1,7,Arizona St.,Utah,H,82,88
2017,1,5,Arizona St.,Colorado,H,78,77
2017,2,11,Arizona St.,Stanford,H,75,69
2017,2,23,Arizona St.,UCLA,H,75,87
2017,3,4,Arizona St.,Arizona,H,60,73
2017,2,8,Arizona St.,California,H,43,68
2016,11,18,Arizona St.,Tulane,N,80,71
2016,11,28,Arizona St.,Kentucky,N,69,115
2016,12,6,Arizona St.,Purdue,N,64,97
2016,11,17,Arizona St.,UNI,N,63,82
2016,11,20,Arizona St.,Davidson,N,60,68
2017,3,8,Arizona St.,Stanford,N,98,88
2016,12,1,Ark.-Pine Bluff,UT Martin,H,68,73
2017,1,2,Ark.-Pine Bluff,Mississippi Val.,H,105,91
2017,1,9,Ark.-Pine Bluff,Alabama A&M,H,81,65
2017,1,7,Ark.-Pine Bluff,Alabama St.,H,71,63
2017,1,23,Ark.-Pine Bluff,Prairie View,H,71,68
2017,2,11,Ark.-Pine Bluff,Southern U.,H,68,61
2017,1,21,Ark.-Pine Bluff,Texas Southern,H,63,70
2017,2,13,Ark.-Pine Bluff,Alcorn,H,58,70
2017,2,25,Ark.-Pine Bluff,Grambling,H,58,78
2017,2,27,Ark.-Pine Bluff,Jackson St.,H,51,62
2016,12,3,Arkansas,Austin Peay,H,99,62
2016,11,11,Arkansas,Fort Wayne,H,92,83
2016,12,10,Arkansas,North Florida,H,91,76
2016,11,14,Arkansas,Southern Ill.,H,90,65
2016,11,28,Arkansas,Mt. St. Mary's,H,89,76
2016,12,6,Arkansas,Houston,H,84,72
2016,12,1,Arkansas,SFA,H,78,62
2016,12,29,Arkansas,Florida,H,72,81
2016,11,18,Arkansas,UT Arlington,H,71,67
2016,12,20,Arkansas,North Dakota St.,H,71,55
2017,1,21,Arkansas,LSU,H,99,86
2017,2,18,Arkansas,Ole Miss,H,98,80
2017,1,14,Arkansas,Missouri,H,92,73
2017,2,1,Arkansas,Alabama,H,87,68
2017,2,22,Arkansas,Texas A&M,H,86,77
2017,3,4,Arkansas,Georgia,H,85,67
2017,1,10,Arkansas,Mississippi St.,H,78,84
2017,2,7,Arkansas,Vanderbilt,H,59,72
2016,12,22,Arkansas,Sam Houston St.,N,90,56
2016,12,17,Arkansas,Texas,N,77,74
2016,11,27,Arkansas St.,Lehigh,H,97,89
2016,11,30,Arkansas St.,Cleveland St.,H,78,51
2016,11,22,Arkansas St.,SIUE,H,75,57
2016,12,31,Arkansas St.,Louisiana,H,74,71
2017,1,21,Arkansas St.,Troy,H,82,80
2017,2,4,Arkansas St.,Appalachian St.,H,79,78
2017,2,27,Arkansas St.,Georgia St.,H,78,67
2017,1,2,Arkansas St.,La.-Monroe,H,76,45
2017,1,23,Arkansas St.,South Ala.,H,74,62
2017,2,6,Arkansas St.,Coastal Caro.,H,67,57
2017,2,17,Arkansas St.,Little Rock,H,67,58
2017,2,25,Arkansas St.,Ga. Southern,H,60,72
2016,11,20,Arkansas St.,Chattanooga,N,73,67
2016,12,21,Arkansas St.,Alabama,N,52,67
2017,3,8,Arkansas St.,La.-Monroe,N,70,73
2016,11,30,Army West Point,Fairleigh Dickinson,H,97,78
2016,12,7,Army West Point,Air Force,H,79,71
2016,11,20,Army West Point,Central Ark.,H,76,81
2016,12,3,Army West Point,St. Francis Brooklyn,H,76,56
2016,12,21,Army West Point,Binghamton,H,71,60
2016,12,30,Army West Point,Lehigh,H,59,66
2016,11,19,Army West Point,Arkansas St.,H,57,60
2017,1,21,Army West Point,Navy,H,80,96
2017,2,1,Army West Point,Lafayette,H,80,73
2017,1,11,Army West Point,Colgate,H,76,79
2017,1,18,Army West Point,Holy Cross,H,76,85
2017,1,28,Army West Point,Bucknell,H,75,96
2017,2,28,Army West Point,American,H,74,58
2017,2,22,Army West Point,Boston U.,H,73,62
2017,1,8,Army West Point,Loyola Maryland,H,66,57
2017,2,11,Army West Point,American,H,58,61
2016,12,15,Auburn,Coastal Caro.,H,117,72
2016,11,29,Auburn,USC Upstate,H,90,83
2016,11,17,Auburn,Eastern Ky.,H,85,64
2016,12,29,Auburn,Georgia,H,84,96
2016,11,11,Auburn,North Florida,H,83,66
2016,11,14,Auburn,Georgia St.,H,83,65
2016,12,18,Auburn,Mercer,H,76,74
2017,2,7,Auburn,Mississippi St.,H,98,92
2017,2,14,Auburn,Florida,H,95,114
2017,3,4,Auburn,Missouri,H,89,78
2017,1,7,Auburn,Ole Miss,H,85,88
2017,1,21,Auburn,Alabama,H,84,64
2017,1,18,Auburn,LSU,H,78,74
2017,1,31,Auburn,Tennessee,H,77,87
2017,2,25,Auburn,Arkansas,H,68,79
2016,12,21,Auburn,Oklahoma,N,74,70
2016,11,23,Auburn,Purdue,N,71,96
2016,12,12,Auburn,Boston College,N,71,72
2016,11,22,Auburn,Texas Tech,N,67,65
2017,3,8,Auburn,Missouri,N,83,86
2016,11,30,Austin Peay,Fort Wayne,H,99,103
2016,12,20,Austin Peay,Lipscomb,H,85,99
2016,12,31,Austin Peay,Belmont,H,77,82
2016,12,17,Austin Peay,Evansville,H,69,77
2017,2,18,Austin Peay,SIUE,H,92,84
2017,2,16,Austin Peay,Eastern Ill.,H,85,80
2017,1,21,Austin Peay,Murray St.,H,84,81
2017,1,19,Austin Peay,Morehead St.,H,82,89
2017,1,26,Austin Peay,UT Martin,H,79,85
2017,1,28,Austin Peay,Southeast Mo. St.,H,71,82
2017,2,4,Austin Peay,Tennessee St.,H,66,70
2016,11,18,Austin Peay,Northern Ky.,N,77,69
2016,11,20,Austin Peay,Delaware,N,76,75
2016,12,10,Ball St.,Eastern Ky.,H,91,86
2016,12,6,Ball St.,Bradley,H,80,63
2016,11,15,Ball St.,Indiana St.,H,74,80
2016,12,22,Ball St.,Alabama St.,H,73,48
2016,12,3,Ball St.,IUPUI,H,62,73
2016,12,19,Ball St.,Longwood,H,61,45
2017,1,17,Ball St.,Central Mich.,H,98,83
2017,3,3,Ball St.,Northern Ill.,H,87,82
2017,1,10,Ball St.,Miami (OH),H,85,74
2017,1,28,Ball St.,Western Mich.,H,84,78
2017,1,31,Ball St.,Toledo,H,81,80
2017,2,21,Ball St.,Eastern Mich.,H,79,72
2017,2,10,Ball St.,Ohio,H,77,79
2017,1,7,Ball St.,Bowling Green,H,71,76
2017,2,3,Ball St.,Buffalo,H,69,96
2016,11,23,Ball St.,Southern Utah,N,94,83
2016,11,21,Ball St.,Coppin St.,N,79,77
2016,12,14,Baylor,Southern U.,H,89,59
2016,12,21,Baylor,Texas Southern,H,89,63
2016,12,17,Baylor,Jackson St.,H,82,57
2016,11,18,Baylor,FGCU,H,81,72
2016,11,30,Baylor,Sam Houston St.,H,79,45
2016,11,11,Baylor,Oral Roberts,H,76,61
2016,12,3,Baylor,Xavier,H,76,61
2016,11,15,Baylor,Oregon,H,66,49
2017,1,17,Baylor,Texas,H,74,64
2017,2,27,Baylor,West Virginia,H,71,62
2017,2,11,Baylor,TCU,H,70,52
2017,1,4,Baylor,Iowa St.,H,65,63
2017,1,25,Baylor,Texas Tech,H,65,61
2017,2,18,Baylor,Kansas,H,65,67
2017,1,7,Baylor,Oklahoma St.,H,61,57
2017,2,21,Baylor,Oklahoma,H,60,54
2017,2,4,Baylor,Kansas St.,H,54,56
2016,11,24,Baylor,Michigan St.,N,73,58
2016,11,23,Baylor,VCU,N,71,63
2016,11,25,Baylor,Louisville,N,66,63
2016,11,19,Belmont,Western Ky.,H,90,69
2016,12,22,Belmont,Cleveland St.,H,88,61
2016,12,14,Belmont,Middle Tenn.,H,66,79
2016,11,29,Belmont,Lipscomb,H,64,62
2017,1,30,Belmont,SIUE,H,92,69
2017,2,18,Belmont,Morehead St.,H,89,73
2017,1,7,Belmont,Southeast Mo. St.,H,87,75
2017,1,5,Belmont,UT Martin,H,83,67
2017,1,21,Belmont,Tennessee Tech,H,82,70
2017,1,19,Belmont,Jacksonville St.,H,77,60
2017,2,16,Belmont,Eastern Ky.,H,76,72
2017,2,25,Belmont,Tennessee St.,H,68,63
2016,11,21,Belmont,Florida,N,61,78
2017,3,3,Belmont,Jacksonville St.,N,59,65
2016,11,16,Bethune-Cookman,Kennesaw St.,H,75,72
2016,12,5,Bethune-Cookman,Jacksonville,H,66,76
2017,2,4,Bethune-Cookman,Delaware St.,H,82,88
2017,1,21,Bethune-Cookman,UMES,H,79,82
2017,2,20,Bethune-Cookman,Norfolk St.,H,75,65
2017,1,9,Bethune-Cookman,Coppin St.,H,73,76
2017,2,6,Bethune-Cookman,Howard,H,71,67
2017,3,2,Bethune-Cookman,Florida A&M,H,69,59
2017,2,1,Bethune-Cookman,Stetson,H,67,76
2017,1,7,Bethune-Cookman,Morgan St.,H,63,69
2017,2,18,Bethune-Cookman,Hampton,H,62,61
2016,11,25,Bethune-Cookman,Nicholls St.,N,69,76
2017,3,7,Bethune-Cookman,Delaware St.,N,69,62
2017,3,8,Bethune-Cookman,N.C. Central,N,60,95
2016,12,10,Binghamton,Loyola Maryland,H,85,90
2016,12,17,Binghamton,Delaware St.,H,85,66
2016,11,16,Binghamton,Central Conn. St.,H,72,70
2016,11,11,Binghamton,Cornell,H,68,62
2017,1,25,Binghamton,Hartford,H,76,55
2017,1,8,Binghamton,UMass Lowell,H,75,79
2017,2,1,Binghamton,UMBC,H,74,92
2017,1,22,Binghamton,Stony Brook,H,71,67
2017,2,25,Binghamton,Maine,H,71,72
2017,2,12,Binghamton,New Hampshire,H,55,63
2017,2,9,Binghamton,Albany (NY),H,54,66
2017,1,11,Binghamton,Vermont,H,50,67
2016,11,24,Binghamton,Long Beach St.,N,72,64
2016,11,25,Boise St.,Presbyterian,H,82,56
2016,12,18,Boise St.,Idaho St.,H,82,59
2016,12,21,Boise St.,CSUN,H,79,62
2016,12,31,Boise St.,Colorado St.,H,74,73
2016,11,30,Boise St.,SMU,H,71,62
2017,2,18,Boise St.,Wyoming,H,91,87
2017,2,25,Boise St.,San Jose St.,H,85,78
2017,1,7,Boise St.,San Diego St.,H,78,66
2017,2,11,Boise St.,Air Force,H,76,66
2017,2,4,Boise St.,Utah St.,H,72,70
2017,1,17,Boise St.,New Mexico,H,70,81
2017,2,28,Boise St.,Fresno St.,H,67,74
2017,1,25,Boise St.,Nevada,H,57,76
2016,11,20,Boise St.,Western Mich.,N,91,70
2016,11,18,Boise St.,Mississippi St.,N,68,80
2016,12,3,Boston College,Dartmouth,H,88,70
2016,11,20,Boston College,Stony Brook,H,82,75
2016,12,18,Boston College,Sacred Heart,H,82,75
2016,11,22,Boston College,Towson,H,80,70
2016,12,23,Boston College,Providence,H,79,67
2016,11,11,Boston College,Nicholls St.,H,73,79
2016,11,15,Boston College,UMES,H,73,57
2016,12,7,Boston College,Harvard,H,66,74
2016,12,9,Boston College,Hartford,H,63,65
2017,1,1,Boston College,Syracuse,H,96,81
2017,1,21,Boston College,North Carolina,H,82,90
2017,1,31,Boston College,Wake Forest,H,80,85
2017,2,14,Boston College,Notre Dame,H,76,84
2017,2,25,Boston College,Virginia Tech,H,75,91
2017,1,11,Boston College,North Carolina St.,H,74,66
2017,2,8,Boston College,Pittsburgh,H,72,83
2017,2,4,Boston College,Louisville,H,67,90
2017,1,18,Boston College,Virginia,H,54,71
2016,12,21,Boston College,Fairfield,N,83,89
2016,12,12,Boston College,Auburn,N,72,71
2016,11,25,Boston College,Kansas St.,N,54,72
2016,11,26,Boston College,Richmond,N,54,67
2017,3,7,Boston College,Wake Forest,N,78,92
2016,11,19,Boston U.,Maine,H,102,78
2016,11,20,Boston U.,LIU Brooklyn,H,86,69
2016,12,7,Boston U.,Canisius,H,77,87
2016,12,18,Boston U.,New Hampshire,H,73,69
2016,11,18,Boston U.,Northeastern,H,65,63
2016,12,30,Boston U.,Holy Cross,H,61,55
2017,1,25,Boston U.,Army West Point,H,90,89
2017,3,5,Boston U.,Lehigh,H,88,91
2017,2,11,Boston U.,Loyola Maryland,H,78,63
2017,1,11,Boston U.,American,H,76,66
2017,1,2,Boston U.,Lehigh,H,75,61
2017,2,5,Boston U.,Lafayette,H,75,58
2017,2,19,Boston U.,Bucknell,H,66,86
2017,3,2,Boston U.,Loyola Maryland,H,64,60
2017,2,2,Boston U.,Navy,H,61,70
2017,1,18,Boston U.,Colgate,H,58,67
2016,11,26,Bowling Green,Morgan St.,H,90,58
2016,12,30,Bowling Green,Norfolk St.,H,86,77
2016,11,21,Bowling Green,Murray St.,H,78,77
2016,12,10,Bowling Green,Detroit Mercy,H,74,61
2016,12,22,Bowling Green,Alabama A&M,H,74,61
2016,11,19,Bowling Green,UMKC,H,69,71
2016,11,20,Bowling Green,Green Bay,H,61,77
2017,2,4,Bowling Green,Toledo,H,104,100
2017,1,31,Bowling Green,Miami (OH),H,83,72
2017,1,21,Bowling Green,Ball St.,H,79,74
2017,2,11,Bowling Green,Buffalo,H,74,88
2017,1,28,Bowling Green,Ohio,H,72,96
2017,2,28,Bowling Green,Kent St.,H,67,74
2017,2,21,Bowling Green,Akron,H,66,65
2017,1,10,Bowling Green,Eastern Mich.,H,53,81
2017,1,14,Bowling Green,Northern Ill.,H,52,69
2016,11,18,Bradley,Southeast Mo. St.,H,84,78
2016,12,10,Bradley,Chicago St.,H,83,48
2016,12,3,Bradley,Nevada,H,69,91
2016,12,29,Bradley,Southern Ill.,H,60,51
2016,12,16,Bradley,UT Arlington,H,51,56
2016,11,13,Bradley,Delaware,H,49,63
2017,2,18,Bradley,Evansville,H,84,72
2017,2,4,Bradley,Drake,H,79,72
2017,2,22,Bradley,Missouri St.,H,77,68
2017,1,11,Bradley,UNI,H,72,61
2017,1,7,Bradley,Loyola Chicago,H,62,78
2017,2,8,Bradley,Indiana St.,H,54,56
2017,1,18,Bradley,Illinois St.,H,49,69
2017,1,29,Bradley,Wichita St.,H,49,64
2016,11,21,Bradley,Hofstra,N,90,92
2016,11,22,Bradley,Wofford,N,70,62
2016,11,23,Bradley,George Mason,N,66,77
2017,3,2,Bradley,Drake,N,67,58
2017,3,3,Bradley,Wichita St.,N,56,82
2016,11,28,Brown,Bryant,H,91,90
2016,12,31,Brown,Stony Brook,H,89,92
2016,11,13,Brown,Niagara,H,88,79
2016,12,22,Brown,Maine,H,82,77
2016,11,23,Brown,Morgan St.,H,81,75
2016,11,30,Brown,St. Francis Brooklyn,H,81,71
2016,12,29,Brown,Quinnipiac,H,66,61
2017,3,3,Brown,Columbia,H,88,68
2017,3,4,Brown,Cornell,H,78,92
2017,1,20,Brown,Yale,H,74,75
2017,2,10,Brown,Harvard,H,74,87
2017,2,11,Brown,Dartmouth,H,74,77
2017,2,17,Brown,Penn,H,72,96
2017,2,18,Brown,Princeton,H,51,66
2016,11,19,Brown,Marist,N,79,87
2016,11,20,Brown,Albany (NY),N,76,80
2016,11,30,Bryant,Yale,H,79,70
2016,12,10,Bryant,New Hampshire,H,73,86
2016,12,22,Bryant,Dartmouth,H,69,75
2017,1,14,Bryant,Sacred Heart,H,110,112
2017,2,25,Bryant,Central Conn. St.,H,91,77
2017,2,9,Bryant,LIU Brooklyn,H,85,88
2017,2,16,Bryant,Robert Morris,H,81,73
2017,2,11,Bryant,St. Francis Brooklyn,H,80,69
2017,2,18,Bryant,Saint Francis (PA),H,79,75
2017,1,12,Bryant,Wagner,H,77,66
2017,1,28,Bryant,Fairleigh Dickinson,H,73,72
2017,1,5,Bryant,Mt. St. Mary's,H,72,71
2017,1,16,Bryant,Harvard,H,65,70
2016,11,22,Bryant,La.-Monroe,N,64,57
2016,12,19,Bucknell,Mt. St. Mary's,H,81,65
2016,11,11,Bucknell,Manhattan,H,76,64
2016,11,16,Bucknell,Robert Morris,H,75,62
2016,11,30,Bucknell,Richmond,H,73,68
2016,12,22,Bucknell,Princeton,H,70,72
2017,2,22,Bucknell,Lafayette,H,94,64
2017,1,2,Bucknell,Army West Point,H,84,76
2017,2,6,Bucknell,Holy Cross,H,82,68
2017,2,25,Bucknell,Navy,H,82,60
2017,3,8,Bucknell,Lehigh,H,81,65
2017,2,1,Bucknell,American,H,80,60
2017,3,2,Bucknell,Army West Point,H,78,62
2017,1,18,Bucknell,Loyola Maryland,H,76,63
2017,2,13,Bucknell,Colgate,H,75,58
2017,1,11,Bucknell,Lehigh,H,71,82
2017,1,21,Bucknell,Boston U.,H,70,59
2017,3,5,Bucknell,Navy,H,70,65
2016,11,24,Bucknell,Norfolk St.,N,84,58
2016,11,25,Bucknell,Northern Colo.,N,75,63
2016,12,10,Buffalo,Coppin St.,H,87,52
2016,12,17,Buffalo,Canisius,H,87,94
2016,12,30,Buffalo,Maine,H,79,60
2017,1,31,Buffalo,Central Mich.,H,101,91
2017,2,24,Buffalo,Akron,H,83,89
2017,3,3,Buffalo,Bowling Green,H,80,68
2017,1,14,Buffalo,Ball St.,H,77,92
2017,1,10,Buffalo,Ohio,H,72,74
2017,2,18,Buffalo,Miami (OH),H,71,58
2017,2,21,Buffalo,Kent St.,H,69,77
2017,1,21,Buffalo,Western Mich.,H,66,54
2017,2,7,Buffalo,Northern Ill.,H,65,45
2016,11,26,Buffalo,Weber St.,N,74,72
2016,11,25,Buffalo,Nevada,N,62,67
2016,11,21,Butler,Norfolk St.,H,91,55
2016,11,12,Butler,Northern Colo.,H,89,52
2016,11,19,Butler,Bucknell,H,86,60
2016,12,3,Butler,Central Ark.,H,82,58
2016,12,21,Butler,Vermont,H,81,69
2016,12,10,Butler,Cincinnati,H,75,65
2016,11,16,Butler,Northwestern,H,70,68
2017,2,15,Butler,St. John's (NY),H,110,86
2017,1,16,Butler,Marquette,H,88,80
2017,1,14,Butler,Xavier,H,83,78
2017,2,19,Butler,DePaul,H,82,66
2017,1,28,Butler,Georgetown,H,81,85
2017,1,1,Butler,Providence,H,78,61
2017,1,31,Butler,Creighton,H,67,76
2017,1,4,Butler,Villanova,H,66,58
2017,3,4,Butler,Seton Hall,H,64,70
2016,12,17,Butler,Indiana,N,83,78
2016,11,24,Butler,Vanderbilt,N,76,66
2016,11,25,Butler,Arizona,N,69,65
2016,11,26,BYU,Utah Valley,H,101,114
2016,11,17,BYU,Coppin St.,H,96,59
2016,12,29,BYU,Santa Clara,H,89,59
2016,12,20,BYU,Idaho St.,H,84,58
2016,11,14,BYU,Princeton,H,82,73
2016,11,19,BYU,Coastal Caro.,H,81,65
2016,12,22,BYU,CSU Bakersfield,H,81,71
2016,12,10,BYU,Colorado,H,79,71
